,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,FF_ba,FC_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,KC%,wSL/C,wKC/C,vSL,vKC,ST_ba,FS%,wFS/C,vFS,SL_ba,FS_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-05-17,718136,Strikeout,strikeout,True,608336,669160,Joey Gallo,Dustin May,0,0,0,e58fdd4b-2796-4534-b9d4-ed8d92e6d7b8,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,,,,
1,2023-05-17,718136,Single,single,False,666135,669160,Alex Kirilloff,Dustin May,0,0,0,a136d4d3-2920-45ed-b72d-ade360d98ac9,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,,,,
2,2023-05-17,718136,Strikeout,strikeout,True,621043,669160,Carlos Correa,Dustin May,0,0,0,b1befe18-2722-4950-b733-092fbdb4b20f,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,,,,
3,2023-05-17,718136,Lineout,field_out,True,621439,669160,Byron Buxton,Dustin May,1,1,0,2acd9eeb-88a6-4ffe-bf61-55ed0ca6c0ef,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,,,,
4,2023-05-17,718136,Walk,walk,False,605141,543243,Mookie Betts,Sonny Gray,0,0,0,b6c9575a-c8f8-4d77-9047-f203adbc3253,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.271,0.131,0.168,0.067,0.61,1.3,-0.46,0.87,-0.63,92.9,87.6,92.8,79.6,0.275,0.301,0.265,0.257,0.27,122.0,108.0,121.0,0.205,0.001,3.25,-0.41,84.3,72.9,0.096,,,,,,,,
5,2023-05-17,718136,Field Error,field_error,False,518692,543243,Freddie Freeman,Sonny Gray,1,0,1,ec0a972b-0f8e-4334-b57a-5c31edcc78de,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.271,0.131,0.168,0.067,0.61,1.3,-0.46,0.87,-0.63,92.9,87.6,92.8,79.6,0.275,0.301,0.265,0.257,0.27,122.0,108.0,121.0,0.205,0.001,3.25,-0.41,84.3,72.9,0.096,,,,,,,,
6,2023-05-17,718136,Strikeout,strikeout,True,669257,543243,Will Smith,Sonny Gray,0,0,0,4545d61d-9044-442b-ba60-bcebe4d4cb4a,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.271,0.131,0.168,0.067,0.61,1.3,-0.46,0.87,-0.63,92.9,87.6,92.8,79.6,0.275,0.301,0.265,0.257,0.27,122.0,108.0,121.0,0.205,0.001,3.25,-0.41,84.3,72.9,0.096,,,,,,,,
7,2023-05-17,718136,Walk,walk,False,571970,543243,Max Muncy,Sonny Gray,0,0,1,6d8f4c92-d630-4437-8593-279985fdb2d1,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.271,0.131,0.168,0.067,0.61,1.3,-0.46,0.87,-0.63,92.9,87.6,92.8,79.6,0.275,0.301,0.265,0.257,0.27,122.0,108.0,121.0,0.205,0.001,3.25,-0.41,84.3,72.9,0.096,,,,,,,,
8,2023-05-17,718136,Strikeout,strikeout,True,518792,543243,Jason Heyward,Sonny Gray,0,0,0,e80d427a-44fb-45de-8a7e-50785f9057ee,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.271,0.131,0.168,0.067,0.61,1.3,-0.46,0.87,-0.63,92.9,87.6,92.8,79.6,0.275,0.301,0.265,0.257,0.27,122.0,108.0,121.0,0.205,0.001,3.25,-0.41,84.3,72.9,0.096,,,,,,,,
9,2023-05-17,718136,Forceout,force_out,True,678246,543243,Miguel Vargas,Sonny Gray,0,0,1,81aa0af8-2e58-4cd1-82ca-b0e253d569b9,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.271,0.131,0.168,0.067,0.61,1.3,-0.46,0.87,-0.63,92.9,87.6,92.8,79.6,0.275,0.301,0.265,0.257,0.27,122.0,108.0,121.0,0.205,0.001,3.25,-0.41,84.3,72.9,0.096,,,,,,,,
