,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,CU_ba,FF_ba,SI_ba,CH_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba
0,2023-07-18,717363,Groundout,field_out,True,592885,605400,Christian Yelich,Aaron Nola,0,0,0,be35c6ac-848d-43bb-89a1-f279b9468877,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,
1,2023-07-18,717363,Strikeout,strikeout,True,661388,605400,William Contreras,Aaron Nola,0,0,0,7b02d9cb-1ac1-41a9-96b6-36c715ec05f6,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,
2,2023-07-18,717363,Strikeout,strikeout,True,642715,605400,Willy Adames,Aaron Nola,0,0,0,b513a138-fbb7-4349-9a9c-2be24d7a3f6d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,
3,2023-07-18,717363,Home Run,home_run,False,656941,527054,Kyle Schwarber,Julio Teheran,0,0,0,b2ab1bea-218d-45ac-825e-3bc0b087ee1a,527054.0,julioteheran,Teheran,Right,Julio Teheran,4.4,4.93,71.2,104.0,85.0,98.0,0.813,6.28,1.63,8.54,1.63,0.97,0.249,0.36200000000000004,0.11800000000000001,0.33899999999999997,0.428,83.4,94.0,107.0,89.0,99.0,109.0,105.0,90.0,104.0,100.0,,,,79.0,101.0,96.0,0.387,0.094,0.287,,0.11800000000000001,-5.82,0.93,-0.03,,-0.54,89.2,86.4,90.0,,0.074,0.368,0.285,0.286,0.219,82.0,103.0,103.0,0.115,1.98,77.4,,,,,,,
4,2023-07-18,717363,Lineout,field_out,True,607208,527054,Trea Turner,Julio Teheran,1,0,0,97570611-23b5-4b86-9fa0-fd5ca57f02b5,527054.0,julioteheran,Teheran,Right,Julio Teheran,4.4,4.93,71.2,104.0,85.0,98.0,0.813,6.28,1.63,8.54,1.63,0.97,0.249,0.36200000000000004,0.11800000000000001,0.33899999999999997,0.428,83.4,94.0,107.0,89.0,99.0,109.0,105.0,90.0,104.0,100.0,,,,79.0,101.0,96.0,0.387,0.094,0.287,,0.11800000000000001,-5.82,0.93,-0.03,,-0.54,89.2,86.4,90.0,,0.074,0.368,0.285,0.286,0.219,82.0,103.0,103.0,0.115,1.98,77.4,,,,,,,
5,2023-07-18,717363,Flyout,field_out,True,592206,527054,Nick Castellanos,Julio Teheran,1,0,0,d1d9dfa9-4bd9-46b1-9c06-5b75d4613258,527054.0,julioteheran,Teheran,Right,Julio Teheran,4.4,4.93,71.2,104.0,85.0,98.0,0.813,6.28,1.63,8.54,1.63,0.97,0.249,0.36200000000000004,0.11800000000000001,0.33899999999999997,0.428,83.4,94.0,107.0,89.0,99.0,109.0,105.0,90.0,104.0,100.0,,,,79.0,101.0,96.0,0.387,0.094,0.287,,0.11800000000000001,-5.82,0.93,-0.03,,-0.54,89.2,86.4,90.0,,0.074,0.368,0.285,0.286,0.219,82.0,103.0,103.0,0.115,1.98,77.4,,,,,,,
6,2023-07-18,717363,Groundout,field_out,True,547180,527054,Bryce Harper,Julio Teheran,0,0,0,e9dc65e4-c857-4a29-8280-2a097ca1bef7,527054.0,julioteheran,Teheran,Right,Julio Teheran,4.4,4.93,71.2,104.0,85.0,98.0,0.813,6.28,1.63,8.54,1.63,0.97,0.249,0.36200000000000004,0.11800000000000001,0.33899999999999997,0.428,83.4,94.0,107.0,89.0,99.0,109.0,105.0,90.0,104.0,100.0,,,,79.0,101.0,96.0,0.387,0.094,0.287,,0.11800000000000001,-5.82,0.93,-0.03,,-0.54,89.2,86.4,90.0,,0.074,0.368,0.285,0.286,0.219,82.0,103.0,103.0,0.115,1.98,77.4,,,,,,,
7,2023-07-18,717363,Groundout,field_out,True,608385,605400,Jesse Winker,Aaron Nola,1,0,0,7ea7a64b-51fc-4637-ba10-cae019dc1830,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,
8,2023-07-18,717363,Lineout,field_out,True,680911,605400,Owen Miller,Aaron Nola,0,0,0,188987be-af4e-492e-81f1-330a988a92f8,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,
9,2023-07-18,717363,Groundout,field_out,True,606132,605400,Raimel Tapia,Aaron Nola,0,0,0,fa86b2a6-bf9b-4baa-b3ea-c4ecc3d4b04b,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,
