,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,SI_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-15,718171,Strikeout,strikeout,True,621493,680570,Taylor Ward,Grayson Rodriguez,0,0,0,00a1c334-bb41-4f0d-a1cc-a50e22a08e5c,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,,,,,
1,2023-05-15,718171,Groundout,field_out,True,545361,680570,Mike Trout,Grayson Rodriguez,0,0,0,0bee2854-0338-487f-8e41-61499c8da554,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,,,,,
2,2023-05-15,718171,Walk,walk,False,660271,680570,Shohei Ohtani,Grayson Rodriguez,0,0,0,49858fc8-85a6-4144-9a84-85bad90f4eff,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,,,,,
3,2023-05-15,718171,Double,double,False,592669,680570,Hunter Renfroe,Grayson Rodriguez,0,0,1,ee880ebb-e198-4e1c-9d5a-9d21b243ddac,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,,,,,
4,2023-05-15,718171,Strikeout,strikeout,True,642136,680570,Matt Thaiss,Grayson Rodriguez,0,0,0,98c83624-873e-4e94-89a6-6a5054578ca4,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,,,,,
5,2023-05-15,718171,Groundout,field_out,True,656775,660271,Cedric Mullins,Shohei Ohtani,0,0,0,688354af-1d2d-45a3-b4f6-6bbf91d047b0,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,0.33,0.156,0.35600000000000004,0.036000000000000004,,1.64,-0.82,1.81,1.15,,96.8,88.6,83.7,75.7,0.164,,0.146,0.111,0.31,104.0,94.0,95.0,129.0,93.0,108.0,0.06,0.062,-0.25,-0.53,88.6,94.5,0.179,0.273,,,,,,,
6,2023-05-15,718171,Groundout,field_out,True,668939,660271,Adley Rutschman,Shohei Ohtani,1,1,0,01b2ecfe-9588-4b21-891f-b42ca5b4de8b,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,0.33,0.156,0.35600000000000004,0.036000000000000004,,1.64,-0.82,1.81,1.15,,96.8,88.6,83.7,75.7,0.164,,0.146,0.111,0.31,104.0,94.0,95.0,129.0,93.0,108.0,0.06,0.062,-0.25,-0.53,88.6,94.5,0.179,0.273,,,,,,,
7,2023-05-15,718171,Strikeout,strikeout,True,623993,660271,Anthony Santander,Shohei Ohtani,0,0,0,1e338577-c020-49a1-8759-ca7298a3f501,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,0.33,0.156,0.35600000000000004,0.036000000000000004,,1.64,-0.82,1.81,1.15,,96.8,88.6,83.7,75.7,0.164,,0.146,0.111,0.31,104.0,94.0,95.0,129.0,93.0,108.0,0.06,0.062,-0.25,-0.53,88.6,94.5,0.179,0.273,,,,,,,
8,2023-05-15,718171,Flyout,field_out,True,570482,680570,Gio Urshela,Grayson Rodriguez,0,0,0,e91dd227-fefa-46d5-bf4e-44bd03acc28b,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,,,,,
9,2023-05-15,718171,Single,single,False,650859,680570,Luis Rengifo,Grayson Rodriguez,0,0,0,a7e7e814-fbc4-4da3-b1f6-1caa73585476,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,,,,,
