,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,wFS/C,wSI/C,wKC/C,vFS,vSI,vKC,SI_ba,FS_ba
0,2023-05-12,718199,Single,single,False,664774,669194,LaMonte Wade Jr.,Ryne Nelson,1,0,0,78719d20-d255-4053-8c17-f193131a5bda,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,,
1,2023-05-12,718199,Flyout,field_out,True,642731,669194,Thairo Estrada,Ryne Nelson,0,0,0,af384824-930c-44c5-aab0-f51b7ca36a92,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,,
2,2023-05-12,718199,Strikeout,strikeout,True,605204,669194,J.D. Davis,Ryne Nelson,0,0,0,33033d85-cb10-4258-9057-a6d4e830d5d6,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,,
3,2023-05-12,718199,Home Run,home_run,False,592626,669194,Joc Pederson,Ryne Nelson,1,1,1,c2e25edc-9181-417d-ae44-16c8f29bbd15,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,,
4,2023-05-12,718199,Strikeout,strikeout,True,571745,669194,Mitch Haniger,Ryne Nelson,0,0,0,61dd9395-22e6-45ef-87e6-407041c38b68,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,,
5,2023-05-12,718199,Flyout,field_out,True,606466,605154,Ketel Marte,John Brebbia,1,0,0,a0f2cafe-fd31-4913-9693-5185de36866e,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,,,,107.0,104.0,104.0,108.0,107.0,107.0,,,,0.45799999999999996,,0.539,,0.003,1.09,,-0.13,,6.56,94.5,,82.8,,0.2,,0.227,,,,,,,,,,,,,,,,,,,,,,
6,2023-05-12,718199,Single,single,False,656896,605154,Emmanuel Rivera,John Brebbia,0,0,0,e8d3ce98-72aa-43b0-8594-4eaebde8e0f0,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,,,,107.0,104.0,104.0,108.0,107.0,107.0,,,,0.45799999999999996,,0.539,,0.003,1.09,,-0.13,,6.56,94.5,,82.8,,0.2,,0.227,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-12,718199,Strikeout,strikeout,True,682998,605154,Corbin Carroll,John Brebbia,0,0,0,e6c42807-8b02-4652-9fcb-c12fc3d83958,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,,,,107.0,104.0,104.0,108.0,107.0,107.0,,,,0.45799999999999996,,0.539,,0.003,1.09,,-0.13,,6.56,94.5,,82.8,,0.2,,0.227,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-12,718199,Walk,walk,False,572233,605154,Christian Walker,John Brebbia,0,0,1,2bbceb10-b0fa-40b4-b810-795cad0edeec,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,,,,107.0,104.0,104.0,108.0,107.0,107.0,,,,0.45799999999999996,,0.539,,0.003,1.09,,-0.13,,6.56,94.5,,82.8,,0.2,,0.227,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-12,718199,Strikeout,strikeout,True,446334,605154,Evan Longoria,John Brebbia,0,0,0,9008f9a7-601b-4b8c-957e-ace4e7712713,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,,,,107.0,104.0,104.0,108.0,107.0,107.0,,,,0.45799999999999996,,0.539,,0.003,1.09,,-0.13,,6.56,94.5,,82.8,,0.2,,0.227,,,,,,,,,,,,,,,,,,,,,,
