,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,FC_ba,SL_ba,FS_ba
0,2023-08-16,716973,Strikeout,strikeout,True,680757,671096,Steven Kwan,Andrew Abbott,0,0,0,e30b22a2-ce67-4037-8c33-151ca56edf5c,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-16,716973,Groundout,field_out,True,608070,671096,José Ramírez,Andrew Abbott,1,1,0,b2d34857-7fb6-495d-82b7-af4a87bbb70b,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-16,716973,Single,single,False,657656,671096,Ramón Laureano,Andrew Abbott,0,0,0,eee13500-4a45-4350-bbd4-bfdfcdb5565a,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-16,716973,Strikeout,strikeout,True,660757,671096,Oscar Gonzalez,Andrew Abbott,0,0,0,7766e0b4-a50e-4bba-881d-00806326f778,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-16,716973,Single,single,False,670770,592789,TJ Friedl,Noah Syndergaard,1,1,0,eb4c6a79-e722-4a0e-b11d-62959b5f0c9e,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,0.18100000000000002,0.067,0.141,0.222,0.68,-2.33,-0.93,-2.71,92.2,85.0,77.9,0.208,0.286,,0.233,87.0,102.0,96.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.126,0.003,-0.49,1.25,-1.16,89.5,87.7,92.3,0.363,0.333,0.24,
5,2023-08-16,716973,Double,double,False,680574,592789,Matt McLain,Noah Syndergaard,0,0,1,1cbbb4db-ab2a-4d8a-ab15-8869800bdaa9,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,0.18100000000000002,0.067,0.141,0.222,0.68,-2.33,-0.93,-2.71,92.2,85.0,77.9,0.208,0.286,,0.233,87.0,102.0,96.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.126,0.003,-0.49,1.25,-1.16,89.5,87.7,92.3,0.363,0.333,0.24,
6,2023-08-16,716973,Groundout,field_out,True,682829,592789,Elly De La Cruz,Noah Syndergaard,1,0,1,e0304ac4-312e-4a54-8ded-937cfd2d953c,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,0.18100000000000002,0.067,0.141,0.222,0.68,-2.33,-0.93,-2.71,92.2,85.0,77.9,0.208,0.286,,0.233,87.0,102.0,96.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.126,0.003,-0.49,1.25,-1.16,89.5,87.7,92.3,0.363,0.333,0.24,
7,2023-08-16,716973,Hit By Pitch,hit_by_pitch,False,668715,592789,Spencer Steer,Noah Syndergaard,1,0,0,4a40457b-3503-4e5b-b17c-f8491af94624,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,0.18100000000000002,0.067,0.141,0.222,0.68,-2.33,-0.93,-2.71,92.2,85.0,77.9,0.208,0.286,,0.233,87.0,102.0,96.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.126,0.003,-0.49,1.25,-1.16,89.5,87.7,92.3,0.363,0.333,0.24,
8,2023-08-16,716973,Flyout,field_out,True,458015,592789,Joey Votto,Noah Syndergaard,0,0,1,b14fd5f5-b1ac-4e9f-8af1-d705a2c92366,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,0.18100000000000002,0.067,0.141,0.222,0.68,-2.33,-0.93,-2.71,92.2,85.0,77.9,0.208,0.286,,0.233,87.0,102.0,96.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.126,0.003,-0.49,1.25,-1.16,89.5,87.7,92.3,0.363,0.333,0.24,
9,2023-08-16,716973,Groundout,field_out,True,687952,592789,Christian Encarnacion-Strand,Noah Syndergaard,1,0,0,143ceaf5-b505-46b0-b576-a881e3793f17,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,0.18100000000000002,0.067,0.141,0.222,0.68,-2.33,-0.93,-2.71,92.2,85.0,77.9,0.208,0.286,,0.233,87.0,102.0,96.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.126,0.003,-0.49,1.25,-1.16,89.5,87.7,92.3,0.363,0.333,0.24,
