date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCH/C,vFA,vFS,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vSC (sc),SC%,wSC/C
2024-03-29,746091,Flyout,field_out,True,542194,527048,Christian Bethancourt,Martín Pérez,0,875ff2b8-8f26-4ab4-a667-68e7a159ca7b,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,0.215,-5.77,,-0.23,,-3.51,91.4,,83.4,90.9,,0.375,0.625,0.036,,,,0.3,0.423,0.1,,,,0.338,0.588,0.275,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,-0.81,0.23,88.4,78.3,0.304,0.609,0.196,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,
2024-03-29,746091,Forceout,force_out,True,542194,527048,Christian Bethancourt,Martín Pérez,1,08e45e4f-0428-44f6-a02f-62348ff13644,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,0.215,-5.77,,-0.23,,-3.51,91.4,,83.4,90.9,,0.375,0.625,0.036,,,,0.3,0.423,0.1,,,,0.338,0.588,0.275,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,-0.81,0.23,88.4,78.3,0.304,0.609,0.196,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,
2024-03-29,746091,Strikeout,strikeout,True,542194,676596,Christian Bethancourt,Josh Fleming,0,4ff7803c-a64a-41a2-829e-2f55c2e29489,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,,,,,,,0.389,0.004,,,0.286,1.94,,-2.07,,1.63,89.8,,83.2,90.4,,,,,,,,0.381,0.571,0.226,,,,0.171,0.22,0.178,97.0,87.0,89.0,82.0,101.0,93.0,0.264,0.057,1.27,-2.56,87.2,78.1,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
2024-03-29,746091,Groundout,field_out,True,542194,676596,Christian Bethancourt,Josh Fleming,1,006079d7-1d15-422f-b518-56daca86ffa0,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,,,,,,,0.389,0.004,,,0.286,1.94,,-2.07,,1.63,89.8,,83.2,90.4,,,,,,,,0.381,0.571,0.226,,,,0.171,0.22,0.178,97.0,87.0,89.0,82.0,101.0,93.0,0.264,0.057,1.27,-2.56,87.2,78.1,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
2024-03-30,746087,Strikeout,strikeout,True,542194,683003,Christian Bethancourt,Jared Jones,0,d5edf4c8-8f55-4dc2-aac8-f168c03ad201,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.068,0.34,,,1.59,-3.19,97.3,,89.7,,88.6,0.214,0.403,0.273,0.194,0.313,0.398,,,,,,,0.303,0.576,0.241,99.0,96.0,99.0,,,,,0.073,,-1.54,,80.3,,,,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,
2024-03-30,746087,Groundout,field_out,True,542194,683003,Christian Bethancourt,Jared Jones,0,5a719649-ec48-4a14-a506-ac6e7c54a1fa,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.068,0.34,,,1.59,-3.19,97.3,,89.7,,88.6,0.214,0.403,0.273,0.194,0.313,0.398,,,,,,,0.303,0.576,0.241,99.0,96.0,99.0,,,,,0.073,,-1.54,,80.3,,,,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,
2024-03-30,746087,Strikeout,strikeout,True,542194,676702,Christian Bethancourt,Hunter Stratton,0,0fd01881-32b8-4d0d-b3f4-0406c467c7cb,676702.0,hunterstratton,"Stratton, H",Right,Hunter Stratton,PIT,4.26,2.75,31.2,101.0,111.0,102.0,0.739,8.53,1.42,8.53,0.85,0.87,0.287,0.372,0.191,0.287,0.437,,,,102.0,100.0,104.0,96.0,113.0,105.0,123.0,101.0,105.0,,,,0.037,0.346,,0.236,,-0.41,,0.82,2.53,,95.4,,,95.6,84.3,0.267,0.4,0.25,0.095,0.143,0.474,0.167,0.333,0.1,,,,,,,,,,114.0,101.0,99.0,0.381,,-0.28,,92.0,,0.3,0.48,0.243,,,,,,,,,,,,,,,,,,,,,
2024-04-01,746085,Strikeout,strikeout,True,542194,681217,Christian Bethancourt,Chase Silseth,0,6610c436-007b-46d0-86e0-33287e3ee1fa,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,122.0,123.0,131.0,0.09,0.425,0.192,0.263,,1.14,-2.15,-16.85,0.86,,93.7,85.7,,93.7,80.0,0.167,0.417,0.313,0.0,0.0,0.444,1.0,2.0,0.25,0.2,0.467,0.3,,,,68.0,92.0,86.0,,,,,0.03,,0.51,,78.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,746085,Flyout,field_out,True,542194,681217,Christian Bethancourt,Chase Silseth,0,c1d348a2-3655-4143-ada2-68c414d723cf,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,122.0,123.0,131.0,0.09,0.425,0.192,0.263,,1.14,-2.15,-16.85,0.86,,93.7,85.7,,93.7,80.0,0.167,0.417,0.313,0.0,0.0,0.444,1.0,2.0,0.25,0.2,0.467,0.3,,,,68.0,92.0,86.0,,,,,0.03,,0.51,,78.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,746085,Walk,walk,False,542194,660761,Christian Bethancourt,José Suarez,0,cb857195-5fa8-4d80-87bb-ad330c92f4a5,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.15,5.29,35.1,92.0,99.0,93.0,0.736,9.42,5.6,11.21,1.27,1.15,0.202,0.45,0.211,0.358,0.371,94.0,88.0,93.0,105.0,93.0,95.0,73.0,101.0,88.0,102.0,93.0,90.0,,,,0.122,0.36,,0.256,0.242,-1.96,,-7.21,0.41,-0.87,92.9,,82.7,91.8,81.3,0.36,0.76,0.311,0.286,0.5,0.212,0.5,1.045,0.136,,,,0.255,0.431,0.329,77.0,124.0,123.0,111.0,93.0,94.0,0.02,0.001,-8.06,-2.43,88.7,74.1,0.5,1.0,0.143,,,,,,,,,,,,,,,,,,,,,
