date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/09/15,1:40 PM.,STL,TOR,home,Sunny.,74,571945,C,0,0,0,0,0,0,0,0,0,0,0,.246,.309,.348,.657,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,94.0,109.0,106.0,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,0.231,0.279,,0.283,0.116,0.085,0.23,,1.42,-1.19,-1.97,-4.2,93.2,,85.6,92.4,85.7,76.6,0.237,0.382,0.108,,,,0.267,0.52,0.231,0.287,0.446,0.178,0.273,0.545,0.275,0.394,0.742,0.159,,,,,,,,,,0.301,0.506,0.164,,,,0.005,4.24,69.6,,,,,,
2024/09/14,3:09 PM.,STL,TOR,home,Sunny.,68,502043,C,4,0,1,0,0,0,2,0,0,1,3,.246,.309,.348,.657,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,96.0,95.0,91.0,0.264,0.132,0.211,0.207,0.086,0.099,-1.39,0.21,0.22,0.92,-2.21,1.2,91.4,88.6,84.9,90.7,80.7,78.3,0.267,0.422,0.092,0.299,0.479,0.181,0.325,0.675,0.462,0.268,0.563,0.065,0.2,0.312,0.412,0.19,0.254,0.39,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/13,7:10 PM.,STL,TOR,home,Partly Cloudy.,67,607200,C,5,0,2,0,0,0,2,0,0,0,1,.246,.310,.349,.659,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,76.0,105.0,93.0,126.0,101.0,106.0,78.0,104.0,97.0,0.308,0.003,0.323,0.202,,0.164,-6.18,0.43,0.59,1.28,,-0.54,92.9,89.9,87.7,93.0,83.5,,0.25,0.358,0.202,0.262,0.47,0.232,,,,0.5,0.5,0.0,0.165,0.309,0.251,0.228,0.351,0.165,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/10,7:09 PM.,NYM,TOR,home,Partly Cloudy.,71,656849,C,4,1,1,1,0,0,1,0,0,0,2,.243,.309,.348,.657,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,0.31,0.265,,0.184,0.076,0.164,0.39,,1.83,-1.81,0.11,0.03,93.1,,84.7,91.9,85.1,79.1,0.253,0.36,0.16,,,,0.207,0.345,0.259,0.22,0.266,0.287,,,,0.211,0.324,0.271,,,,,,,,,,0.287,0.447,0.339,,,,,,,,,,,,
2024/09/09,7:07 PM.,NYM,TOR,home,Roof Closed.,68,656731,C,3,0,1,0,0,0,0,0,0,0,3,.243,.309,.346,.655,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,130.0,94.0,112.0,91.0,77.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,0.098,0.467,0.136,0.132,0.078,0.015,0.29,-1.19,3.24,-0.85,-0.37,-4.39,95.7,90.1,87.2,94.6,85.1,78.0,0.206,0.206,0.184,0.326,0.565,0.27,0.188,0.313,0.333,0.228,0.35,0.292,0.25,1.0,0.167,0.5,0.5,0.111,105.0,93.0,107.0,0.073,-1.25,84.7,0.143,0.393,0.429,0.233,0.302,0.291,,,,,,,,,,,,
2024/09/08,1:37 PM.,ATL,TOR,away,Partly Cloudy.,76,519242,DH,5,0,1,1,0,0,0,0,0,1,4,.242,.309,.346,.655,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,0.072,0.378,,0.403,,0.147,-0.12,,-1.99,2.16,,2.97,94.8,,87.1,94.2,78.6,,0.327,0.551,0.133,,,,,,,0.281,0.443,0.241,,,,0.159,0.195,0.236,,,,,,,,,,0.171,0.236,0.427,,,,,,,,,,,,
2024/09/07,7:21 PM.,ATL,TOR,away,Partly Cloudy.,78,680885,C,5,0,1,0,0,0,0,0,0,1,4,.243,.311,.345,.656,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,94.0,104.0,100.0,0.068,0.291,0.168,0.199,0.146,,0.27,0.53,-0.12,0.61,0.29,,96.1,92.9,,95.1,87.3,80.6,0.231,0.385,0.078,0.27,0.5,0.199,0.236,0.436,0.409,0.24,0.448,0.205,,,,,,,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,0.225,0.333,0.279,,,,,,,,,,,,
2024/09/06,7:20 PM.,ATL,TOR,away,Overcast.,72,608331,C,4,0,1,0,0,0,0,0,0,1,2,.244,.313,.348,.661,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.265,0.299,0.137,0.286,0.476,0.286,0.154,0.285,0.371,0.266,0.36,0.182,0.167,0.2,0.358,0.196,0.283,0.251,,,,,,,,,,0.22,0.293,0.297,,,,,,,,,,,,
2024/09/04,3:08 PM.,PHI,TOR,home,Sunny.,74,650911,DH,4,0,1,1,0,0,1,0,0,1,0,.244,.313,.349,.662,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,,0.001,0.169,,0.357,,2.59,-0.55,0.65,,1.56,,86.5,85.1,94.5,84.4,,0.345,0.481,0.131,,,,,,,,,,,,,0.177,0.22,0.348,,,,,,,,,,0.219,0.368,0.308,,,,,,,,,,,,
2024/09/03,7:07 PM.,PHI,TOR,home,Clear.,69,663969,C,5,1,2,0,0,0,1,0,0,2,2,.244,.314,.347,.661,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,82.0,110.0,104.0,107.0,112.0,116.0,68.0,92.0,90.0,80.0,101.0,91.0,121.0,95.0,102.0,,,,0.311,0.187,,0.292,0.144,0.066,3.13,,-1.15,-2.49,-0.37,-9.69,92.7,,85.7,93.7,82.5,81.0,0.35,0.7,0.118,,,,0.174,0.304,0.222,0.219,0.313,0.214,0.311,0.511,0.329,0.6,1.1,0.182,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/31,6:11 PM.,MIN,TOR,away,Clear.,82,805673,C,5,1,2,1,0,0,0,0,1,0,3,.241,.313,.346,.659,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,,,,114.0,100.0,105.0,96.0,101.0,95.0,,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,,-1.68,-5.76,-3.13,94.9,90.9,85.8,,87.2,81.7,,,,0.345,0.655,0.182,0.4,0.667,0.174,0.288,0.627,0.178,,,,0.222,0.333,0.313,,,,,,,,,,0.308,0.462,0.376,,,,,,,,,,,,
2024/08/30,7:11 PM.,MIN,TOR,away,Clear.,75,641154,C,3,0,0,0,0,0,0,0,0,1,2,.238,.309,.341,.650,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,0.073,0.407,,0.219,0.1,0.201,1.65,,-2.77,-0.84,-1.28,-0.14,95.0,,88.5,94.5,84.5,82.4,0.426,0.639,0.142,,,,0.23,0.446,0.341,0.208,0.352,0.259,0.239,0.436,0.331,0.281,0.359,0.249,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/28,7:12 PM.,BOS,TOR,away,Clear.,87,678394,C,3,0,0,0,0,0,0,0,0,0,2,.240,.312,.345,.657,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,0.048,,0.28,,0.269,0.25,,-0.24,-0.58,,0.15,95.6,,87.6,95.7,86.8,,0.309,0.44,0.111,,,,,,,0.12,0.16,0.218,,,,0.177,0.354,0.369,,,,,,,,,,0.268,0.401,0.343,,,,,,,,,,,,
2024/08/27,7:11 PM.,BOS,TOR,away,Clear.,79,681867,C,4,0,1,0,0,0,0,0,0,0,4,.243,.315,.349,.664,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,103.0,93.0,0.297,,0.154,0.288,,0.261,,0.64,0.48,-1.92,,0.55,,86.4,84.4,89.1,77.1,,0.33,0.511,0.073,0.163,0.306,0.294,,,,,,,0.287,0.479,0.207,0.256,0.338,0.171,,,,,,,,,,0.429,0.857,0.154,,,,,,,,,,,,
2024/08/26,7:09 PM.,BOS,TOR,away,Cloudy.,75,677161,C,5,0,0,0,0,0,0,0,0,1,3,.243,.316,.351,.667,677161,zackkelly,"Kelly, Z",Right,Zack Kelly,BOS,3.97,4.25,56.2,100.0,110.0,104.0,0.743,9.69,4.29,6.99,1.59,1.37,0.212,0.417,0.159,0.265,0.422,122.0,103.0,109.0,,,,107.0,96.0,93.0,,,,131.0,102.0,115.0,78.0,101.0,102.0,,0.301,0.218,0.272,,0.209,-1.3,-0.23,,2.07,,-0.3,96.5,91.1,83.6,,82.2,,,,,0.277,0.574,0.219,,,,0.25,0.344,0.23,0.138,0.224,0.344,0.163,0.465,0.326,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/25,1:40 PM.,LAA,TOR,home,Partly Cloudy.,73,542881,C,4,1,1,0,0,1,3,0,1,1,4,.248,.322,.358,.680,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,99.0,100.0,96.0,0.033,0.396,0.185,0.013,0.001,0.371,-0.73,-0.41,-3.87,-0.06,-3.14,1.32,89.4,84.3,78.9,88.1,81.3,71.6,0.261,0.696,0.152,0.264,0.455,0.247,,,,0.272,0.494,0.183,,,,0.185,0.259,0.396,,,,,,,,,,0.0,0.0,0.357,,,,,,,,,,,,
2024/08/23,7:10 PM.,LAA,TOR,home,Clear.,76,686799,C,4,0,2,0,0,0,2,0,0,0,1,.248,.320,.347,.667,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,111.0,95.0,106.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.184,0.03,-1.87,,0.89,,-1.06,-3.35,96.3,,88.3,95.8,,85.0,0.286,0.411,0.121,,,,0.235,0.412,0.25,0.167,0.5,0.364,,,,0.333,0.444,0.067,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/22,7:07 PM.,LAA,TOR,home,Partly Cloudy.,75,656271,C,4,1,2,2,0,0,1,0,0,0,0,.244,.318,.345,.663,656271,brockburke,Burke,Left,Brock Burke,- - -,5.82,3.49,34.0,101.0,96.0,101.0,0.732,10.85,4.24,9.79,1.06,1.41,0.253,0.337,0.168,0.316,0.47,99.0,105.0,108.0,,,,97.0,103.0,100.0,99.0,91.0,91.0,91.0,96.0,100.0,,,,0.047,0.525,,0.259,,0.169,-1.89,,0.18,0.16,,1.21,95.7,,88.9,93.9,87.0,,0.375,0.5,0.267,,,,,,,0.284,0.612,0.215,,,,0.25,0.281,0.414,,,,,,,,,,0.25,0.321,0.379,,,,,,,,,,,,
2024/08/21,7:08 PM.,CIN,TOR,home,Partly Cloudy.,70,607259,C,0,0,0,0,0,0,0,0,0,0,0,.239,.315,.333,.648,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.1,3.19,142.1,109.0,99.0,107.0,0.786,7.33,1.14,8.09,0.82,0.89,0.265,0.393,0.198,0.23,0.441,118.0,113.0,116.0,107.0,102.0,105.0,91.0,110.0,109.0,80.0,106.0,97.0,105.0,110.0,110.0,96.0,108.0,104.0,0.176,0.224,0.203,0.061,0.119,0.216,0.73,1.32,0.88,-0.55,-1.69,1.79,92.6,89.1,80.1,92.0,84.9,80.8,0.24,0.375,0.09,0.281,0.43,0.12,0.342,0.605,0.247,0.219,0.351,0.212,,,,0.186,0.286,0.416,,,,,,,,,,0.233,0.4,0.364,,,,,,,,,,,,
2024/08/20,7:08 PM.,CIN,TOR,home,Roof Closed.,68,686730,C,3,1,1,0,0,1,1,0,1,0,1,.239,.315,.333,.648,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,69.0,102.0,90.0,,,,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,82.0,103.0,98.0,0.175,0.299,0.16,0.245,,0.121,-1.66,-0.84,0.68,-1.23,,-5.43,92.4,87.8,86.7,92.1,81.5,,0.3,0.5,0.122,0.321,0.547,0.195,,,,0.256,0.462,0.205,0.291,0.544,0.319,0.396,0.774,0.198,,,,,,,,,,0.0,0.0,0.4,,,,,,,,,,,,
2024/08/19,7:08 PM.,CIN,TOR,home,Clear.,65,687924,C,3,0,0,0,0,0,0,0,1,0,2,.238,.312,.320,.632,687924,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.25,4.94,31.2,97.0,86.0,97.0,0.836,5.4,3.41,8.53,2.27,0.79,0.24,0.413,0.183,0.231,0.449,97.0,84.0,89.0,93.0,87.0,96.0,,,,79.0,102.0,98.0,94.0,99.0,105.0,,,,0.54,,,0.179,0.092,0.189,,,-0.41,0.21,-2.92,-1.59,,,84.0,94.3,80.3,78.0,0.282,0.563,0.151,,,,0.2,0.5,0.158,,,,,,,0.2,0.36,0.25,,,,,,,,,,0.176,0.353,0.25,,,,,,,,,,,,
2024/08/18,1:20 PM.,CHC,TOR,away,Cloudy.,74,684007,DH,4,0,2,0,0,0,0,0,0,0,1,.241,.313,.325,.638,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,50.0,107.0,96.0,0.021,0.52,0.005,0.077,0.032,0.039,0.36,-6.3,0.77,0.14,-0.59,0.48,91.7,89.8,81.6,88.7,81.6,72.7,0.25,0.333,0.37,0.333,1.333,0.143,0.444,0.556,0.0,0.229,0.47,0.176,0.267,0.311,0.347,0.194,0.226,0.333,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,,,,,,,0.0,-76.55,53.9,,,,,,
2024/08/17,1:20 PM.,CHC,TOR,away,Cloudy.,78,657006,C,2,0,0,0,0,0,0,0,2,0,2,.237,.310,.321,.631,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.022,0.033,0.38,,0.43,1.81,2.76,0.32,91.6,,86.2,91.6,83.3,79.9,0.292,0.458,0.182,,,,0.0,0.0,0.2,0.253,0.396,0.223,,,,0.222,0.222,0.172,,,,,,,,,,0.16,0.243,0.282,,,,,,,,,,,,
