date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024/09/22,1:11 PM.,CWS,SD,home,Sunny.,73,680732,RF,3,0,0,0,0,0,0,0,0,1,1,.268,.333,.424,.757,680732,seanburke,"Burke, S",Right,Sean Burke,CHW,1.42,3.83,19.0,100.0,106.0,105.0,0.739,10.42,3.32,5.68,0.95,0.79,0.34,0.404,0.17,0.34,0.414,125.0,79.0,88.0,105.0,113.0,110.0,111.0,101.0,109.0,,,,96.0,92.0,101.0,,,,,0.405,,0.285,0.249,0.061,1.08,,,-0.72,1.87,2.3,95.3,,84.6,,86.9,79.7,0.0,0.0,0.4,0.172,0.448,0.236,,,,,,,0.077,0.077,0.188,0.25,0.375,0.432,,,,,,,,,,,,,,,,,,,,,
2024/09/21,5:44 PM.,CWS,SD,home,Partly Cloudy.,70,623167,DH,4,2,2,1,0,1,1,0,0,1,0,.271,.337,.430,.767,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,2.01,-2.65,0.43,-1.32,91.3,87.4,81.3,91.4,80.0,72.0,0.257,0.436,0.379,0.261,0.473,0.132,0.319,0.536,0.218,,,,0.246,0.393,0.308,0.361,0.475,0.271,,,,,,,,,,,,,,,,,,,,,
2024/09/17,6:41 PM.,HOU,SD,home,Clear.,70,686613,PH,1,0,0,0,0,0,0,0,0,1,1,.267,.335,.410,.745,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,,0.126,0.16,0.14,0.92,1.7,,0.95,96.0,92.4,88.4,95.6,89.1,,0.221,0.26,0.296,0.244,0.413,0.288,0.23,0.363,0.216,0.275,0.321,0.161,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,
2024/09/15,1:35 PM.,SF,SD,away,Partly Cloudy.,61,694738,RF,4,1,2,0,0,0,1,0,0,1,1,.269,.336,.412,.748,694738,landenroupp,Roupp,Right,Landen Roupp,SFG,3.58,4.05,50.1,98.0,125.0,106.0,0.763,8.4,4.65,7.69,0.36,1.6,0.231,0.427,0.196,0.252,0.397,97.0,92.0,93.0,155.0,103.0,121.0,66.0,70.0,66.0,102.0,96.0,95.0,115.0,84.0,93.0,,,,0.405,0.019,,0.042,0.441,0.094,-2.8,,0.31,0.91,0.4,1.41,93.4,,88.2,94.4,83.9,77.4,0.111,0.111,0.357,,,,,,,0.257,0.343,0.055,0.224,0.357,0.335,0.25,0.25,0.6,,,,,,,,,,,,,,,,,,,,,
2024/09/13,7:15 PM.,SF,SD,away,Clear.,62,657277,DH,3,0,0,0,0,0,0,0,0,2,2,.264,.333,.410,.743,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,52.0,95.0,88.0,0.399,0.053,0.026,0.212,,0.309,0.2,4.3,1.32,0.16,,-0.13,92.6,91.0,87.4,92.6,83.8,,0.275,0.411,0.216,0.179,0.231,0.329,0.077,0.077,0.265,0.268,0.338,0.144,,,,,,,,,,,,,,,,,,,,,,,,,0.239,0.331,0.268
2024/09/11,6:42 PM.,SEA,SD,away,Partly Cloudy.,62,693433,PH,1,0,0,0,0,0,0,0,0,0,0,.268,.338,.416,.754,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,0.489,,0.187,,0.094,1.44,,1.85,1.23,,0.0,94.8,,89.6,94.7,84.2,,0.186,0.373,0.207,0.218,0.355,0.273,,,,0.234,0.315,0.097,,,,0.265,0.529,0.241,,,,,,,,,,,,,,,,,,,0.1,0.1,0.417
2024/09/08,1:11 PM.,SF,SD,home,Sunny.,91,702352,PH,0,0,0,0,0,0,0,0,1,0,0,.269,.339,.418,.757,702352,spencerbivens,Bivens,Right,Spencer Bivens,SFG,3.14,4.05,48.2,102.0,102.0,101.0,0.835,6.84,2.03,8.69,1.66,1.61,0.268,0.405,0.157,0.32,0.447,106.0,103.0,103.0,,,,72.0,90.0,77.0,91.0,101.0,101.0,136.0,104.0,110.0,83.0,110.0,99.0,0.466,0.061,0.099,0.238,,0.135,-2.59,2.89,-0.78,0.96,,0.19,94.2,90.9,88.6,94.4,81.0,,0.16,0.4,0.174,0.25,0.625,0.235,0.217,0.348,0.182,0.307,0.489,0.108,,,,,,,,,,,,,,,,,,,,,,,,,0.205,0.341,0.326
2024/09/07,5:41 PM.,SF,SD,home,Clear.,88,657277,RF,3,0,1,0,0,0,0,0,1,1,1,.269,.336,.418,.754,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,52.0,95.0,88.0,0.399,0.053,0.026,0.212,,0.309,0.2,4.3,1.32,0.16,,-0.13,92.6,91.0,87.4,92.6,83.8,,0.275,0.411,0.216,0.179,0.231,0.329,0.077,0.077,0.265,0.268,0.338,0.144,,,,,,,,,,,,,,,,,,,,,,,,,0.239,0.331,0.268
2024/09/04,6:42 PM.,DET,SD,home,Clear.,80,672456,PH,0,0,0,0,0,0,0,0,1,0,0,.268,.333,.420,.753,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,0.078,0.421,,0.28,,0.109,-0.19,,1.09,0.02,,-2.78,94.8,,86.0,94.1,83.5,,0.289,0.474,0.329,0.27,0.486,0.18,,,,0.32,0.32,0.038,0.269,0.615,0.224,0.235,0.391,0.259,,,,,,,,,,,,,95.0,102.0,111.0,0.112,-3.94,78.8,,,
2024/09/02,3:42 PM.,DET,SD,home,Sunny.,77,663947,LF,3,0,0,0,0,0,0,0,0,1,2,.268,.330,.420,.750,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,77.0,105.0,97.0,113.0,97.0,105.0,85.0,105.0,101.0,0.216,0.152,0.273,0.155,0.015,0.189,4.5,1.85,2.61,1.73,1.83,0.4,92.1,87.6,83.6,91.5,80.6,79.2,0.25,0.382,0.289,0.105,0.14,0.257,0.194,0.292,0.253,0.156,0.338,0.094,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.174,0.379
2024/09/01,2:08 PM.,TB,SD,away,Dome.,72,686752,RF,4,1,1,0,0,0,0,0,1,1,3,.272,.335,.426,.761,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,100.0,103.0,100.0,,0.506,0.06,0.173,0.027,0.235,1.07,-0.88,,0.51,-1.47,-0.47,94.9,91.6,85.8,,89.0,80.6,0.216,0.353,0.286,0.181,0.33,0.316,0.276,0.586,0.141,,,,0.167,0.167,0.5,0.267,0.407,0.317,,,,,,,,,,,,,,,,,,,,,
2024/08/31,4:12 PM.,TB,SD,away,Dome.,72,669358,RF,4,0,0,0,0,0,0,0,0,0,1,.273,.333,.429,.762,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,,,,111.0,96.0,100.0,,,,,0.479,,0.213,0.205,0.103,0.81,,,-0.08,1.71,2.88,95.6,,88.1,,87.3,83.6,0.115,0.115,0.276,0.252,0.37,0.221,,,,,,,0.169,0.247,0.311,0.164,0.4,0.222,,,,,,,,,,,,,,,,,,,,,
2024/08/30,6:50 PM.,TB,SD,away,Dome.,72,671737,RF,3,2,2,0,0,1,2,0,0,1,1,.278,.340,.438,.778,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,,0.417,0.225,,0.089,,-0.04,1.02,,,-1.5,,96.4,90.9,,,,79.1,,,,0.269,0.5,0.21,0.205,0.357,0.324,,,,0.241,0.483,0.346,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,,,,
2024/08/29,1:17 PM.,STL,SD,away,Sunny.,92,543243,RF,2,0,0,0,0,0,0,0,1,0,0,.272,.335,.419,.754,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.064,-0.05,0.19,1.64,0.94,0.7,-2.25,92.4,87.7,88.3,92.7,84.8,80.0,0.357,0.714,0.328,0.333,0.567,0.182,0.287,0.494,0.308,0.2,0.385,0.208,0.21,0.452,0.331,,,,,,,,,,,,,,,,,,,0.0,-2.42,75.4,0.142,0.205,0.444
2024/08/28,6:46 PM.,STL,SD,away,Cloudy.,87,669467,RF,3,0,1,0,0,0,0,0,0,0,2,.275,.335,.423,.758,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,,,,0.19,0.512,,0.172,,,1.34,,-0.25,-0.64,,,94.5,,,94.8,87.5,,,,,0.23,0.297,0.162,,,,0.265,0.373,0.132,0.157,0.257,0.345,0.294,0.435,0.282,,,,,,,,,,,,,88.0,102.0,109.0,0.126,0.42,79.5,,,
2024/08/27,6:45 PM.,STL,SD,away,Clear.,98,571945,RF,4,1,1,0,0,0,0,0,0,1,1,.274,.335,.425,.760,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,94.0,109.0,106.0,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,0.231,0.279,,0.283,0.116,0.085,0.23,,1.42,-1.19,-1.97,-4.2,93.2,,85.6,92.4,85.7,76.6,0.394,0.742,0.159,0.287,0.446,0.178,,,,0.237,0.382,0.108,0.267,0.52,0.231,0.301,0.506,0.164,,,,,,,,,,,,,,,,0.005,4.24,69.6,0.273,0.545,0.275
2024/08/26,6:45 PM.,STL,SD,away,Clear.,92,502043,RF,4,0,1,1,0,0,0,0,0,0,3,.275,.337,.429,.766,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,96.0,95.0,91.0,0.264,0.132,0.211,0.207,0.086,0.099,-1.39,0.21,0.22,0.92,-2.21,1.2,91.4,88.6,84.9,90.7,80.7,78.3,0.19,0.254,0.39,0.268,0.563,0.065,0.299,0.479,0.181,0.267,0.422,0.092,0.325,0.675,0.462,,,,,,,,,,,,,,,,,,,,,,0.2,0.312,0.412
2024/08/25,1:11 PM.,NYM,SD,home,Sunny.,79,500779,RF,1,0,0,0,0,0,0,0,0,0,0,.275,.338,.427,.765,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,0.304,0.225,,,0.278,0.193,-0.32,,0.82,,-0.04,0.5,90.7,,85.7,90.8,,77.7,0.203,0.26,0.367,0.227,0.427,0.169,,,,0.249,0.431,0.131,0.265,0.444,0.264,,,,,,,,,,,,,0.195,0.366,0.284,,,,,,,,,
2024/08/24,5:40 PM.,NYM,SD,home,Clear.,71,656849,PH,1,0,0,0,0,0,0,0,0,1,1,.277,.340,.429,.769,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,0.31,0.265,,0.184,0.076,0.164,0.39,,1.83,-1.81,0.11,0.03,93.1,,84.7,91.9,85.1,79.1,0.211,0.324,0.271,0.22,0.266,0.287,,,,0.253,0.36,0.16,0.207,0.345,0.259,0.287,0.447,0.339,,,,,,,,,,,,,,,,,,,,,
2024/08/23,6:40 PM.,NYM,SD,home,Clear.,72,621112,RF,3,1,2,0,0,0,0,0,1,0,1,.278,.342,.432,.774,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,91.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,105.0,106.0,99.0,0.136,0.195,0.22,0.167,0.101,0.181,-2.3,-0.19,-4.04,1.35,2.06,1.56,91.9,89.1,85.7,91.2,81.3,79.4,0.164,0.236,0.347,0.286,0.694,0.125,0.299,0.493,0.244,0.478,0.674,0.095,0.125,0.208,0.25,0.163,0.245,0.284,,,,,,,,,,,,,,,,,,,,,
2024/08/22,6:40 PM.,NYM,SD,home,Clear.,74,622663,RF,3,1,2,0,0,0,0,1,1,1,0,.272,.333,.428,.761,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,,,,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,,0.075,0.15,1.05,1.24,0.26,,-3.63,96.2,92.6,86.1,95.6,85.6,,0.358,0.66,0.186,0.243,0.392,0.218,0.2,0.3,0.26,0.278,0.414,0.122,,,,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,,0.139,0.238,0.386
2024/08/21,3:41 PM.,MIN,SD,home,Partly Cloudy.,78,680573,RF,3,0,1,0,0,0,0,0,0,1,1,.265,.324,.424,.748,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,,,,0.403,,0.312,0.093,0.193,0.82,,,0.76,1.68,-3.33,93.1,,82.8,,86.4,76.1,0.311,0.622,0.205,0.258,0.356,0.219,,,,,,,0.186,0.326,0.221,0.214,0.313,0.239,,,,,,,,,,,,,,,,,,,,,
