date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,SV_ba,SV_slg,SV_whiff
2024/08/30,6:40 PM.,BOS,DET,home,Clear.,91,656557,1B,4,0,0,0,0,0,0,0,0,2,2,.217,.283,.376,.659,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,,0.015,0.414,,,-0.95,0.67,0.54,,,87.1,,93.5,83.2,,,,0.2,0.4,0.235,0.23,0.357,0.302,,,,0.27,0.325,0.142,,,,,,,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,,,,,,,
2024/08/29,1:10 PM.,LAA,DET,home,Overcast.,72,686799,1B,3,0,0,0,0,0,0,0,0,3,3,.220,.287,.382,.669,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.167,0.5,0.364,,,,,,,0.333,0.444,0.067,0.286,0.411,0.121,,,,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,,,,,,,,,,,,,,,,,,,
2024/08/28,8:30 PM.,LAA,DET,home,Cloudy.,79,656288,1B,3,1,2,0,0,1,2,0,0,0,1,.223,.287,.386,.673,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,,,,0.01,0.376,,0.24,0.267,-0.85,,-6.83,-0.91,0.48,93.4,,88.6,93.0,87.7,0.251,0.529,0.147,,,,,,,0.259,0.387,0.288,0.429,0.857,0.0,0.284,0.444,0.331,75.0,96.0,96.0,0.107,-0.86,80.6,0.271,0.438,0.241,,,,,,,,,,,,,,,,,,,,,
2024/08/27,9:25 PM.,LAA,DET,home,Clear.,75,456501,1B,3,0,0,0,0,0,0,0,0,3,1,.218,.283,.371,.654,456501,johnnycueto,Cueto,Right,Johnny Cueto,LAA,7.15,11.85,11.1,96.0,77.0,92.0,0.859,4.76,2.38,11.12,3.18,0.94,0.171,0.317,0.122,0.39,0.419,72.0,97.0,94.0,60.0,101.0,100.0,87.0,100.0,97.0,79.0,88.0,77.0,48.0,92.0,89.0,0.359,0.09,0.054,0.204,0.287,-5.59,0.33,-0.93,-2.9,-3.63,91.0,87.2,81.2,91.1,85.6,0.333,1.333,0.25,0.333,0.667,0.0,,,,0.308,0.846,0.259,0.273,0.455,0.071,0.333,0.833,0.0,146.0,62.0,70.0,0.006,-3.5,78.4,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/26,7:10 PM.,CWS,DET,away,Clear.,91,663436,1B,5,1,3,1,0,1,3,0,0,0,1,.220,.286,.376,.662,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,92.0,95.0,91.0,,,,114.0,108.0,111.0,76.0,93.0,84.0,,0.285,0.175,0.268,0.196,-2.03,1.59,,1.22,-0.16,93.6,89.0,89.3,,83.6,0.389,0.472,0.202,0.206,0.294,0.231,,,,0.34,0.4,0.204,,,,0.121,0.293,0.378,95.0,91.0,93.0,0.076,-2.54,78.4,0.357,0.429,0.348,,,,,,,,,,,,,,,,,,,,,
2024/08/25,1:10 PM.,CWS,DET,away,Sunny.,90,686563,1B,4,1,1,0,0,0,0,0,1,2,2,.213,.280,.354,.634,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.25,0.411,0.252,0.263,0.45,0.191,0.255,0.489,0.282,0.248,0.394,0.269,0.287,0.449,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/24,6:10 PM.,CWS,DET,away,Cloudy.,86,681066,1B,5,1,1,0,0,0,1,0,0,2,3,.212,.278,.356,.634,681066,kybush,Bush,Left,Ky Bush,CHW,5.6,5.35,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,75.0,92.0,87.0,,,,103.0,83.0,88.0,,,,,0.509,,0.244,0.098,-3.27,,,-0.25,4.54,91.7,,85.9,,82.5,0.412,0.647,0.188,,,,,,,0.0,0.0,0.308,,,,0.118,0.294,0.257,76.0,101.0,94.0,0.149,-1.98,73.4,0.364,0.364,0.263,,,,,,,,,,,,,,,,,,,,,
2024/08/23,7:11 PM.,CWS,DET,away,Clear.,80,623167,1B,5,0,0,0,0,0,0,0,0,2,8,.212,.280,.359,.639,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.37,0.261,0.087,0.157,-0.64,-0.75,2.01,-2.65,-1.32,91.3,87.4,81.3,91.4,80.0,0.261,0.473,0.132,0.319,0.536,0.218,,,,0.257,0.436,0.379,,,,0.361,0.475,0.271,83.0,98.0,101.0,0.122,0.43,72.0,0.246,0.393,0.308,,,,,,,,,,,,,,,,,,,,,
2024/08/22,1:20 PM.,CHC,DET,away,Partly Cloudy.,75,657006,1B,3,1,1,0,0,1,2,0,1,0,2,.217,.285,.367,.652,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.033,0.38,,0.43,1.81,0.32,91.6,,86.2,91.6,83.3,0.253,0.396,0.223,,,,,,,0.222,0.222,0.172,0.292,0.458,0.182,0.16,0.243,0.282,92.0,120.0,108.0,0.022,2.76,79.9,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,
2024/08/21,7:05 PM.,CHC,DET,away,Clear.,69,592791,1B,4,0,0,0,0,0,0,0,0,1,4,.215,.282,.354,.636,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,66.0,106.0,96.0,74.0,104.0,92.0,104.0,116.0,120.0,92.0,103.0,98.0,0.109,0.296,0.251,0.155,0.043,-0.27,2.12,1.47,0.65,-2.45,92.3,86.5,86.0,92.5,80.4,0.287,0.497,0.147,0.252,0.31,0.191,0.183,0.296,0.317,0.273,0.576,0.148,0.219,0.297,0.085,,,,104.0,111.0,113.0,0.147,-1.04,79.5,0.232,0.424,0.23,,,,,,,,,,,,,,,,,,,,,
2024/08/20,7:05 PM.,CHC,DET,away,Clear.,66,665871,1B,4,1,4,1,0,0,0,0,0,0,0,.219,.286,.361,.647,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.158,0.216,0.107,0.046,-0.91,-0.73,0.51,-1.54,-1.65,91.5,87.9,83.7,91.4,80.1,0.319,0.472,0.201,0.315,0.583,0.142,0.174,0.37,0.341,0.296,0.296,0.125,0.236,0.373,0.111,0.364,0.636,0.368,98.0,101.0,97.0,0.116,-0.4,76.8,0.178,0.329,0.3,,,,,,,,,,,,,,,,,,,,,
2024/08/18,7:11 PM.,NYY,DET,home,Cloudy.,73,573186,1B,3,0,0,0,0,0,0,0,1,1,4,.205,.274,.344,.618,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,106.0,101.0,99.0,0.351,0.032,0.182,0.16,,-4.01,-0.26,-0.03,-2.37,,89.9,88.1,,90.0,85.3,0.455,0.636,0.259,0.296,0.519,0.187,,,,,,,0.306,0.466,0.12,0.258,0.386,0.272,94.0,89.0,94.0,0.165,-0.03,81.3,0.0,0.0,0.265,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,,,,,,,,,,0.309,0.515,0.313
2024/08/17,1:10 PM.,NYY,DET,home,Cloudy.,76,607074,1B,3,1,2,1,1,0,0,0,1,1,1,.208,.275,.349,.624,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,100.0,83.0,82.0,,0.494,0.035,0.26,0.129,0.05,-3.11,,-0.4,1.44,95.4,91.8,85.5,,86.8,0.262,0.514,0.214,0.353,0.647,0.255,,,,0.188,0.247,0.495,,,,0.199,0.361,0.393,103.0,86.0,93.0,0.083,-1.32,81.0,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,
2024/06/01,4:10 PM.,BOS,DET,away,Sunny.,80,681867,1B,4,0,0,0,0,0,0,0,0,2,2,.201,.266,.330,.596,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,103.0,93.0,0.297,,0.154,0.288,0.261,,0.64,0.48,-1.92,0.55,,86.4,84.4,89.1,77.1,,,,0.163,0.306,0.294,0.287,0.479,0.207,0.256,0.338,0.171,0.33,0.511,0.073,0.429,0.857,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/30,7:22 PM.,BOS,DET,away,Partly Cloudy.,62,601713,1B,4,0,0,0,0,0,0,0,0,3,1,.205,.271,.337,.608,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,122.0,105.0,108.0,,,,155.0,103.0,111.0,104.0,96.0,82.0,,0.486,0.059,0.291,,0.73,-4.63,,-0.1,,93.9,88.3,,,82.6,0.239,0.399,0.218,0.394,0.879,0.211,0.224,0.436,0.35,,,,,,,0.143,0.393,0.326,118.0,104.0,104.0,0.163,0.61,80.0,0.167,0.4,0.206,,,,,,,,,,,,,,,,,,,,,
2024/05/29,3:42 PM.,PIT,DET,home,Partly Cloudy.,70,694973,1B,4,0,0,0,0,0,0,0,0,3,3,.209,.276,.343,.619,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,,,,0.284,0.392,,0.162,0.054,0.64,,3.52,0.8,2.34,98.8,,87.3,94.0,85.4,0.23,0.351,0.242,,,,0.104,0.188,0.226,0.088,0.118,0.548,0.184,0.234,0.293,0.286,0.571,0.328,105.0,100.0,104.0,0.108,-0.18,83.0,0.25,0.375,0.337,,,,,,,,,,,,,,,,,,,,,
2024/05/29,12:40 PM.,PIT,DET,home,Cloudy.,68,683003,1B,4,0,0,0,0,0,0,0,0,1,3,.213,.281,.350,.631,683003,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,132.0,102.0,109.0,,,,130.0,103.0,111.0,,,,,0.493,,0.348,0.066,0.15,,,1.12,-2.91,97.3,,89.9,,88.8,0.224,0.425,0.257,,,,,,,0.317,0.561,0.229,,,,0.208,0.354,0.373,95.0,96.0,98.0,0.093,-2.53,81.5,0.348,0.87,0.327,,,,,,,,,,,,,,,,,,,,,
2024/05/26,11:35 AM.,TOR,DET,home,Partly Cloudy.,74,579328,1B,5,3,3,1,0,1,1,0,0,2,0,.218,.286,.358,.644,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,,,,0.471,,0.235,0.111,-0.08,,,1.31,-0.15,95.5,,86.7,,88.3,0.274,0.505,0.28,,,,,,,0.194,0.25,0.358,,,,0.21,0.28,0.297,99.0,105.0,105.0,0.183,0.02,82.4,0.264,0.395,0.274,,,,,,,,,,,,,,,,,,,,,
2024/05/24,6:41 PM.,TOR,DET,home,Partly Cloudy.,80,666201,1B,3,0,0,0,0,0,0,0,1,1,5,.207,.279,.330,.609,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.14,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,82.0,98.0,103.0,89.0,92.0,87.0,77.0,92.0,83.0,93.0,100.0,99.0,,,,0.272,0.275,,0.305,0.148,-0.19,,1.91,-0.36,-1.14,93.4,,87.5,93.5,81.0,0.143,0.19,0.341,,,,,,,0.267,0.867,0.297,0.136,0.136,0.191,0.219,0.438,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/23,6:40 PM.,TOR,DET,home,Clear.,82,592332,1B,2,0,0,0,0,0,0,0,1,0,0,.211,.279,.335,.614,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,,,,0.054,0.528,,0.084,,0.43,,-3.21,-1.21,,93.9,,,93.3,82.7,0.277,0.466,0.175,,,,,,,,,,0.316,0.579,0.117,0.268,0.439,0.266,,,,,,,,,,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,,,,,,,
2024/05/22,1:11 PM.,KC,DET,away,Sunny.,69,666142,1B,4,0,0,0,0,0,0,0,0,1,3,.213,.279,.339,.618,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.418,0.113,0.128,0.237,0.85,0.26,,-0.34,1.43,95.4,90.7,84.8,,86.0,0.213,0.361,0.231,0.348,0.455,0.228,,,,0.183,0.28,0.478,,,,0.21,0.305,0.337,,,,,,,0.14,0.256,0.352,,,,,,,,,,101.0,97.0,101.0,,0.104,,0.9,,80.8,,,
2024/05/21,6:40 PM.,KC,DET,away,Partly Cloudy.,75,679525,1B,3,0,0,0,0,0,0,0,1,0,3,.218,.284,.346,.630,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,,,,0.138,0.37,,0.228,0.1,0.34,,-1.16,-0.57,0.84,94.2,,86.3,93.6,86.5,0.208,0.383,0.223,,,,0.2,0.433,0.464,0.204,0.296,0.177,0.317,0.524,0.099,0.29,0.462,0.294,103.0,105.0,103.0,0.164,-1.2,82.8,0.263,0.5,0.274,,,,,,,,,,,,,,,,,,,,,
2024/05/20,6:41 PM.,KC,DET,away,Cloudy.,81,608379,1B,4,0,0,0,0,0,0,0,0,0,4,.222,.285,.352,.637,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.322,0.39,-0.94,0.29,-2.39,2.26,93.6,88.8,81.2,93.6,84.1,0.279,0.449,0.169,0.319,0.458,0.148,,,,0.169,0.312,0.341,0.252,0.301,0.099,0.371,0.6,0.373,72.0,89.0,92.0,0.081,-1.64,75.2,0.357,0.643,0.174,,,,,,,,,,,,,,,,,,,,,
2024/05/19,1:10 PM.,AZ,DET,away,Roof Closed.,77,656756,1B,4,2,1,0,0,1,1,0,0,1,2,.227,.291,.360,.651,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,0.308,0.173,,0.018,0.193,-0.02,,-2.11,3.84,-1.92,92.1,,83.1,91.8,84.2,0.284,0.375,0.184,,,,,,,0.321,0.593,0.386,0.374,0.577,0.159,0.0,0.0,0.5,106.0,102.0,107.0,0.307,-0.83,79.2,0.27,0.453,0.353,,,,,,,,,,,,,,,,,,,,,
2024/05/18,5:12 PM.,AZ,DET,away,Roof Closed.,78,668678,1B,5,1,1,0,0,0,0,0,0,3,3,.226,.292,.345,.637,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.14,-0.55,-0.78,-1.02,-0.56,0.43,93.7,90.3,86.6,94.7,87.0,0.28,0.46,0.133,0.25,0.625,0.36,,,,0.27,0.382,0.265,,,,0.31,0.476,0.337,,,,,,,0.148,0.23,0.392,,,,,,,,,,107.0,108.0,112.0,,0.277,,2.29,,81.0,,,
2024/05/17,6:40 PM.,AZ,DET,away,Roof Closed.,74,669194,1B,4,2,2,1,0,0,0,0,0,0,1,.227,.294,.350,.644,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,0.557,0.184,0.103,0.099,0.64,-0.85,,-0.66,-2.35,95.2,91.2,83.0,,83.8,0.249,0.418,0.195,0.317,0.508,0.154,0.4,0.733,0.167,0.302,0.587,0.203,,,,0.226,0.34,0.156,91.0,94.0,94.0,0.057,1.81,77.8,0.138,0.207,0.148,,,,,,,,,,,,,,,,,,,,,
2024/05/15,1:10 PM.,MIA,DET,home,Cloudy.,70,669432,1B,4,0,1,0,0,0,0,0,0,0,0,.220,.286,.340,.626,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,0.238,-0.26,,-0.36,-1.99,-1.32,91.9,,85.6,91.5,82.4,0.252,0.467,0.234,,,,,,,0.295,0.396,0.238,0.292,0.492,0.1,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/14,6:40 PM.,MIA,DET,home,Partly Cloudy.,68,677960,1B,4,0,0,0,0,0,0,0,0,1,1,.219,.287,.342,.629,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,96.0,97.0,96.0,82.0,98.0,95.0,120.0,87.0,98.0,,,,0.121,0.397,,0.222,0.26,-0.81,,0.13,0.49,1.39,95.9,,86.4,94.5,82.9,0.319,0.451,0.141,,,,0.118,0.176,0.51,0.193,0.367,0.379,0.259,0.5,0.063,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/13,6:40 PM.,MIA,DET,home,Partly Cloudy.,80,664350,1B,4,1,1,0,0,1,2,0,0,0,2,.225,.293,.351,.644,664350,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.11,35.2,101.0,82.0,96.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.109,0.305,0.464,93.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,,,,58.0,108.0,100.0,0.048,0.298,0.34,,0.314,-1.21,-1.57,-4.7,,1.58,93.8,83.6,85.4,92.7,,0.267,0.433,0.104,0.375,0.518,0.114,,,,0.22,0.22,0.17,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/12,1:41 PM.,HOU,DET,home,Sunny.,66,434378,1B,4,1,1,0,0,1,2,0,0,2,1,.224,.294,.333,.627,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,116.0,98.0,102.0,,,,127.0,108.0,112.0,,,,,0.487,,0.193,0.101,-0.59,,,0.66,-0.58,93.5,,84.0,,86.7,0.299,0.497,0.202,,,,,,,0.235,0.353,0.253,,,,0.195,0.322,0.215,110.0,101.0,97.0,0.219,-1.46,77.6,0.34,0.56,0.22,,,,,,,,,,,,,,,,,,,,,
2024/05/11,6:10 PM.,HOU,DET,home,Overcast.,57,664299,1B,4,0,1,0,0,0,0,0,0,1,2,.224,.296,.315,.611,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,,,,,0.393,,0.295,0.268,-1.3,,,0.38,1.39,91.7,,81.2,,77.5,0.256,0.535,0.27,,,,,,,0.194,0.306,0.276,,,,0.205,0.341,0.25,,,,,,,0.5,0.667,0.143,,,,,,,,,,81.0,95.0,97.0,,0.044,,-5.23,,75.2,,,
2024/05/10,6:40 PM.,HOU,DET,home,Partly Cloudy.,66,664285,1B,3,0,1,1,0,0,0,0,1,1,2,.223,.297,.317,.614,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,0.012,,0.043,0.175,-4.64,,1.46,-0.2,0.62,94.5,,89.9,94.1,85.1,0.4,1.0,0.273,,,,,,,0.226,0.278,0.354,0.276,0.399,0.116,0.233,0.467,0.383,129.0,96.0,108.0,0.313,1.59,79.7,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,
2024/05/08,1:11 PM.,CLE,DET,away,Sunny.,72,676440,1B,3,1,1,0,0,0,0,0,0,0,0,.221,.291,.309,.600,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,,,,0.003,0.434,,0.278,0.18,-0.69,,-1.41,1.74,0.13,94.6,,82.5,93.9,86.2,0.282,0.476,0.213,0.141,0.225,0.368,,,,0.238,0.431,0.291,,,,0.196,0.411,0.299,119.0,109.0,112.0,0.105,-0.9,81.3,0.208,0.458,0.184,,,,,,,,,,,,,,,,,,,,,
2024/05/07,6:10 PM.,CLE,DET,away,Drizzle.,72,671106,1B,4,1,1,1,0,0,0,0,1,1,1,.218,.286,.308,.594,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,60.0,98.0,88.0,,,,89.0,98.0,86.0,91.0,97.0,96.0,,0.484,0.146,0.187,0.183,-1.54,-0.03,,-2.55,-0.92,91.2,85.3,81.7,,78.6,0.342,0.609,0.147,0.245,0.491,0.202,0.273,0.576,0.333,0.237,0.438,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
