date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/09/17,7:09 PM.,TEX,TOR,away,Roof Closed.,74,543135,LF,5,2,2,0,0,1,2,0,0,1,5,.203,.291,.366,.657,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,75.0,105.0,98.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.374,0.148,0.033,0.83,-1.41,,-0.69,95.4,91.4,,86.3,0.212,0.335,0.178,,,,0.327,0.624,0.2,,,,0.269,0.462,0.25,,,,99.0,104.0,104.0,0.137,,-0.79,,,76.7,,,,0.214,0.471,0.355,,,,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.368,,,,,,,,,
2024/09/15,1:40 PM.,STL,TOR,home,Sunny.,74,571945,LF,3,1,2,0,0,1,2,0,0,1,0,.201,.290,.357,.647,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,0.231,0.279,,0.283,0.23,,1.42,-1.19,93.2,,92.4,85.7,0.287,0.446,0.178,0.237,0.382,0.108,,,,0.273,0.545,0.275,0.301,0.506,0.164,85.0,103.0,98.0,94.0,109.0,106.0,0.116,0.085,-1.97,-4.2,85.6,76.6,0.394,0.742,0.159,0.267,0.52,0.231,,,,0.005,4.24,69.6,,,,,,,,,,,,,,,,,,
2024/09/14,3:09 PM.,STL,TOR,home,Sunny.,68,502043,2B,4,1,3,0,0,1,2,0,0,0,1,.197,.287,.346,.633,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,96.0,95.0,91.0,0.264,0.132,0.211,0.207,-1.39,0.21,0.22,0.92,91.4,88.6,90.7,80.7,0.268,0.563,0.065,0.267,0.422,0.092,0.299,0.479,0.181,0.2,0.312,0.412,,,,99.0,92.0,89.0,102.0,103.0,104.0,0.086,0.099,-2.21,1.2,84.9,78.3,0.19,0.254,0.39,0.325,0.675,0.462,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/11,3:09 PM.,NYM,TOR,home,Sunny.,68,640455,LF,3,0,0,0,0,0,1,0,0,1,2,.190,.283,.333,.616,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,1.13,0.97,1.36,0.37,92.3,88.4,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.21,0.222,0.25,0.179,0.193,0.311,0.388,0.174,0.435,0.32,83.0,98.0,95.0,,,,,0.118,,-1.19,85.3,,0.25,0.438,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/10,7:09 PM.,NYM,TOR,home,Partly Cloudy.,71,656849,2B,4,1,1,0,1,0,2,0,0,2,4,.192,.285,.336,.621,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,0.31,0.265,,0.184,0.39,,1.83,-1.81,93.1,,91.9,85.1,0.22,0.266,0.287,0.253,0.36,0.16,,,,,,,0.287,0.447,0.339,97.0,90.0,93.0,83.0,102.0,100.0,0.076,0.164,0.11,0.03,84.7,79.1,0.211,0.324,0.271,0.207,0.345,0.259,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/09,7:07 PM.,NYM,TOR,home,Roof Closed.,68,656731,2B,1,1,0,0,0,0,0,0,0,1,0,.191,.285,.331,.616,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,0.098,0.467,0.136,0.132,0.29,-1.19,3.24,-0.85,95.7,90.1,94.6,85.1,0.228,0.35,0.292,0.206,0.206,0.184,0.326,0.565,0.27,0.25,1.0,0.167,0.233,0.302,0.291,130.0,94.0,112.0,91.0,77.0,82.0,0.078,0.015,-0.37,-4.39,87.2,78.0,0.5,0.5,0.111,0.188,0.313,0.333,,,,,,,105.0,93.0,107.0,0.073,-1.25,84.7,0.143,0.393,0.429,,,,,,,,,
2024/09/08,1:37 PM.,ATL,TOR,away,Partly Cloudy.,76,519242,LF,3,0,0,0,0,0,0,0,0,2,1,.192,.284,.332,.616,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,0.072,0.378,,0.403,-0.12,,-1.99,2.16,94.8,,94.2,78.6,0.281,0.443,0.241,0.327,0.551,0.133,,,,,,,0.171,0.236,0.427,64.0,107.0,98.0,,,,,0.147,,2.97,87.1,,0.159,0.195,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/06,7:20 PM.,ATL,TOR,away,Overcast.,72,608331,LF,3,0,0,0,0,0,0,0,0,0,2,.194,.286,.335,.621,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.63,-1.33,1.47,0.5,93.9,88.5,93.6,82.1,0.266,0.36,0.182,0.265,0.299,0.137,0.286,0.476,0.286,0.167,0.2,0.358,0.22,0.293,0.297,91.0,101.0,103.0,116.0,103.0,108.0,0.21,0.136,1.39,1.7,85.7,74.6,0.196,0.283,0.251,0.154,0.285,0.371,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/04,3:08 PM.,PHI,TOR,home,Sunny.,74,650911,LF,3,0,1,1,0,0,0,0,0,1,1,.195,.289,.338,.627,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,,0.001,0.169,,2.59,-0.55,0.65,,86.5,94.5,84.4,,,,0.345,0.481,0.131,,,,,,,0.219,0.368,0.308,97.0,105.0,116.0,,,,,0.357,,1.56,85.1,,0.177,0.22,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/01,1:11 PM.,MIN,TOR,away,Sunny.,69,641927,DH,2,0,0,0,0,0,0,0,0,2,0,.194,.288,.335,.623,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,81.0,104.0,96.0,,,,74.0,100.0,101.0,84.0,104.0,100.0,,0.381,0.195,0.118,-0.01,-0.86,,2.03,91.7,86.2,,80.3,0.258,0.506,0.222,,,,0.279,0.504,0.229,,,,0.095,0.162,0.307,116.0,111.0,111.0,94.0,99.0,103.0,0.011,0.294,4.57,1.98,83.4,76.0,0.154,0.285,0.395,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/31,6:11 PM.,MIN,TOR,away,Clear.,82,805673,LF,2,0,0,0,0,0,0,0,0,1,2,.195,.290,.337,.627,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,95.0,99.0,97.0,,,,114.0,100.0,105.0,96.0,101.0,95.0,,0.428,0.162,0.259,-1.19,-1.3,,-1.68,94.9,90.9,,87.2,0.288,0.627,0.178,,,,0.345,0.655,0.182,,,,0.308,0.462,0.376,88.0,87.0,93.0,107.0,117.0,117.0,0.071,0.079,-5.76,-3.13,85.8,81.7,0.222,0.333,0.313,0.4,0.667,0.174,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/29,7:11 PM.,BOS,TOR,away,Clear.,66,676710,LF,0,0,0,0,0,0,0,0,1,0,0,.196,.291,.339,.630,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,109.0,109.0,112.0,,,,100.0,99.0,102.0,114.0,104.0,104.0,,0.337,0.32,0.185,-0.43,0.55,,-0.56,92.6,87.5,,80.8,0.255,0.5,0.198,,,,0.216,0.418,0.265,0.222,0.437,0.263,,,,,,,,,,,,,,,,,,,0.143,0.171,0.219,98.0,97.0,99.0,0.072,1.14,77.3,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,,,,,,,,,
2024/08/26,7:09 PM.,BOS,TOR,away,Cloudy.,75,677161,LF,4,0,0,0,0,0,0,0,0,3,2,.196,.289,.339,.628,677161,zackkelly,"Kelly, Z",Right,Zack Kelly,BOS,3.97,4.25,56.2,100.0,110.0,104.0,0.743,9.69,4.29,6.99,1.59,1.37,0.212,0.417,0.159,0.265,0.422,107.0,96.0,93.0,,,,131.0,102.0,115.0,78.0,101.0,102.0,,0.301,0.218,0.272,-1.3,-0.23,,2.07,96.5,91.1,,82.2,0.25,0.344,0.23,,,,0.277,0.574,0.219,0.138,0.224,0.344,,,,122.0,103.0,109.0,,,,,0.209,,-0.3,83.6,,0.163,0.465,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/25,1:40 PM.,LAA,TOR,home,Partly Cloudy.,73,542881,LF,1,1,0,0,0,0,0,0,1,0,1,.199,.292,.343,.635,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,99.0,100.0,96.0,0.033,0.396,0.185,0.013,-0.73,-0.41,-3.87,-0.06,89.4,84.3,88.1,81.3,0.272,0.494,0.183,0.261,0.696,0.152,0.264,0.455,0.247,,,,0.0,0.0,0.357,105.0,100.0,105.0,,,,0.001,0.371,-3.14,1.32,78.9,71.6,0.185,0.259,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/24,3:08 PM.,LAA,TOR,home,Sunny.,76,608334,2B,3,0,0,0,0,0,0,0,0,1,2,.199,.291,.344,.635,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,85.0,105.0,103.0,88.0,100.0,94.0,114.0,96.0,98.0,,,,0.237,0.234,,0.204,0.19,,0.39,1.22,93.1,,92.6,87.0,0.224,0.447,0.195,0.299,0.39,0.118,,,,0.286,0.714,0.458,0.157,0.294,0.284,90.0,104.0,102.0,109.0,102.0,103.0,0.056,0.27,-7.73,-0.64,87.8,82.4,0.228,0.347,0.367,0.471,1.118,0.393,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,7:08 PM.,CIN,TOR,home,Partly Cloudy.,70,607259,LF,4,0,1,0,0,0,0,0,0,2,5,.201,.294,.348,.642,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.1,3.19,142.1,109.0,99.0,107.0,0.786,7.33,1.14,8.09,0.82,0.89,0.265,0.393,0.198,0.23,0.441,91.0,110.0,109.0,80.0,106.0,97.0,105.0,110.0,110.0,96.0,108.0,104.0,0.176,0.224,0.203,0.061,0.73,1.32,0.88,-0.55,92.6,89.1,92.0,84.9,0.219,0.351,0.212,0.24,0.375,0.09,0.281,0.43,0.12,,,,0.233,0.4,0.364,118.0,113.0,116.0,107.0,102.0,105.0,0.119,0.216,-1.69,1.79,80.1,80.8,0.186,0.286,0.416,0.342,0.605,0.247,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/20,7:08 PM.,CIN,TOR,home,Roof Closed.,68,686730,LF,1,0,0,0,0,0,0,0,0,0,0,.201,.294,.349,.643,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,82.0,103.0,98.0,0.175,0.299,0.16,0.245,-1.66,-0.84,0.68,-1.23,92.4,87.8,92.1,81.5,0.256,0.462,0.205,0.3,0.5,0.122,0.321,0.547,0.195,0.291,0.544,0.319,0.0,0.0,0.4,69.0,102.0,90.0,,,,,0.121,,-5.43,86.7,,0.396,0.774,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/19,7:08 PM.,CIN,TOR,home,Clear.,65,687924,LF,2,0,0,0,0,0,0,0,0,2,0,.200,.293,.350,.643,687924,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.25,4.94,31.2,97.0,86.0,97.0,0.836,5.4,3.41,8.53,2.27,0.79,0.24,0.413,0.183,0.231,0.449,,,,79.0,102.0,98.0,94.0,99.0,105.0,,,,0.54,,,0.179,,,-0.41,0.21,,,94.3,80.3,,,,0.282,0.563,0.151,,,,,,,0.176,0.353,0.25,97.0,84.0,89.0,93.0,87.0,96.0,0.092,0.189,-2.92,-1.59,84.0,78.0,0.2,0.36,0.25,0.2,0.5,0.158,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/18,1:20 PM.,CHC,TOR,away,Cloudy.,74,684007,LF,3,0,0,0,0,0,0,0,1,1,0,.201,.294,.352,.646,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,50.0,107.0,96.0,0.021,0.52,0.005,0.077,0.36,-6.3,0.77,0.14,91.7,89.8,88.7,81.6,0.229,0.47,0.176,0.25,0.333,0.37,0.333,1.333,0.143,0.267,0.311,0.347,,,,82.0,105.0,104.0,70.0,96.0,97.0,0.032,0.039,-0.59,0.48,81.6,72.7,0.194,0.226,0.333,0.444,0.556,0.0,,,,0.0,-76.55,53.9,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,,,,,,,,,
2024/08/17,1:20 PM.,CHC,TOR,away,Cloudy.,78,657006,LF,3,0,0,0,0,0,0,0,0,2,4,.203,.295,.356,.651,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.38,,0.43,1.81,91.6,,91.6,83.3,0.253,0.396,0.223,0.292,0.458,0.182,,,,,,,0.16,0.243,0.282,70.0,92.0,94.0,92.0,120.0,108.0,0.022,0.033,2.76,0.32,86.2,79.9,0.222,0.222,0.172,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/14,6:38 PM.,LAA,TOR,away,Clear.,82,542881,LF,3,0,0,0,0,0,0,0,1,2,1,.205,.297,.359,.656,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,99.0,100.0,96.0,0.033,0.396,0.185,0.013,-0.73,-0.41,-3.87,-0.06,89.4,84.3,88.1,81.3,0.272,0.494,0.183,0.261,0.696,0.152,0.264,0.455,0.247,,,,0.0,0.0,0.357,105.0,100.0,105.0,,,,0.001,0.371,-3.14,1.32,78.9,71.6,0.185,0.259,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/11,1:40 PM.,OAK,TOR,home,Roof Closed.,68,676664,LF,2,1,0,0,0,0,0,0,1,2,0,.207,.298,.362,.660,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,,,,0.106,0.363,,0.339,-0.8,,1.37,-0.1,91.9,,90.0,78.9,0.23,0.476,0.256,0.276,0.395,0.104,,,,0.239,0.381,0.213,0.23,0.525,0.259,84.0,94.0,83.0,,,,,0.192,,-0.21,84.0,,0.297,0.428,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
