date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/09/15,1:10 PM.,CWS,OAK,away,Sunny.,90,680732,PH,1,1,1,0,0,1,1,0,0,0,0,.219,.280,.438,.718,680732,seanburke,"Burke, S",Right,Sean Burke,CHW,1.42,3.83,19.0,100.0,106.0,105.0,0.739,10.42,3.32,5.68,0.95,0.79,0.34,0.404,0.17,0.34,0.414,125.0,79.0,88.0,111.0,101.0,109.0,96.0,92.0,101.0,,,,,,,0.405,,0.285,,0.061,1.08,,-0.72,,2.3,95.3,,84.6,86.9,,0.25,0.375,0.432,0.172,0.448,0.236,0.0,0.0,0.4,0.077,0.077,0.188,,,,,,,105.0,113.0,110.0,,,,,0.249,,1.87,,79.7,,,,,,,,,,,,,,,,,,
2024/09/14,6:11 PM.,CWS,OAK,away,Partly Cloudy.,81,623167,C,5,0,0,0,0,0,1,0,0,2,6,.217,.279,.430,.709,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,2.0,93.0,82.0,148.0,102.0,103.0,,,,47.0,101.0,90.0,0.37,0.261,0.087,,0.157,-0.64,-0.75,-2.65,,-1.32,91.3,87.4,81.3,80.0,,0.361,0.475,0.271,0.261,0.473,0.132,0.257,0.436,0.379,0.246,0.393,0.308,0.319,0.536,0.218,,,,83.0,98.0,101.0,74.0,108.0,87.0,0.002,0.122,2.01,0.43,91.4,72.0,,,,,,,,,,,,,,,,,,
2024/09/13,6:40 PM.,CWS,OAK,away,Partly Cloudy.,78,676979,C,3,0,0,0,0,0,0,0,1,1,2,.220,.282,.435,.717,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,104.0,103.0,103.0,138.0,102.0,107.0,,,,94.0,105.0,103.0,0.537,0.284,0.098,,0.059,1.66,-0.14,-2.29,,-0.36,97.2,91.6,91.0,84.3,,,,,0.198,0.295,0.314,0.184,0.289,0.339,,,,0.268,0.458,0.334,0.228,0.561,0.422,,,,123.0,98.0,97.0,0.021,,4.04,,97.9,,0.154,0.154,0.321,,,,,,,,,,,,,,,
2024/09/12,1:11 PM.,HOU,OAK,away,Roof Closed.,73,664285,C,3,0,0,0,0,0,0,0,1,2,1,.221,.282,.438,.720,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,107.0,102.0,110.0,,,,,,,0.012,,0.043,,0.175,-4.64,,-0.2,,0.62,94.5,,89.9,85.1,,0.233,0.467,0.383,0.4,1.0,0.273,0.226,0.278,0.354,0.121,0.187,0.398,,,,,,,129.0,96.0,108.0,98.0,99.0,97.0,0.458,0.313,1.46,1.59,94.1,79.7,0.276,0.399,0.116,,,,,,,,,,,,,,,
2024/09/11,7:10 PM.,HOU,OAK,away,Roof Closed.,73,686613,C,0,0,0,0,0,0,0,0,0,0,0,.223,.282,.441,.723,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.347,0.17,0.051,0.125,0.126,0.16,0.14,1.7,-0.79,0.95,96.0,92.4,88.4,89.1,82.9,0.2,0.2,0.236,0.244,0.413,0.288,0.221,0.26,0.296,0.237,0.421,0.305,0.23,0.363,0.216,,,,,,,93.0,102.0,98.0,0.182,,0.92,,95.6,,0.275,0.321,0.161,,,,,,,,,,,,,,,
2024/09/10,7:10 PM.,HOU,OAK,away,Roof Closed.,73,681293,C,4,0,1,0,0,0,1,0,0,3,2,.223,.282,.441,.723,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,91.0,100.0,99.0,117.0,93.0,101.0,,,,66.0,98.0,96.0,0.41,0.196,0.108,,0.086,-1.33,0.57,0.99,,-2.52,94.1,88.2,85.5,80.8,,,,,0.303,0.528,0.198,0.395,0.512,0.378,0.171,0.282,0.424,0.248,0.444,0.228,0.113,0.226,0.386,118.0,98.0,104.0,,,,,0.2,,0.8,,78.4,,,,,,,,,,,,,,,,,,
2024/09/08,1:08 PM.,DET,OAK,home,Sunny.,76,689225,C,4,1,2,0,0,0,0,0,0,2,2,.223,.283,.443,.726,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,120.0,99.0,101.0,122.0,93.0,100.0,,,,,,,0.404,,0.173,,0.265,0.99,,-1.62,,0.26,95.9,,88.4,86.1,,0.241,0.552,0.271,0.222,0.272,0.212,0.212,0.4,0.319,,,,,,,,,,,,,84.0,106.0,97.0,0.159,,2.22,,95.5,,0.235,0.294,0.116,,,,,,,,,,,,,,,
2024/09/07,1:07 PM.,DET,OAK,home,Sunny.,74,669724,C,1,0,0,0,0,0,0,0,0,0,0,.220,.281,.443,.724,669724,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,120.0,105.0,107.0,,,,,,,0.141,,0.224,,0.096,-0.24,,0.13,,-3.75,95.6,,88.6,87.4,,0.227,0.409,0.133,0.222,0.5,0.359,0.333,0.778,0.391,,,,,,,,,,,,,80.0,103.0,98.0,0.539,,2.09,,94.8,,0.231,0.246,0.088,,,,,,,,,,,,,,,
2024/09/06,6:41 PM.,DET,OAK,home,Clear.,73,669373,C,6,0,1,0,0,0,0,0,0,0,7,.221,.282,.444,.726,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,112.0,104.0,103.0,111.0,99.0,103.0,95.0,91.0,101.0,,,,0.332,,0.149,0.042,0.271,1.84,,0.78,1.26,1.13,96.8,,86.3,88.7,78.5,0.169,0.364,0.346,0.197,0.286,0.277,0.216,0.322,0.461,0.158,0.316,0.175,,,,,,,,,,95.0,105.0,104.0,0.205,,1.25,,96.6,,0.207,0.305,0.16,,,,,,,,,,,,,,,
2024/09/04,6:40 PM.,SEA,OAK,home,Clear.,72,669923,C,4,0,0,0,0,0,0,0,0,2,2,.221,.284,.448,.732,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,110.0,104.0,110.0,114.0,110.0,113.0,97.0,99.0,93.0,0.339,0.004,0.237,0.082,,0.46,0.79,1.28,-1.95,,96.0,92.3,,87.2,83.4,0.226,0.316,0.271,0.221,0.458,0.291,,,,0.333,0.439,0.286,,,,,,,,,,106.0,108.0,108.0,0.236,,1.5,,96.0,,0.263,0.354,0.105,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,,,,73.9,0.0,-3.5
2024/09/03,6:40 PM.,SEA,OAK,home,Clear.,80,622491,C,4,0,1,0,0,0,0,0,0,1,1,.224,.286,.452,.738,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,72.0,106.0,108.0,,,,,,,0.454,,0.224,,0.143,0.97,,0.65,,-1.63,95.6,,88.1,85.7,,0.207,0.357,0.358,0.203,0.365,0.273,0.287,0.545,0.265,,,,,,,,,,,,,100.0,102.0,98.0,0.179,,-0.41,,95.6,,0.298,0.457,0.105,,,,,,,,,,,,,,,
2024/09/02,4:07 PM.,SEA,OAK,home,Sunny.,73,669302,C,4,2,2,0,0,2,4,0,0,1,1,.223,.286,.454,.740,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,106.0,101.0,97.0,146.0,102.0,115.0,,,,116.0,104.0,103.0,0.308,0.106,0.32,,,1.41,0.14,1.72,,,96.6,92.3,,88.4,,0.21,0.375,0.368,0.204,0.383,0.193,,,,0.181,0.301,0.354,0.247,0.483,0.272,,,,124.0,99.0,107.0,91.0,102.0,97.0,0.015,0.118,0.32,0.81,95.5,83.2,0.286,0.286,0.05,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,,,,,,
2024/09/01,1:36 PM.,TEX,OAK,away,Roof Closed.,74,679156,C,5,1,0,0,0,0,0,0,0,0,8,.221,.284,.439,.723,679156,walterpennington,Pennington,Left,Walter Pennington,- - -,3.0,5.42,18.0,94.0,80.0,88.0,0.773,8.5,5.5,9.5,0.5,1.41,0.185,0.5,0.074,0.278,0.406,,,,47.0,99.0,76.0,87.0,96.0,92.0,,,,93.0,95.0,93.0,0.024,0.27,0.409,,,1.21,-0.81,-1.69,,,90.4,89.4,,83.8,,0.286,0.429,0.409,,,,,,,,,,0.333,0.444,0.143,,,,,,,61.0,91.0,77.0,0.297,,1.32,,91.5,,0.167,0.222,0.128,,,,,,,,,,,,,,,
2024/08/31,6:08 PM.,TEX,OAK,away,Roof Closed.,74,674003,C,4,0,1,0,0,0,0,0,0,1,2,.223,.288,.444,.732,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,94.0,105.0,93.0,49.0,114.0,107.0,,,,70.0,112.0,85.0,0.523,0.007,0.07,,0.273,1.75,-3.68,-0.79,,0.86,89.8,86.4,80.9,82.7,,0.32,0.48,0.182,0.185,0.344,0.213,0.21,0.333,0.338,0.306,0.556,0.129,,,,,,,96.0,103.0,104.0,,,,,0.128,,-2.32,,74.9,,,,,,,,,,,,,,,,,,
2024/08/30,7:07 PM.,TEX,OAK,away,Roof Closed.,74,592351,C,5,1,2,0,0,1,2,0,0,0,0,.223,.288,.446,.734,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,73.0,103.0,91.0,97.0,105.0,105.0,,,,,,,0.444,,0.439,,0.071,-0.71,,0.77,,-1.39,94.9,,88.7,88.6,,0.213,0.344,0.334,0.311,0.443,0.15,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,97.0,97.0,102.0,,,,,0.046,,-0.7,,78.9,,,,,,,,,,,,,,,,,,
2024/08/28,6:42 PM.,CIN,OAK,away,Partly Cloudy.,88,518585,C,4,1,2,1,0,0,0,0,0,1,0,.221,.287,.439,.726,518585,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.86,4.05,66.2,95.0,116.0,100.0,0.633,14.72,4.73,7.29,1.22,0.98,0.196,0.462,0.182,0.357,0.379,,,,90.0,99.0,92.0,,,,,,,82.0,93.0,94.0,0.327,0.255,,,0.001,-0.02,-2.06,,,-4.83,94.6,88.6,83.8,,,,,,0.295,0.513,0.142,,,,,,,0.333,0.765,0.267,,,,,,,,,,,,,,,,,,,157.0,92.0,111.0,0.418,1.83,81.5,0.116,0.149,0.593,,,,,,
2024/08/27,6:42 PM.,CIN,OAK,away,Clear.,93,596001,C,5,0,0,0,0,0,0,0,0,2,7,.218,.285,.436,.721,596001,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.8,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,89.0,102.0,106.0,73.0,112.0,101.0,123.0,107.0,116.0,,,,97.0,119.0,106.0,0.1,0.002,0.453,,0.084,3.97,-12.89,1.3,,-2.62,92.5,88.2,86.6,83.0,,0.183,0.346,0.296,0.1,0.1,0.235,0.238,0.714,0.265,,,,,,,,,,,,,79.0,109.0,102.0,0.362,,1.95,,91.9,,0.25,0.381,0.19,,,,,,,,,,,,,,,
2024/08/25,1:07 PM.,MIL,OAK,home,Sunny.,76,593423,C,3,1,0,0,0,0,1,0,1,1,0,.221,.288,.442,.730,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,83.0,105.0,98.0,117.0,103.0,106.0,,,,109.0,95.0,95.0,0.332,0.187,0.107,,,-0.02,-1.4,-1.94,,,95.6,90.4,,85.4,,0.288,0.577,0.325,0.206,0.367,0.231,,,,,,,0.326,0.609,0.223,,,,,,,83.0,100.0,98.0,0.191,,1.13,,94.8,,0.248,0.407,0.113,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,,,,,,
2024/08/24,1:07 PM.,MIL,OAK,home,Partly Cloudy.,73,607067,C,4,0,0,0,0,0,0,0,0,3,2,.223,.288,.445,.733,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,70.0,109.0,95.0,109.0,106.0,108.0,,,,76.0,94.0,88.0,0.193,0.194,0.172,,,0.49,-1.34,1.41,,,92.9,87.6,,82.0,,,,,0.207,0.314,0.248,,,,0.394,0.636,0.18,0.287,0.656,0.168,0.159,0.234,0.227,100.0,109.0,104.0,82.0,103.0,96.0,0.311,0.042,-0.28,-3.64,92.3,78.7,0.298,0.482,0.115,78.0,98.0,96.0,0.088,-2.02,86.5,0.286,0.492,0.277,,,,,,
2024/08/23,6:40 PM.,MIL,OAK,home,Partly Cloudy.,69,650644,C,4,1,1,0,0,0,0,0,0,1,2,.225,.291,.450,.741,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,68.0,102.0,96.0,152.0,101.0,112.0,,,,91.0,100.0,101.0,0.099,0.322,0.163,,,-1.7,1.08,-1.03,,,92.0,88.1,,80.5,,0.25,0.375,0.438,0.294,0.49,0.095,,,,0.25,0.479,0.275,0.232,0.394,0.233,0.267,0.467,0.272,104.0,104.0,109.0,71.0,93.0,83.0,0.24,0.156,0.06,-1.36,92.6,77.1,0.241,0.421,0.158,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,
2024/08/22,12:37 PM.,TB,OAK,home,Partly Cloudy.,68,605488,C,4,0,0,0,0,0,0,0,0,1,4,.225,.292,.452,.744,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,107.0,102.0,100.0,77.0,98.0,93.0,92.0,106.0,107.0,,,,18.0,84.0,80.0,0.423,0.023,0.235,,0.317,-0.7,-1.54,2.84,,-1.59,89.8,85.3,79.6,82.3,,0.222,0.222,0.236,0.216,0.49,0.17,0.333,0.439,0.442,,,,,,,0.0,0.0,0.571,,,,47.0,55.0,53.0,0.002,,-3.5,,89.8,,,,,,,,,,,,,,,,,,,
2024/08/20,6:40 PM.,TB,OAK,home,Clear.,75,669358,C,3,0,1,0,0,0,0,0,0,0,1,.227,.294,.457,.751,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,121.0,101.0,104.0,111.0,96.0,100.0,,,,,,,0.479,,0.213,,0.103,0.81,,-0.08,,2.88,95.6,,88.1,87.3,,0.164,0.4,0.222,0.252,0.37,0.221,0.115,0.115,0.276,0.169,0.247,0.311,,,,,,,119.0,104.0,109.0,,,,,0.205,,1.71,,83.6,,,,,,,,,,,,,,,,,,
2024/08/19,6:40 PM.,TB,OAK,home,Clear.,70,671737,C,2,0,1,0,0,0,0,0,1,0,0,.226,.294,.458,.752,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,0.417,0.225,,,,-0.04,1.02,,,,96.4,90.9,,,,,,,0.269,0.5,0.21,,,,0.241,0.483,0.346,0.205,0.357,0.324,,,,100.0,91.0,93.0,,,,,0.089,,-1.5,,79.1,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,
