date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-09-29,3:05 PM.,PHI,WSH,home,Overcast.,69,605400,C,4,0,2,0,0,0,0,0,0,2,1,0.246,0.306,0.316,0.622,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,90.0,103.0,99.0,,,,,,,0.278,,,0.81,,,92.5,,,0.168,0.318,0.224,,,,,,,78.0,102.0,91.0,,,,100.0,109.0,106.0,69.0,99.0,92.0,0.204,0.092,,0.096,-2.57,-0.34,,-1.67,87.5,85.7,91.5,,0.313,0.475,0.136,0.279,0.426,0.135,0.389,0.796,0.178,0.221,0.381,0.37,,,,,,,135.0,106.0,113.0,0.329,0.94,79.1
2024-09-25,6:45 PM.,KC,WSH,home,Overcast.,71,547179,C,3,0,0,0,0,0,0,0,1,1,1,0.226,0.293,0.302,0.595,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,84.0,95.0,89.0,126.0,98.0,108.0,,,,0.272,,0.149,1.0,,-1.51,93.8,,83.9,0.155,0.309,0.184,,,,0.368,0.632,0.253,93.0,101.0,99.0,102.0,93.0,96.0,81.0,102.0,94.0,94.0,92.0,91.0,0.212,0.1,0.079,0.188,0.04,-0.25,0.02,1.94,90.1,84.6,93.6,81.7,0.291,0.441,0.062,0.122,0.173,0.373,0.235,0.51,0.236,0.217,0.348,0.352,,,,0.19,0.429,0.291,,,,,,
2024-09-20,1:20 PM.,CHC,WSH,away,Partly Cloudy.,82,592791,C,4,0,1,0,0,0,0,0,0,1,1,0.24,0.296,0.32,0.616,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,66.0,106.0,96.0,104.0,116.0,120.0,,,,0.296,,0.155,-0.27,,0.65,92.3,,80.4,0.287,0.497,0.147,,,,,,,78.0,102.0,95.0,104.0,111.0,113.0,74.0,104.0,92.0,92.0,103.0,98.0,0.109,0.251,0.147,0.043,2.12,1.47,-1.04,-2.45,86.5,86.0,92.5,79.5,0.219,0.297,0.085,0.273,0.576,0.148,0.252,0.31,0.191,0.232,0.424,0.23,,,,0.183,0.296,0.317,,,,,,
2024-09-18,7:10 PM.,NYM,WSH,away,Cloudy.,72,500779,C,2,0,0,0,0,0,0,0,1,2,1,0.239,0.3,0.326,0.626,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,92.0,85.0,,,,,,,0.225,,,-0.32,,,90.7,,,0.227,0.427,0.169,,,,,,,70.0,100.0,97.0,110.0,100.0,99.0,76.0,97.0,91.0,,,,0.304,,0.278,0.193,,0.82,-0.04,0.5,,85.7,90.8,77.7,0.249,0.431,0.131,0.203,0.26,0.367,,,,0.265,0.444,0.264,0.195,0.366,0.284,,,,,,,,,
2024-09-13,6:45 PM.,MIA,WSH,home,Partly Cloudy.,79,665795,C,3,1,0,0,0,0,0,1,0,0,0,0.25,0.298,0.341,0.639,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,97.0,91.0,87.0,114.0,102.0,105.0,,,,0.274,,0.085,-1.63,,1.65,96.3,,89.2,0.304,0.543,0.164,,,,0.129,0.226,0.313,96.0,98.0,103.0,106.0,101.0,104.0,110.0,94.0,95.0,,,,0.091,,0.217,0.332,,0.07,-0.03,0.15,,93.0,96.7,84.8,0.231,0.333,0.151,0.206,0.321,0.338,,,,0.206,0.426,0.394,,,,,,,,,,,,
2024-09-07,6:44 PM.,PIT,WSH,away,Partly Cloudy.,65,656605,C,3,3,2,0,0,0,0,1,1,0,1,0.268,0.318,0.366,0.684,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,86.0,103.0,96.0,129.0,100.0,109.0,,,,0.304,,0.25,0.3,,-1.04,94.4,,84.7,0.257,0.4,0.24,,,,0.338,0.636,0.248,88.0,103.0,102.0,111.0,96.0,104.0,82.0,102.0,94.0,96.0,99.0,98.0,0.22,0.122,0.096,0.008,-1.0,-0.26,-0.11,-12.5,90.4,89.8,93.4,78.4,0.266,0.405,0.125,0.667,1.333,0.0,0.272,0.593,0.195,0.233,0.442,0.293,,,,0.204,0.331,0.25,,,,,,
2024-08-31,4:05 PM.,CHC,WSH,home,Cloudy.,83,665871,C,4,0,2,0,0,0,0,0,0,0,1,0.237,0.275,0.342,0.617,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,68.0,102.0,92.0,114.0,94.0,100.0,,,,0.158,,0.107,-0.91,,-1.54,91.5,,80.1,0.319,0.472,0.201,,,,0.364,0.636,0.368,69.0,91.0,88.0,98.0,101.0,97.0,75.0,101.0,92.0,96.0,97.0,92.0,0.357,0.216,0.116,0.046,-0.73,0.51,-0.4,-1.65,87.9,83.7,91.4,76.8,0.236,0.373,0.111,0.296,0.296,0.125,0.315,0.583,0.142,0.178,0.329,0.3,,,,0.174,0.37,0.341,,,,,,
2024-08-25,12:06 PM.,ATL,WSH,away,Sunny.,82,625643,C,4,1,2,0,0,0,0,0,0,2,2,0.206,0.25,0.324,0.574,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,91.0,103.0,99.0,113.0,100.0,105.0,,,,0.552,,0.294,1.19,,1.45,95.5,,85.0,0.266,0.369,0.165,,,,0.168,0.257,0.443,75.0,110.0,105.0,84.0,99.0,104.0,,,,,,,,,0.116,0.038,,,1.61,-3.58,,86.1,,77.0,,,,0.263,0.737,0.349,,,,0.151,0.264,0.364,,,,,,,,,,,,
2024-08-24,7:21 PM.,ATL,WSH,away,Clear.,84,450203,DH,0,0,0,0,0,0,0,0,0,0,0,0.167,0.219,0.3,0.519,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,72.0,99.0,90.0,,,,,,,0.289,,,-1.4,,,94.1,,,0.281,0.517,0.193,,,,,,,86.0,97.0,93.0,122.0,98.0,108.0,79.0,96.0,88.0,73.0,92.0,86.0,0.099,0.078,0.424,0.11,-0.75,0.39,0.78,-1.38,88.5,85.0,93.5,81.5,0.333,0.433,0.07,0.292,0.6,0.333,0.286,0.571,0.149,0.2,0.309,0.342,,,,,,,,,,,,
2024-07-01,6:45 PM.,NYM,WSH,home,Partly Cloudy.,80,656849,PR,0,0,0,0,0,0,0,0,0,0,0,0.167,0.219,0.3,0.519,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,70.0,103.0,94.0,115.0,99.0,104.0,,,,0.265,,0.184,0.39,,-1.81,93.1,,85.1,0.22,0.266,0.287,,,,0.287,0.447,0.339,97.0,90.0,93.0,83.0,102.0,100.0,102.0,98.0,95.0,,,,0.31,,0.076,0.164,,1.83,0.11,0.03,,84.7,91.9,79.1,0.253,0.36,0.16,0.211,0.324,0.271,,,,0.207,0.345,0.259,,,,,,,,,,,,
2024-06-30,1:40 PM.,TB,WSH,away,Dome.,72,671737,C,3,0,0,0,0,0,0,0,0,2,0,0.167,0.219,0.3,0.519,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,129.0,97.0,102.0,,,,123.0,102.0,114.0,0.417,0.269,,-0.04,0.47,,96.4,90.9,,0.269,0.5,0.21,0.213,0.32,0.33,,,,,,,100.0,91.0,93.0,,,,91.0,100.0,98.0,,0.225,0.089,,1.02,,-1.5,,90.9,,,79.1,,,,,,,0.205,0.357,0.324,0.241,0.483,0.346,,,,,,,,,,,,
2024-06-26,1:11 PM.,SD,WSH,away,Partly Cloudy.,75,656302,C,3,0,0,0,0,0,0,0,0,1,1,0.185,0.241,0.333,0.574,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,123.0,95.0,102.0,112.0,100.0,105.0,,,,0.435,,0.471,0.22,,1.98,96.9,,87.2,0.235,0.39,0.203,,,,0.159,0.257,0.447,54.0,72.0,68.0,,,,,,,113.0,89.0,90.0,,0.006,,0.009,-5.11,,,-4.13,91.8,69.7,,,,,,0.25,1.0,0.2,0.25,1.0,0.0,0.28,0.44,0.286,,,,0.2,0.267,0.385,105.0,95.0,102.0,0.079,-0.95,82.3
2024-06-22,7:10 PM.,COL,WSH,away,Cloudy.,83,615698,C,1,1,0,0,0,0,0,0,0,0,0,0.208,0.269,0.375,0.644,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,,,,,,,109.0,94.0,97.0,,0.32,,,0.4,,,86.5,,,,,0.206,0.314,0.234,,,,88.0,97.0,103.0,98.0,101.0,104.0,79.0,95.0,89.0,76.0,96.0,93.0,0.402,0.135,0.126,0.018,-0.41,-2.0,-0.77,1.81,87.8,84.9,93.8,79.6,0.35,0.596,0.184,0.222,0.222,0.167,0.296,0.507,0.203,0.25,0.531,0.282,,,,,,,,,,,,
2024-06-21,6:40 PM.,COL,WSH,away,Partly Cloudy.,84,641712,C,4,1,3,1,0,1,1,0,1,0,0,0.217,0.28,0.391,0.671,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,64.0,89.0,76.0,99.0,96.0,97.0,,,,0.153,,0.244,-2.2,,-0.31,89.9,,84.1,0.302,0.509,0.079,,,,0.289,0.361,0.318,84.0,94.0,93.0,103.0,97.0,100.0,71.0,96.0,86.0,,,,0.327,0.005,0.172,0.1,-18.69,-0.07,0.48,-4.94,86.9,83.5,90.4,80.3,0.306,0.448,0.076,0.379,0.69,0.146,,,,0.13,0.217,0.33,,,,,,,,,,,,
2024-06-15,4:05 PM.,MIA,WSH,home,Partly Cloudy.,81,669432,C,3,0,1,0,0,0,0,1,0,0,0,0.105,0.15,0.105,0.255,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,66.0,101.0,93.0,74.0,93.0,91.0,,,,0.317,,0.206,-0.26,,-1.99,91.9,,82.4,0.252,0.467,0.234,,,,0.312,0.506,0.259,111.0,108.0,115.0,,,,86.0,97.0,92.0,,,,0.24,,,0.238,,-0.36,,-1.32,,85.6,91.5,,0.292,0.492,0.1,0.295,0.396,0.238,,,,,,,,,,,,,,,,,,
2024-06-13,1:09 PM.,DET,WSH,away,Sunny.,85,663554,C,3,0,0,0,0,0,0,0,0,1,0,0.063,0.118,0.063,0.181,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,106.0,105.0,102.0,107.0,101.0,102.0,112.0,99.0,102.0,0.386,0.181,0.277,-0.47,-1.06,-0.46,95.5,86.2,85.7,0.306,0.428,0.205,0.286,0.405,0.322,0.271,0.5,0.218,,,,,,,92.0,108.0,105.0,,,,0.08,,,,,1.3,,,,,95.5,,0.293,0.341,0.08,,,,,,,0.261,0.522,0.216,,,,,,,102.0,90.0,94.0,0.075,-2.21,79.6
2024-06-07,6:45 PM.,ATL,WSH,home,Partly Cloudy.,82,519242,C,3,0,0,0,0,0,0,0,0,2,2,0.077,0.143,0.077,0.22,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,96.0,105.0,101.0,105.0,100.0,104.0,,,,0.378,,0.403,-0.12,,2.16,94.8,,78.6,0.281,0.443,0.241,,,,0.171,0.236,0.427,64.0,107.0,98.0,,,,113.0,100.0,96.0,,,,0.072,,,0.147,,-1.99,,2.97,,87.1,94.2,,0.327,0.551,0.133,0.159,0.195,0.236,,,,,,,,,,,,,,,,,,
2024-06-03,6:45 PM.,NYM,WSH,home,Partly Cloudy.,84,656731,C,4,0,0,0,0,0,0,0,1,1,2,0.1,0.182,0.1,0.282,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,112.0,99.0,101.0,103.0,103.0,106.0,105.0,93.0,107.0,0.467,0.073,0.132,0.29,-1.25,-0.85,95.7,84.7,85.1,0.228,0.35,0.292,0.143,0.393,0.429,0.233,0.302,0.291,130.0,94.0,112.0,91.0,77.0,82.0,108.0,104.0,110.0,101.0,96.0,93.0,0.098,0.136,0.078,0.015,-1.19,3.24,-0.37,-4.39,90.1,87.2,94.6,78.0,0.206,0.206,0.184,0.5,0.5,0.111,0.326,0.565,0.27,0.188,0.313,0.333,,,,0.25,1.0,0.167,,,,,,
2024-04-16,7:10 PM.,LAD,WSH,away,Clear.,68,669165,C,3,0,0,0,0,0,0,0,0,1,0,0.167,0.167,0.167,0.334,669165,kylehurt,Hurt,Right,Kyle Hurt,LAD,1.35,5.78,6.2,97.0,87.0,92.0,0.759,4.05,1.35,10.8,0.0,1.33,0.217,0.435,0.087,0.304,0.494,60.0,103.0,91.0,67.0,75.0,27.0,,,,0.379,,0.011,3.13,,5.8,94.8,,87.7,0.143,0.143,0.222,,,,,,,109.0,94.0,96.0,80.0,80.0,70.0,52.0,105.0,79.0,,,,0.046,,0.023,0.54,,-3.96,-28.52,0.01,,85.8,96.5,80.9,0.333,0.333,0.0,0.333,0.467,0.313,,,,,,,,,,,,,,,,,,
2024-04-10,12:46 PM.,SF,WSH,away,Partly Cloudy.,65,663855,C,3,0,1,0,0,0,0,1,0,0,1,0.333,0.333,0.333,0.666,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,79.0,85.0,79.0,125.0,93.0,101.0,121.0,92.0,106.0,0.054,0.191,0.241,-3.85,-0.41,-0.1,95.4,84.3,81.1,0.238,0.381,0.31,0.181,0.287,0.408,,,,,,,,,,95.0,95.0,94.0,,,,0.515,,,,,-0.02,,,,,94.5,,0.341,0.498,0.111,,,,,,,,,,,,,0.152,0.329,0.376,,,,,,
