date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vKN (sc),Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,KN%,wFS/C,wKC/C,wKN/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-09-12,1:11 PM.,HOU,OAK,away,Roof Closed.,73,664285,LF,4,0,1,0,0,0,1,0,0,1,0,0.192,0.257,0.325,0.582,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.4,1.0,0.273,0.233,0.467,0.383,0.226,0.278,0.354,0.276,0.399,0.116,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10,7:10 PM.,HOU,OAK,away,Roof Closed.,73,681293,RF,1,1,1,0,0,0,0,0,1,0,0,0.19,0.258,0.327,0.585,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.2,0.086,-1.33,,0.99,0.8,-2.52,94.1,85.5,,80.8,78.4,0.303,0.528,0.198,,,,0.395,0.512,0.378,,,,0.171,0.282,0.424,0.113,0.226,0.386,66.0,98.0,96.0,0.196,0.57,88.2,0.248,0.444,0.228,,,,,,,,,,,,,,,,,,,,,
2024-09-07,1:07 PM.,DET,OAK,home,Sunny.,74,669724,LF,4,0,0,0,0,0,0,0,0,1,3,0.185,0.248,0.322,0.57,669724,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,,,,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,0.539,0.141,0.224,,0.096,-0.24,2.09,0.13,,-3.75,95.6,88.6,94.8,87.4,,0.222,0.5,0.359,0.227,0.409,0.133,0.333,0.778,0.391,0.231,0.246,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,6:41 PM.,DET,OAK,home,Clear.,73,669373,LF,4,0,1,0,0,0,1,1,0,2,0,0.19,0.255,0.331,0.586,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.332,0.149,,0.271,1.84,1.25,0.78,,1.13,96.8,86.3,96.6,88.7,,0.197,0.286,0.277,0.169,0.364,0.346,0.216,0.322,0.461,0.207,0.305,0.16,0.158,0.316,0.175,,,,,,,,,,,,,,95.0,91.0,101.0,,,,,0.042,,,1.26,,,78.5,,,,,,
2024-09-04,6:40 PM.,SEA,OAK,home,Clear.,72,669923,CF,1,0,0,0,0,0,0,0,0,0,0,0.188,0.255,0.333,0.588,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,,0.46,1.5,1.28,,,96.0,,96.0,87.2,,0.221,0.458,0.291,0.226,0.316,0.271,,,,0.263,0.354,0.105,0.333,0.439,0.286,,,,97.0,99.0,93.0,0.004,0.79,92.3,,,,73.9,114.0,110.0,113.0,109.0,100.0,108.0,0.102,0.082,0.0,-2.05,-1.95,-3.5,86.0,83.4,0.253,0.413,0.295,,,
2024-09-01,1:36 PM.,TEX,OAK,away,Roof Closed.,74,679156,LF,5,0,1,0,0,0,0,0,0,3,3,0.19,0.257,0.336,0.593,679156,walterpennington,Pennington,Left,Walter Pennington,- - -,3.0,5.42,18.0,94.0,80.0,88.0,0.773,8.5,5.5,9.5,0.5,1.41,0.185,0.5,0.074,0.278,0.406,,,,,,,47.0,99.0,76.0,61.0,91.0,77.0,87.0,96.0,92.0,0.297,0.024,0.409,,,1.21,1.32,-1.69,,,90.4,,91.5,83.8,,,,,0.286,0.429,0.409,,,,0.167,0.222,0.128,,,,,,,93.0,95.0,93.0,0.27,-0.81,89.4,0.333,0.444,0.143,,,,,,,,,,,,,,,,,,,,,
2024-08-31,6:08 PM.,TEX,OAK,away,Roof Closed.,74,674003,LF,4,0,0,0,0,0,0,0,0,2,2,0.189,0.259,0.341,0.6,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,,,,49.0,114.0,107.0,,0.523,0.07,0.128,0.273,1.75,,-0.79,-2.32,0.86,89.8,80.9,,82.7,74.9,0.185,0.344,0.213,0.32,0.48,0.182,0.21,0.333,0.338,,,,0.306,0.556,0.129,,,,70.0,112.0,85.0,0.007,-3.68,86.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,7:07 PM.,TEX,OAK,away,Roof Closed.,74,592351,LF,5,0,1,0,0,0,0,0,0,1,3,0.195,0.266,0.352,0.618,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,88.7,,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,,,,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,5:12 PM.,CIN,OAK,away,Partly Cloudy.,92,687924,LF,5,0,0,0,0,0,1,0,0,1,3,0.195,0.268,0.358,0.626,687924,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.25,4.94,31.2,97.0,86.0,97.0,0.836,5.4,3.41,8.53,2.27,0.79,0.24,0.413,0.183,0.231,0.449,97.0,84.0,89.0,93.0,87.0,96.0,,,,79.0,102.0,98.0,94.0,99.0,105.0,0.54,,0.179,0.092,0.189,,-0.41,0.21,-2.92,-1.59,,84.0,94.3,80.3,78.0,,,,0.176,0.353,0.25,0.2,0.36,0.25,0.282,0.563,0.151,0.2,0.5,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,6:42 PM.,CIN,OAK,away,Partly Cloudy.,88,518585,LF,4,1,1,1,0,0,0,0,0,3,0,0.203,0.278,0.373,0.651,518585,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.86,4.05,66.2,95.0,116.0,100.0,0.633,14.72,4.73,7.29,1.22,0.98,0.196,0.462,0.182,0.357,0.379,,,,,,,90.0,99.0,92.0,,,,,,,,0.327,,,0.001,-0.02,,,,-4.83,94.6,83.8,,,,0.295,0.513,0.142,,,,,,,,,,,,,,,,82.0,93.0,94.0,0.255,-2.06,88.6,0.333,0.765,0.267,,,,,157.0,92.0,111.0,0.418,,,1.83,,,81.5,,0.116,0.149,0.593,,,
2024-08-27,6:42 PM.,CIN,OAK,away,Clear.,93,596001,LF,4,0,0,0,0,0,0,0,0,2,2,0.202,0.279,0.368,0.647,596001,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.8,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,89.0,102.0,106.0,,,,73.0,112.0,101.0,79.0,109.0,102.0,123.0,107.0,116.0,0.362,0.1,0.453,,0.084,3.97,1.95,1.3,,-2.62,92.5,86.6,91.9,83.0,,0.1,0.1,0.235,0.183,0.346,0.296,0.238,0.714,0.265,0.25,0.381,0.19,,,,,,,97.0,119.0,106.0,0.002,-12.89,88.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,1:07 PM.,MIL,OAK,home,Sunny.,76,593423,LF,2,0,1,0,0,0,1,1,0,0,0,0.209,0.288,0.382,0.67,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,0.191,0.332,0.107,,,-0.02,1.13,-1.94,,,95.6,,94.8,85.4,,0.206,0.367,0.231,0.288,0.577,0.325,,,,0.248,0.407,0.113,,,,,,,109.0,95.0,95.0,0.187,-1.4,90.4,0.326,0.609,0.223,,,,,119.0,99.0,105.0,0.183,,,-0.23,,,86.0,,0.218,0.297,0.426,,,
2024-08-24,1:07 PM.,MIL,OAK,home,Partly Cloudy.,73,607067,RF,2,0,2,1,0,0,1,0,0,0,0,0.204,0.287,0.38,0.667,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,0.311,0.193,0.172,0.042,,0.49,-0.28,1.41,-3.64,,92.9,,92.3,82.0,78.7,0.207,0.314,0.248,,,,,,,0.298,0.482,0.115,0.394,0.636,0.18,0.159,0.234,0.227,76.0,94.0,88.0,0.194,-1.34,87.6,0.287,0.656,0.168,,,,,78.0,98.0,96.0,0.088,,,-2.02,,,86.5,,0.286,0.492,0.277,,,
2024-08-22,12:37 PM.,TB,OAK,home,Partly Cloudy.,68,605488,CF,4,1,1,0,0,0,0,1,0,2,2,0.189,0.275,0.358,0.633,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,107.0,102.0,100.0,,,,77.0,98.0,93.0,47.0,55.0,53.0,92.0,106.0,107.0,0.002,0.423,0.235,,0.317,-0.7,-3.5,2.84,,-1.59,89.8,79.6,89.8,82.3,,0.216,0.49,0.17,0.222,0.222,0.236,0.333,0.439,0.442,,,,,,,0.0,0.0,0.571,18.0,84.0,80.0,0.023,-1.54,85.3,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,6:40 PM.,TB,OAK,home,Clear.,68,686752,PH,1,0,0,0,0,0,0,0,0,1,0,0.186,0.276,0.363,0.639,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,,0.506,0.173,0.027,0.235,1.07,,0.51,-1.47,-0.47,94.9,85.8,,89.0,80.6,0.181,0.33,0.316,0.267,0.407,0.317,0.216,0.353,0.286,,,,0.167,0.167,0.5,,,,100.0,103.0,100.0,0.06,-0.88,91.6,0.276,0.586,0.141,,,,,,,,,,,,,,,,,,,,,
2024-08-18,1:07 PM.,SF,OAK,home,Partly Cloudy.,73,605483,RF,4,1,1,0,0,0,0,0,0,1,4,0.188,0.278,0.366,0.644,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,148.0,99.0,109.0,116.0,96.0,100.0,,,,106.0,87.0,91.0,,0.464,0.101,0.26,0.176,1.16,,0.11,2.25,0.95,95.9,85.5,,88.7,81.1,0.2,0.303,0.244,0.167,0.267,0.446,0.236,0.319,0.476,,,,0.111,0.183,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-15,1:11 PM.,NYM,OAK,away,Sunny.,85,500779,RF,2,1,1,0,0,0,0,0,1,0,0,0.186,0.279,0.371,0.65,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,0.82,,-0.04,0.5,90.7,85.7,90.8,,77.7,0.227,0.427,0.169,,,,0.203,0.26,0.367,0.249,0.431,0.131,0.265,0.444,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,0.366,0.284
2024-08-14,7:11 PM.,NYM,OAK,away,Clear.,82,656849,CF,3,0,0,0,0,0,1,0,0,0,3,0.179,0.269,0.368,0.637,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,0.31,0.265,0.184,0.076,0.164,0.39,1.83,-1.81,0.11,0.03,93.1,84.7,91.9,85.1,79.1,0.22,0.266,0.287,0.287,0.447,0.339,0.211,0.324,0.271,0.253,0.36,0.16,0.207,0.345,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,1:40 PM.,TOR,OAK,away,Roof Closed.,68,605135,LF,4,1,1,1,0,0,0,0,0,2,2,0.185,0.279,0.38,0.659,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,101.0,91.0,102.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,0.407,0.045,0.118,0.137,0.053,-1.6,-0.08,-0.88,-0.09,-2.29,92.6,84.5,92.5,77.2,71.0,0.242,0.394,0.25,0.375,0.781,0.096,0.321,0.607,0.158,0.327,0.423,0.128,0.221,0.351,0.292,0.154,0.231,0.458,79.0,101.0,91.0,0.197,0.44,89.6,0.188,0.316,0.268,,,,,87.0,90.0,86.0,0.043,,,-2.64,,,84.1,,0.303,0.364,0.167,,,
2024-08-07,12:37 PM.,CWS,OAK,home,Sunny.,75,663436,LF,0,0,0,0,0,0,0,0,0,0,0,0.182,0.28,0.375,0.655,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,95.0,91.0,93.0,92.0,95.0,91.0,,,,114.0,108.0,111.0,,0.285,0.268,0.076,0.196,-2.03,,1.22,-2.54,-0.16,93.6,89.3,,83.6,78.4,0.389,0.472,0.202,0.121,0.293,0.378,0.34,0.4,0.204,,,,0.357,0.429,0.348,,,,76.0,93.0,84.0,0.175,1.59,89.0,0.206,0.294,0.231,,,,,,,,,,,,,,,,,,,,,
2024-08-05,6:40 PM.,CWS,OAK,home,Partly Cloudy.,66,681066,RF,2,1,0,0,0,0,0,0,1,2,2,0.182,0.28,0.375,0.655,681066,kybush,Bush,Left,Ky Bush,CHW,5.6,5.35,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,94.0,75.0,92.0,87.0,,,,103.0,83.0,88.0,,0.509,0.244,0.149,0.098,-3.27,,-0.25,-1.98,4.54,91.7,85.9,,82.5,73.4,0.412,0.647,0.188,0.118,0.294,0.257,0.0,0.0,0.308,,,,0.364,0.364,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-04,1:07 PM.,LAD,OAK,home,Sunny.,68,689981,PH,1,0,0,0,0,0,0,0,0,1,0,0.186,0.278,0.384,0.662,689981,riverryan,Ryan,Right,River Ryan,LAD,1.33,4.0,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,96.0,86.0,84.0,123.0,98.0,104.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,0.103,0.395,0.227,0.158,0.086,-0.21,6.76,0.96,0.89,0.36,96.3,89.6,94.7,89.9,83.2,0.227,0.409,0.118,0.208,0.25,0.306,0.25,0.25,0.3,0.125,0.125,0.2,0.25,0.25,0.375,,,,105.0,109.0,113.0,0.031,5.73,94.0,,,,,,,,,,,,,,,,,,,,,,,,
