date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
2023-09-17,1:42 PM.,CIN,NYM,home,Sunny.,77,682227,CF,0,1,0,0,0,0,0,0,0,0,0,0.225,0.361,0.292,0.653,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,,0.372,0.102,0.064,0.165,-0.15,,-1.33,-1.75,-0.51,92.8,84.0,,81.7,73.1,0.269,0.433,0.171,0.183,0.39,0.3989999999999999,,,,0.0,0.0,0.273,0.333,0.6,0.143,106.0,102.0,98.0,0.298,,1.71,,89.3,,0.252,0.433,0.185,,,,,,,,,,,,,,,
2023-09-16,7:12 PM.,CIN,NYM,home,Clear.,72,671096,PR,0,0,0,0,0,0,0,0,0,0,0,0.225,0.361,0.292,0.653,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,0.501,0.165,0.171,0.163,-0.02,,1.61,-2.27,0.99,92.7,86.6,,82.9,80.9,0.249,0.459,0.198,0.203,0.27,0.3939999999999999,,,,0.174,0.304,0.29,0.367,0.65,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-15,7:11 PM.,CIN,NYM,home,Partly Cloudy.,67,668881,CF,2,0,0,0,0,0,0,1,2,1,1,0.225,0.361,0.292,0.653,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,,,,127.0,103.0,105.0,,,,126.0,104.0,112.0,,0.544,0.404,,0.053,-0.95,,0.16,,-2.39,98.3,91.1,,87.3,,0.265,0.518,0.252,0.304,0.478,0.242,,,,0.229,0.416,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-14,4:11 PM.,AZ,NYM,home,Sunny.,78,518876,CF,2,0,0,0,0,0,0,0,2,1,1,0.23,0.356,0.299,0.655,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.11,0.231,0.04,0.83,-0.64,-0.45,2.43,92.2,88.7,92.4,85.5,82.1,0.224,0.489,0.259,0.18,0.234,0.32,0.261,0.378,0.163,0.217,0.391,0.413,0.268,0.411,0.256,87.0,101.0,99.0,0.181,,0.88,,90.8,,0.22,0.352,0.244,,,,,,,,,,,,,,,
2023-09-13,7:10 PM.,AZ,NYM,home,Partly Cloudy.,77,668678,CF,2,1,1,1,0,0,1,0,2,1,0,0.235,0.35,0.306,0.656,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,,0.139,1.59,-3.38,0.34,,1.05,93.6,86.8,93.0,87.4,,0.238,0.36,0.192,0.21,0.336,0.314,0.286,0.714,0.125,0.25,0.389,0.265,0.21,0.344,0.405,106.0,99.0,94.0,0.092,0.227,-2.24,0.46,90.2,82.5,0.352,0.648,0.205,121.0,104.0,112.0,,,,,,,,,,,,
2023-09-12,7:11 PM.,AZ,NYM,home,Partly Cloudy.,78,669194,RF,0,0,0,0,0,0,0,0,0,0,0,0.229,0.333,0.289,0.622,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052,0.133,-0.72,,0.52,-2.44,-0.16,94.4,83.3,,81.7,76.4,0.308,0.553,0.1669999999999999,0.203,0.407,0.312,,,,0.174,0.565,0.257,0.429,0.714,0.182,101.0,111.0,105.0,0.135,,-1.72,,85.6,,0.326,0.539,0.218,,,,,,,,,,,,,,,
2023-09-08,7:10 PM.,MIN,NYM,away,Clear.,75,572971,LF,1,0,0,0,0,0,0,0,0,1,0,0.229,0.333,0.289,0.622,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIN,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.189,0.315,0.333,74.0,110.0,108.0,,,,,,,64.0,92.0,86.0,64.0,94.0,95.0,0.347,,0.129,,0.271,,0.39,0.06,,-0.58,,80.3,87.4,78.3,,,,,0.327,0.473,0.196,0.245,0.367,0.084,0.222,0.278,0.441,,,,92.0,94.0,90.0,0.254,,-2.63,,84.8,,0.379,0.69,0.246,,,,,,,,,,,,,,,
2023-09-06,7:05 PM.,WSH,NYM,away,Clear.,97,672851,RF,2,0,0,0,0,0,0,0,1,0,2,0.232,0.337,0.293,0.63,672851,joanadon,Adon,Right,Joan Adon,WSN,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.411,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,88.1,94.2,87.3,80.8,0.288,0.411,0.221,0.148,0.222,0.3389999999999999,0.314,0.629,0.0139999999999999,0.318,0.455,0.286,0.315,0.63,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,7:11 PM.,SEA,NYM,home,Clear.,72,669302,LF,0,0,0,0,0,0,0,0,0,0,0,0.238,0.337,0.3,0.637,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,0.003,0.419,0.297,,,0.01,-11.33,1.84,,,95.7,,93.7,88.7,,0.28,0.491,0.177,,,,0.667,1.0,0.25,0.211,0.349,0.322,0.214,0.371,0.306,,,,,0.134,,0.39,,80.3,,,,110.0,95.0,103.0,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,,,
2023-08-30,6:40 PM.,TEX,NYM,home,Partly Cloudy.,81,641540,LF,3,0,1,0,0,0,0,0,1,1,1,0.238,0.337,0.3,0.637,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.234,0.016,0.156,-3.75,1.37,0.14,-3.56,-0.87,90.5,85.7,91.0,82.1,78.1,0.294,0.765,0.235,0.301,0.478,0.258,0.246,0.354,0.08,0.212,0.364,0.345,0.25,0.25,0.5,90.0,100.0,95.0,0.2,0.032,0.82,-0.43,88.9,77.5,0.258,0.393,0.231,,,,,,,,,,,,,,,
2023-08-28,7:12 PM.,TEX,NYM,home,Cloudy.,73,592351,RF,3,0,1,0,0,0,0,1,0,1,2,0.234,0.33,0.299,0.629,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.398,0.062,0.116,-1.83,,2.33,-1.69,1.71,95.7,88.8,,87.2,78.2,0.346,0.551,0.179,0.211,0.268,0.213,,,,0.105,0.211,0.324,0.263,0.737,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-27,12:06 PM.,LAA,NYM,home,Sunny.,79,656288,LF,4,0,1,0,0,0,1,0,0,2,0,0.23,0.329,0.297,0.626,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,81.0,95.0,86.0,124.0,105.0,110.0,0.006,0.348,0.299,0.134,0.213,-0.21,-8.61,0.1,-0.53,1.6,94.7,90.2,95.0,88.4,81.8,0.235,0.5,0.283,0.213,0.339,0.248,0.333,1.333,0.0,0.261,0.344,0.34,0.271,0.667,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-26,7:10 PM.,LAA,NYM,home,Clear.,82,681217,LF,2,0,1,0,0,0,0,1,2,0,2,0.229,0.333,0.3,0.633,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,107.0,93.0,97.0,93.0,90.0,85.0,82.0,105.0,97.0,102.0,94.0,102.0,0.148,0.349,0.229,0.024,,-1.53,1.39,1.7,-5.15,,95.0,,94.3,82.0,79.4,0.255,0.553,0.248,,,,0.344,0.469,0.14,0.143,0.571,0.143,0.333,1.333,0.0,99.0,92.0,92.0,0.084,,3.24,,90.3,,0.167,0.167,0.268,,,,84.0,108.0,116.0,0.167,1.35,87.2,0.137,0.294,0.345,,,
2023-08-25,7:10 PM.,LAA,NYM,home,Partly Cloudy.,76,663776,PH,1,0,0,0,0,0,0,0,0,0,0,0.221,0.312,0.294,0.606,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,83.0,93.2,86.5,76.5,0.336,0.507,0.156,0.184,0.33,0.432,0.269,0.327,0.129,0.2,0.5,0.306,0.286,0.286,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-23,7:21 PM.,ATL,NYM,away,Partly Cloudy.,91,450203,LF,2,0,0,0,0,0,0,0,0,1,0,0.224,0.316,0.299,0.615,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,0.068,0.317,,0.432,0.103,-1.26,-4.03,,1.79,0.86,94.9,86.0,94.2,,82.3,0.292,0.482,0.225,0.25,0.339,0.336,0.474,0.711,0.071,,,,0.177,0.258,0.42,89.0,92.0,87.0,0.08,,0.25,,89.1,,0.296,0.407,0.3,,,,,,,,,,,,,,,
2023-08-22,7:20 PM.,ATL,NYM,away,Partly Cloudy.,92,693821,LF,3,0,0,0,0,0,0,0,1,2,1,0.231,0.315,0.308,0.623,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,,0.137,-1.13,0.01,0.97,,1.3,90.7,85.0,89.5,82.7,,0.286,0.495,0.1939999999999999,0.188,0.235,0.236,0.28,0.402,0.134,0.21,0.393,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21,7:20 PM.,ATL,NYM,away,Partly Cloudy.,92,642216,RF,3,2,1,0,0,1,2,0,1,2,1,0.242,0.319,0.323,0.642,642216,allanwinans,Winans,Right,Allan Winans,ATL,5.29,4.24,32.1,104.0,77.0,97.0,0.771,9.46,2.23,10.3,1.39,1.19,0.227,0.474,0.103,0.381,0.449,78.0,107.0,101.0,,,,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,0.253,0.225,0.245,,0.277,-1.11,-1.36,-1.04,,0.71,90.0,82.9,89.6,78.8,,0.25,0.583,0.133,0.25,0.341,0.311,0.387,0.581,0.113,0.267,0.5,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-20,1:17 PM.,STL,NYM,away,Partly Cloudy.,95,641712,CF,3,1,0,0,0,0,0,0,0,1,1,0.237,0.308,0.271,0.579,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,0.024,0.43,0.04,-0.76,-0.31,-4.54,91.1,84.4,91.6,85.1,81.4,0.281,0.328,0.129,0.2,0.4,0.0,0.308,0.526,0.072,0.258,0.43,0.3929999999999999,0.25,0.25,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-19,6:16 PM.,STL,NYM,away,Clear.,87,571945,CF,4,0,0,0,0,0,0,0,0,0,2,0.25,0.323,0.286,0.609,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.054,-0.19,-1.61,0.62,-0.92,2.68,93.3,84.4,92.7,86.4,75.9,0.29,0.495,0.1889999999999999,0.182,0.382,0.085,0.34,0.54,0.085,0.245,0.375,0.2239999999999999,0.261,0.387,0.198,,,,,0.002,,-0.89,,68.1,,,,,,,,,,,,,,,,,,
2023-08-18,7:15 PM.,STL,NYM,away,Clear.,79,668868,CF,4,0,2,0,0,0,0,0,0,1,0,0.269,0.345,0.308,0.653,668868,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,4.48,4.58,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.117,0.378,0.428,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,,,,,,,,0.537,0.17,0.271,0.021,-0.44,,0.82,0.67,-2.61,93.6,86.1,,85.7,75.5,0.327,0.476,0.206,0.25,1.0,0.125,,,,0.205,0.462,0.33,0.185,0.246,0.2289999999999999,,,,,0.002,,-21.02,,62.4,,,,,,,,,,,,,,,,,,
2023-08-17,6:16 PM.,STL,NYM,away,Partly Cloudy.,84,425794,RF,3,1,0,0,0,0,0,0,1,0,0,0.25,0.333,0.292,0.625,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,87.0,99.0,89.0,83.0,78.0,71.0,0.314,0.099,0.003,0.306,0.05,-1.48,-3.36,-13.9,-1.5,-3.6,85.7,81.4,86.9,75.6,71.5,0.326,0.512,0.1169999999999999,0.389,0.611,0.1,0.394,0.746,0.093,,,,0.291,0.475,0.153,107.0,99.0,95.0,0.226,0.002,-0.27,6.39,82.9,65.7,0.344,0.473,0.152,,,,,,,,,,,,,,,
2023-08-16,1:12 PM.,PIT,NYM,home,Partly Cloudy.,78,670912,RF,3,2,2,1,0,0,1,0,1,0,0,0.267,0.34,0.311,0.651,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.367,0.149,0.041,-1.25,0.93,0.8,0.82,-0.07,95.8,88.1,95.7,88.2,80.9,0.277,0.477,0.183,0.25,0.3,0.357,0.276,0.345,0.065,0.21,0.349,0.326,0.193,0.352,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
