date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-09-27,7:11 PM.,HOU,CLE,home,Cloudy.,72,669854,PH,1,0,0,0,0,0,0,0,0,1,2,0.217,0.289,0.491,0.78,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,0.383,0.302,0.094,0.221,-0.42,,2.24,2.55,-0.16,93.4,85.2,,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.18,0.284,0.333,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,6:41 PM.,CIN,CLE,home,Overcast.,71,596001,RF,2,0,0,0,0,0,0,0,0,1,0,0.218,0.29,0.494,0.784,596001,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.8,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,89.0,102.0,106.0,,,,73.0,112.0,101.0,79.0,109.0,102.0,123.0,107.0,116.0,0.362,0.1,0.453,,0.084,3.97,1.95,1.3,,-2.62,92.5,86.6,91.9,83.0,,0.1,0.1,0.235,0.238,0.714,0.265,0.183,0.346,0.296,,,,0.25,0.381,0.19,97.0,119.0,106.0,0.002,-12.89,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,6:40 PM.,CIN,CLE,home,Cloudy.,73,686730,RF,1,0,0,0,0,0,0,0,0,0,0,0.221,0.293,0.5,0.793,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,69.0,102.0,90.0,,,,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,0.175,0.299,0.245,,0.121,-1.66,0.68,-1.23,,-5.43,92.4,86.7,92.1,81.5,,0.256,0.462,0.205,0.396,0.774,0.198,0.0,0.0,0.4,,,,0.3,0.5,0.122,82.0,103.0,98.0,0.16,-0.84,87.8,0.321,0.547,0.195,0.291,0.544,0.319,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-22,1:16 PM.,STL,CLE,away,Overcast.,78,669467,RF,3,0,0,0,0,0,0,0,0,0,0,0.222,0.295,0.503,0.798,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,0.19,0.512,0.172,,,1.34,-0.25,-0.64,,,94.5,,94.8,87.5,,0.23,0.297,0.162,,,,0.294,0.435,0.282,0.157,0.257,0.345,0.265,0.373,0.132,,,,,,,,,,,,,88.0,102.0,109.0,0.126,0.42,79.5,,,,,,,,,,,,,,,,,,
2024-09-21,6:15 PM.,STL,CLE,away,Overcast.,85,571945,RF,2,0,0,0,0,0,0,0,0,1,1,0.226,0.299,0.512,0.811,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,94.0,109.0,106.0,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,0.231,0.279,0.283,0.116,0.085,0.23,1.42,-1.19,-1.97,-4.2,93.2,85.6,92.4,85.7,76.6,0.287,0.446,0.178,0.394,0.742,0.159,0.301,0.506,0.164,0.267,0.52,0.231,0.237,0.382,0.108,,,,,,,,,,0.273,0.545,0.275,,,,0.005,4.24,69.6,,,,,,,,,,,,,,,,,,
2024-09-19,1:10 PM.,MIN,CLE,home,Sunny.,76,680573,RF,3,0,1,0,0,0,0,0,1,1,2,0.229,0.303,0.518,0.821,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,0.403,0.312,0.093,0.193,0.82,,0.76,1.68,-3.33,93.1,82.8,,86.4,76.1,0.258,0.356,0.219,0.311,0.622,0.205,0.214,0.313,0.239,0.186,0.326,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,6:41 PM.,MIN,CLE,home,Partly Cloudy.,75,641927,RF,3,0,0,0,0,0,0,0,0,2,1,0.227,0.298,0.521,0.819,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,,0.381,0.118,0.011,0.294,-0.01,,2.03,4.57,1.98,91.7,83.4,,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.095,0.162,0.307,0.0,0.0,0.375,,,,84.0,104.0,100.0,0.195,-0.86,86.2,0.279,0.504,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,1:40 PM.,TB,CLE,home,Sunny.,82,671737,RF,1,0,0,0,0,0,0,0,0,1,1,0.231,0.303,0.531,0.834,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,,0.089,,-0.04,,,-1.5,,96.4,,,,79.1,0.269,0.5,0.21,,,,,,,0.241,0.483,0.346,,,,91.0,100.0,98.0,0.225,1.02,90.9,0.205,0.357,0.324,,,,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,,,,0.213,0.32,0.33,,,,,,
2024-09-14,6:10 PM.,TB,CLE,home,Clear.,80,656876,RF,3,0,0,0,0,0,0,0,0,0,2,0.233,0.305,0.535,0.84,656876,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.83,1.98,28.2,106.0,128.0,111.0,0.705,10.99,1.88,7.85,0.0,1.74,0.347,0.36,0.173,0.24,0.451,,,,,,,136.0,110.0,117.0,125.0,105.0,107.0,137.0,116.0,128.0,0.292,0.377,0.054,,,2.64,-1.1,5.27,,,97.4,,96.2,85.4,,0.171,0.2,0.308,,,,,,,,,,0.316,0.395,0.167,117.0,101.0,102.0,0.277,0.79,89.1,0.25,0.292,0.406,0.083,0.083,0.412,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,7:11 PM.,TB,CLE,home,Clear.,76,641793,RF,3,1,2,1,1,0,0,0,0,0,0,0.237,0.31,0.545,0.855,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,0.148,0.221,0.399,,,0.58,-0.6,0.45,,,92.4,,91.6,85.7,,0.245,0.358,0.191,,,,0.257,0.427,0.227,,,,0.265,0.439,0.141,,,,,,,,,,0.406,0.594,0.115,,,,,,,104.0,106.0,112.0,0.232,-0.84,83.0,,,,0.258,0.423,0.344,,,,,,
2024-09-12,7:15 PM.,TB,CLE,home,Clear.,76,686752,RF,2,0,0,0,0,0,0,0,0,0,0,0.229,0.304,0.523,0.827,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,,0.506,0.173,0.027,0.235,1.07,,0.51,-1.47,-0.47,94.9,85.8,,89.0,80.6,0.181,0.33,0.316,0.216,0.353,0.286,0.267,0.407,0.317,0.167,0.167,0.5,,,,100.0,103.0,100.0,0.06,-0.88,91.6,0.276,0.586,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-11,1:11 PM.,CWS,CLE,away,Partly Cloudy.,81,663436,RF,2,0,0,0,0,0,0,0,0,2,0,0.232,0.308,0.53,0.838,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,95.0,91.0,93.0,92.0,95.0,91.0,,,,114.0,108.0,111.0,,0.285,0.268,0.076,0.196,-2.03,,1.22,-2.54,-0.16,93.6,89.3,,83.6,78.4,0.389,0.472,0.202,0.34,0.4,0.204,0.121,0.293,0.378,0.357,0.429,0.348,,,,76.0,93.0,84.0,0.175,1.59,89.0,0.206,0.294,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10,6:40 PM.,CWS,CLE,away,Clear.,80,686563,RF,4,0,0,0,0,0,0,0,0,2,3,0.235,0.311,0.537,0.848,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,,,,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,0.28,0.123,0.218,,0.187,-1.13,0.44,-1.39,,-0.22,94.3,85.7,93.3,81.9,,0.25,0.411,0.252,0.248,0.394,0.269,,,,,,,0.287,0.449,0.132,79.0,101.0,93.0,0.192,0.39,90.2,0.263,0.45,0.191,0.255,0.489,0.282,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,6:39 PM.,CWS,CLE,away,Clear.,79,694363,RF,3,0,0,0,0,0,1,0,2,1,1,0.241,0.319,0.552,0.871,694363,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.3,4.71,73.1,100.0,75.0,93.0,0.779,6.87,4.05,9.08,1.1,0.77,0.284,0.401,0.147,0.263,0.408,71.0,99.0,94.0,,,,71.0,97.0,86.0,68.0,101.0,88.0,85.0,104.0,102.0,0.047,0.375,0.284,,0.294,-0.54,-0.83,0.49,,-0.49,92.5,84.1,91.8,86.0,,0.274,0.487,0.162,0.244,0.372,0.312,0.25,0.316,0.288,,,,0.313,0.5,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,1:10 PM.,LAD,CLE,away,Sunny.,103,656427,RF,0,0,0,0,0,0,0,0,0,0,0,0.246,0.316,0.563,0.879,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.441,0.29,,0.027,0.5,-5.05,0.02,,-0.55,93.3,85.7,90.6,84.7,,0.245,0.401,0.238,0.111,0.333,0.111,0.222,0.455,0.363,0.164,0.219,0.436,0.6,1.2,0.4,,,,,,,,,,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,,,,,,,,,,,,,
2024-09-06,7:10 PM.,LAD,CLE,away,Clear.,87,689017,RF,4,0,0,0,0,0,0,0,0,1,1,0.246,0.316,0.563,0.879,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,73.0,91.0,90.0,77.0,92.0,89.0,115.0,99.0,103.0,,,,120.0,105.0,104.0,,0.463,0.23,0.162,0.145,0.2,,1.46,-1.55,-0.24,93.5,84.2,,85.1,79.6,0.228,0.526,0.203,0.182,0.364,0.271,0.183,0.296,0.278,0.333,0.485,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,6:40 PM.,KC,CLE,away,Clear.,82,607625,RF,1,0,0,0,0,0,0,0,0,1,1,0.254,0.325,0.58,0.905,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,0.185,0.24,0.135,0.262,0.069,0.7,0.65,-0.67,1.44,0.08,92.2,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.208,0.333,0.291,0.213,0.387,0.2,0.178,0.271,0.339,0.274,0.381,0.129,97.0,103.0,103.0,0.082,2.86,90.1,0.228,0.228,0.23,0.375,0.75,0.109,,,,,,,93.0,107.0,106.0,0.026,0.07,85.7,0.215,0.28,0.285,0.105,0.421,0.351,,,,,,
2024-09-03,6:40 PM.,KC,CLE,away,Clear.,79,663903,1B,1,1,0,0,0,0,0,0,0,0,0,0.255,0.327,0.584,0.911,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,0.413,0.113,0.455,,0.019,-2.09,0.77,0.0,,-5.71,91.6,88.1,92.2,82.9,,0.326,0.609,0.197,0.429,0.5,0.111,0.207,0.361,0.354,,,,0.267,0.389,0.127,,,,,,,,,,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-02,3:11 PM.,KC,CLE,away,Sunny.,78,608379,RF,4,1,1,0,0,0,0,0,0,1,1,0.257,0.329,0.588,0.917,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,0.092,0.081,0.322,0.39,0.29,-2.39,-1.64,2.26,93.6,81.2,93.6,84.1,75.2,0.279,0.449,0.169,0.169,0.312,0.341,0.371,0.6,0.373,0.357,0.643,0.174,0.252,0.301,0.099,78.0,100.0,92.0,0.114,-0.94,88.8,0.319,0.458,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,1:40 PM.,PIT,CLE,home,Sunny.,78,656605,RF,4,0,1,1,0,0,1,0,0,2,3,0.258,0.331,0.598,0.929,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,0.22,0.304,0.25,0.096,0.008,0.3,-0.26,-1.04,-0.11,-12.5,94.4,89.8,93.4,84.7,78.4,0.257,0.4,0.24,0.667,1.333,0.0,0.338,0.636,0.248,0.233,0.442,0.293,0.266,0.405,0.125,96.0,99.0,98.0,0.122,-1.0,90.4,0.272,0.593,0.195,0.204,0.331,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,6:10 PM.,PIT,CLE,home,Cloudy.,76,682847,RF,2,0,0,0,0,0,0,0,1,1,1,0.258,0.333,0.602,0.935,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,0.258,0.268,0.268,,0.009,1.02,1.13,-0.41,,0.21,95.9,90.6,94.9,85.8,,0.187,0.331,0.208,,,,0.203,0.392,0.31,,,,0.237,0.374,0.129,90.0,100.0,94.0,0.197,0.71,91.0,0.273,0.416,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,7:10 PM.,PIT,CLE,home,Partly Cloudy.,84,663559,1B,5,1,1,0,0,1,2,0,0,2,3,0.262,0.333,0.611,0.944,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,0.142,0.484,0.216,0.152,,0.38,1.23,0.27,-1.24,,91.8,,92.0,86.1,77.7,0.255,0.41,0.166,,,,0.245,0.304,0.287,0.305,0.61,0.207,0.26,0.448,0.157,,,,,,,,,,,,,,,,,,,43.0,95.0,70.0,0.006,-7.04,86.9,,,,0.333,1.333,0.125,,,,,,
