date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,KC%,wKC/C,vKC,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KN%,wFS/C,wKN/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC
2023-06-27,6:47 PM.,STL,HOU,away,Partly Cloudy.,87,656756,PH,1,0,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.2,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.229,-0.68,1.22,,0.84,0.2,93.4,83.5,93.3,,80.5,0.333,0.5,0.195,0.255,0.374,0.141,,,,0.191,0.357,0.371,0.239,0.405,0.392,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-24,4:15 PM.,LAD,HOU,away,Sunny.,76,676272,DH,3,0,0,0,0,0,0,0,1,2,2,0.0,0.25,0.0,0.25,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,105.0,100.0,117.0,115.0,100.0,110.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,0.192,0.289,0.174,0.185,0.16,1.2,1.75,-1.0,1.25,0.6,99.0,88.2,98.8,89.7,80.6,0.258,0.367,0.206,0.258,0.382,0.178,0.5,0.75,0.25,0.184,0.303,0.36,0.133,0.307,0.3989999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,7:10 PM.,SUG,HOU,home,Partly Cloudy.,73,666215,RF,1,1,0,0,0,0,0,0,1,1,3,0.2,0.429,0.4,0.829,666215,forrestwhitley,Whitley,Right,Forrest Whitley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,6:41 PM.,NYY,DET,home,Partly Cloudy.,80,543037,1B,4,0,0,0,0,0,0,0,0,1,2,0.269,0.324,0.358,0.682,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,,,,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,,0.04,0.7,17.25,1.25,,-3.6,95.9,88.2,93.7,88.2,,0.189,0.365,0.234,0.0,0.0,0.143,0.222,0.27,0.264,0.209,0.239,0.301,0.333,0.667,0.28,99.0,102.0,102.0,0.163,-0.7,91.4,0.32,0.56,0.22,0.187,2.35,82.5,,,,,,,,,,,,,,,,,,,102.0,99.0,106.0
2024-08-15,1:10 PM.,SEA,DET,home,Sunny.,80,682243,1B,3,0,0,0,0,0,0,0,0,1,0,0.286,0.343,0.381,0.724,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,,1.53,1.55,-0.21,,,95.2,,94.7,84.5,,0.184,0.348,0.266,0.248,0.358,0.092,0.243,0.568,0.261,0.231,0.308,0.378,,,,93.0,80.0,85.0,0.023,0.14,92.1,0.25,0.333,0.207,0.044,-0.4,85.0,,95.0,107.0,111.0,0.171,,1.51,,84.4,0.148,0.225,0.29,0.24,0.4,0.188,,,,92.0,104.0,111.0
2024-08-14,6:40 PM.,SEA,DET,home,Clear.,82,693433,1B,4,0,1,0,0,0,0,0,0,1,0,0.3,0.358,0.4,0.758,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,,0.094,1.44,1.85,1.23,,0.0,94.8,89.6,94.7,84.2,,0.218,0.355,0.273,0.234,0.315,0.097,0.265,0.529,0.241,,,,0.186,0.373,0.207,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.417,,,,,,
2024-08-13,6:40 PM.,SEA,DET,home,Clear.,81,669923,1B,4,2,2,0,0,0,2,0,1,0,0,0.304,0.365,0.411,0.776,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,,0.46,1.5,1.28,,,96.0,,96.0,87.2,,0.221,0.458,0.291,0.263,0.354,0.105,0.226,0.316,0.271,0.333,0.439,0.286,,,,97.0,99.0,93.0,0.004,0.79,92.3,,,,0.082,-1.95,83.4,73.9,109.0,100.0,108.0,0.102,0.0,-2.05,-3.5,86.0,0.253,0.413,0.295,,,,,,,114.0,110.0,113.0
2024-08-11,1:06 PM.,SF,DET,away,Partly Cloudy.,62,806185,1B,1,0,0,0,0,0,0,0,1,0,0,0.288,0.345,0.404,0.749,806185,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.65,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,,,,119.0,90.0,100.0,,0.446,0.184,0.187,0.184,-0.02,,-0.26,0.82,-0.87,95.8,88.1,,86.4,80.5,0.216,0.44,0.182,,,,0.244,0.512,0.487,0.145,0.218,0.327,0.269,0.365,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,1:06 PM.,SF,DET,away,Partly Cloudy.,66,657277,1B,3,0,0,0,0,0,0,0,1,0,2,0.294,0.339,0.412,0.751,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,0.399,0.053,0.212,,0.309,0.2,1.32,0.16,,-0.13,92.6,87.4,92.6,83.8,,0.179,0.231,0.329,0.268,0.338,0.144,,,,,,,0.275,0.411,0.216,52.0,95.0,88.0,0.026,4.3,91.0,0.077,0.077,0.265,,,,,,,,,,,,,,,,0.239,0.331,0.268,,,,,,
2024-08-09,7:15 PM.,SF,DET,away,Cloudy.,61,592662,RF,1,0,0,0,0,0,0,0,0,1,0,0.313,0.346,0.438,0.784,592662,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.72,30.2,95.0,102.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,,,,,,,96.0,98.0,96.0,,,,99.0,91.0,91.0,,0.528,0.322,,,0.46,,0.18,,,94.1,,,88.4,,0.167,0.367,0.264,,,,0.148,0.222,0.458,0.316,0.684,0.489,,,,,,,,,,,,,0.15,-2.65,83.5,,,,,,,,,,,,,,,,,,,133.0,96.0,100.0
2024-08-08,6:41 PM.,SEA,DET,away,Partly Cloudy.,80,693433,1B,4,1,1,0,0,0,0,0,0,1,0,0.319,0.353,0.447,0.8,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,,0.094,1.44,1.85,1.23,,0.0,94.8,89.6,94.7,84.2,,0.218,0.355,0.273,0.234,0.315,0.097,0.265,0.529,0.241,,,,0.186,0.373,0.207,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.417,,,,,,
2024-08-07,6:42 PM.,SEA,DET,away,Clear.,73,669923,1B,5,0,1,1,0,0,0,0,0,3,4,0.326,0.362,0.465,0.827,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,,0.46,1.5,1.28,,,96.0,,96.0,87.2,,0.221,0.458,0.291,0.263,0.354,0.105,0.226,0.316,0.271,0.333,0.439,0.286,,,,97.0,99.0,93.0,0.004,0.79,92.3,,,,0.082,-1.95,83.4,73.9,109.0,100.0,108.0,0.102,0.0,-2.05,-3.5,86.0,0.253,0.413,0.295,,,,,,,114.0,110.0,113.0
2024-08-06,6:42 PM.,SEA,DET,away,Clear.,68,622491,1B,4,0,0,0,0,0,0,0,0,2,1,0.342,0.381,0.474,0.855,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,,0.143,0.97,-0.41,0.65,,-1.63,95.6,88.1,95.6,85.7,,0.203,0.365,0.273,0.298,0.457,0.105,0.207,0.357,0.358,,,,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-04,1:40 PM.,KC,DET,home,Sunny.,86,608379,1B,2,0,1,0,0,0,0,0,1,0,0,0.382,0.421,0.529,0.95,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,0.092,0.081,0.322,0.39,0.29,-2.39,-1.64,2.26,93.6,81.2,93.6,84.1,75.2,0.279,0.449,0.169,0.252,0.301,0.099,0.371,0.6,0.373,0.357,0.643,0.174,0.169,0.312,0.341,78.0,100.0,92.0,0.114,-0.94,88.8,0.319,0.458,0.148,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,6:35 PM.,KC,DET,home,Clear.,90,547179,1B,4,2,3,1,0,1,1,0,0,1,0,0.375,0.4,0.531,0.931,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.272,0.149,0.079,0.188,1.0,-0.25,-1.51,0.02,1.94,93.8,84.6,93.6,83.9,81.7,0.155,0.309,0.184,0.291,0.441,0.062,0.368,0.632,0.253,0.217,0.348,0.352,0.122,0.173,0.373,94.0,92.0,91.0,0.1,0.04,90.1,0.235,0.51,0.236,,,,,,,,,,,,,,,,0.19,0.429,0.291,,,,,,
2024-08-01,6:40 PM.,KC,DET,home,Partly Cloudy.,87,607625,1B,2,0,0,0,0,0,1,0,0,1,0,0.321,0.355,0.357,0.712,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,0.185,0.24,0.135,0.262,0.069,0.7,0.65,-0.67,1.44,0.08,92.2,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.274,0.381,0.129,0.213,0.387,0.2,0.178,0.271,0.339,0.208,0.333,0.291,97.0,103.0,103.0,0.082,2.86,90.1,0.228,0.228,0.23,,,,,93.0,107.0,106.0,0.026,,0.07,,85.7,0.105,0.421,0.351,0.375,0.75,0.109,0.215,0.28,0.285,,,
2024-07-30,1:10 PM.,CLE,DET,home,Cloudy.,80,668909,1B,3,0,2,0,0,0,0,0,0,1,0,0.346,0.393,0.385,0.778,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,,,,95.0,80.0,96.0,,0.515,0.113,0.198,0.054,0.08,,-0.16,-0.01,-3.82,96.6,89.2,,88.6,79.5,0.286,0.421,0.22,,,,0.258,0.387,0.242,0.155,0.31,0.304,0.417,0.833,0.148,98.0,99.0,94.0,0.12,0.56,91.6,0.205,0.333,0.341,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,6:40 PM.,CLE,DET,home,Partly Cloudy.,83,676440,1B,3,1,1,0,0,0,0,0,1,1,0,0.304,0.36,0.348,0.708,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.105,0.18,-0.69,-1.41,1.74,-0.9,0.13,94.6,82.5,93.9,86.2,81.3,0.282,0.476,0.213,,,,0.196,0.411,0.299,0.208,0.458,0.184,0.238,0.431,0.291,,,,,,,0.141,0.225,0.368,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,1:40 PM.,MIN,DET,home,Sunny.,86,641927,1B,3,0,0,0,0,0,0,0,0,1,1,0.3,0.333,0.35,0.683,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,,0.381,0.118,0.011,0.294,-0.01,,2.03,4.57,1.98,91.7,83.4,,80.3,76.0,0.258,0.506,0.222,,,,0.095,0.162,0.307,0.0,0.0,0.375,0.154,0.285,0.395,84.0,104.0,100.0,0.195,-0.86,86.2,0.279,0.504,0.229,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,6:10 PM.,MIN,DET,home,Clear.,82,657746,1B,3,1,1,0,0,0,0,0,1,0,0,0.353,0.389,0.412,0.801,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,,,,94.0,110.0,105.0,110.0,108.0,105.0,108.0,103.0,112.0,0.06,0.485,0.234,,,1.38,-0.77,-0.09,,,94.0,,92.9,83.1,,0.194,0.379,0.275,0.345,0.483,0.094,0.343,0.6,0.216,,,,,,,,,,,,,,,,,,,,101.0,103.0,94.0,0.221,,0.2,,88.6,0.202,0.387,0.258,0.207,0.37,0.337,,,,,,
2024-07-26,6:40 PM.,MIN,DET,home,Clear.,79,641154,1B,4,0,2,0,0,0,1,0,0,1,1,0.357,0.357,0.429,0.786,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,0.201,1.65,-2.77,-0.84,-1.28,-0.14,95.0,88.5,94.5,84.5,82.4,0.208,0.352,0.259,0.426,0.639,0.142,,,,0.23,0.446,0.341,0.281,0.359,0.249,,,,,,,,,,,,,,,,,,,,,,,,,0.239,0.436,0.331,,,,,,
2024-07-25,1:11 PM.,CLE,DET,away,Cloudy.,75,668909,1B,4,1,3,1,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,,,,95.0,80.0,96.0,,0.515,0.113,0.198,0.054,0.08,,-0.16,-0.01,-3.82,96.6,89.2,,88.6,79.5,0.286,0.421,0.22,,,,0.258,0.387,0.242,0.155,0.31,0.304,0.417,0.833,0.148,98.0,99.0,94.0,0.12,0.56,91.6,0.205,0.333,0.341,,,,,,,,,,,,,,,,,,,,,,,,
