date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,KC%,wFA/C,wFS/C,wKC/C,vFA,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
2023-08-18,7:07 PM.,MIL,TEX,home,Roof Closed.,74,605540,CF,4,0,0,0,0,0,1,0,0,2,3,0.348,0.37,0.391,0.761,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,111.0,104.0,118.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.095,0.197,2.76,-0.33,3.2,85.8,95.0,86.9,0.193,0.281,0.124,0.278,0.611,0.268,0.098,0.118,0.38,125.0,112.0,115.0,,,,,,,0.41,,,0.95,,,95.8,,,,,,0.182,0.455,0.409,0.177,0.385,0.314,89.0,103.0,105.0,0.079,-0.01,82.9,,,,,,,,,,,,
2023-08-16,7:07 PM.,LAA,TEX,home,Roof Closed.,74,672282,PH,1,0,1,0,0,0,0,0,0,0,0,0.421,0.435,0.474,0.909,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,,,,124.0,100.0,102.0,,0.319,0.054,,0.91,-2.03,84.8,,88.7,,,,0.0,0.0,0.267,0.242,0.424,0.246,87.0,101.0,95.0,,,,,,,0.432,,,-0.38,,,94.3,,,,,,0.191,0.326,0.286,0.291,0.505,0.212,93.0,94.0,105.0,0.194,0.14,74.7,,,,,,,,,,,,
2023-08-15,7:08 PM.,LAA,TEX,home,Roof Closed.,74,608337,CF,3,1,1,0,0,0,0,0,1,1,1,0.389,0.409,0.444,0.853,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,,,,107.0,105.0,104.0,,0.282,0.283,,-0.25,-0.2,80.9,,84.0,,,,0.236,0.438,0.345,0.209,0.442,0.352,84.0,100.0,95.0,,,,,,,0.419,,,-0.85,,,93.1,,,,,,0.5,0.5,0.2,0.262,0.546,0.2,81.0,76.0,78.0,0.015,-3.72,77.9,,,,,,,,,,,,
2023-08-14,7:07 PM.,LAA,TEX,home,Roof Closed.,74,663776,LF,4,3,2,0,0,0,1,0,0,1,2,0.4,0.389,0.467,0.856,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.285,0.258,0.36,0.02,0.3,83.0,93.2,86.5,0.269,0.327,0.129,0.2,0.5,0.306,0.184,0.33,0.432,63.0,94.0,89.0,,,,,,,0.256,,,-1.22,,,93.0,,,,,,0.286,0.286,0.237,0.336,0.507,0.156,99.0,96.0,101.0,0.09,0.27,76.5,,,,,,,,,,,,
2023-08-13,1:05 PM.,SF,TEX,away,Sunny.,72,657277,RF,4,1,2,1,0,0,0,0,0,0,0,0.364,0.385,0.455,0.84,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.212,0.416,0.31,0.11,2.18,87.5,92.3,84.3,0.313,0.481,0.104,0.208,0.369,0.286,0.225,0.309,0.228,88.0,119.0,100.0,,,,,,,0.037,,,-1.37,,,92.6,,,,,,,,,0.226,0.452,0.3,,,,,,,,,,,,,,,,,,
2023-08-12,6:06 PM.,SF,TEX,away,Clear.,67,502171,LF,4,0,2,0,0,0,1,0,0,1,0,0.286,0.333,0.286,0.619,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.051,,0.33,-1.31,,,94.5,86.2,0.28,0.435,0.129,0.333,0.542,0.306,,,,61.0,79.0,76.0,115.0,95.0,103.0,78.0,103.0,103.0,0.003,0.388,0.162,-3.47,0.2,-1.38,95.8,89.5,83.6,0.239,0.386,0.246,0.379,0.638,0.32,,,,,,,,,,,,,,,,,,,,,
2023-08-11,7:16 PM.,SF,TEX,away,Partly Cloudy.,64,518397,LF,3,0,0,0,0,0,0,0,1,1,0,0.0,0.25,0.0,0.25,518397,scottalexander,Alexander,Left,Scott Alexander,SFG,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.176,0.43,0.158,0.333,0.465,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.082,0.64,1.06,0.57,85.9,92.8,83.0,0.306,0.389,0.146,0.192,0.308,0.396,0.167,0.25,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,1:36 PM.,TB,ATL,home,Partly Cloudy.,93,621107,PH,1,0,0,0,0,0,0,0,0,1,1,0.2,0.2,0.3,0.5,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.097,0.061,0.0,0.46,0.21,85.6,91.7,79.7,0.293,0.404,0.133,,,,0.188,0.354,0.105,61.0,105.0,94.0,,,,,,,0.09,,,-0.64,,,92.4,,,,,,0.291,0.472,0.333,0.236,0.418,0.248,108.0,112.0,108.0,0.188,-1.27,78.8,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,0.236,0.473,0.203
2024-06-14,7:21 PM.,TB,ATL,home,Clear.,92,641793,CF,4,1,1,0,0,0,0,1,0,1,3,0.222,0.222,0.333,0.555,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,67.0,103.0,91.0,102.0,99.0,98.0,0.148,0.399,,-0.6,0.45,,,91.6,85.7,0.265,0.439,0.141,0.257,0.427,0.227,,,,54.0,110.0,91.0,,,,104.0,106.0,112.0,0.221,0.232,,0.58,-0.84,,92.4,83.0,,0.258,0.423,0.344,,,,0.245,0.358,0.191,,,,,,,,,,,,,,,,0.406,0.594,0.115
2024-06-11,6:37 PM.,BAL,ATL,away,Partly Cloudy.,74,544150,LF,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,,,,,,,,,0.172,,,-0.5,86.1,,,,,,,,,0.274,0.434,0.228,90.0,101.0,96.0,,,,,,,0.5,,,-0.36,,,94.8,,,,,,0.174,0.348,0.252,0.276,0.469,0.228,94.0,99.0,98.0,0.132,0.41,79.0,74.0,99.0,92.0,0.195,0.73,86.3,0.24,0.365,0.308,,,
2024-06-07,6:45 PM.,WSH,ATL,away,Partly Cloudy.,82,663623,RF,3,0,1,1,0,0,0,0,0,1,1,0.2,0.2,0.4,0.6,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,97.0,102.0,102.0,110.0,115.0,117.0,0.205,0.003,0.035,-0.64,-14.34,1.34,88.4,93.3,85.9,0.325,0.497,0.149,,,,0.125,0.125,0.349,82.0,104.0,97.0,,,,,,,0.379,,,0.44,,,93.9,,,,,,0.226,0.42,0.251,0.204,0.381,0.235,110.0,104.0,106.0,0.313,0.24,81.1,78.0,102.0,93.0,0.065,0.06,89.9,0.283,0.522,0.204,,,
2024-06-06,6:45 PM.,WSH,ATL,away,Partly Cloudy.,84,680730,RF,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,,,,106.0,107.0,110.0,,0.098,,,-0.73,,,,84.5,,,,0.238,0.429,0.364,,,,78.0,101.0,96.0,,,,89.0,94.0,94.0,0.486,0.191,,0.07,-0.6,,92.5,85.6,,0.233,0.4,0.372,0.252,0.36,0.263,0.276,0.425,0.12,97.0,96.0,96.0,0.225,0.47,80.5,,,,,,,,,,,,
2024-06-05,1:36 PM.,BOS,ATL,away,Partly Cloudy.,80,601713,LF,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,,,,155.0,103.0,111.0,,0.291,,,-0.1,,,,82.6,,,,0.143,0.393,0.326,,,,122.0,105.0,108.0,,,,,,,0.486,,,0.73,,,93.9,,,,,,0.167,0.4,0.206,0.239,0.399,0.218,118.0,104.0,104.0,0.163,0.61,80.0,104.0,96.0,82.0,0.059,-4.63,88.3,0.394,0.879,0.211,0.224,0.436,0.35
2024-06-02,1:35 PM.,OAK,ATL,home,Cloudy.,77,665622,DH,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,665622,luismedina,Medina,Right,Luis Medina,OAK,5.18,4.65,40.0,95.0,105.0,96.0,0.81,7.2,4.5,9.68,0.9,0.94,0.291,0.457,0.173,0.307,0.438,103.0,88.0,87.0,108.0,97.0,97.0,111.0,90.0,95.0,0.143,0.251,0.079,-2.88,-0.28,-2.61,89.6,95.9,85.8,0.429,0.667,0.118,0.262,0.357,0.308,0.353,0.529,0.067,100.0,98.0,95.0,,,,,,,0.425,,,0.46,,,95.9,,,,,,0.154,0.308,0.433,0.238,0.365,0.122,107.0,101.0,104.0,0.101,-0.19,81.2,,,,,,,,,,,,
