date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
2023-04-02,1:11 PM.,SD,COL,away,Sunny.,62,607625,C,2,0,1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.199,0.318,0.111,0.313,0.059,0.36,1.87,-0.6,0.26,-2.89,93.4,86.3,93.2,85.2,79.6,0.246,0.464,0.214,0.287,0.384,0.265,0.208,0.36,0.089,0.303,0.576,0.3429999999999999,0.25,0.417,0.286,0.0,0.0,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,1:40 PM.,STL,TOR,home,Sunny.,74,571945,C,2,0,0,0,0,0,0,0,0,2,0,0.159,0.243,0.222,0.465,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,94.0,109.0,106.0,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,0.231,0.279,0.283,0.116,0.085,0.23,1.42,-1.19,-1.97,-4.2,93.2,85.6,92.4,85.7,76.6,0.287,0.446,0.178,0.267,0.52,0.231,0.237,0.382,0.108,0.394,0.742,0.159,0.301,0.506,0.164,,,,,,,,,,,0.005,,4.24,,69.6,,,,,,,,,,,,,0.273,0.545,0.275
2024-09-11,3:09 PM.,NYM,TOR,home,Sunny.,68,640455,C,2,0,0,0,0,0,0,0,1,0,0,0.164,0.25,0.23,0.48,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,0.447,0.113,0.251,,0.118,1.13,1.36,0.37,,-1.19,92.3,85.3,92.3,79.5,,0.167,0.295,0.311,,,,0.201,0.333,0.21,0.25,0.438,0.254,0.174,0.435,0.32,,,,,,,84.0,88.0,85.0,0.071,,0.97,,88.4,,0.222,0.25,0.179,,,,,,,,,,0.193,0.311,0.388
2024-09-09,7:07 PM.,NYM,TOR,home,Roof Closed.,68,656731,C,1,1,0,0,0,0,0,0,0,0,0,0.169,0.246,0.237,0.483,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,130.0,94.0,112.0,91.0,77.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,0.098,0.467,0.132,0.078,0.015,0.29,3.24,-0.85,-0.37,-4.39,95.7,87.2,94.6,85.1,78.0,0.228,0.35,0.292,0.188,0.313,0.333,0.206,0.206,0.184,0.5,0.5,0.111,0.233,0.302,0.291,,,,,,,101.0,96.0,93.0,0.136,,-1.19,,90.1,,0.326,0.565,0.27,105.0,93.0,107.0,0.073,-1.25,84.7,0.143,0.393,0.429,0.25,1.0,0.167
2024-09-08,1:37 PM.,ATL,TOR,away,Partly Cloudy.,76,519242,C,4,0,0,0,0,0,0,0,0,3,1,0.172,0.25,0.241,0.491,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,,0.147,-0.12,-1.99,2.16,,2.97,94.8,87.1,94.2,78.6,,0.281,0.443,0.241,,,,0.327,0.551,0.133,0.159,0.195,0.236,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,3:08 PM.,PHI,TOR,home,Sunny.,74,650911,C,3,0,1,1,0,0,0,0,0,1,2,0.185,0.267,0.259,0.526,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,0.473,,0.169,,0.357,,-0.55,0.65,,1.56,,85.1,94.5,84.4,,,,,,,,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,86.0,52.0,74.0,0.001,,2.59,,86.5,,,,,,,,,,,,,,,,
2024-09-01,1:11 PM.,MIN,TOR,away,Sunny.,69,641927,C,3,0,0,0,0,0,0,0,0,1,1,0.176,0.263,0.235,0.498,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,,0.381,0.118,0.011,0.294,-0.01,,2.03,4.57,1.98,91.7,83.4,,80.3,76.0,0.258,0.506,0.222,0.0,0.0,0.375,,,,0.154,0.285,0.395,0.095,0.162,0.307,,,,,,,84.0,104.0,100.0,0.195,,-0.86,,86.2,,0.279,0.504,0.229,,,,,,,,,,,,
2024-08-29,7:11 PM.,BOS,TOR,away,Clear.,66,676710,C,4,1,2,2,0,0,0,0,0,0,1,0.188,0.264,0.25,0.514,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,,0.337,0.185,,,-0.43,,-0.56,,,92.6,,,80.8,,0.255,0.5,0.198,0.143,0.171,0.219,,,,,,,,,,,,,98.0,97.0,99.0,114.0,104.0,104.0,0.32,0.072,0.55,1.14,87.5,77.3,0.216,0.418,0.265,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,0.222,0.437,0.263
2024-08-24,3:08 PM.,LAA,TOR,home,Sunny.,76,608334,C,3,0,0,0,0,0,0,0,0,2,2,0.159,0.245,0.182,0.427,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,88.0,100.0,94.0,114.0,96.0,98.0,0.237,0.234,0.204,0.056,0.27,0.19,0.39,1.22,-7.73,-0.64,93.1,87.8,92.6,87.0,82.4,0.224,0.447,0.195,0.471,1.118,0.393,0.299,0.39,0.118,0.228,0.347,0.367,0.157,0.294,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.714,0.458
2024-08-23,7:10 PM.,LAA,TOR,home,Clear.,76,686799,C,0,0,0,0,0,0,0,0,0,0,0,0.171,0.261,0.195,0.456,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,111.0,95.0,106.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,0.724,0.062,,0.184,0.03,-1.87,0.89,,-1.06,-3.35,96.3,88.3,95.8,,85.0,0.167,0.5,0.364,0.235,0.412,0.25,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,7:08 PM.,CIN,TOR,home,Partly Cloudy.,70,607259,C,3,0,1,1,0,0,0,0,0,1,1,0.171,0.261,0.195,0.456,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.1,3.19,142.1,109.0,99.0,107.0,0.786,7.33,1.14,8.09,0.82,0.89,0.265,0.393,0.198,0.23,0.441,118.0,113.0,116.0,107.0,102.0,105.0,91.0,110.0,109.0,80.0,106.0,97.0,105.0,110.0,110.0,0.176,0.224,0.061,0.119,0.216,0.73,0.88,-0.55,-1.69,1.79,92.6,80.1,92.0,84.9,80.8,0.219,0.351,0.212,0.342,0.605,0.247,0.24,0.375,0.09,0.186,0.286,0.416,0.233,0.4,0.364,,,,,,,96.0,108.0,104.0,0.203,,1.32,,89.1,,0.281,0.43,0.12,,,,,,,,,,,,
2024-08-18,1:20 PM.,CHC,TOR,away,Cloudy.,74,684007,C,3,0,1,0,0,0,0,0,1,1,0,0.143,0.25,0.143,0.393,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.032,0.039,0.36,0.77,0.14,-0.59,0.48,91.7,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.444,0.556,0.0,0.25,0.333,0.37,0.194,0.226,0.333,,,,,,,,,,50.0,107.0,96.0,0.005,0.0,-6.3,-76.55,89.8,53.9,0.333,1.333,0.143,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,0.267,0.311,0.347
2024-08-17,1:20 PM.,CHC,TOR,away,Cloudy.,78,657006,C,0,0,0,0,0,0,0,0,0,0,0,0.125,0.222,0.125,0.347,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.223,0.0,0.0,0.2,0.292,0.458,0.182,0.222,0.222,0.172,0.16,0.243,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,6:39 PM.,LAA,TOR,away,Clear.,81,608334,C,4,0,0,0,0,0,0,0,0,1,2,0.125,0.222,0.125,0.347,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,88.0,100.0,94.0,114.0,96.0,98.0,0.237,0.234,0.204,0.056,0.27,0.19,0.39,1.22,-7.73,-0.64,93.1,87.8,92.6,87.0,82.4,0.224,0.447,0.195,0.471,1.118,0.393,0.299,0.39,0.118,0.228,0.347,0.367,0.157,0.294,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.714,0.458
2024-08-10,3:07 PM.,OAK,TOR,home,Partly Cloudy.,73,674370,C,1,0,0,0,0,0,0,0,1,1,1,0.143,0.25,0.143,0.393,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,78.0,103.0,102.0,,,,102.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,0.099,0.394,0.211,,0.152,0.18,-0.7,1.83,,1.82,94.8,88.9,94.9,85.8,,0.203,0.297,0.287,,,,0.304,0.478,0.146,0.121,0.152,0.343,0.197,0.311,0.27,,,,,,,93.0,99.0,96.0,0.143,,2.25,,86.9,,0.152,0.212,0.197,,,,,,,,,,,,
2024-08-07,7:08 PM.,BAL,TOR,home,Clear.,74,669432,C,3,1,1,0,0,0,1,0,0,1,2,0.148,0.233,0.148,0.381,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,0.238,-0.26,-0.36,-1.99,,-1.32,91.9,85.6,91.5,82.4,,0.252,0.467,0.234,,,,0.292,0.492,0.1,0.295,0.396,0.238,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,8:31 PM.,NYY,TOR,away,Cloudy.,76,573186,C,4,1,2,0,0,0,2,0,0,0,2,0.125,0.222,0.125,0.347,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,0.165,,-4.01,-0.03,-2.37,-0.03,,89.9,,90.0,85.3,81.3,0.455,0.636,0.259,0.0,0.0,0.265,0.306,0.466,0.12,,,,0.258,0.386,0.272,0.309,0.515,0.313,,,,106.0,101.0,99.0,0.182,,-0.26,,88.1,,0.296,0.519,0.187,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,,,
2024-07-31,12:37 PM.,BAL,TOR,away,Partly Cloudy.,90,680570,C,4,0,0,0,0,0,0,0,0,2,4,0.05,0.174,0.05,0.224,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.155,0.21,-0.38,5.3,-0.96,0.29,1.63,96.1,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.26,0.38,0.241,0.167,0.333,0.294,0.161,0.306,0.348,0.25,0.563,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,6:36 PM.,BAL,TOR,away,Overcast.,79,669203,C,1,0,0,0,0,0,0,0,0,1,0,0.063,0.211,0.063,0.274,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.215,0.11,,-0.5,0.7,0.44,0.2,,89.2,97.0,87.2,80.3,,,,0.2,0.326,0.378,0.235,0.412,0.157,0.194,0.339,0.377,0.196,0.268,0.463,,,,,,,125.0,105.0,108.0,0.45,,1.37,,95.3,,0.251,0.362,0.19,,,,,,,,,,0.125,0.5,0.457
2024-07-29,8:31 PM.,BAL,TOR,away,Partly Cloudy.,83,700249,C,4,0,0,0,0,0,0,0,1,1,4,0.067,0.222,0.067,0.289,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.196,0.109,0.56,0.86,-0.43,-2.26,-2.05,92.4,86.1,91.5,82.6,76.3,0.223,0.379,0.185,0.333,0.517,0.269,0.2,0.24,0.103,0.25,0.542,0.235,,,,,,,,,,97.0,94.0,94.0,0.075,,-3.12,,88.3,,0.333,0.81,0.288,,,,,,,,,,0.232,0.411,0.276
2024-07-03,7:08 PM.,HOU,TOR,home,Cloudy.,79,669854,C,3,0,1,0,0,0,0,0,0,0,0,0.091,0.231,0.091,0.322,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,0.383,0.302,0.094,0.221,-0.42,,2.24,2.55,-0.16,93.4,85.2,,86.4,80.1,0.232,0.497,0.192,0.071,0.071,0.376,,,,0.188,0.356,0.343,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,3:07 PM.,COL,TOR,home,Roof Closed.,68,641712,C,3,0,0,0,0,0,0,0,0,1,1,0.0,0.2,0.0,0.2,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,84.0,94.0,93.0,103.0,97.0,100.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.327,0.153,0.244,0.172,0.1,-2.2,-0.07,-0.31,0.48,-4.94,89.9,83.5,90.4,84.1,80.3,0.302,0.509,0.079,0.13,0.217,0.33,0.306,0.448,0.076,0.379,0.69,0.146,0.289,0.361,0.318,,,,,,,,,,0.005,,-18.69,,86.9,,,,,,,,,,,,,,,,
