date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff,KC_ba,KC_slg,KC_whiff
2023-09-08,6:38 PM.,LAA,CLE,away,Partly Cloudy.,86,656288,1B,1,0,0,0,0,0,0,0,1,0,0,0.247,0.316,0.427,0.743,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,81.0,95.0,86.0,0.006,0.348,0.134,0.213,-0.21,-8.61,-0.53,1.6,94.7,90.2,95.0,81.8,0.271,0.667,0.252,0.213,0.339,0.248,0.235,0.5,0.283,0.333,1.333,0.0,,,,,,,,,,124.0,105.0,110.0,0.299,0.1,88.4,0.261,0.344,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-07,6:38 PM.,LAA,CLE,away,Clear.,79,646242,C,3,0,1,1,0,0,0,0,0,0,1,0.25,0.313,0.432,0.745,646242,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,LAA,10.29,7.08,7.0,93.0,84.0,88.0,0.833,5.14,9.0,16.71,0.0,1.18,0.172,0.586,0.276,0.345,0.375,66.0,92.0,90.0,90.0,117.0,110.0,74.0,86.0,76.0,68.0,92.0,68.0,0.113,0.331,0.05,0.181,-3.27,-5.7,2.57,-9.67,90.8,81.9,88.1,76.7,,,,0.625,0.875,0.067,0.25,0.375,0.111,0.5,0.5,0.0,,,,,,,,,,110.0,96.0,102.0,0.325,-2.53,80.6,0.4,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06,1:10 PM.,MIN,CLE,home,Partly Cloudy.,87,657746,1B,0,0,0,0,0,0,0,0,0,0,0,0.247,0.304,0.424,0.728,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,,,,,0.569,,,0.89,,,,92.3,,,,,,,,,,0.24,0.457,0.287,,,,,,,,,,,,,102.0,88.0,94.0,0.159,-2.12,80.3,0.32,0.56,0.241,,,,,,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.415,0.213,,,,,,,,,,,,
2023-09-05,6:11 PM.,MIN,CLE,home,Clear.,86,543243,DH,1,0,0,0,0,0,0,0,0,0,0,0.247,0.304,0.424,0.728,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,0.157,0.271,0.168,0.067,0.61,-0.46,0.87,-0.63,92.9,87.9,92.8,79.6,0.257,0.371,0.282,0.27,0.405,0.174,0.301,0.422,0.1639999999999999,0.275,0.413,0.177,118.0,102.0,102.0,0.131,1.3,87.6,0.265,0.368,0.278,122.0,108.0,121.0,0.205,3.25,84.3,0.096,0.117,0.413,,,,0.001,-0.41,72.9,,,,,,,,,,,,,,,,,,,,,
2023-09-01,7:10 PM.,TB,CLE,home,Clear.,73,607192,1B,0,0,0,0,0,0,0,0,0,0,0,0.25,0.308,0.429,0.737,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,TBR,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.246,0.372,0.161,0.386,0.454,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,,,,0.004,0.432,0.213,0.003,0.54,-7.7,1.81,2.91,96.4,92.3,96.4,83.9,0.095,0.19,0.522,,,,0.236,0.41,0.249,,,,,,,,,,,,,94.0,97.0,104.0,0.348,1.25,90.1,0.254,0.373,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04,7:10 PM.,CWS,CLE,home,Clear.,78,605182,1B,4,0,0,0,0,0,0,0,0,1,3,0.25,0.308,0.429,0.737,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,0.024,0.479,0.016,0.128,-0.21,1.47,0.55,1.69,94.3,86.1,93.1,76.0,0.167,0.167,0.2,0.175,0.206,0.293,0.283,0.494,0.174,0.2,0.2,0.2,90.0,100.0,100.0,0.082,-0.07,84.9,0.256,0.395,0.264,113.0,97.0,104.0,0.271,0.5,79.4,0.203,0.366,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-02,1:10 PM.,HOU,CLE,away,Roof Closed.,73,669854,1B,3,0,0,0,0,0,0,0,1,0,1,0.263,0.322,0.45,0.772,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,4.5,5.13,52.0,96.0,98.0,99.0,0.693,9.0,4.85,8.48,2.08,0.75,0.174,0.521,0.125,0.347,0.392,94.0,102.0,104.0,109.0,83.0,85.0,104.0,92.0,95.0,,,,,0.402,0.022,0.09,-2.87,,-0.98,0.46,94.5,85.5,,80.0,,,,0.263,0.316,0.37,0.343,0.714,0.185,,,,,,,,,,,,,93.0,99.0,101.0,0.486,1.85,88.0,0.189,0.321,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,7:12 PM.,HOU,CLE,away,Roof Closed.,73,664285,1B,3,0,0,0,0,0,0,0,0,1,1,0.273,0.325,0.468,0.793,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,0.468,0.001,0.253,0.157,-16.35,0.93,1.07,0.73,95.7,90.1,95.3,80.2,0.158,0.211,0.402,0.231,0.342,0.311,,,,0.274,0.455,0.126,99.0,99.0,95.0,0.034,0.45,89.1,0.182,0.182,0.435,,,,0.087,-0.32,84.7,0.189,0.405,0.4379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-30,1:10 PM.,CWS,CLE,away,Sunny.,79,656629,1B,0,0,0,0,0,0,0,0,0,0,0,0.284,0.338,0.486,0.824,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.074,-0.71,,-0.94,0.15,95.2,88.7,,80.6,0.158,0.474,0.1939999999999999,0.133,0.3,0.3389999999999999,0.244,0.462,0.264,,,,,,,,,,,,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,0.516,0.2739999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28,6:10 PM.,CWS,CLE,away,Cloudy.,86,657053,C,1,0,0,0,0,0,0,0,0,1,0,0.284,0.338,0.486,0.824,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,,,,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,0.265,0.235,0.288,,-1.46,0.33,1.81,,93.6,,92.9,76.1,0.115,0.184,0.356,,,,0.294,0.426,0.217,0.3,0.412,0.095,,,,,,,,,,88.0,112.0,117.0,0.023,-6.26,86.6,0.333,1.333,0.357,,,,,,,96.0,96.0,99.0,0.189,-0.3,87.5,0.188,0.348,0.324,,,,,,,,,,,,
2023-07-26,1:10 PM.,KC,CLE,home,Sunny.,86,679525,C,4,1,1,0,0,1,2,0,0,2,4,0.288,0.342,0.493,0.835,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.178,0.428,0.096,0.356,0.386,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,0.072,0.373,0.149,0.149,-0.89,1.98,-0.87,-3.65,94.2,87.0,94.1,81.1,0.263,0.474,0.304,0.346,0.654,0.268,0.256,0.523,0.258,0.29,0.452,0.061,,,,,,,,,,106.0,91.0,99.0,0.258,-1.26,86.1,0.233,0.533,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-24,7:10 PM.,KC,CLE,home,Clear.,79,642232,C,3,1,0,0,0,0,0,0,1,0,1,0.29,0.347,0.464,0.811,642232,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.219,0.285,0.444,61.0,105.0,94.0,102.0,98.0,108.0,,,,76.0,108.0,89.0,0.002,0.308,0.26,0.182,0.59,1.21,-0.24,-2.4,87.0,78.5,88.2,71.9,0.208,0.386,0.382,0.329,0.6,0.2769999999999999,0.283,0.37,0.127,,,,77.0,106.0,93.0,0.248,1.48,84.2,0.289,0.378,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-23,1:41 PM.,PHI,CLE,home,Partly Cloudy.,82,605400,1B,4,1,2,0,0,1,1,0,0,1,0,0.303,0.352,0.485,0.837,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,0.188,0.295,,0.126,-0.03,0.46,,0.14,92.7,85.9,91.8,,0.221,0.398,0.3329999999999999,0.22,0.319,0.319,0.246,0.503,0.217,0.279,0.416,0.106,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,,,,,,,,,,118.0,105.0,113.0,0.316,0.47,79.4,,,,,,,,,,,,,,,,,,,,,
2023-07-21,7:10 PM.,PHI,CLE,home,Clear.,75,624133,C,4,1,2,1,0,0,2,0,0,1,1,0.29,0.343,0.435,0.778,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,0.28,0.215,0.19,0.184,-0.65,0.52,1.95,-1.45,93.4,82.9,92.8,75.8,0.143,0.226,0.377,0.267,0.444,0.311,0.304,0.478,0.2189999999999999,0.289,0.409,0.1,97.0,97.0,94.0,0.126,-1.27,87.5,0.34,0.585,0.179,91.0,113.0,108.0,0.005,4.65,84.1,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-19,12:37 PM.,PIT,CLE,away,Cloudy.,75,448179,RF,3,0,1,1,0,0,0,0,0,0,2,0.276,0.333,0.414,0.747,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,0.04,0.342,0.354,0.023,-0.32,2.5,-1.16,-0.06,88.4,83.0,86.1,72.0,0.283,0.47,0.174,0.263,0.421,0.037,0.249,0.454,0.218,0.105,0.105,0.226,85.0,97.0,93.0,0.147,-1.27,83.3,0.39,0.701,0.1989999999999999,90.0,92.0,97.0,0.088,-2.52,71.1,0.5,0.929,0.125,,,,0.008,-3.65,67.1,,,,,,,,,,,,,,,,,,,,,
2023-07-18,7:06 PM.,PIT,CLE,away,Partly Cloudy.,80,656605,1B,0,0,0,0,0,0,0,0,0,0,0,0.273,0.333,0.4,0.733,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,0.228,0.261,0.08,0.028,0.66,1.66,-1.97,-2.63,95.2,90.7,93.9,78.0,0.273,0.614,0.235,0.36,0.6,0.211,0.176,0.351,0.302,0.258,0.346,0.105,99.0,98.0,99.0,0.242,-0.07,89.7,0.316,0.503,0.236,142.0,104.0,123.0,0.161,-0.5,82.8,0.221,0.324,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,7:52 PM.,PIT,CLE,away,Drizzle.,67,682990,RF,3,0,0,0,0,0,0,0,0,2,2,0.273,0.333,0.4,0.733,682990,quinnpriester,Priester,Right,Quinn Priester,PIT,7.74,6.28,50.0,98.0,95.0,96.0,0.786,6.48,4.86,10.44,2.16,1.93,0.167,0.524,0.179,0.357,0.41,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,0.342,0.191,0.13,0.104,-4.2,0.97,-3.03,-1.98,92.7,89.1,93.6,80.6,0.208,0.5,0.306,0.263,0.316,0.25,0.386,0.818,0.143,0.261,0.406,0.1119999999999999,,,,,,,,,,106.0,99.0,101.0,0.233,-2.71,85.3,0.295,0.659,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-16,1:39 PM.,TEX,CLE,away,Roof Closed.,74,527048,C,3,2,2,0,0,1,2,0,1,1,0,0.288,0.351,0.423,0.774,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,0.428,0.04,0.037,0.265,3.25,0.44,3.35,-0.75,91.8,84.1,91.6,79.1,0.063,0.063,0.353,0.316,0.447,0.278,0.167,0.222,0.146,0.244,0.394,0.0969999999999999,79.0,99.0,88.0,0.221,-2.02,89.2,0.342,0.64,0.1169999999999999,88.0,94.0,96.0,0.01,2.0,83.4,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,3:08 PM.,TEX,CLE,away,Roof Closed.,74,571760,RF,2,0,0,0,0,0,0,0,0,1,2,0.265,0.321,0.347,0.668,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,,0.579,0.0,0.169,0.1,,-3.87,-0.11,92.5,84.0,,74.4,,,,0.274,0.452,0.24,0.236,0.431,0.256,,,,,,,,,,,,,94.0,104.0,108.0,0.252,-1.35,82.0,0.259,0.443,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-09,1:41 PM.,KC,CLE,home,Partly Cloudy.,73,642232,C,0,0,0,0,0,0,0,0,0,0,0,0.277,0.333,0.362,0.695,642232,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.219,0.285,0.444,61.0,105.0,94.0,102.0,98.0,108.0,,,,76.0,108.0,89.0,0.002,0.308,0.26,0.182,0.59,1.21,-0.24,-2.4,87.0,78.5,88.2,71.9,0.208,0.386,0.382,0.329,0.6,0.2769999999999999,0.283,0.37,0.127,,,,77.0,106.0,93.0,0.248,1.48,84.2,0.289,0.378,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,7:11 PM.,KC,CLE,home,Clear.,75,663738,RF,3,0,0,0,0,0,0,0,0,2,0,0.277,0.333,0.362,0.695,663738,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417,0.667,0.2269999999999999,0.125,0.156,0.347,0.293,0.537,0.166,0.75,1.5,0.0,,,,,,,,,,,,,,,,0.238,0.452,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,7:09 PM.,ATL,CLE,home,Clear.,84,647336,1B,3,0,1,0,0,0,0,0,0,0,2,0.295,0.354,0.386,0.74,647336,michaelsoroka,Soroka,Right,Michael Soroka,ATL,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,79.0,88.0,87.0,,,,85.0,104.0,96.0,83.0,100.0,90.0,0.227,0.324,,0.182,-1.72,1.07,,-2.1,93.2,82.0,92.5,,,,,0.2,0.6,0.317,0.271,0.667,0.239,0.286,0.4,0.113,,,,,,,,,,115.0,96.0,102.0,0.266,-2.58,83.1,0.36,0.52,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,
