date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023-09-05,6:39 PM.,BAL,LAA,home,Cloudy.,71,665152,SS,2,0,0,0,0,0,0,0,0,1,0,0.083,0.313,0.083,0.396,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,106.0,103.0,102.0,116.0,98.0,105.0,0.145,0.371,0.033,0.123,0.43,1.81,-1.43,-1.4,94.6,85.3,91.9,82.8,0.252,0.409,0.262,0.25,0.417,0.244,0.26,0.377,0.27,93.0,94.0,98.0,84.0,106.0,99.0,104.0,106.0,102.0,0.239,0.089,0.02,-2.29,88.8,78.1,0.269,0.38,0.081,0.222,0.416,0.2769999999999999,0.347,0.592,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,6:38 PM.,BAL,LAA,home,Clear.,74,680570,SS,3,0,0,0,0,0,0,0,0,0,1,0.1,0.357,0.1,0.457,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,116.0,104.0,106.0,126.0,103.0,114.0,,0.496,0.148,0.224,-0.83,,1.92,1.7,97.4,83.9,,82.4,0.342,0.535,0.241,0.153,0.169,0.34,0.201,0.318,0.283,146.0,97.0,101.0,,,,76.0,90.0,86.0,0.052,0.081,-1.59,-0.49,90.0,79.9,,,,0.333,0.889,0.143,0.176,0.353,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,1:07 PM.,OAK,LAA,away,Partly Cloudy.,71,666205,SS,3,1,0,0,0,0,0,0,1,2,1,0.143,0.455,0.143,0.598,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,87.0,99.0,92.0,90.0,98.0,99.0,,0.517,0.253,0.081,-2.52,,-0.45,-3.21,93.5,87.9,,87.1,0.395,0.663,0.161,0.293,0.475,0.242,0.333,0.5,0.387,97.0,103.0,104.0,,,,,,,,0.149,,-2.07,,81.2,,,,,,,0.268,0.415,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,1:07 PM.,OAK,LAA,away,Cloudy.,72,621112,SS,2,0,1,0,0,0,0,1,1,0,1,0.25,0.571,0.25,0.821,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,77.0,95.0,87.0,91.0,103.0,108.0,0.24,0.146,0.181,0.112,-2.52,-0.75,0.46,2.14,91.9,86.0,91.8,80.8,0.383,0.553,0.17,0.198,0.308,0.344,0.143,0.286,0.389,89.0,104.0,104.0,82.0,96.0,87.0,106.0,100.0,100.0,0.204,0.117,-2.38,1.69,88.9,79.1,0.306,0.435,0.15,0.435,0.624,0.159,0.14,0.326,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,6:40 PM.,OAK,LAA,away,Cloudy.,65,676664,SS,2,0,0,0,0,0,0,0,1,0,0,0.0,0.5,0.0,0.5,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.346,0.151,-0.84,0.63,-0.06,0.36,93.1,84.1,92.1,81.4,0.256,0.478,0.217,0.21,0.395,0.283,0.277,0.438,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,6:38 PM.,HOU,LAA,home,Clear.,68,664285,2B,3,0,0,0,0,0,0,0,0,0,0,0.118,0.224,0.216,0.44,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,107.0,102.0,110.0,0.458,0.012,0.043,0.175,-4.64,1.46,-0.2,0.62,94.5,89.9,94.1,85.1,0.4,1.0,0.273,0.233,0.467,0.383,0.226,0.278,0.354,129.0,96.0,108.0,98.0,99.0,97.0,,,,,0.313,,1.59,,79.7,0.276,0.399,0.116,,,,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,6:39 PM.,SD,LAA,home,Clear.,70,656302,2B,2,0,0,0,0,0,0,1,0,1,1,0.125,0.236,0.229,0.465,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,112.0,100.0,105.0,,0.435,0.471,0.009,0.22,,1.98,-4.13,96.9,69.7,,87.2,0.235,0.39,0.203,0.159,0.257,0.447,0.25,1.0,0.2,,,,,,,113.0,89.0,90.0,0.006,,-5.11,,91.8,,,,,0.25,1.0,0.0,0.28,0.44,0.286,,,,,,,,,,105.0,95.0,102.0,0.079,-0.95,82.3,0.2,0.267,0.385,,,,,,,,,
2024-06-03,6:37 PM.,SD,LAA,home,Partly Cloudy.,69,663362,2B,2,0,0,0,0,0,0,0,0,1,1,0.13,0.245,0.239,0.484,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,115.0,101.0,107.0,0.144,0.19,0.198,,-0.77,0.64,0.5,,90.6,,90.0,79.3,0.265,0.513,0.224,,,,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,0.086,,1.88,,87.0,,0.303,0.404,0.067,0.231,0.385,0.144,,,,,,,,,,,,,,,,,,,0.227,0.454,0.201,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024-06-02,1:12 PM.,SEA,LAA,away,Roof Closed.,60,622491,2B,2,0,1,0,0,0,0,0,1,1,0,0.136,0.255,0.25,0.505,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,72.0,106.0,108.0,0.179,0.454,0.224,0.143,0.97,-0.41,0.65,-1.63,95.6,88.1,95.6,85.7,0.203,0.365,0.273,0.207,0.357,0.358,0.287,0.545,0.265,,,,100.0,102.0,98.0,,,,,,,,,,0.298,0.457,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,4:16 PM.,SEA,LAA,away,Cloudy.,65,682243,PH,1,0,0,0,0,0,0,0,0,1,0,0.119,0.229,0.238,0.467,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,122.0,96.0,101.0,0.171,0.423,0.168,,1.53,1.55,-0.21,,95.2,,94.7,84.5,0.184,0.348,0.266,0.243,0.568,0.261,,,,,,,100.0,102.0,99.0,93.0,80.0,85.0,0.023,,0.14,,92.1,,0.248,0.358,0.092,0.25,0.333,0.207,0.231,0.308,0.378,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,92.0,104.0,111.0,0.044,-0.4,85.0,0.24,0.4,0.188,,,,,,,,,
2024-05-30,6:41 PM.,NYY,LAA,home,Clear.,68,607074,2B,3,0,0,0,0,0,0,0,0,1,3,0.122,0.234,0.244,0.478,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,144.0,104.0,113.0,,0.494,0.26,0.129,0.05,,-0.4,1.44,95.4,85.5,,86.8,0.262,0.514,0.214,0.199,0.361,0.393,0.188,0.247,0.495,103.0,86.0,93.0,,,,100.0,83.0,82.0,0.035,0.083,-3.11,-1.32,91.8,81.0,,,,0.353,0.647,0.255,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,6:39 PM.,NYY,LAA,home,Clear.,69,641482,2B,2,0,0,0,0,0,0,0,0,0,0,0.132,0.25,0.263,0.513,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,99.0,98.0,101.0,0.014,0.442,0.168,0.097,0.25,1.37,-1.27,-0.89,92.1,83.6,90.3,78.2,0.235,0.443,0.215,0.364,0.727,0.167,0.226,0.369,0.326,,,,86.0,116.0,113.0,109.0,100.0,102.0,0.28,,1.32,,87.5,,0.143,0.143,0.316,0.249,0.378,0.251,,,,,,,,,,,,,,,,,,,0.284,0.511,0.25,,,,,,,,,
2024-05-26,1:08 PM.,CLE,LAA,home,Partly Cloudy.,71,594902,2B,1,0,0,0,0,0,0,0,0,1,0,0.139,0.262,0.278,0.54,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,57.0,94.0,83.0,105.0,102.0,101.0,0.29,0.314,0.218,0.091,-0.21,0.56,-0.01,-0.79,89.9,83.9,90.4,79.4,0.268,0.504,0.166,0.238,0.476,0.419,0.279,0.382,0.185,43.0,106.0,93.0,57.0,108.0,94.0,,,,,0.088,,-0.11,,76.9,0.227,0.392,0.133,,,,0.206,0.365,0.18,,,,,,,,,,,,,,,,0.231,0.413,0.241,,,,,,,,,
2024-05-25,6:39 PM.,CLE,LAA,home,Partly Cloudy.,66,676440,2B,2,1,0,0,0,0,0,0,1,2,3,0.143,0.268,0.286,0.554,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,113.0,102.0,109.0,0.003,0.434,0.278,0.18,-0.69,-1.41,1.74,0.13,94.6,82.5,93.9,86.2,0.282,0.476,0.213,0.196,0.411,0.299,0.238,0.431,0.291,119.0,109.0,112.0,89.0,64.0,93.0,,,,,0.105,,-0.9,,81.3,,,,0.141,0.225,0.368,0.208,0.458,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-24,6:38 PM.,CLE,LAA,home,Partly Cloudy.,66,671106,SS,4,0,1,1,0,0,0,0,0,1,1,0.152,0.263,0.303,0.566,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,60.0,98.0,88.0,89.0,98.0,86.0,,0.484,0.187,0.183,-1.54,,-2.55,-0.92,91.2,81.7,,78.6,0.342,0.609,0.147,,,,0.237,0.438,0.269,,,,,,,91.0,97.0,96.0,0.146,,-0.03,,85.3,,,,,0.245,0.491,0.202,,,,,,,,,,,,,,,,,,,0.273,0.576,0.333,,,,,,,,,
2024-05-22,1:10 PM.,HOU,LAA,away,Roof Closed.,73,686613,SS,2,1,1,0,0,1,2,0,1,0,1,0.138,0.265,0.276,0.541,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,110.0,103.0,107.0,0.182,0.347,0.051,0.126,0.16,0.92,1.7,0.95,96.0,88.4,95.6,89.1,0.244,0.413,0.288,0.2,0.2,0.236,0.221,0.26,0.296,,,,93.0,102.0,98.0,90.0,103.0,101.0,0.17,,0.14,,92.4,,0.275,0.321,0.161,0.23,0.363,0.216,0.237,0.421,0.305,,,,,,,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,,,,
2024-05-20,7:12 PM.,HOU,LAA,away,Roof Closed.,73,664285,2B,4,0,0,0,0,0,0,0,0,2,2,0.111,0.226,0.148,0.374,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,107.0,102.0,110.0,0.458,0.012,0.043,0.175,-4.64,1.46,-0.2,0.62,94.5,89.9,94.1,85.1,0.4,1.0,0.273,0.233,0.467,0.383,0.226,0.278,0.354,129.0,96.0,108.0,98.0,99.0,97.0,,,,,0.313,,1.59,,79.7,0.276,0.399,0.116,,,,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,1:37 PM.,TEX,LAA,away,Roof Closed.,74,547179,2B,2,0,0,0,0,0,0,0,0,0,2,0.13,0.259,0.174,0.433,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,84.0,95.0,89.0,126.0,98.0,108.0,0.212,0.272,0.149,0.188,1.0,-0.25,-1.51,1.94,93.8,84.6,93.6,83.9,0.155,0.309,0.184,0.368,0.632,0.253,0.122,0.173,0.373,102.0,93.0,96.0,81.0,102.0,94.0,94.0,92.0,91.0,0.1,0.079,0.04,0.02,90.1,81.7,0.291,0.441,0.062,0.235,0.51,0.236,0.217,0.348,0.352,,,,,,,,,,,,,,,,0.19,0.429,0.291,,,,,,,,,
2024-05-17,7:07 PM.,TEX,LAA,away,Clear.,81,571760,2B,5,0,1,0,0,0,2,0,0,2,4,0.143,0.28,0.19,0.47,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,79.0,100.0,103.0,0.014,0.501,0.278,0.17,0.15,-4.52,-0.26,0.46,91.5,83.7,92.2,82.5,0.23,0.412,0.213,0.26,0.385,0.365,0.239,0.384,0.243,126.0,105.0,103.0,34.0,82.0,74.0,20.0,51.0,51.0,0.001,0.036,-19.13,-3.31,86.6,75.6,0.455,0.455,0.125,,,,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,6:08 PM.,STL,LAA,home,Cloudy.,68,458681,2B,3,0,0,0,0,0,0,0,1,1,0,0.125,0.3,0.188,0.488,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,85.0,102.0,97.0,102.0,101.0,109.0,0.167,0.472,0.013,0.063,0.87,-0.46,-1.62,-2.47,92.3,84.8,91.2,82.0,0.199,0.393,0.287,,,,0.292,0.292,0.225,112.0,96.0,99.0,66.0,93.0,84.0,91.0,101.0,94.0,0.223,0.062,-1.03,-1.98,88.1,80.4,0.284,0.469,0.11,0.317,0.426,0.262,0.211,0.342,0.203,,,,,,,,,,,,,,,,0.25,0.25,0.0,,,,,,,,,
2024-05-14,6:38 PM.,STL,LAA,home,Clear.,66,543243,2B,2,0,0,0,0,0,0,0,2,1,2,0.154,0.313,0.231,0.544,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,107.0,97.0,101.0,152.0,114.0,125.0,0.178,0.239,0.201,0.064,-0.05,1.64,0.94,-2.25,92.4,88.3,92.7,84.8,0.333,0.567,0.182,,,,0.357,0.714,0.328,119.0,96.0,97.0,93.0,114.0,112.0,92.0,98.0,96.0,0.178,0.139,0.19,0.7,87.7,80.0,0.2,0.385,0.208,0.287,0.494,0.308,0.21,0.452,0.331,,,,,,,,,,,,,0.0,-2.42,75.4,0.142,0.205,0.444,,,,,,,,,
