date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff
2023-09-15,6:40 PM.,SD,OAK,home,Partly Cloudy.,65,607625,1B,0,0,0,0,0,0,0,0,0,0,0,0.16,0.229,0.26,0.489,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.199,0.318,,0.111,0.313,0.36,,1.87,-0.6,0.26,93.4,,93.2,85.2,79.6,,,,0.25,0.417,0.286,0.246,0.464,0.214,0.208,0.36,0.089,0.287,0.384,0.265,85.0,96.0,97.0,0.059,-2.89,86.3,0.303,0.576,0.3429999999999999,,,,,,,,,,,,,,,,0.0,0.0,0.226,,,,,,,,,
2023-09-12,7:11 PM.,HOU,OAK,away,Roof Closed.,73,434378,DH,4,0,1,0,0,0,0,0,0,2,0,0.16,0.229,0.26,0.489,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,105.0,103.0,106.0,97.0,100.0,100.0,,,,127.0,112.0,111.0,,,,,0.5,,0.253,0.2,0.89,,,0.97,0.43,94.3,,,86.9,78.2,,,,0.201,0.325,0.292,0.235,0.417,0.181,,,,0.241,0.328,0.244,102.0,107.0,113.0,0.047,-0.23,85.2,0.214,0.286,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-11,7:12 PM.,HOU,OAK,away,Roof Closed.,73,664285,DH,1,0,0,0,0,0,0,0,0,1,1,0.156,0.229,0.26,0.489,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,,,,0.468,0.001,,0.087,0.253,-16.35,,0.93,-0.32,1.07,95.7,,95.3,84.7,80.2,,,,0.189,0.405,0.4379999999999999,,,,0.274,0.455,0.126,0.158,0.211,0.402,96.0,98.0,94.0,0.157,0.73,90.1,0.231,0.342,0.311,99.0,99.0,95.0,0.034,0.45,89.1,0.182,0.182,0.435,,,,,,,,,,,,,,,,,,
2023-09-10,1:38 PM.,TEX,OAK,away,Roof Closed.,74,592351,C,3,1,1,0,0,1,1,0,1,1,3,0.158,0.231,0.263,0.494,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,,,,0.424,,0.398,0.062,-1.83,,,2.33,-1.69,95.7,,,87.2,78.2,,,,0.105,0.211,0.324,0.346,0.551,0.179,,,,0.263,0.737,0.27,77.0,96.0,97.0,0.116,1.71,88.8,0.211,0.268,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,6:40 PM.,TOR,OAK,home,Clear.,68,605135,DH,3,0,0,0,0,0,0,0,0,1,0,0.152,0.22,0.228,0.448,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.393,0.093,0.033,0.136,0.126,-3.9,-3.07,2.11,-0.72,0.67,92.4,82.6,91.9,75.6,70.7,0.375,0.563,0.226,0.227,0.636,0.191,0.333,0.652,0.206,0.22,0.336,0.144,0.192,0.295,0.318,72.0,93.0,91.0,0.065,1.71,84.1,0.189,0.351,0.1009999999999999,95.0,105.0,102.0,0.153,-1.13,87.8,0.274,0.496,0.253,,,,,,,,,,,,,,,,,,
2023-09-04,1:08 PM.,TOR,OAK,home,Sunny.,69,621244,PH,1,0,0,0,0,0,0,0,0,1,0,0.157,0.227,0.236,0.463,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.296,0.72,,0.61,,0.31,94.3,,93.8,,82.6,,,,,,,0.254,0.456,0.276,0.255,0.398,0.131,,,,90.0,104.0,101.0,0.185,-0.38,84.1,0.245,0.409,0.33,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,,,,,,,
2023-09-02,1:07 PM.,LAA,OAK,home,Cloudy.,72,656288,C,3,0,0,0,0,0,0,0,0,1,0,0.159,0.229,0.239,0.468,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,91.0,98.0,103.0,78.0,101.0,93.0,81.0,95.0,86.0,124.0,105.0,110.0,,,,0.006,0.348,,0.299,0.134,-0.21,,-8.61,0.1,-0.53,94.7,,95.0,88.4,81.8,,,,0.261,0.344,0.34,0.235,0.5,0.283,0.333,1.333,0.0,0.271,0.667,0.252,89.0,101.0,101.0,0.213,1.6,90.2,0.213,0.339,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-20,1:08 PM.,BAL,OAK,home,Partly Cloudy.,78,680694,DH,3,0,0,0,0,0,0,0,0,1,1,0.165,0.237,0.247,0.484,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,0.207,0.224,,0.313,0.173,-1.0,,1.53,1.77,3.99,94.5,,95.0,88.1,84.8,,,,0.168,0.272,0.364,0.366,0.602,0.15,0.23,0.367,0.15,0.142,0.165,0.356,97.0,100.0,98.0,0.083,-0.36,90.8,0.259,0.37,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-19,6:08 PM.,BAL,OAK,home,Partly Cloudy.,70,608344,DH,2,0,0,0,0,0,0,0,0,2,2,0.171,0.244,0.256,0.5,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,,,,,,,0.207,0.28,,,0.143,0.22,,0.95,,-0.89,92.2,,91.9,,77.2,,,,,,,0.247,0.459,0.204,0.28,0.36,0.195,0.229,0.343,0.23,75.0,106.0,101.0,0.211,-2.77,84.2,0.324,0.568,0.168,99.0,99.0,94.0,0.159,2.29,85.5,0.18,0.279,0.26,,,,,,,,,,,,,,,,,,
2023-08-18,6:40 PM.,BAL,OAK,home,Partly Cloudy.,68,502043,1B,4,1,1,0,0,0,0,0,0,2,2,0.175,0.25,0.263,0.513,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,,,,0.261,0.134,,0.184,0.084,-0.69,,-0.08,2.01,0.01,92.1,,91.9,81.6,79.5,,,,0.147,0.228,0.471,0.287,0.55,0.156,0.289,0.459,0.11,0.279,0.419,0.4039999999999999,88.0,99.0,96.0,0.17,-0.29,85.5,0.288,0.453,0.291,90.0,95.0,92.0,0.166,-1.02,89.8,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,
2023-08-16,5:45 PM.,STL,OAK,away,Clear.,83,669461,DH,1,1,1,0,0,1,1,0,0,0,0,0.171,0.25,0.263,0.513,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,101.0,87.0,97.0,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,,,,0.185,0.382,,0.127,0.224,-0.74,,1.76,-2.12,-1.62,94.2,,94.3,86.6,76.6,,,,0.333,0.533,0.286,0.308,0.49,0.161,0.208,0.302,0.098,0.222,0.472,0.3379999999999999,72.0,100.0,96.0,0.081,-0.64,87.3,0.278,0.389,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-15,6:46 PM.,STL,OAK,away,Cloudy.,74,641712,C,4,1,1,0,0,0,0,0,0,1,0,0.16,0.241,0.213,0.454,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,,,,0.377,0.222,,0.321,0.055,0.43,,0.04,-0.76,-0.31,91.1,,91.6,85.1,81.4,,,,0.258,0.43,0.3929999999999999,0.281,0.328,0.129,0.308,0.526,0.072,0.25,0.25,0.306,85.0,66.0,62.0,0.024,-4.54,84.4,0.2,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-14,6:47 PM.,STL,OAK,away,Cloudy.,79,571945,1B,4,0,0,0,0,0,0,0,0,0,3,0.155,0.241,0.211,0.452,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,,,,0.243,0.26,,0.243,0.198,-0.19,,-1.61,0.62,-0.92,93.3,,92.7,86.4,75.9,,,,0.245,0.375,0.2239999999999999,0.29,0.495,0.1889999999999999,0.34,0.54,0.085,0.261,0.387,0.198,58.0,96.0,93.0,0.054,2.68,84.4,0.182,0.382,0.085,,,,,,,,,,,,,0.002,-0.89,68.1,,,,,,,,,,,,
2023-08-13,1:35 PM.,WSH,OAK,away,Partly Cloudy.,88,592866,C,3,1,1,1,0,0,0,0,0,0,1,0.164,0.253,0.224,0.477,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,,,,0.146,0.433,,0.182,0.069,-0.77,,-0.45,-1.7,-1.93,89.7,,88.2,80.9,76.7,,,,0.313,0.5,0.281,0.283,0.563,0.1669999999999999,0.325,0.458,0.188,0.314,0.629,0.2,68.0,105.0,96.0,0.171,-2.25,83.3,0.315,0.483,0.1989999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-12,7:05 PM.,WSH,OAK,away,Cloudy.,87,663623,1B,4,0,1,0,0,0,0,0,0,1,1,0.156,0.239,0.203,0.442,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,,,,0.287,0.356,,,0.306,-0.01,,-0.75,,0.08,94.5,,93.9,,80.9,,,,,,,0.208,0.376,0.192,0.348,0.525,0.093,0.197,0.362,0.257,78.0,99.0,95.0,0.051,1.21,87.8,0.25,0.5,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-11,7:07 PM.,WSH,OAK,away,Partly Cloudy.,82,672851,DH,4,0,0,0,0,0,0,0,0,2,1,0.15,0.239,0.2,0.439,672851,joanadon,Adon,Right,Joan Adon,WSN,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.411,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,,,,0.136,0.395,,0.113,0.205,0.26,,-1.28,-2.74,-3.51,94.5,,94.2,87.3,80.8,,,,0.318,0.455,0.286,0.288,0.411,0.221,0.314,0.629,0.0139999999999999,0.315,0.63,0.253,86.0,98.0,102.0,0.152,0.68,88.1,0.148,0.222,0.3389999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-08,6:41 PM.,TEX,OAK,home,Clear.,66,453286,C,4,0,0,0,0,0,0,0,0,1,0,0.161,0.254,0.214,0.468,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,0.463,,0.168,0.124,0.72,,,-0.21,0.51,93.7,,,84.0,75.4,,,,0.25,0.545,0.364,0.255,0.458,0.238,,,,0.187,0.373,0.326,94.0,106.0,106.0,0.141,0.03,83.8,0.207,0.283,0.275,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.3329999999999999,,,,,,,,,,,,,,,,,,
2023-08-07,6:42 PM.,TEX,OAK,home,Clear.,70,641540,1B,3,0,0,0,0,0,0,0,0,2,1,0.173,0.271,0.231,0.502,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,,,,0.331,0.032,,0.234,0.016,-3.75,,1.37,0.14,-3.56,90.5,,91.0,82.1,78.1,,,,0.212,0.364,0.345,0.294,0.765,0.235,0.246,0.354,0.08,0.25,0.25,0.5,65.0,102.0,92.0,0.156,-0.87,85.7,0.301,0.478,0.258,90.0,100.0,95.0,0.2,0.82,88.9,0.258,0.393,0.231,,,,0.032,-0.43,77.5,,,,,,,,,,,,
2023-08-06,1:35 PM.,SF,OAK,home,Sunny.,81,502171,DH,2,1,0,0,0,0,1,0,2,0,0,0.184,0.286,0.245,0.531,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,78.0,103.0,103.0,0.397,0.003,0.388,0.051,,-3.47,0.2,0.33,-1.31,,95.8,89.5,94.5,86.2,,0.239,0.386,0.246,0.333,0.542,0.306,,,,0.28,0.435,0.129,0.379,0.638,0.32,,,,,,,,,,,,,,,,,,,115.0,95.0,103.0,0.162,-1.38,83.6,,,,,,,,,,,,
2023-08-05,4:08 PM.,SF,OAK,home,Sunny.,75,548389,1B,2,0,0,0,0,0,0,0,0,2,1,0.191,0.269,0.255,0.524,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,,,,59.0,106.0,96.0,47.0,109.0,88.0,97.0,109.0,106.0,83.0,107.0,102.0,0.092,0.26,0.009,0.292,,-0.38,-0.82,-0.64,0.07,,92.5,85.6,90.3,87.2,,,,,0.274,0.487,0.179,0.275,0.512,0.275,0.325,0.55,0.123,0.2,0.2,0.206,94.0,112.0,113.0,0.248,-2.35,83.7,0.305,0.508,0.289,,,,,,,,,,119.0,95.0,102.0,0.099,1.22,75.9,,,,,,,,,,,,
2023-08-03,7:10 PM.,LAD,OAK,away,Clear.,75,628711,1B,3,1,1,0,0,1,1,0,0,1,0,0.2,0.28,0.267,0.547,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,132.0,103.0,112.0,90.0,101.0,98.0,,,,,,,,,,,0.451,,,0.3,0.02,,,,0.84,92.7,,,,79.2,,,,,,,0.267,0.503,0.218,,,,,,,91.0,109.0,108.0,0.157,-3.03,86.1,0.296,0.593,0.299,109.0,124.0,127.0,0.092,-0.42,87.1,0.186,0.322,0.278,,,,,,,0.233,0.457,0.2289999999999999,,,,,,,,,
