date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,Stf+ KC,Loc+ KC,Pit+ KC,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023-09-03,1:12 PM.,COL,TOR,away,Partly Cloudy.,86,502624,1B,4,2,3,0,0,1,2,0,1,0,2,0.385,0.5,0.615,1.115,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,104.0,114.0,115.0,0.312,0.082,0.041,0.229,-2.17,0.92,-4.22,2.14,93.3,83.9,80.6,77.6,0.351,0.619,0.173,0.172,0.172,0.246,0.163,0.25,0.287,0.3,0.9,0.125,70.0,96.0,82.0,0.073,,,-5.45,,92.6,0.545,0.955,0.073,,,,108.0,98.0,97.0,0.263,0.63,89.2,0.244,0.444,0.226,,,,,,,,,,,,,,,,,,
2023-09-02,6:10 PM.,COL,TOR,away,Cloudy.,95,621389,PH,1,0,0,0,0,0,0,0,0,1,3,0.222,0.364,0.222,0.586,621389,tyblach,Blach,Left,Ty Blach,COL,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.279,0.371,0.121,0.39,0.447,20.0,103.0,96.0,66.0,98.0,98.0,,,,,,,,,0.064,0.221,,,-0.44,-1.35,,79.9,,78.9,,,,,,,0.371,0.486,0.207,0.211,0.211,0.257,69.0,104.0,84.0,0.55,,,-1.22,,89.3,0.322,0.561,0.102,,,,170.0,99.0,85.0,0.165,-2.26,83.7,0.348,0.652,0.184,,,,,,,,,,,,,,,,,,
2023-06-20,6:42 PM.,MIA,TOR,away,Roof Closed.,72,691587,DH,2,0,0,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.454,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,89.7,86.4,81.2,0.289,0.585,0.187,0.183,0.365,0.477,0.045,0.045,0.462,0.098,0.171,0.5429999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19,6:41 PM.,MIA,TOR,away,Roof Closed.,72,663773,DH,4,0,1,0,0,0,0,0,0,2,2,0.333,0.5,0.333,0.833,663773,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.357,0.121,0.335,0.395,41.0,99.0,76.0,,,,80.0,97.0,87.0,97.0,104.0,108.0,0.089,0.318,,0.026,-2.17,0.98,,-5.28,93.9,87.2,83.2,,0.333,0.619,0.095,0.179,0.333,0.3289999999999999,0.6,0.8,0.231,,,,106.0,100.0,99.0,0.526,0.042,-5.4,-0.76,84.9,94.1,0.275,0.55,0.1639999999999999,0.333,0.733,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18,1:38 PM.,TEX,TOR,away,Roof Closed.,74,592351,DH,2,1,1,0,0,0,1,0,2,0,1,0.5,0.75,0.5,1.25,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.398,0.062,0.116,-1.83,2.33,-1.69,1.71,95.7,88.8,87.2,78.2,0.346,0.551,0.179,0.105,0.211,0.324,0.211,0.268,0.213,0.263,0.737,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,3:08 PM.,MIA,TOR,home,Partly Cloudy.,69,677960,1B,3,0,0,0,0,0,0,0,1,0,1,0.265,0.357,0.433,0.79,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,,,,96.0,97.0,96.0,120.0,87.0,98.0,0.397,0.222,,0.26,-0.81,0.49,,1.39,95.9,86.4,82.9,,0.319,0.451,0.141,0.25,0.5,0.5,0.193,0.367,0.379,,,,82.0,98.0,95.0,0.121,,,0.13,,94.5,0.259,0.5,0.063,,,,,,,,,,,,,,,,,,,,,,0.118,0.176,0.51,,,,,,
2024-09-28,3:08 PM.,MIA,TOR,home,Roof Closed.,68,675540,1B,4,0,1,0,0,0,0,0,0,0,0,0.268,0.358,0.437,0.795,675540,xzavioncurry,Curry,Right,Xzavion Curry,- - -,4.64,5.07,42.2,104.0,84.0,101.0,0.837,5.91,1.48,8.02,1.69,0.42,0.263,0.321,0.146,0.401,0.46,76.0,94.0,90.0,78.0,98.0,100.0,73.0,102.0,97.0,101.0,109.0,109.0,0.495,0.344,0.139,0.014,-0.07,0.7,-0.65,4.86,92.1,87.4,84.6,73.9,0.262,0.492,0.196,0.236,0.444,0.221,,,,0.185,0.593,0.229,,,,,0.008,4.59,,83.8,,,,,,,,,,,,,,,,,,,,57.0,81.0,85.0,,,,,,,,,,,,
2024-09-27,7:08 PM.,MIA,TOR,home,Cloudy.,68,670124,DH,4,0,1,0,0,0,2,0,1,1,5,0.268,0.359,0.439,0.798,670124,adamoller,Oller,Right,Adam Oller,MIA,5.31,4.59,42.1,95.0,99.0,95.0,0.803,7.65,4.68,9.14,1.49,0.86,0.271,0.357,0.132,0.318,0.404,50.0,89.0,83.0,110.0,97.0,99.0,95.0,92.0,92.0,120.0,121.0,121.0,0.514,0.008,0.407,0.07,-2.09,10.03,1.72,-3.63,93.7,86.9,86.2,84.0,0.314,0.616,0.154,,,,0.556,0.556,0.318,0.208,0.292,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.159,0.329,,,
2024-09-24,7:08 PM.,BOS,TOR,home,Roof Closed.,68,678394,1B,4,0,0,0,0,0,0,0,1,2,2,0.268,0.359,0.442,0.801,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,114.0,98.0,110.0,0.048,0.28,,0.269,0.25,-0.58,,0.15,95.6,87.6,86.8,,0.12,0.16,0.218,0.268,0.401,0.343,0.177,0.354,0.369,,,,103.0,100.0,101.0,0.403,,,-0.24,,95.7,0.309,0.44,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-23,7:08 PM.,BOS,TOR,home,Roof Closed.,68,656557,DH,4,0,1,0,0,0,1,0,0,0,0,0.272,0.361,0.447,0.808,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,116.0,98.0,108.0,,0.414,,,,0.54,,,,,83.2,,,,,,,,,,,,,,93.0,102.0,97.0,0.324,0.248,1.74,0.67,88.4,93.5,0.27,0.325,0.142,0.195,0.265,0.208,95.0,93.0,93.0,0.015,-0.95,87.1,0.2,0.4,0.235,,,,116.0,103.0,109.0,,,,0.23,0.357,0.302,,,,,,
2024-09-22,1:40 PM.,TB,TOR,away,Dome.,72,669358,1B,4,0,0,0,0,0,0,0,0,2,5,0.272,0.362,0.45,0.812,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,111.0,96.0,100.0,0.479,0.213,0.205,0.103,0.81,-0.08,1.71,2.88,95.6,88.1,87.3,83.6,0.252,0.37,0.221,0.164,0.4,0.222,0.115,0.115,0.276,0.169,0.247,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,4:10 PM.,TB,TOR,away,Dome.,72,671737,1B,3,1,2,0,0,0,1,0,1,1,2,0.275,0.364,0.456,0.82,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,0.417,,0.089,,-0.04,,-1.5,,96.4,,,79.1,0.269,0.5,0.21,,,,,,,0.241,0.483,0.346,,,,,0.269,0.47,,90.9,,,,,0.213,0.32,0.33,91.0,100.0,98.0,0.225,1.02,90.9,0.205,0.357,0.324,,,,123.0,102.0,114.0,,,,,,,,,,,,
2024-09-20,6:51 PM.,TB,TOR,away,Dome.,72,641302,DH,4,0,0,0,0,0,0,0,0,4,3,0.272,0.36,0.454,0.814,641302,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.1,4.68,107.2,106.0,94.0,104.0,0.815,7.52,2.01,9.2,1.92,0.62,0.28,0.372,0.155,0.351,0.441,102.0,103.0,103.0,,,,85.0,110.0,103.0,114.0,107.0,109.0,0.223,0.191,,0.137,-0.2,1.43,,-2.94,89.6,81.3,77.8,,0.232,0.495,0.244,,,,0.339,0.5,0.181,,,,61.0,113.0,105.0,0.131,,,-1.02,,89.7,0.288,0.492,0.109,,,,98.0,101.0,99.0,0.318,-0.5,85.0,0.265,0.549,0.216,,,,,,,,,,0.227,0.364,0.188,,,,,,
2024-09-19,1:37 PM.,TEX,TOR,away,Roof Closed.,74,677958,1B,4,0,2,0,0,0,0,0,1,1,0,0.275,0.364,0.46,0.824,677958,kumarrocker,Rocker,Right,Kumar Rocker,TEX,3.86,3.17,11.2,100.0,90.0,102.0,0.726,10.8,4.63,9.26,0.77,1.7,0.176,0.382,0.088,0.294,0.422,135.0,79.0,74.0,48.0,58.0,92.0,72.0,105.0,95.0,104.0,98.0,109.0,0.422,0.385,0.009,0.014,-1.27,0.1,0.09,-0.85,96.0,90.4,84.1,74.9,0.35,0.5,0.146,0.2,0.2,0.5,,,,,,,105.0,100.0,103.0,0.17,,,0.81,,95.1,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,7:08 PM.,TEX,TOR,away,Roof Closed.,74,674003,DH,4,0,1,1,0,0,0,0,0,1,0,0.272,0.361,0.459,0.82,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,49.0,114.0,107.0,0.523,0.07,0.128,0.273,1.75,-0.79,-2.32,0.86,89.8,80.9,82.7,74.9,0.185,0.344,0.213,0.32,0.48,0.182,0.21,0.333,0.338,0.306,0.556,0.129,,,,,,,,,,,,,,,,70.0,112.0,85.0,0.007,-3.68,86.4,,,,,,,,,,,,,,,,,,,,,
2024-09-17,7:09 PM.,TEX,TOR,away,Roof Closed.,74,543135,DH,5,1,1,0,0,0,0,0,0,1,4,0.272,0.362,0.459,0.821,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,114.0,102.0,102.0,0.374,0.033,0.137,,0.83,-0.69,-0.79,,95.4,,86.3,76.7,0.212,0.335,0.178,0.269,0.462,0.25,,,,0.214,0.471,0.355,,,,,0.308,1.55,,88.4,,,,,0.2,0.286,0.368,91.0,108.0,99.0,0.148,-1.41,91.4,0.327,0.624,0.2,,,,127.0,101.0,110.0,,,,,,,,,,,,
2024-09-15,1:40 PM.,STL,TOR,home,Sunny.,74,571945,1B,3,1,0,0,0,0,0,0,0,1,4,0.274,0.364,0.463,0.827,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,94.0,109.0,106.0,65.0,107.0,98.0,116.0,112.0,114.0,0.279,0.283,0.116,0.085,0.23,-1.19,-1.97,-4.2,93.2,85.6,85.7,76.6,0.287,0.446,0.178,0.301,0.506,0.164,0.394,0.742,0.159,0.267,0.52,0.231,80.0,111.0,99.0,0.231,,,1.42,,92.4,0.237,0.382,0.108,,,,,,,,,,,,,0.005,4.24,69.6,,,,,,,0.273,0.545,0.275,,,,,,
2024-09-14,3:09 PM.,STL,TOR,home,Sunny.,68,502043,DH,1,1,0,0,0,0,0,0,3,0,0,0.277,0.366,0.468,0.834,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,104.0,102.0,105.0,0.132,0.207,0.086,0.099,-1.39,0.92,-2.21,1.2,91.4,84.9,80.7,78.3,0.268,0.563,0.065,,,,0.19,0.254,0.39,0.325,0.675,0.462,84.0,101.0,96.0,0.264,,,0.22,,90.7,0.267,0.422,0.092,,,,96.0,95.0,91.0,0.211,0.21,88.6,0.299,0.479,0.181,,,,,,,,,,0.2,0.312,0.412,,,,,,
2024-09-13,7:10 PM.,STL,TOR,home,Partly Cloudy.,67,607200,1B,3,0,1,0,0,0,1,0,0,0,0,0.278,0.361,0.47,0.831,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,126.0,101.0,106.0,0.003,0.202,,0.164,-6.18,1.28,,-0.54,92.9,87.7,83.5,,0.5,0.5,0.0,,,,0.228,0.351,0.165,,,,76.0,105.0,93.0,0.308,,,0.59,,93.0,0.25,0.358,0.202,,,,78.0,104.0,97.0,0.323,0.43,89.9,0.262,0.47,0.232,,,,,,,,,,0.165,0.309,0.251,,,,,,
2024-09-11,3:09 PM.,NYM,TOR,home,Sunny.,68,640455,PH,1,0,0,0,0,0,0,0,0,0,1,0.277,0.363,0.471,0.834,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,88.0,88.0,93.0,0.113,0.251,,0.118,1.13,0.37,,-1.19,92.3,85.3,79.5,,0.167,0.295,0.311,0.174,0.435,0.32,0.25,0.438,0.254,,,,95.0,100.0,97.0,0.447,,,1.36,,92.3,0.201,0.333,0.21,,,,84.0,88.0,85.0,0.071,0.97,88.4,0.222,0.25,0.179,,,,,,,,,,0.193,0.311,0.388,,,,,,
2024-09-10,7:09 PM.,NYM,TOR,home,Partly Cloudy.,71,656849,DH,3,0,2,1,0,0,1,0,1,0,2,0.278,0.364,0.473,0.837,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,115.0,99.0,104.0,0.265,0.184,0.076,0.164,0.39,-1.81,0.11,0.03,93.1,84.7,85.1,79.1,0.22,0.266,0.287,0.287,0.447,0.339,0.211,0.324,0.271,0.207,0.345,0.259,102.0,98.0,95.0,0.31,,,1.83,,91.9,0.253,0.36,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,7:07 PM.,NYM,TOR,home,Roof Closed.,68,656731,1B,4,0,1,1,0,0,0,0,0,2,0,0.274,0.359,0.467,0.826,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,130.0,94.0,112.0,91.0,77.0,82.0,112.0,99.0,101.0,103.0,103.0,106.0,0.467,0.132,0.078,0.015,0.29,-0.85,-0.37,-4.39,95.7,87.2,85.1,78.0,0.228,0.35,0.292,0.233,0.302,0.291,0.5,0.5,0.111,0.188,0.313,0.333,108.0,104.0,110.0,0.098,0.073,-1.25,3.24,84.7,94.6,0.206,0.206,0.184,0.143,0.393,0.429,101.0,96.0,93.0,0.136,-1.19,90.1,0.326,0.565,0.27,,,,105.0,93.0,107.0,,,,0.25,1.0,0.167,,,,,,
