date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,CU%,wFS/C,wSI/C,wCU/C,vFS,vSI,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff
2023-07-07,7:11 PM.,BAL,MIN,home,Partly Cloudy.,73,608344,1B,2,0,0,0,0,0,0,0,0,0,2,0.274,0.374,0.393,0.767,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,68.0,110.0,99.0,,,,99.0,99.0,94.0,0.28,0.159,,0.211,0.22,2.29,,-2.77,92.2,85.5,84.2,,0.247,0.459,0.204,,,,0.324,0.568,0.168,0.18,0.279,0.26,92.0,94.0,91.0,75.0,103.0,97.0,,,,0.207,,0.143,,0.95,-0.89,,91.9,77.2,0.28,0.36,0.195,,,,0.229,0.343,0.23,,,,,,,,,,,,,,,,,,
2023-07-05,6:40 PM.,KC,MIN,home,Partly Cloudy.,75,679525,1B,4,0,1,0,0,0,1,0,0,2,2,0.277,0.378,0.398,0.776,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.178,0.428,0.096,0.356,0.386,78.0,99.0,92.0,96.0,91.0,88.0,106.0,91.0,99.0,,,,0.373,,0.258,0.149,-0.89,,-1.26,-3.65,94.2,,87.0,86.1,0.256,0.523,0.258,0.233,0.533,0.365,0.346,0.654,0.268,,,,100.0,97.0,101.0,98.0,98.0,96.0,,,,0.072,,0.149,,1.98,-0.87,,94.1,81.1,0.29,0.452,0.061,,,,0.263,0.474,0.304,,,,,,,,,,,,,,,,,,
2023-07-04,1:11 PM.,KC,MIN,home,Overcast.,79,425844,1B,3,1,1,0,0,0,2,0,0,0,2,0.278,0.381,0.401,0.782,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,72.0,103.0,92.0,94.0,103.0,106.0,100.0,113.0,103.0,0.265,0.07,0.2,0.166,0.25,-0.94,1.12,0.06,89.5,85.2,86.5,79.2,0.276,0.472,0.159,0.214,0.282,0.231,0.241,0.37,0.207,0.32,0.5,0.186,96.0,97.0,104.0,76.0,106.0,93.0,,,,0.157,,0.141,,-0.92,-2.99,,89.8,72.5,0.333,0.609,0.081,,,,0.386,0.729,0.155,,,,,,,0.0,-3.64,57.9,,,,,,,,,
2023-07-03,7:12 PM.,KC,MIN,home,Partly Cloudy.,92,680735,1B,2,0,2,0,0,0,1,0,0,0,0,0.277,0.378,0.403,0.781,680735,austincox,Cox,Left,Austin Cox,KCR,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.351,0.103,0.371,0.42,80.0,99.0,95.0,75.0,98.0,93.0,101.0,113.0,111.0,118.0,105.0,104.0,0.486,0.192,0.017,0.152,0.04,1.14,0.86,-0.04,91.5,86.7,82.9,83.4,0.246,0.377,0.29,0.333,0.333,0.0,0.176,0.176,0.1939999999999999,0.185,0.333,0.368,87.0,104.0,109.0,,,,,,,,,0.152,,,1.57,,,77.8,,,,,,,0.211,0.368,0.212,,,,,,,,,,,,,,,,,,
2023-07-02,12:06 PM.,BAL,MIN,away,Cloudy.,84,608344,1B,2,0,0,0,0,0,0,0,1,1,0,0.268,0.372,0.395,0.767,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,68.0,110.0,99.0,,,,99.0,99.0,94.0,0.28,0.159,,0.211,0.22,2.29,,-2.77,92.2,85.5,84.2,,0.247,0.459,0.204,,,,0.324,0.568,0.168,0.18,0.279,0.26,92.0,94.0,91.0,75.0,103.0,97.0,,,,0.207,,0.143,,0.95,-0.89,,91.9,77.2,0.28,0.36,0.195,,,,0.229,0.343,0.23,,,,,,,,,,,,,,,,,,
2023-07-01,4:05 PM.,BAL,MIN,away,Overcast.,81,680694,1B,3,0,1,0,0,0,0,0,0,1,1,0.271,0.369,0.4,0.769,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,101.0,96.0,96.0,171.0,105.0,116.0,,,,0.224,,0.313,0.083,-1.0,,1.77,-0.36,94.5,,90.8,88.1,0.366,0.602,0.15,0.168,0.272,0.364,0.259,0.37,0.114,,,,135.0,105.0,109.0,88.0,104.0,98.0,,,,0.207,,0.173,,1.53,3.99,,95.0,84.8,0.23,0.367,0.15,,,,0.142,0.165,0.356,,,,,,,,,,,,,,,,,,
2023-06-30,8:31 PM.,BAL,MIN,away,Cloudy.,73,665152,1B,5,1,2,0,0,0,1,0,0,1,1,0.27,0.369,0.401,0.77,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,106.0,103.0,102.0,116.0,98.0,105.0,104.0,106.0,102.0,0.371,0.239,0.033,0.123,0.43,0.02,-1.43,-1.4,94.6,88.8,85.3,82.8,0.252,0.409,0.262,0.25,0.417,0.244,0.26,0.377,0.27,0.222,0.416,0.2769999999999999,93.0,94.0,98.0,84.0,106.0,99.0,,,,0.145,,0.089,,1.81,-2.29,,91.9,78.1,0.269,0.38,0.081,,,,0.347,0.592,0.24,,,,,,,,,,,,,,,,,,
2023-06-28,12:20 PM.,ATL,MIN,away,Sunny.,85,663465,1B,3,0,1,0,0,0,0,0,0,1,2,0.265,0.368,0.401,0.769,663465,kolbyallard,Allard,Left,Kolby Allard,ATL,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.437,73.0,94.0,73.0,64.0,99.0,88.0,,,,101.0,115.0,116.0,0.452,0.221,,0.09,-0.95,-0.75,,-5.89,90.5,82.9,82.6,,0.286,0.464,0.24,,,,0.4,1.0,0.143,0.4,0.4,0.286,68.0,98.0,93.0,,,,,,,,,0.236,,,1.71,,,72.6,,,,,,,0.222,0.333,0.316,,,,,,,,,,,,,,,,,,
2023-06-27,7:21 PM.,ATL,MIN,away,Partly Cloudy.,86,693821,1B,3,0,1,1,0,0,0,0,1,0,1,0.264,0.369,0.403,0.772,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,,,,0.134,,0.353,0.137,-1.13,,0.97,1.3,90.7,,85.0,82.7,0.286,0.495,0.1939999999999999,0.21,0.393,0.337,0.188,0.235,0.236,,,,,,,82.0,96.0,90.0,,,,0.376,,,,0.01,,,89.5,,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-26,7:21 PM.,ATL,MIN,away,Partly Cloudy.,88,675911,1B,4,0,2,0,0,0,0,0,0,2,1,0.262,0.366,0.397,0.763,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,,,,0.589,,0.338,0.073,0.4,,1.67,0.97,97.2,,87.0,85.6,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-25,12:10 PM.,DET,MIN,away,Partly Cloudy.,82,547179,RF,1,0,0,0,0,0,0,0,0,0,1,0.255,0.363,0.394,0.757,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,98.0,100.0,97.0,116.0,102.0,106.0,89.0,75.0,71.0,0.347,0.009,0.297,0.216,1.17,-7.35,0.34,0.26,94.3,90.8,84.5,84.7,0.211,0.333,0.171,0.293,0.61,0.214,0.186,0.403,0.314,0.6,1.2,0.1669999999999999,103.0,112.0,110.0,82.0,108.0,100.0,,,,0.12,,0.011,,0.73,-4.26,,93.7,82.3,0.333,0.4,0.038,,,,0.667,1.667,0.182,,,,,,,,,,,,,,,,,,
2023-06-24,7:15 PM.,DET,MIN,away,Partly Cloudy.,84,681857,RF,4,0,1,0,0,0,0,0,0,0,1,0.257,0.365,0.397,0.762,681857,reeseolson,Olson,Right,Reese Olson,DET,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.189,0.4,0.13,0.354,0.4,98.0,94.0,97.0,93.0,103.0,101.0,132.0,98.0,104.0,,,,0.285,,0.306,0.151,0.85,,-0.14,0.98,94.8,,87.8,84.8,0.171,0.381,0.158,0.217,0.433,0.416,0.208,0.283,0.359,,,,95.0,93.0,95.0,82.0,108.0,100.0,,,,0.2,,0.058,,1.25,0.83,,94.8,78.8,0.278,0.367,0.121,,,,0.167,0.222,0.311,,,,,,,,,,,,,,,,,,
2023-06-23,6:41 PM.,DET,MIN,away,Cloudy.,68,666214,1B,2,0,0,0,0,0,0,0,0,2,2,0.258,0.368,0.402,0.77,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,0.416,0.251,,0.175,-2.53,-0.57,,-0.22,93.4,86.0,85.0,,0.374,0.682,0.19,,,,0.189,0.392,0.318,0.271,0.5,0.291,102.0,106.0,105.0,,,,,,,,,0.158,,,-0.86,,,77.5,,,,,,,0.247,0.356,0.285,,,,,,,,,,,,,,,,,,
2023-06-22,12:11 PM.,BOS,MIN,home,Cloudy.,86,621057,1B,1,0,0,0,0,0,0,0,0,1,0,0.262,0.373,0.408,0.781,621057,justingarza,Garza,Right,Justin Garza,BOS,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.082,0.393,0.418,91.0,106.0,106.0,92.0,79.0,82.0,105.0,99.0,105.0,101.0,84.0,85.0,0.046,0.202,0.16,0.134,2.63,-1.33,-7.27,2.22,93.4,88.3,84.8,84.1,0.0,0.0,0.286,0.45,0.75,0.185,0.214,0.214,0.429,0.273,0.455,0.2,,,,105.0,103.0,100.0,,,,0.459,,,,-0.64,,,94.6,,0.241,0.552,0.141,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-21,6:43 PM.,BOS,MIN,home,Partly Cloudy.,90,676477,1B,4,0,1,0,0,0,0,0,0,1,1,0.264,0.375,0.411,0.786,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,67.0,84.0,84.0,73.0,96.0,97.0,,,,0.004,,0.23,0.241,-2.31,,0.44,-2.21,94.6,,82.7,79.6,,,,0.167,0.333,0.472,0.312,0.559,0.32,,,,,,,93.0,106.0,106.0,,,,0.525,,,,-0.46,,,94.0,,0.326,0.538,0.184,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-20,6:41 PM.,BOS,MIN,home,Clear.,89,676710,1B,2,0,0,0,0,0,0,0,0,1,2,0.264,0.378,0.416,0.794,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,111.0,107.0,108.0,113.0,110.0,113.0,108.0,94.0,95.0,0.391,0.281,0.132,,1.44,0.35,1.5,,93.6,88.6,,82.5,0.163,0.326,0.258,0.15,0.25,0.376,,,,0.289,0.43,0.244,,,,,,,88.0,95.0,103.0,,0.077,,-0.82,,,82.4,,,,,,0.214,0.357,0.214,0.34,0.642,0.2,,,,92.0,101.0,103.0,0.119,-1.47,79.4,,,,,,,,,
2023-06-19,6:41 PM.,BOS,MIN,home,Partly Cloudy.,89,572020,RF,4,0,0,0,0,0,0,0,0,2,2,0.268,0.384,0.423,0.807,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,95.0,103.0,98.0,,,,63.0,101.0,91.0,0.566,0.165,,0.067,0.04,-0.15,,-0.96,95.2,85.8,84.4,,0.269,0.498,0.217,,,,0.316,0.421,0.467,0.191,0.426,0.331,,,,98.0,92.0,90.0,,,,0.007,,,,-0.01,,,94.9,,,,,,,,0.231,0.338,0.376,,,,87.0,93.0,94.0,0.195,-0.31,81.3,,,,,,,,,
2023-06-18,1:11 PM.,DET,MIN,home,Partly Cloudy.,72,676684,1B,2,0,1,0,0,0,0,0,0,1,0,0.277,0.394,0.437,0.831,676684,willvest,Vest,Right,Will Vest,DET,2.98,3.11,48.1,105.0,98.0,104.0,0.777,10.43,2.42,7.45,0.56,1.23,0.372,0.248,0.14,0.341,0.445,81.0,104.0,97.0,98.0,110.0,105.0,104.0,97.0,104.0,,,,0.513,,0.332,0.124,2.09,,0.82,-2.74,95.2,,87.2,86.1,0.209,0.363,0.2239999999999999,0.213,0.246,0.282,0.259,0.407,0.212,,,,,,,93.0,110.0,100.0,,,,0.031,,,,2.49,,,95.0,,0.167,0.167,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17,1:10 PM.,DET,MIN,home,Cloudy.,81,666214,RF,3,0,1,0,0,0,1,0,0,1,1,0.274,0.393,0.436,0.829,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,0.416,0.251,,0.175,-2.53,-0.57,,-0.22,93.4,86.0,85.0,,0.374,0.682,0.19,,,,0.189,0.392,0.318,0.271,0.5,0.291,102.0,106.0,105.0,,,,,,,,,0.158,,,-0.86,,,77.5,,,,,,,0.247,0.356,0.285,,,,,,,,,,,,,,,,,,
2023-06-16,7:11 PM.,DET,MIN,home,Clear.,77,676684,RF,4,1,1,0,0,1,1,0,0,1,0,0.272,0.394,0.439,0.833,676684,willvest,Vest,Right,Will Vest,DET,2.98,3.11,48.1,105.0,98.0,104.0,0.777,10.43,2.42,7.45,0.56,1.23,0.372,0.248,0.14,0.341,0.445,81.0,104.0,97.0,98.0,110.0,105.0,104.0,97.0,104.0,,,,0.513,,0.332,0.124,2.09,,0.82,-2.74,95.2,,87.2,86.1,0.209,0.363,0.2239999999999999,0.213,0.246,0.282,0.259,0.407,0.212,,,,,,,93.0,110.0,100.0,,,,0.031,,,,2.49,,,95.0,,0.167,0.167,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-15,6:12 PM.,DET,MIN,home,Clear.,71,571510,1B,4,0,0,0,0,0,0,0,0,1,1,0.273,0.398,0.418,0.816,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,81.0,102.0,94.0,95.0,95.0,96.0,,,,0.386,,0.284,0.186,-0.64,,0.57,0.56,91.4,,80.2,79.6,0.281,0.509,0.295,0.203,0.338,0.305,0.245,0.367,0.389,,,,90.0,87.0,92.0,76.0,100.0,90.0,,,,0.07,,0.074,,2.52,-2.52,,90.8,73.8,0.207,0.207,0.244,,,,0.4,1.0,0.182,,,,,,,,,,,,,,,,,,
2023-06-14,12:11 PM.,MIL,MIN,home,Overcast.,83,607067,1B,2,0,0,0,0,0,0,0,2,0,4,0.283,0.411,0.434,0.845,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,82.0,111.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,0.193,0.265,0.109,,2.43,-0.01,-0.31,,93.2,86.7,,83.1,0.135,0.27,0.264,0.226,0.377,0.362,,,,0.245,0.519,0.293,101.0,105.0,105.0,96.0,105.0,99.0,62.0,96.0,91.0,0.299,0.056,0.079,-5.76,0.31,-0.94,86.0,92.6,78.8,0.253,0.42,0.136,0.44,0.84,0.184,0.242,0.455,0.231,,,,,,,,,,,,,,,,,,
2023-06-13,6:41 PM.,MIL,MIN,home,Partly Cloudy.,84,669203,1B,4,0,1,0,0,0,0,0,0,2,2,0.288,0.408,0.442,0.85,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,,,,144.0,110.0,127.0,127.0,101.0,103.0,,0.554,0.085,0.112,,1.51,1.12,1.07,,94.4,89.3,86.0,,,,0.159,0.275,0.4379999999999999,0.204,0.258,0.306,0.209,0.34,0.2269999999999999,160.0,104.0,113.0,103.0,97.0,90.0,,,,0.077,,0.171,,-2.42,1.35,,95.3,79.8,0.291,0.564,0.129,,,,0.133,0.211,0.488,,,,,,,,,,,,,,,,,,
2023-06-11,1:39 PM.,TOR,MIN,away,Roof Closed.,68,592332,1B,5,1,1,1,0,0,1,0,0,1,3,0.29,0.413,0.45,0.863,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,,0.108,,1.13,,-0.97,,94.7,,,83.6,0.243,0.409,0.172,0.348,0.565,0.353,,,,,,,,,,,,,105.0,108.0,109.0,,0.384,,0.3,,,86.3,,,,,,0.201,0.307,0.432,,,,,,,,,,,,,,,,,,,,,
2023-06-10,3:08 PM.,TOR,MIN,away,Sunny.,70,670950,1B,5,0,1,1,0,0,1,0,0,2,5,0.295,0.422,0.453,0.875,670950,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.197,0.324,0.331,103.0,98.0,112.0,105.0,97.0,98.0,,,,,,,0.434,,,0.566,-1.19,,,0.98,92.8,,82.5,,0.33,0.538,0.209,,,,0.165,0.353,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,7:07 PM.,TOR,MIN,away,Cloudy.,70,579328,1B,2,0,0,0,0,0,0,0,0,1,1,0.3,0.432,0.456,0.888,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,101.0,105.0,108.0,,,,0.451,,0.259,0.097,0.05,,1.11,-1.83,95.1,,88.7,88.7,0.27,0.412,0.268,0.225,0.396,0.302,0.254,0.508,0.193,,,,98.0,103.0,105.0,,,,,,,,,0.193,,,0.24,,,83.1,,,,,,,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,
2023-06-08,1:10 PM.,TB,MIN,away,Dome.,72,630023,1B,4,0,2,1,0,0,0,0,0,0,1,0.307,0.44,0.466,0.906,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,- - -,5.4,6.24,85.0,99.0,106.0,92.0,0.839,5.61,2.86,9.64,1.59,1.36,0.192,0.459,0.11,0.37,0.448,,,,61.0,101.0,89.0,97.0,98.0,95.0,,,,0.018,,0.258,,1.57,,-2.31,,92.9,,,88.8,0.0,0.0,0.25,0.361,0.705,0.153,,,,,,,,,,105.0,99.0,95.0,119.0,99.0,83.0,0.469,0.256,,0.57,-0.31,,85.0,92.4,,0.297,0.491,0.11,0.185,0.337,0.315,,,,,,,,,,,,,,,,,,,,,
2023-06-07,6:40 PM.,TB,MIN,away,Dome.,72,542888,DH,2,0,0,0,0,0,0,0,0,0,2,0.298,0.438,0.452,0.89,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,1.38,2.65,52.0,108.0,105.0,108.0,0.766,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.437,,,,107.0,122.0,119.0,109.0,123.0,132.0,101.0,103.0,103.0,0.208,0.376,0.074,,2.69,2.25,-2.41,,94.5,91.4,,85.2,0.089,0.2,0.3229999999999999,0.353,0.412,0.207,,,,0.191,0.294,0.29,,,,107.0,103.0,102.0,,,,0.341,,,,2.2,,,94.7,,0.213,0.262,0.204,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,6:40 PM.,TB,MIN,away,Dome.,72,621107,1B,3,0,1,0,0,0,0,0,1,2,0,0.305,0.441,0.463,0.904,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,75.0,99.0,94.0,83.0,123.0,112.0,122.0,120.0,127.0,100.0,106.0,102.0,0.062,0.261,0.044,0.051,2.53,-0.01,0.79,-0.61,92.9,88.5,86.4,80.0,0.104,0.208,0.32,0.6,0.6,0.5,0.192,0.308,0.283,0.307,0.588,0.1669999999999999,100.0,110.0,107.0,98.0,107.0,105.0,,,,0.319,,0.263,,1.09,1.27,,92.2,79.1,0.259,0.315,0.129,,,,0.185,0.339,0.349,,,,,,,,,,,,,,,,,,
2023-06-03,6:16 PM.,CLE,MIN,home,Clear.,88,671106,LF,2,0,0,0,0,0,0,0,0,0,0,0.304,0.439,0.468,0.907,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.089,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,82.7,79.3,0.257,0.482,0.177,0.3,0.3,0.368,0.191,0.223,0.33,0.462,0.692,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,7:11 PM.,CLE,MIN,home,Partly Cloudy.,83,650644,1B,4,0,1,1,0,0,0,0,0,0,0,0.312,0.448,0.481,0.929,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,,,,76.0,101.0,91.0,128.0,111.0,116.0,96.0,104.0,103.0,0.123,0.372,0.058,,-0.65,1.13,0.15,,91.8,87.7,,82.5,0.359,0.436,0.243,0.172,0.345,0.2319999999999999,,,,0.261,0.406,0.2339999999999999,153.0,113.0,120.0,75.0,101.0,89.0,58.0,95.0,95.0,0.185,0.017,0.244,-6.33,1.59,0.77,85.2,92.4,78.1,0.202,0.292,0.144,0.5,0.625,0.182,0.188,0.323,0.273,,,,,,,,,,,,,,,,,,
2023-06-01,6:41 PM.,CLE,MIN,home,Partly Cloudy.,85,676440,1B,3,1,1,0,0,0,1,0,2,0,0,0.315,0.457,0.479,0.936,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,91.0,97.0,91.0,110.0,106.0,115.0,,,,0.471,,0.27,0.166,0.6,,1.35,1.07,94.9,,83.8,84.7,0.243,0.348,0.19,0.206,0.355,0.317,0.213,0.298,0.3779999999999999,,,,88.0,98.0,102.0,,,,,,,,,0.093,,,-1.11,,,78.3,,,,,,,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,
2023-05-31,7:10 PM.,HOU,MIN,away,Roof Closed.,73,686613,LF,4,1,2,0,0,0,1,0,0,1,1,0.314,0.448,0.486,0.934,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,104.0,92.0,97.0,,,,0.461,0.235,0.017,,0.01,-0.4,-2.64,,95.7,91.7,,84.6,0.271,0.511,0.223,0.25,0.625,0.3329999999999999,0.121,0.242,0.37,0.297,0.506,0.208,,,,90.0,103.0,93.0,92.0,104.0,105.0,0.002,0.048,,0.92,-0.16,,88.2,96.0,,,,,,,,0.247,0.374,0.303,,,,112.0,102.0,110.0,0.238,-0.77,82.9,,,,,,,,,
2023-05-30,7:10 PM.,HOU,MIN,away,Roof Closed.,73,656232,1B,2,0,1,0,0,0,0,0,2,0,0,0.303,0.439,0.485,0.924,656232,brandonbielak,Bielak,Right,Brandon Bielak,HOU,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.394,90.0,100.0,98.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,0.306,0.004,0.118,0.247,-1.15,-0.48,-3.74,0.83,92.1,84.4,87.1,82.0,0.273,0.505,0.159,0.333,0.722,0.355,0.227,0.352,0.332,,,,101.0,90.0,88.0,78.0,99.0,88.0,,,,0.214,,0.111,,-0.12,-0.81,,92.1,79.5,0.338,0.477,0.135,,,,0.217,0.217,0.302,,,,,,,,,,,,,,,,,,
