date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KC%,KN%,wKC/C,wKN/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,ST_ba,ST_slg,ST_whiff
2023-08-14,7:07 PM.,TEX,LAA,away,Roof Closed.,74,453286,RF,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,104.0,101.0,101.0,106.0,108.0,108.0,0.463,0.168,0.141,0.72,-0.21,0.03,93.7,83.8,84.0,0.255,0.458,0.238,0.207,0.283,0.275,0.25,0.545,0.364,,,,,,,,,,,,,,,,,,,,,,,,,0.187,0.373,0.326,96.0,101.0,104.0,0.124,0.51,75.4,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.3329999999999999,,,,,,
2023-08-12,6:16 PM.,HOU,LAA,away,Roof Closed.,73,641585,PH,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,0.431,0.091,0.152,-0.26,-2.09,2.51,93.0,81.8,80.1,0.308,0.481,0.106,0.183,0.237,0.308,0.25,0.533,0.298,,,,,,,,,,,,,,,,,,,,,,,,,0.145,0.273,0.422,116.0,98.0,100.0,0.137,0.16,76.0,116.0,108.0,103.0,0.189,0.33,86.8,0.317,0.446,0.22,,,,,,
2023-08-11,7:11 PM.,HOU,LAA,away,Roof Closed.,73,434378,RF,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,85.2,86.9,0.235,0.417,0.181,0.214,0.286,0.286,0.201,0.325,0.292,,,,,,,,,,,,,,,,,,,,,,,,,0.241,0.328,0.244,105.0,103.0,106.0,0.2,0.43,78.2,,,,,,,,,,,,,,,
2023-08-05,6:07 PM.,SEA,LAA,home,Clear.,84,669923,PR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,0.394,0.197,0.018,1.34,1.03,-5.31,96.1,86.6,86.3,0.234,0.392,0.28,0.5,0.9,0.125,0.264,0.377,0.22,106.0,110.0,109.0,95.0,103.0,110.0,0.216,0.061,1.07,0.43,84.9,95.8,0.261,0.383,0.131,0.143,0.286,0.357,75.1,0.115,0.001,0.35,0.26,81.8,0.265,0.458,0.159,,,,,,,,,,,,,,,,,,,,,
2023-08-04,6:38 PM.,SEA,LAA,home,Clear.,82,622491,CF,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,0.156,1.31,-0.12,-1.6,96.3,88.3,85.7,0.165,0.384,0.33,0.28,0.42,0.325,0.234,0.455,0.3779999999999999,82.0,103.0,95.0,,,,0.179,,,0.6,,95.9,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-03,6:37 PM.,SEA,LAA,home,Clear.,79,693433,PR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,101.0,105.0,106.0,110.0,96.0,105.0,0.469,0.24,0.037,0.69,-0.83,-2.37,95.1,89.7,86.0,0.207,0.407,0.303,0.4,0.4,0.222,0.257,0.457,0.311,109.0,102.0,103.0,,,,0.255,,,1.34,,95.0,0.213,0.372,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-02,12:21 PM.,ATL,LAA,away,Partly Cloudy.,84,630023,CF,4,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,- - -,5.4,6.24,85.0,99.0,106.0,92.0,0.839,5.61,2.86,9.64,1.59,1.36,0.192,0.459,0.11,0.37,0.448,,,,61.0,101.0,89.0,97.0,98.0,95.0,0.018,0.258,,1.57,-2.31,,92.9,,88.8,0.0,0.0,0.25,,,,0.361,0.705,0.153,105.0,99.0,95.0,119.0,99.0,83.0,0.469,0.256,0.57,-0.31,85.0,92.4,0.297,0.491,0.11,0.185,0.337,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,6:08 PM.,LAD,LAA,home,Partly Cloudy.,66,686752,LF,4,1,2,0,0,0,2,0,0,1,2,0.359,0.468,0.513,0.981,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,LAD,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.274,0.416,0.177,0.301,0.424,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.347,1.83,0.98,0.55,94.0,86.3,88.8,0.156,0.344,0.2239999999999999,0.203,0.391,0.326,0.174,0.348,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,1:11 PM.,CWS,LAA,away,Sunny.,73,623167,LF,0,0,0,0,0,0,0,0,0,0,0,0.229,0.289,0.314,0.603,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,2.0,93.0,82.0,148.0,102.0,103.0,0.37,0.087,0.157,-0.64,-2.65,-1.32,91.3,81.3,80.0,0.261,0.473,0.132,0.257,0.436,0.379,0.361,0.475,0.271,74.0,108.0,87.0,,,,0.002,,,2.01,,91.4,,,,,,,,,,,,,0.246,0.393,0.308,83.0,98.0,101.0,0.122,0.43,72.0,47.0,101.0,90.0,0.261,-0.75,87.4,0.319,0.536,0.218,,,,,,
2024-09-19,7:10 PM.,HOU,LAA,away,Roof Closed.,73,579328,CF,4,0,1,0,0,0,0,1,0,1,0,0.229,0.289,0.314,0.603,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,111.0,100.0,106.0,0.471,0.235,0.111,-0.08,1.31,-0.15,95.5,86.7,88.3,0.274,0.505,0.28,0.194,0.25,0.358,0.21,0.28,0.297,,,,,,,,,,,,,,,,,,,,,,,,,0.264,0.395,0.274,99.0,105.0,105.0,0.183,0.02,82.4,,,,,,,,,,,,,,,
2024-09-18,1:08 PM.,CWS,LAA,home,Partly Cloudy.,75,694363,CF,5,1,1,0,0,0,1,0,1,2,2,0.226,0.294,0.323,0.617,694363,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.3,4.71,73.1,100.0,75.0,93.0,0.779,6.87,4.05,9.08,1.1,0.77,0.284,0.401,0.147,0.263,0.408,71.0,99.0,94.0,71.0,97.0,86.0,85.0,104.0,102.0,0.375,0.284,0.294,-0.54,0.49,-0.49,92.5,84.1,86.0,0.274,0.487,0.162,0.244,0.372,0.312,0.25,0.316,0.288,68.0,101.0,88.0,,,,0.047,,,-0.83,,91.8,0.313,0.5,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-17,6:39 PM.,CWS,LAA,home,Partly Cloudy.,71,663436,CF,4,0,0,0,0,0,0,0,0,1,6,0.231,0.286,0.346,0.632,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,92.0,95.0,91.0,114.0,108.0,111.0,0.285,0.268,0.196,-2.03,1.22,-0.16,93.6,89.3,83.6,0.389,0.472,0.202,0.34,0.4,0.204,0.121,0.293,0.378,,,,,,,,,,,,,,,,,,,,,,,,,0.357,0.429,0.348,95.0,91.0,93.0,0.076,-2.54,78.4,76.0,93.0,84.0,0.175,1.59,89.0,0.206,0.294,0.231,,,,,,
2024-09-16,6:39 PM.,CWS,LAA,home,Partly Cloudy.,68,686563,CF,3,0,1,0,0,0,1,0,0,1,0,0.273,0.333,0.409,0.742,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,117.0,100.0,107.0,0.123,0.218,0.187,-1.13,-1.39,-0.22,94.3,85.7,81.9,0.25,0.411,0.252,0.248,0.394,0.269,,,,86.0,100.0,93.0,,,,0.28,,,0.44,,93.3,0.287,0.449,0.132,,,,,,,,,,,,,,,,,,,79.0,101.0,93.0,0.192,0.39,90.2,0.263,0.45,0.191,,,,0.255,0.489,0.282
2024-09-15,1:10 PM.,HOU,LAA,home,Cloudy.,76,669854,RF,3,1,1,0,0,0,0,0,1,1,1,0.263,0.333,0.421,0.754,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.221,-0.42,2.24,-0.16,93.4,85.2,86.4,0.232,0.497,0.192,0.188,0.356,0.343,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,0.071,0.071,0.376,75.0,96.0,100.0,0.094,2.55,80.1,,,,,,,,,,,,,,,
2024-09-14,6:37 PM.,HOU,LAA,home,Clear.,72,434378,RF,4,0,1,0,0,0,0,0,0,1,1,0.25,0.294,0.438,0.732,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,116.0,98.0,102.0,127.0,108.0,112.0,0.487,0.193,0.101,-0.59,0.66,-0.58,93.5,84.0,86.7,0.299,0.497,0.202,0.235,0.353,0.253,0.195,0.322,0.215,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.56,0.22,110.0,101.0,97.0,0.219,-1.46,77.6,,,,,,,,,,,,,,,
2024-09-13,6:37 PM.,HOU,LAA,home,Clear.,73,579328,RF,2,1,0,0,0,0,0,1,1,1,0,0.25,0.308,0.5,0.808,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,111.0,100.0,106.0,0.471,0.235,0.111,-0.08,1.31,-0.15,95.5,86.7,88.3,0.274,0.505,0.28,0.194,0.25,0.358,0.21,0.28,0.297,,,,,,,,,,,,,,,,,,,,,,,,,0.264,0.395,0.274,99.0,105.0,105.0,0.183,0.02,82.4,,,,,,,,,,,,,,,
2024-09-11,6:10 PM.,MIN,LAA,away,Clear.,85,805673,RF,4,1,2,0,0,1,1,0,0,2,2,0.3,0.3,0.6,0.9,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,95.0,99.0,97.0,114.0,100.0,105.0,0.428,0.259,0.079,-1.19,-1.68,-3.13,94.9,85.8,87.2,0.288,0.627,0.178,0.222,0.333,0.313,0.308,0.462,0.376,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.667,0.174,107.0,117.0,117.0,0.071,-5.76,81.7,96.0,101.0,95.0,0.162,-1.3,90.9,0.345,0.655,0.182,,,,,,
2024-09-10,6:41 PM.,MIN,LAA,away,Partly Cloudy.,78,641154,RF,2,0,1,0,0,0,1,0,0,1,2,0.167,0.167,0.167,0.334,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,97.0,105.0,101.0,106.0,103.0,110.0,0.407,0.219,0.201,1.65,-0.84,-0.14,95.0,88.5,84.5,0.208,0.352,0.259,0.281,0.359,0.249,,,,97.0,107.0,107.0,,,,0.073,,,-2.77,,94.5,0.426,0.639,0.142,,,,,,,,,,0.23,0.446,0.341,92.0,103.0,108.0,0.1,-1.28,82.4,,,,,,,,,,,,,0.239,0.436,0.331
2024-09-08,1:37 PM.,TEX,LAA,away,Sunny.,81,571760,RF,4,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,79.0,100.0,103.0,0.501,0.278,0.17,0.15,-0.26,0.46,91.5,83.7,82.5,0.23,0.412,0.213,0.239,0.384,0.243,0.26,0.385,0.365,34.0,82.0,74.0,,,,0.014,,,-4.52,,92.2,0.455,0.455,0.125,,,,,,,,,,0.5,1.1,0.188,126.0,105.0,103.0,0.036,-3.31,75.6,20.0,51.0,51.0,0.001,-19.13,86.6,,,,,,,,,
