date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/06/04,1:35 PM.,PHI,WSH,home,Cloudy.,69,624133,C,4,0,2,0,0,0,0,0,0,0,2,.316,.395,.605,1.000,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.184,-0.65,-1.27,0.52,4.65,-1.45,93.4,87.5,82.9,92.8,84.1,0.304,0.478,0.21899999999999997,0.34,0.585,0.179,0.2,0.2,0.0,0.267,0.444,0.311,95.0,104.0,102.0,0.19,1.95,75.8,0.289,0.409,0.1,0.143,0.226,0.377,,,,,,,,,,,,,,,,,,
2023/05/28,1:11 PM.,KC,WSH,away,Sunny.,79,663738,C,3,0,0,0,0,0,0,0,1,3,5,.294,.385,.618,1.003,663738,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293,0.537,0.166,,,,0.238,0.452,0.28800000000000003,0.125,0.156,0.34700000000000003,,,,,,,0.75,1.5,0.0,0.417,0.667,0.22699999999999998,,,,,,,,,,,,,,,,,,
2023/05/25,4:05 PM.,SD,WSH,home,Sunny.,70,605483,C,1,0,1,0,1,0,0,0,2,0,0,.323,.400,.677,1.077,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.184,0.07,,,0.68,2.65,95.5,,86.7,,88.4,0.255,0.389,0.195,,,,0.123,0.26,0.536,0.185,0.266,0.46799999999999997,106.0,102.0,110.0,0.198,2.55,81.0,,,,0.079,0.14,0.563,,,,,,,,,,,,,,,,,,
2023/05/21,1:35 PM.,DET,WSH,home,Sunny.,72,666214,C,4,1,4,2,0,1,1,0,0,0,0,.300,.344,.600,.944,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.416,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,85.0,,,0.374,0.682,0.19,0.271,0.5,0.29100000000000004,,,,0.189,0.392,0.318,102.0,106.0,105.0,0.158,-0.86,77.5,,,,0.247,0.356,0.285,,,,,,,,,,,,,,,,,,
2023/05/14,4:35 PM.,NYM,WSH,home,Sunny.,79,453286,C,3,0,0,0,0,0,0,0,1,3,1,.192,.250,.346,.596,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,98.0,108.0,99.0,,0.463,0.104,0.168,0.141,0.72,2.12,,-0.21,0.03,93.7,88.4,83.8,,84.0,0.255,0.458,0.23800000000000002,0.135,0.243,0.33299999999999996,0.25,0.545,0.364,0.207,0.283,0.275,96.0,101.0,104.0,0.124,0.51,75.4,,,,0.187,0.373,0.326,,,,,,,,,,,,,,,,,,
2023/05/10,12:44 PM.,SF,WSH,away,Cloudy.,57,640455,C,4,1,1,0,0,1,3,0,0,1,2,.217,.250,.391,.641,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,,,,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,86.6,94.0,82.3,0.235,0.39,0.233,,,,0.122,0.143,0.36700000000000005,0.224,0.342,0.183,,,,,,,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,
2023/05/04,1:05 PM.,CHC,WSH,home,Partly Cloudy.,60,592791,C,3,0,0,0,0,0,0,0,0,2,0,.211,.250,.263,.513,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.031,-0.69,-0.32,0.9,0.75,-0.22,93.7,88.6,86.5,93.9,80.9,0.261,0.553,0.204,0.311,0.521,0.27399999999999997,0.233,0.333,0.27399999999999997,0.28,0.44,0.106,109.0,111.0,113.0,0.149,-0.12,80.5,0.296,0.394,0.133,0.198,0.349,0.2,,,,,,,,,,,,,,,,,,
2023/04/29,1:06 PM.,PIT,WSH,home,Overcast.,60,448179,C,4,0,2,1,0,0,2,0,0,2,0,.250,.294,.313,.607,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.088,0.023,-0.32,-1.27,2.5,-2.52,-0.06,88.4,83.3,83.0,86.1,71.1,0.249,0.454,0.218,0.39,0.701,0.19899999999999998,0.5,0.929,0.125,0.263,0.421,0.037000000000000005,116.0,94.0,103.0,0.354,-1.16,72.0,0.105,0.105,0.226,0.283,0.47,0.174,,,,0.008,-3.65,67.1,,,,,,,,,,,,
2023/04/22,1:11 PM.,MIN,WSH,away,Cloudy.,35,641154,C,3,1,1,0,0,0,0,0,1,1,3,.167,.231,.167,.398,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.211,0.1,,2.08,1.34,-0.17,94.9,,88.4,94.5,84.4,0.268,0.468,0.315,,,,0.173,0.287,0.366,0.257,0.41,0.284,93.0,110.0,114.0,0.125,0.25,82.5,0.278,0.342,0.126,0.202,0.33,0.364,,,,,,,,,,,,,,,,,,
2023/04/08,6:10 PM.,COL,WSH,away,Cloudy.,65,596295,C,4,0,0,0,0,0,0,0,0,1,2,.111,.111,.111,.222,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,,,,0.012,0.439,,0.201,0.181,-1.99,,-5.34,0.96,-0.07,90.6,,81.6,90.8,84.8,0.344,0.656,0.11800000000000001,,,,0.275,0.383,0.247,0.296,0.509,0.19899999999999998,,,,,,,0.4,1.0,0.16699999999999998,0.226,0.358,0.28,90.0,103.0,104.0,0.168,-0.75,77.6,,,,,,,,,,,,
2023/04/04,7:05 PM.,TB,WSH,home,Partly Cloudy.,80,676596,C,5,0,1,0,0,0,0,0,0,0,4,.200,.200,.200,.400,676596,joshfleming,Fleming,Left,Josh Fleming,TBR,4.7,5.37,51.2,101.0,86.0,97.0,0.837,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,73.0,104.0,94.0,42.0,104.0,88.0,93.0,99.0,98.0,,,,,,,0.44,0.049,,,0.29,2.77,,0.64,,-1.13,91.5,,82.9,90.3,,0.0,0.0,0.385,,,,,,,0.352,0.507,0.154,97.0,99.0,102.0,0.221,-0.59,76.5,0.244,0.465,0.193,0.278,0.472,0.139,,,,,,,,,,,,,,,,,,
2023/03/28,12:04 PM.,NYY,WSH,home,Partly Cloudy.,55,641482,C,1,0,0,0,0,0,0,0,0,0,1,.237,.310,.526,.836,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.288,0.158,0.028,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,83.4,89.3,76.9,0.213,0.352,0.249,0.26,0.545,0.20600000000000002,0.2,0.2,0.429,0.5,0.6,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
