date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/05/14,7:12 PM.,STL,BOS,home,Clear.,66,571945,2B,3,0,0,0,0,0,0,0,1,2,2,.292,.333,.479,.812,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,-0.19,,0.62,93.3,,86.4,0.29,0.495,0.18899999999999997,,,,0.245,0.375,0.22399999999999998,58.0,96.0,93.0,95.0,105.0,102.0,86.0,108.0,99.0,0.243,0.198,0.054,-1.61,-0.92,2.68,84.4,92.7,75.9,0.34,0.54,0.085,0.261,0.387,0.198,0.182,0.382,0.085,,,,,,,,,,,,,0.002,-0.89,68.1,,,,,,
2023/05/13,4:10 PM.,STL,BOS,home,Sunny.,80,571927,PR,0,0,0,0,0,0,0,0,0,0,0,.311,.340,.511,.851,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,,,,62.0,82.0,90.0,,,,,,0.018,,,-1.27,,,88.9,,,,,,,0.5,0.75,0.1,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,0.561,0.148,0.274,0.41,-0.6,-0.09,84.2,94.1,78.5,0.24,0.397,0.247,0.259,0.407,0.2,0.291,0.405,0.289,,,,,,,,,,,,,,,,,,,,,
2023/05/12,7:12 PM.,STL,BOS,home,Clear.,82,425794,2B,4,1,1,0,0,1,1,0,0,2,0,.311,.340,.511,.851,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,80.0,94.0,84.0,83.0,78.0,71.0,,,,0.099,,0.003,-1.48,,-13.9,85.7,,75.6,0.326,0.512,0.11699999999999999,,,,,,,66.0,84.0,80.0,129.0,102.0,110.0,87.0,99.0,89.0,0.314,0.306,0.05,-3.36,-1.5,-3.6,81.4,86.9,71.5,0.394,0.746,0.09300000000000001,0.291,0.475,0.153,0.389,0.611,0.1,107.0,99.0,95.0,0.226,-0.27,82.9,0.344,0.473,0.152,,,,0.002,6.39,65.7,,,,,,
2023/05/10,7:22 PM.,ATL,BOS,away,Partly Cloudy.,81,669276,2B,1,0,0,0,0,0,0,0,0,1,0,.317,.349,.463,.812,669276,dylanlee,"Lee, D",Left,Dylan Lee,ATL,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.246,0.435,0.174,0.435,0.43,98.0,106.0,105.0,89.0,109.0,105.0,,,,0.402,,0.476,-2.54,,1.25,91.8,,83.3,0.382,0.676,0.157,,,,0.222,0.333,0.40399999999999997,71.0,102.0,94.0,,,,,,,,,0.123,,,2.19,85.6,,,,,,,,,0.083,0.083,0.348,,,,,,,,,,,,,,,,,,,,,
2023/05/09,7:21 PM.,ATL,BOS,away,Cloudy.,77,450203,2B,3,0,1,0,0,0,0,0,0,2,1,.325,.341,.475,.816,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,74.0,95.0,89.0,,,,,,,0.317,,,-1.26,,,94.9,,,0.292,0.482,0.225,,,,,,,100.0,91.0,88.0,139.0,100.0,111.0,81.0,89.0,83.0,0.068,0.432,0.103,-4.03,1.79,0.86,86.0,94.2,82.3,0.474,0.711,0.071,0.177,0.258,0.42,0.25,0.339,0.336,89.0,92.0,87.0,0.08,0.25,89.1,0.296,0.407,0.3,,,,,,,,,,,,
2023/05/07,1:39 PM.,PHI,BOS,away,Partly Cloudy.,76,592836,2B,2,0,0,0,0,0,0,0,0,0,0,.324,.342,.486,.828,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,79.0,98.0,90.0,124.0,109.0,114.0,104.0,97.0,100.0,0.176,0.332,0.026,-0.82,0.48,-1.43,92.8,87.9,82.5,0.257,0.541,0.254,0.205,0.295,0.244,0.158,0.632,0.342,,,,92.0,91.0,94.0,81.0,100.0,93.0,0.233,0.057,,0.53,-1.07,,,92.4,74.8,0.273,0.429,0.1,0.212,0.485,0.36,,,,99.0,103.0,100.0,0.176,-0.44,87.1,0.284,0.441,0.158,,,,,,,,,,,,
2023/05/05,7:08 PM.,PHI,BOS,away,Partly Cloudy.,59,554430,2B,3,0,2,0,0,0,1,1,0,0,0,.343,.361,.514,.875,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,112.0,109.0,114.0,107.0,101.0,111.0,,,,0.435,,0.123,1.69,,0.36,95.8,,84.4,0.199,0.333,0.314,,,,0.198,0.36,0.392,48.0,106.0,77.0,116.0,105.0,114.0,105.0,105.0,107.0,0.18,0.115,0.004,1.62,-1.61,-6.22,90.8,95.2,81.4,0.252,0.308,0.192,0.264,0.473,0.33,,,,96.0,102.0,102.0,0.144,-0.63,90.9,0.27,0.426,0.228,,,,,,,,,,,,
2023/05/04,6:12 PM.,TOR,BOS,home,Cloudy.,47,592332,2B,3,1,0,0,0,0,0,0,1,0,2,.313,.333,.500,.833,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.108,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.409,0.172,0.201,0.307,0.43200000000000005,0.348,0.565,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/03,7:12 PM.,TOR,BOS,home,Overcast.,50,666201,2B,5,0,2,0,0,0,2,1,0,2,2,.345,.345,.552,.897,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,91.0,95.0,92.0,94.0,93.0,96.0,,,,0.29,,0.3,-2.16,,-1.17,92.8,,80.8,0.316,0.592,0.244,,,,0.239,0.432,0.28600000000000003,69.0,98.0,89.0,,,,92.0,96.0,91.0,0.282,,0.128,0.68,,-1.01,86.3,92.6,,0.25,0.379,0.129,,,,0.273,0.432,0.2,,,,,,,,,,,,,,,,,,,,,
2023/05/01,7:10 PM.,TOR,BOS,home,Partly Cloudy.,59,621244,2B,4,1,2,0,0,1,2,1,0,1,1,.333,.333,.583,.916,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,96.0,103.0,99.0,,,,,,,0.204,,,0.72,,,94.3,,,0.254,0.456,0.276,,,,,,,90.0,104.0,101.0,116.0,104.0,110.0,92.0,104.0,99.0,0.315,0.296,0.185,0.61,0.31,-0.38,84.1,93.8,82.6,0.255,0.398,0.131,,,,0.245,0.409,0.33,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,
2023/04/30,1:36 PM.,CLE,BOS,home,Drizzle.,51,671106,2B,4,0,1,1,0,0,0,0,0,1,2,.300,.300,.450,.750,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,82.0,101.0,95.0,108.0,98.0,101.0,,,,0.451,,0.247,-0.12,,-0.74,91.4,,79.3,0.257,0.482,0.177,,,,0.3,0.3,0.368,60.0,104.0,105.0,,,,,,,,,0.213,,,1.49,82.7,,,,,,,,,0.191,0.223,0.33,110.0,97.0,98.0,0.089,-2.1,86.3,0.462,0.692,0.17,,,,,,,,,,,,
2023/04/29,4:12 PM.,CLE,BOS,home,Overcast.,49,668676,2B,5,2,1,1,0,0,1,0,0,1,5,.313,.313,.438,.751,668676,zachplesac,Plesac,Right,Zach Plesac,CLE,7.59,5.48,21.1,103.0,81.0,98.0,0.82,5.91,2.11,15.61,1.27,1.79,0.151,0.488,0.093,0.256,0.435,63.0,98.0,84.0,98.0,110.0,116.0,,,,0.397,,0.408,-3.51,,-1.04,91.0,,84.7,0.5,0.676,0.132,,,,0.275,0.431,0.247,71.0,101.0,86.0,126.0,83.0,92.0,,,,,0.041,0.154,,-3.19,-5.14,83.6,,78.8,,,,,,,0.385,0.846,0.136,,,,,,,,,,,,,,,,,,,,,
2023/04/28,7:11 PM.,CLE,BOS,home,Cloudy.,52,669456,2B,4,0,1,1,0,0,0,0,0,0,2,.364,.364,.455,.819,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,81.0,103.0,96.0,111.0,107.0,109.0,,,,0.352,,0.207,0.87,,0.84,91.3,,84.6,0.257,0.434,0.09300000000000001,,,,0.18,0.331,0.326,59.0,93.0,85.0,,,,,,,,,0.035,,,-4.04,87.2,,,,,,0.237,0.368,0.32299999999999995,0.5,0.571,0.083,95.0,94.0,93.0,0.269,0.43,86.5,0.316,0.465,0.293,155.0,104.0,109.0,0.137,-1.29,82.5,,,,,,
2023/04/26,1:05 PM.,BAL,BOS,away,Partly Cloudy.,61,669330,2B,2,0,0,0,0,0,0,0,0,1,2,.429,.429,.429,.858,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,84.0,102.0,99.0,88.0,108.0,103.0,,,,0.377,,0.164,0.59,,1.18,92.5,,84.0,0.2,0.467,0.266,,,,0.149,0.23,0.28,126.0,106.0,111.0,84.0,95.0,100.0,,,,,0.078,0.185,,0.41,0.43,85.4,,74.1,,,,0.217,0.348,0.184,0.196,0.382,0.32799999999999996,85.0,100.0,96.0,0.195,0.67,88.7,0.212,0.537,0.193,,,,,,,,,,,,
2023/04/25,6:35 PM.,BAL,BOS,away,Partly Cloudy.,59,680694,2B,1,0,1,0,0,0,0,0,0,0,0,.600,.600,.600,1.200,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,101.0,96.0,96.0,171.0,105.0,116.0,,,,0.224,,0.313,-1.0,,1.77,94.5,,88.1,0.366,0.602,0.15,,,,0.168,0.272,0.364,97.0,100.0,98.0,135.0,105.0,109.0,88.0,104.0,98.0,0.207,0.173,0.083,1.53,3.99,-0.36,90.8,95.0,84.8,0.23,0.367,0.15,0.142,0.165,0.35600000000000004,0.259,0.37,0.114,,,,,,,,,,,,,,,,,,,,,
2023/04/19,7:11 PM.,MIN,BOS,home,Cloudy.,46,657746,2B,4,0,2,0,0,0,0,0,0,1,2,.500,.500,.500,1.000,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.457,0.287,0.242,0.415,0.213,0.32,0.56,0.24100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
