date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023/08/10,1:10 PM.,TOR,CLE,home,Sunny.,75,666201,3B,4,1,2,2,0,0,2,0,0,0,0,.275,.293,.375,.668,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,,,,0.282,0.29,,0.3,,0.128,-2.16,,0.68,-1.17,,-1.01,92.8,,86.3,92.6,80.8,,0.316,0.592,0.244,,,,0.25,0.379,0.129,0.239,0.432,0.28600000000000003,,,,0.273,0.432,0.2,,,,,,,,,,,,,,,
2023/08/09,7:10 PM.,TOR,CLE,home,Partly Cloudy.,80,592332,SS,1,0,0,0,0,0,0,0,0,0,1,.250,.270,.306,.576,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.108,,,1.13,,,-0.97,,,94.7,,,,83.6,,0.243,0.409,0.172,,,,,,,0.348,0.565,0.353,,,,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005
2023/08/08,7:11 PM.,TOR,CLE,home,Clear.,78,579328,SS,3,0,1,1,0,0,0,0,0,1,1,.257,.278,.314,.592,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.193,0.097,0.05,,,1.11,0.24,-1.83,95.1,,88.7,,88.7,83.1,0.27,0.412,0.268,,,,,,,0.225,0.396,0.302,0.284,0.463,0.307,0.254,0.508,0.193,,,,,,,,,,,,,,,
2023/08/07,7:11 PM.,TOR,CLE,home,Cloudy.,70,547943,SS,4,1,2,0,0,0,0,0,0,1,3,.250,.273,.281,.554,547943,hyunjinryu,Ryu,Left,Hyun Jin Ryu,TOR,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.234,0.468,0.152,0.327,0.412,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,,,,92.0,107.0,97.0,0.095,0.317,0.189,,0.171,0.228,-0.51,1.27,3.34,,-1.45,-2.1,88.6,85.1,78.1,87.7,,68.9,0.265,0.633,0.11900000000000001,0.238,0.357,0.207,0.133,0.133,0.091,,,,0.286,0.429,0.35200000000000004,0.276,0.448,0.25,,,,,,,,,,,,,,,
2023/08/06,12:06 PM.,CWS,CLE,home,Partly Cloudy.,81,669947,3B,3,1,1,1,0,0,0,0,0,1,0,.214,.241,.250,.491,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,85.4,,85.4,74.0,0.266,0.462,0.14,,,,,,,0.354,0.472,0.23399999999999999,0.245,0.469,0.34299999999999997,0.111,0.111,0.154,,,,,,,,,,,,,,,
2023/08/05,7:10 PM.,CWS,CLE,home,Cloudy.,77,656629,3B,4,0,0,0,0,0,0,0,0,2,2,.200,.231,.200,.431,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,,,,0.614,,0.272,0.04,0.074,-0.71,,,-1.5,-0.94,0.15,95.2,,88.7,,84.8,80.6,0.244,0.462,0.264,,,,,,,0.258,0.516,0.27399999999999997,0.158,0.474,0.19399999999999998,0.133,0.3,0.33899999999999997,,,,,,,,,,,,,,,
2023/08/04,7:10 PM.,CWS,CLE,home,Clear.,78,605182,SS,4,0,1,0,0,0,0,0,0,2,0,.238,.273,.238,.511,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.082,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,86.1,93.1,79.4,76.0,0.283,0.494,0.174,0.256,0.395,0.264,0.2,0.2,0.2,0.203,0.366,0.306,0.167,0.167,0.2,0.175,0.206,0.293,,,,,,,,,,,,,,,
2023/08/02,1:10 PM.,HOU,CLE,away,Roof Closed.,73,669854,3B,3,1,1,0,0,0,0,0,1,1,2,.235,.278,.235,.513,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,4.5,5.13,52.0,96.0,98.0,99.0,0.693,9.0,4.85,8.48,2.08,0.75,0.174,0.521,0.125,0.347,0.392,94.0,102.0,104.0,109.0,83.0,85.0,104.0,92.0,95.0,,,,93.0,99.0,101.0,,,,,0.402,,0.486,0.022,0.09,-2.87,,,1.85,-0.98,0.46,94.5,,85.5,,88.0,80.0,0.343,0.714,0.185,,,,,,,0.189,0.321,0.426,,,,0.263,0.316,0.37,,,,,,,,,,,,,,,
2023/06/02,7:11 PM.,MIN,CLE,away,Partly Cloudy.,83,641927,SS,4,0,1,0,0,0,0,0,0,1,0,.214,.214,.214,.428,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,,,,83.0,99.0,96.0,,,,,0.457,,0.196,0.067,0.28,0.75,,,-0.7,1.44,1.08,91.3,,83.7,,81.0,77.5,0.232,0.425,0.27699999999999997,,,,,,,0.255,0.48,0.32899999999999996,0.194,0.306,0.161,0.226,0.35,0.298,,,,,,,,,,,,,,,
2023/05/18,1:10 PM.,CWS,CLE,away,Partly Cloudy.,62,656302,3B,4,0,1,0,0,0,1,0,0,0,1,.200,.200,.200,.400,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,120.0,101.0,108.0,,,,,0.432,,0.386,,0.03,-0.15,,,0.4,,1.0,95.6,,74.6,,86.3,,0.273,0.436,0.205,,,,,,,0.216,0.339,0.433,0.298,0.538,0.249,0.111,0.111,0.5379999999999999,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,
2023/05/17,7:10 PM.,CWS,CLE,away,Partly Cloudy.,50,605182,SS,4,0,0,0,0,0,0,0,0,0,2,.167,.167,.167,.334,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.082,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,86.1,93.1,79.4,76.0,0.283,0.494,0.174,0.256,0.395,0.264,0.2,0.2,0.2,0.203,0.366,0.306,0.167,0.167,0.2,0.175,0.206,0.293,,,,,,,,,,,,,,,
2023/05/16,7:11 PM.,CWS,CLE,away,Partly Cloudy.,61,458681,3B,2,0,1,0,0,0,0,0,0,0,2,.500,.500,.500,1.000,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.437,0.23,0.063,0.074,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,84.9,91.4,83.0,80.8,0.255,0.52,0.316,0.273,0.512,0.267,0.239,0.394,0.177,0.286,0.446,0.308,0.208,0.453,0.354,0.302,0.372,0.29600000000000004,,,,,,,,,,,,,,,
