date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2023/09/15,7:15 PM.,STL,PHI,away,Clear.,73,668868,LF,1,0,0,0,0,0,0,0,0,0,0,.283,.373,.458,.831,668868,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,4.48,4.58,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.117,0.378,0.428,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,,,,,0.537,0.271,0.021,-0.44,,0.67,-2.61,93.6,86.1,,75.5,,,,,,,0.25,1.0,0.125,0.327,0.476,0.20600000000000002,,,,0.17,0.82,85.7,0.205,0.462,0.33,,,,,,,,,,,,,,,,,,,0.185,0.246,0.22899999999999998,,,,0.002,-21.02,62.4,,,,,,
2023/09/13,6:43 PM.,ATL,PHI,home,Partly Cloudy.,81,675911,LF,4,0,1,0,0,0,0,0,0,3,2,.284,.374,.459,.833,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,87.0,,,,,,,,,0.122,0.184,0.444,0.256,0.431,0.287,104.0,103.0,107.0,0.338,1.67,85.6,0.154,0.269,0.5529999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/12,6:42 PM.,ATL,PHI,home,Partly Cloudy.,83,608331,LF,2,0,0,0,0,0,0,0,0,2,1,.284,.375,.462,.837,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,0.117,0.332,0.231,0.165,0.71,-0.71,2.64,1.75,94.0,86.2,93.5,74.2,0.302,0.395,0.23199999999999998,,,,0.232,0.286,0.377,0.291,0.418,0.177,105.0,98.0,105.0,0.11,-0.19,83.6,0.4,0.9,0.275,,,,,,,0.044,,1.44,,87.5,,,,,0.091,0.364,0.19,0.109,0.109,0.391,,,,,,,,,,,,
2023/09/11,6:43 PM.,ATL,PHI,home,Cloudy.,76,657140,LF,4,1,1,0,0,1,1,0,0,2,5,.286,.377,.464,.841,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,81.0,95.0,89.0,0.296,0.155,,0.063,-1.42,-5.6,,0.41,93.3,88.3,92.7,,0.568,0.676,0.079,,,,0.0,0.0,0.091,0.3,0.5,0.23800000000000002,58.0,67.0,74.0,0.014,-16.59,87.1,,,,,,,,,,,,,,,,,,,,,,0.162,0.382,0.314,120.0,98.0,103.0,0.473,0.97,84.0,,,,,,
2023/09/11,1:08 PM.,ATL,PHI,home,Sunny.,78,450203,CF,3,0,0,0,0,0,0,0,0,3,0,.286,.378,.458,.836,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,0.068,0.317,0.432,0.103,-1.26,-4.03,1.79,0.86,94.9,86.0,94.2,82.3,0.474,0.711,0.071,,,,0.25,0.339,0.336,0.292,0.482,0.225,,,,,,,,,,89.0,92.0,87.0,,,,0.08,,0.25,,89.1,,,,,0.296,0.407,0.3,0.177,0.258,0.42,,,,,,,,,,,,
2023/09/10,1:09 PM.,MIA,PHI,home,Partly Cloudy.,74,595345,CF,2,0,0,0,0,0,0,1,1,2,1,.289,.381,.462,.843,595345,stevenokert,Okert,Left,Steven Okert,MIA,4.45,3.87,58.2,95.0,113.0,99.0,0.72,11.2,3.68,7.67,1.38,0.45,0.311,0.358,0.176,0.318,0.424,,,,,,,92.0,94.0,88.0,,,,0.001,0.386,,,-1.92,-2.69,,,93.8,,94.2,,,,,,,,,,,0.289,0.518,0.23199999999999998,127.0,96.0,105.0,0.613,1.38,81.9,0.194,0.373,0.34299999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/09,6:22 PM.,MIA,PHI,home,Partly Cloudy.,73,456501,LF,4,1,2,1,0,0,3,0,0,1,0,.290,.381,.465,.846,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,0.196,0.346,0.004,0.192,-0.03,2.47,-3.06,-3.11,92.2,84.1,92.2,76.0,0.244,0.4,0.035,,,,0.286,0.595,0.278,0.242,0.53,0.245,88.0,95.0,96.0,0.234,-1.92,86.1,0.27,0.73,0.154,69.0,90.0,66.0,,,,0.028,,0.08,,88.1,,,,,0.222,0.333,0.1,,,,,,,,,,,,,,,
2023/09/08,7:08 PM.,MIA,PHI,home,Cloudy.,80,691587,LF,3,0,0,0,0,0,0,0,0,2,2,.288,.380,.462,.842,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,,0.454,0.14,0.098,-0.47,,1.89,0.99,97.5,89.7,,81.2,,,,,,,0.045,0.045,0.462,0.289,0.585,0.187,101.0,102.0,107.0,0.308,0.99,86.4,0.183,0.365,0.47700000000000004,,,,,,,,,,,,,,,,,,,0.098,0.171,0.5429999999999999,,,,,,,,,,,,
2023/09/06,1:11 PM.,SD,PHI,away,Sunny.,74,608379,LF,5,1,1,0,0,0,0,0,0,3,9,.290,.383,.466,.849,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,0.133,0.288,0.11,0.345,1.23,-0.36,1.04,1.06,92.0,81.6,91.9,74.0,0.25,0.45,0.111,,,,0.207,0.346,0.359,0.188,0.323,0.16699999999999998,,,,,,,,,,96.0,100.0,96.0,,,,0.124,,-2.13,,86.9,,,,,0.364,0.582,0.165,0.172,0.31,0.27,,,,,,,,,,,,
2023/09/05,6:40 PM.,SD,PHI,away,Cloudy.,71,658648,RF,3,0,1,0,0,0,0,0,1,1,1,.292,.385,.469,.854,658648,pedroavila,Avila,Right,Pedro Avila,SDP,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.206,0.434,0.147,0.301,0.41,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,91.0,96.0,89.0,0.207,0.327,0.203,0.256,-0.67,0.13,-0.11,2.16,94.0,83.8,93.3,77.4,0.356,0.422,0.122,,,,0.148,0.246,0.434,0.235,0.412,0.19,,,,0.007,1.31,80.7,,,,,,,,,,,,,,,,,,,,,,0.207,0.276,0.40299999999999997,,,,,,,,,,,,
2023/09/03,12:05 PM.,MIL,PHI,away,Sunny.,89,489119,LF,1,0,1,1,0,0,0,0,0,0,0,.291,.384,.471,.855,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,0.046,0.195,0.022,0.246,0.46,-2.53,2.01,0.6,90.4,83.7,90.7,75.8,0.333,0.375,0.125,,,,0.219,0.281,0.239,0.198,0.453,0.134,113.0,108.0,103.0,0.049,0.62,79.1,0.192,0.308,0.349,101.0,103.0,101.0,,,,0.443,,1.07,,87.1,,,,,0.232,0.446,0.172,,,,,,,,,,,,,,,
2023/09/02,6:16 PM.,MIL,PHI,away,Cloudy.,85,607067,CF,2,0,0,0,0,0,0,0,2,0,0,.289,.382,.466,.848,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,0.299,0.193,0.079,,2.43,0.31,-0.94,,93.2,,92.6,78.8,0.253,0.42,0.136,,,,,,,0.135,0.27,0.264,97.0,109.0,109.0,0.109,-0.31,83.1,0.226,0.377,0.36200000000000004,87.0,99.0,95.0,62.0,96.0,91.0,0.265,0.056,-0.01,-5.76,86.7,86.0,0.44,0.84,0.184,0.245,0.519,0.293,0.242,0.455,0.231,,,,,,,,,,,,
2023/09/01,7:10 PM.,MIL,PHI,away,Clear.,77,642547,CF,3,1,1,0,0,0,1,0,0,1,0,.291,.381,.469,.850,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,,,,,0.512,0.124,0.146,0.89,,0.2,0.15,94.4,88.6,,76.9,,,,,,,0.224,0.388,0.312,0.213,0.387,0.292,115.0,99.0,104.0,0.218,0.36,82.4,0.203,0.392,0.46,,,,,,,,,,,,,,,,,,,0.214,0.381,0.33799999999999997,,,,,,,,,,,,
2023/08/30,1:09 PM.,LAA,PHI,home,Partly Cloudy.,83,672282,RF,1,1,0,0,0,0,0,0,4,0,0,.290,.381,.470,.851,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,,0.432,0.194,0.054,-0.38,,0.14,-2.03,94.3,84.8,,74.7,,,,,,,0.242,0.424,0.24600000000000002,0.291,0.505,0.212,124.0,100.0,102.0,0.319,0.91,88.7,0.0,0.0,0.267,,,,,,,,,,,,,,,,,,,0.191,0.326,0.28600000000000003,,,,,,,,,,,,
2023/08/29,6:42 PM.,LAA,PHI,home,Cloudy.,78,542881,LF,0,0,0,0,0,0,0,0,0,0,0,.291,.376,.471,.847,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,0.055,0.374,0.002,0.338,-1.25,-3.61,-0.33,0.08,90.1,80.0,88.5,72.9,0.36,0.68,0.102,,,,0.238,0.381,0.39799999999999996,0.301,0.566,0.193,105.0,76.0,95.0,0.007,-1.06,78.1,0.2,0.2,0.33299999999999996,104.0,103.0,98.0,,,,0.224,0.001,0.48,-4.72,85.1,90.1,,,,0.239,0.366,0.268,,,,,,,,,,,,,,,
2023/08/28,6:43 PM.,LAA,PHI,home,Partly Cloudy.,77,608337,LF,4,0,2,0,0,0,1,1,0,0,2,.291,.376,.471,.847,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,,0.419,0.015,0.283,-0.85,,-3.72,-0.2,93.1,80.9,,77.9,,,,,,,0.209,0.442,0.35200000000000004,0.262,0.546,0.2,107.0,105.0,104.0,0.282,-0.25,84.0,0.236,0.438,0.345,,,,,,,,,,,,,,,,,,,0.5,0.5,0.2,,,,,,,,,,,,
2023/08/26,7:15 PM.,STL,PHI,home,Partly Cloudy.,85,641712,LF,4,2,2,0,0,1,3,0,0,0,1,.289,.375,.471,.846,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,0.377,0.222,0.055,0.024,0.43,0.04,-0.31,-4.54,91.1,84.4,91.6,81.4,0.308,0.526,0.07200000000000001,,,,0.2,0.4,0.0,0.281,0.328,0.129,120.0,95.0,100.0,0.321,-0.76,85.1,0.258,0.43,0.39299999999999996,,,,,,,,,,,,,,,,,,,0.25,0.25,0.306,,,,,,,,,,,,
2023/08/25,7:08 PM.,STL,PHI,home,Partly Cloudy.,85,571945,LF,4,1,2,1,0,0,0,0,0,0,0,.286,.373,.462,.835,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,0.243,0.26,0.198,0.054,-0.19,-1.61,-0.92,2.68,93.3,84.4,92.7,75.9,0.34,0.54,0.085,,,,0.182,0.382,0.085,0.29,0.495,0.18899999999999997,108.0,107.0,108.0,0.243,0.62,86.4,0.245,0.375,0.22399999999999998,,,,,,,,,,,,,,,,,,,0.261,0.387,0.198,,,,0.002,-0.89,68.1,,,,,,
2023/08/23,4:08 PM.,SF,PHI,home,Partly Cloudy.,82,502171,RF,3,0,1,0,0,0,0,0,2,1,1,.283,.372,.458,.830,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,0.397,0.003,,,-3.47,0.33,,,95.8,,94.5,,0.28,0.435,0.129,,,,,,,,,,113.0,111.0,115.0,0.051,-1.31,86.2,0.333,0.542,0.306,,,,78.0,103.0,103.0,,0.388,,0.2,,89.5,0.239,0.386,0.24600000000000002,,,,0.379,0.638,0.32,115.0,95.0,103.0,0.162,-1.38,83.6,,,,,,
2023/08/22,6:43 PM.,SF,PHI,home,Clear.,79,690986,CF,1,1,1,0,0,0,0,1,0,0,0,.283,.369,.459,.828,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.15,4.55,34.2,99.0,95.0,98.0,0.796,9.09,2.86,7.53,2.08,0.5,0.351,0.361,0.155,0.32,0.427,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,,,,,0.607,0.265,0.111,0.66,,-2.28,-0.87,93.6,86.6,,82.2,,,,0.273,0.606,0.242,0.25,0.45,0.19,0.182,0.39,0.248,86.0,99.0,105.0,0.017,-4.23,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/20,7:12 PM.,WSH,PHI,away,Clear.,79,592866,CF,4,1,1,0,0,0,1,0,0,1,1,.281,.365,.457,.822,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,0.146,0.433,0.069,0.171,-0.77,-0.45,-1.93,-2.25,89.7,83.3,88.2,76.7,0.325,0.458,0.188,,,,0.315,0.483,0.19899999999999998,0.283,0.563,0.16699999999999998,94.0,114.0,103.0,0.182,-1.7,80.9,0.313,0.5,0.281,,,,,,,,,,,,,,,,,,,0.314,0.629,0.2,,,,,,,,,,,,
2023/08/05,6:08 PM.,KC,PHI,home,Cloudy.,86,679525,CF,2,0,1,0,0,0,0,0,0,0,0,.281,.367,.460,.827,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.178,0.428,0.096,0.356,0.386,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,0.072,0.373,0.149,0.149,-0.89,1.98,-0.87,-3.65,94.2,87.0,94.1,81.1,0.29,0.452,0.061,,,,0.346,0.654,0.268,0.256,0.523,0.258,106.0,91.0,99.0,0.258,-1.26,86.1,0.233,0.533,0.365,,,,,,,,,,,,,,,,,,,0.263,0.474,0.304,,,,,,,,,,,,
