date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2023/04/21,7:07 PM.,COL,PHI,home,Clear.,73,663562,LF,0,0,0,0,0,0,0,0,0,0,0,.235,.235,.353,.588,663562,noahdavis,Davis,Right,Noah Davis,COL,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.459,110.0,77.0,95.0,63.0,89.0,80.0,103.0,99.0,102.0,95.0,102.0,95.0,,,,0.017,0.17,,0.143,0.075,1.13,0.75,,0.59,-2.62,91.0,88.3,,83.8,78.4,0.333,0.333,0.33299999999999996,,,,0.143,0.357,0.32,0.267,0.267,0.20800000000000002,0.143,0.357,0.22899999999999998,82.0,81.0,79.0,75.0,97.0,86.0,0.504,0.092,-2.48,-7.33,84.7,93.5,0.4,0.6,0.115,0.533,0.867,0.292,,,,,,,,,
2023/04/18,6:40 PM.,CWS,PHI,away,Clear.,54,608337,LF,2,0,0,0,0,0,0,0,0,1,1,.235,.235,.353,.588,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,,,,,,,0.419,,,0.282,0.015,-0.85,,,-0.25,-3.72,93.1,,,84.0,77.9,0.262,0.546,0.2,,,,,,,0.5,0.5,0.2,0.236,0.438,0.345,99.0,100.0,107.0,,,,,0.283,,-0.2,80.9,,,,,0.209,0.442,0.35200000000000004,,,,,,,,,
2023/04/18,3:10 PM.,CWS,PHI,away,Sunny.,53,458681,LF,0,0,0,0,0,0,0,0,0,0,0,.267,.267,.400,.667,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,109.0,97.0,106.0,92.0,105.0,104.0,97.0,98.0,106.0,104.0,105.0,99.0,,,,0.437,0.23,,0.063,0.074,-0.4,-0.35,,-3.65,-2.24,92.4,88.7,,83.0,80.8,0.255,0.52,0.316,,,,0.273,0.512,0.267,0.208,0.453,0.354,0.286,0.446,0.308,56.0,95.0,90.0,93.0,95.0,87.0,0.126,0.07,1.21,-1.23,84.9,91.4,0.239,0.394,0.177,0.302,0.372,0.29600000000000004,,,,,,,,,
2023/04/16,2:24 PM.,CIN,PHI,away,Partly Cloudy.,57,570666,LF,0,0,0,0,0,0,0,0,0,0,0,.267,.267,.400,.667,570666,luiscessa,Cessa,Right,Luis Cessa,CIN,9.0,9.18,26.0,102.0,84.0,98.0,0.876,3.81,4.15,15.92,1.04,1.52,0.213,0.398,0.167,0.333,0.432,,,,50.0,97.0,77.0,102.0,103.0,104.0,,,,,,,0.235,,,0.376,,-1.2,,,-2.29,,91.9,,,81.2,,0.355,0.581,0.053,,,,,,,,,,0.389,0.5,0.125,88.0,105.0,110.0,87.0,105.0,96.0,0.166,0.222,-7.56,-1.48,86.3,92.0,0.522,0.957,0.136,0.346,0.462,0.259,,,,,,,,,
2023/04/15,4:11 PM.,CIN,PHI,away,Partly Cloudy.,79,668933,LF,0,0,0,0,0,0,0,0,0,0,0,.267,.267,.400,.667,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,166.0,102.0,114.0,116.0,98.0,100.0,,,,,0.529,,0.373,,,0.15,,-0.37,,,95.8,,88.3,,,,,,,,0.292,0.436,0.171,,,,0.221,0.461,0.32899999999999996,,,,57.0,90.0,82.0,0.097,0.0,-1.17,-25.75,90.4,96.5,0.286,0.429,0.1,,,,,,,,,,,,
2023/04/13,6:41 PM.,CIN,PHI,away,Clear.,82,666157,CF,3,0,1,0,0,0,0,0,0,1,1,.267,.267,.400,.667,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.137,0.314,0.412,97.0,94.0,97.0,103.0,106.0,100.0,,,,,,,,,,0.464,,,,0.358,-0.45,,,,-2.74,93.2,,,,79.6,0.297,0.578,0.19,,,,,,,0.286,0.536,0.45,,,,78.0,99.0,88.0,92.0,102.0,101.0,0.053,0.125,-7.52,-4.06,87.3,93.4,0.7,1.0,0.0,0.471,0.706,0.326,,,,,,,,,
2023/04/12,4:07 PM.,MIA,PHI,home,Sunny.,84,665795,LF,1,0,0,0,0,0,0,0,0,0,1,.250,.250,.417,.667,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,109.0,102.0,103.0,106.0,95.0,92.0,115.0,98.0,104.0,,,,,,,0.279,,,0.081,0.234,0.19,,,-0.71,-0.37,96.2,,,88.2,84.6,0.211,0.366,0.191,,,,,,,0.24,0.38,0.38,0.222,0.444,0.306,91.0,98.0,99.0,109.0,86.0,82.0,0.093,0.314,-0.3,1.29,92.9,96.1,0.28,0.44,0.233,0.186,0.3,0.363,,,,,,,,,
2023/04/11,6:43 PM.,MIA,PHI,home,Partly Cloudy.,70,666200,CF,2,0,1,1,0,0,0,0,0,0,1,.273,.273,.455,.728,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,,,,106.0,103.0,100.0,111.0,97.0,105.0,68.0,87.0,76.0,,,,0.457,0.004,,0.289,,0.93,0.74,,-0.26,,96.7,91.4,,85.1,,0.232,0.384,0.19399999999999998,,,,,,,,,,0.233,0.389,0.518,93.0,99.0,100.0,82.0,100.0,97.0,0.04,0.21,-0.81,-0.09,88.3,96.5,0.314,0.686,0.102,0.248,0.429,0.361,,,,,,,,,
2023/04/10,6:42 PM.,MIA,PHI,home,Clear.,64,645261,LF,1,0,1,0,0,0,1,0,0,0,0,.222,.222,.333,.555,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,134.0,99.0,105.0,111.0,111.0,107.0,116.0,103.0,110.0,,,,,,,0.213,,,0.201,0.022,-0.27,,,0.72,-0.52,98.0,,,89.9,86.1,0.253,0.448,0.267,,,,,,,0.308,0.308,0.182,0.227,0.364,0.35200000000000004,108.0,104.0,107.0,115.0,106.0,108.0,0.29,0.273,1.72,-0.43,91.1,97.6,0.237,0.366,0.124,0.282,0.401,0.299,,,,,,,,,
2023/04/08,4:07 PM.,CIN,PHI,home,Cloudy.,53,666157,CF,2,0,1,1,0,0,0,0,0,1,1,.125,.125,.250,.375,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.137,0.314,0.412,97.0,94.0,97.0,103.0,106.0,100.0,,,,,,,,,,0.464,,,,0.358,-0.45,,,,-2.74,93.2,,,,79.6,0.297,0.578,0.19,,,,,,,0.286,0.536,0.45,,,,78.0,99.0,88.0,92.0,102.0,101.0,0.053,0.125,-7.52,-4.06,87.3,93.4,0.7,1.0,0.0,0.471,0.706,0.326,,,,,,,,,
2023/04/07,3:06 PM.,CIN,PHI,home,Partly Cloudy.,57,668881,LF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,,,,127.0,103.0,105.0,126.0,104.0,112.0,,,,,,,0.544,,,0.404,,-0.95,,,0.16,,98.3,,,87.3,,0.265,0.518,0.252,,,,,,,,,,0.229,0.416,0.392,69.0,88.0,90.0,,,,,0.053,,-2.39,91.1,,,,,0.304,0.478,0.242,,,,,,,,,
2023/04/05,1:08 PM.,NYY,PHI,away,Drizzle.,48,543037,CF,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,,,,125.0,104.0,108.0,136.0,105.0,114.0,107.0,103.0,102.0,,,,0.53,0.07,,0.208,,1.66,0.61,,1.69,,96.7,92.7,,89.1,,0.201,0.332,0.228,,,,0.262,0.377,0.311,0.215,0.269,0.244,0.186,0.251,0.327,72.0,100.0,96.0,,,,,0.071,,-0.54,89.1,,,,,0.235,0.51,0.28600000000000003,114.0,103.0,113.0,0.121,0.94,82.9,,,
2023/04/02,6:08 PM.,TEX,PHI,away,Roof Closed.,72,527048,CF,3,0,0,0,0,0,0,0,0,1,6,.000,.000,.000,.000,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,78.0,101.0,100.0,75.0,102.0,99.0,88.0,94.0,96.0,79.0,99.0,88.0,,,,0.04,0.221,,0.01,0.037,3.25,-2.02,,2.0,3.35,91.8,89.2,,83.4,79.1,0.167,0.222,0.146,,,,0.342,0.64,0.11699999999999999,0.063,0.063,0.353,0.0,0.0,0.2,71.0,110.0,99.0,73.0,102.0,95.0,0.428,0.265,0.44,-0.75,84.1,91.6,0.244,0.394,0.09699999999999999,0.316,0.447,0.278,,,,,,,,,
2023/04/01,3:07 PM.,TEX,PHI,away,Sunny.,71,543135,PH,1,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.372,0.176,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.423,0.183,0.196,0.314,0.355,0.238,0.417,0.198,0.2,0.22,0.41700000000000004,0.303,0.606,0.13699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
