date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2023/09/18,7:19 PM.,ATL,PHI,away,Partly Cloudy.,73,657140,1B,4,1,1,0,0,1,1,0,1,1,2,.290,.395,.485,.880,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,,,,0.155,,,0.063,-1.42,,,0.41,93.3,,88.3,,0.3,0.5,0.23800000000000002,,,,0.0,0.0,0.091,,,,81.0,95.0,89.0,58.0,67.0,74.0,0.296,0.014,-5.6,-16.59,92.7,87.1,0.568,0.676,0.079,,,,0.162,0.382,0.314,,,,,,,,,,120.0,98.0,103.0,0.473,0.97,84.0,,,
2023/09/17,1:16 PM.,STL,PHI,away,Cloudy.,74,641712,DH,3,1,1,1,0,0,0,0,2,1,2,.291,.395,.480,.875,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,,,,0.222,,0.055,0.024,0.43,,-0.31,-4.54,91.1,,84.4,81.4,0.281,0.328,0.129,,,,0.2,0.4,0.0,,,,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.321,0.04,-0.76,91.6,85.1,0.308,0.526,0.07200000000000001,0.258,0.43,0.39299999999999996,0.25,0.25,0.306,,,,,,,,,,,,,,,,,,
2023/09/16,6:16 PM.,STL,PHI,away,Cloudy.,75,571945,1B,4,0,0,0,0,0,0,0,0,1,1,.290,.393,.479,.872,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,,,,0.26,,0.198,0.054,-0.19,,-0.92,2.68,93.3,,84.4,75.9,0.29,0.495,0.18899999999999997,,,,0.182,0.382,0.085,,,,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,-1.61,0.62,92.7,86.4,0.34,0.54,0.085,0.245,0.375,0.22399999999999998,0.261,0.387,0.198,,,,,,,,,,,,,0.002,-0.89,68.1,,,
2023/09/15,7:15 PM.,STL,PHI,away,Clear.,73,668868,1B,2,1,0,0,0,0,1,0,0,1,1,.293,.396,.483,.879,668868,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,4.48,4.58,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.117,0.378,0.428,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,,,,0.537,,0.271,0.021,-0.44,,0.67,-2.61,93.6,,86.1,75.5,0.327,0.476,0.20600000000000002,,,,0.25,1.0,0.125,,,,,,,,,,,0.17,,0.82,,85.7,,,,0.205,0.462,0.33,0.185,0.246,0.22899999999999998,,,,,,,,,,,,,0.002,-21.02,62.4,,,
2023/09/13,6:43 PM.,ATL,PHI,home,Partly Cloudy.,81,675911,1B,3,0,0,0,0,0,0,0,1,1,0,.295,.398,.486,.884,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,0.589,,,0.073,0.4,,,0.97,97.2,,87.0,,0.256,0.431,0.287,,,,0.122,0.184,0.444,,,,,,,104.0,103.0,107.0,,0.338,,1.67,,85.6,,,,0.154,0.269,0.5529999999999999,,,,,,,,,,,,,,,,,,,,,
2023/09/12,6:42 PM.,ATL,PHI,home,Partly Cloudy.,83,608331,1B,3,1,2,0,0,1,1,0,2,0,0,.297,.399,.489,.888,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,,,,0.332,0.044,0.231,0.165,0.71,1.44,2.64,1.75,94.0,87.5,86.2,74.2,0.291,0.418,0.177,,,,0.232,0.286,0.377,0.091,0.364,0.19,79.0,98.0,88.0,105.0,98.0,105.0,0.117,0.11,-0.71,-0.19,93.5,83.6,0.302,0.395,0.23199999999999998,0.4,0.9,0.275,0.109,0.109,0.391,,,,,,,,,,,,,,,,,,
2023/09/11,1:08 PM.,ATL,PHI,home,Sunny.,78,450203,1B,3,3,2,0,0,1,2,0,2,0,0,.296,.396,.484,.880,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,89.0,92.0,87.0,0.317,0.08,0.432,0.103,-1.26,0.25,1.79,0.86,94.9,89.1,86.0,82.3,0.292,0.482,0.225,,,,0.25,0.339,0.336,0.296,0.407,0.3,81.0,89.0,83.0,,,,0.068,,-4.03,,94.2,,0.474,0.711,0.071,,,,0.177,0.258,0.42,,,,,,,,,,,,,,,,,,
2023/09/11,6:43 PM.,ATL,PHI,home,Cloudy.,76,657140,DH,3,1,0,0,0,0,0,0,1,2,2,.294,.395,.480,.875,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,,,,0.155,,,0.063,-1.42,,,0.41,93.3,,88.3,,0.3,0.5,0.23800000000000002,,,,0.0,0.0,0.091,,,,81.0,95.0,89.0,58.0,67.0,74.0,0.296,0.014,-5.6,-16.59,92.7,87.1,0.568,0.676,0.079,,,,0.162,0.382,0.314,,,,,,,,,,120.0,98.0,103.0,0.473,0.97,84.0,,,
2023/09/10,1:09 PM.,MIA,PHI,home,Partly Cloudy.,74,595345,DH,3,0,1,0,0,0,0,1,2,0,0,.294,.392,.475,.867,595345,stevenokert,Okert,Left,Steven Okert,MIA,4.45,3.87,58.2,95.0,113.0,99.0,0.72,11.2,3.68,7.67,1.38,0.45,0.311,0.358,0.176,0.318,0.424,,,,,,,92.0,94.0,88.0,,,,0.386,,,,-1.92,,,,93.8,,,,0.289,0.518,0.23199999999999998,,,,,,,,,,,,,127.0,96.0,105.0,0.001,0.613,-2.69,1.38,94.2,81.9,,,,0.194,0.373,0.34299999999999997,,,,,,,,,,,,,,,,,,,,,
2023/09/09,6:22 PM.,MIA,PHI,home,Partly Cloudy.,73,456501,1B,4,1,1,0,0,0,0,0,0,1,1,.293,.390,.476,.866,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,69.0,90.0,66.0,0.346,0.028,0.004,0.192,-0.03,0.08,-3.06,-3.11,92.2,88.1,84.1,76.0,0.242,0.53,0.245,,,,0.286,0.595,0.278,0.222,0.333,0.1,89.0,103.0,100.0,88.0,95.0,96.0,0.196,0.234,2.47,-1.92,92.2,86.1,0.244,0.4,0.035,0.27,0.73,0.154,,,,,,,,,,,,,,,,,,,,,
2023/09/08,7:08 PM.,MIA,PHI,home,Cloudy.,80,691587,1B,2,0,1,0,0,0,1,1,2,0,0,.294,.391,.478,.869,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,0.454,,0.14,0.098,-0.47,,1.89,0.99,97.5,,89.7,81.2,0.289,0.585,0.187,,,,0.045,0.045,0.462,,,,,,,101.0,102.0,107.0,,0.308,,0.99,,86.4,,,,0.183,0.365,0.47700000000000004,0.098,0.171,0.5429999999999999,,,,,,,,,,,,,,,,,,
2023/09/06,1:11 PM.,SD,PHI,away,Sunny.,74,608379,1B,4,0,1,1,0,0,2,0,1,1,0,.293,.388,.478,.866,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,96.0,100.0,96.0,0.288,0.124,0.11,0.345,1.23,-2.13,1.04,1.06,92.0,86.9,81.6,74.0,0.188,0.323,0.16699999999999998,,,,0.207,0.346,0.359,0.364,0.582,0.165,84.0,103.0,103.0,,,,0.133,,-0.36,,91.9,,0.25,0.45,0.111,,,,0.172,0.31,0.27,,,,,,,,,,,,,,,,,,
2023/09/05,6:40 PM.,SD,PHI,away,Cloudy.,71,658648,1B,3,0,0,0,0,0,0,0,1,1,0,.293,.388,.478,.866,658648,pedroavila,Avila,Right,Pedro Avila,SDP,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.206,0.434,0.147,0.301,0.41,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,,,,0.327,,0.203,0.256,-0.67,,-0.11,2.16,94.0,,83.8,77.4,0.235,0.412,0.19,,,,0.148,0.246,0.434,,,,91.0,96.0,89.0,,,,0.207,0.007,0.13,1.31,93.3,80.7,0.356,0.422,0.122,,,,0.207,0.276,0.40299999999999997,,,,,,,,,,,,,,,,,,
2023/09/04,3:40 PM.,SD,PHI,away,Partly Cloudy.,74,448179,DH,4,1,0,0,0,0,0,0,1,2,4,.295,.389,.482,.871,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,85.0,97.0,93.0,0.342,0.147,0.354,0.023,-0.32,-1.27,-1.16,-0.06,88.4,83.3,83.0,72.0,0.249,0.454,0.218,,,,0.263,0.421,0.037000000000000005,0.39,0.701,0.19899999999999998,98.0,101.0,98.0,90.0,92.0,97.0,0.04,0.088,2.5,-2.52,86.1,71.1,0.105,0.105,0.226,0.5,0.929,0.125,0.283,0.47,0.174,,,,,,,,,,,,,0.008,-3.65,67.1,,,
2023/09/03,12:05 PM.,MIL,PHI,away,Sunny.,89,489119,DH,4,0,0,0,0,0,0,0,0,0,2,.298,.391,.487,.878,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,101.0,103.0,101.0,0.195,0.443,0.022,0.246,0.46,1.07,2.01,0.6,90.4,87.1,83.7,75.8,0.198,0.453,0.134,,,,0.219,0.281,0.239,0.232,0.446,0.172,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.049,-2.53,0.62,90.7,79.1,0.333,0.375,0.125,0.192,0.308,0.349,,,,,,,,,,,,,,,,,,,,,
2023/09/02,6:16 PM.,MIL,PHI,away,Cloudy.,85,607067,DH,4,0,0,0,0,0,0,0,0,1,2,.302,.395,.492,.887,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,87.0,99.0,95.0,0.193,0.265,0.079,,2.43,-0.01,-0.94,,93.2,86.7,,78.8,0.135,0.27,0.264,,,,,,,0.245,0.519,0.293,96.0,105.0,99.0,97.0,109.0,109.0,0.299,0.109,0.31,-0.31,92.6,83.1,0.253,0.42,0.136,0.226,0.377,0.36200000000000004,0.242,0.455,0.231,62.0,96.0,91.0,0.056,-5.76,86.0,0.44,0.84,0.184,,,,,,,,,
2023/09/01,7:10 PM.,MIL,PHI,away,Clear.,77,642547,1B,4,0,0,0,0,0,0,0,0,2,0,.305,.398,.497,.895,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,,,,0.512,,0.124,0.146,0.89,,0.2,0.15,94.4,,88.6,76.9,0.213,0.387,0.292,,,,0.224,0.388,0.312,,,,,,,115.0,99.0,104.0,,0.218,,0.36,,82.4,,,,0.203,0.392,0.46,0.214,0.381,0.33799999999999997,,,,,,,,,,,,,,,,,,
2023/08/30,1:09 PM.,LAA,PHI,home,Partly Cloudy.,83,672282,1B,4,1,1,0,0,1,2,0,1,1,2,.308,.402,.503,.905,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,0.432,,0.194,0.054,-0.38,,0.14,-2.03,94.3,,84.8,74.7,0.291,0.505,0.212,,,,0.242,0.424,0.24600000000000002,,,,,,,124.0,100.0,102.0,,0.319,,0.91,,88.7,,,,0.0,0.0,0.267,0.191,0.326,0.28600000000000003,,,,,,,,,,,,,,,,,,
2023/08/29,6:42 PM.,LAA,PHI,home,Cloudy.,78,542881,DH,4,2,2,1,0,1,1,0,1,0,0,.309,.402,.497,.899,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,104.0,103.0,98.0,0.374,0.224,0.002,0.338,-1.25,0.48,-0.33,0.08,90.1,85.1,80.0,72.9,0.301,0.566,0.193,,,,0.238,0.381,0.39799999999999996,0.239,0.366,0.268,92.0,93.0,81.0,105.0,76.0,95.0,0.055,0.007,-3.61,-1.06,88.5,78.1,0.36,0.68,0.102,0.2,0.2,0.33299999999999996,,,,,,,0.001,-4.72,90.1,,,,,,,,,,,,
2023/08/28,6:43 PM.,LAA,PHI,home,Partly Cloudy.,77,608337,1B,3,1,1,0,0,1,2,0,1,0,0,.307,.400,.486,.886,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,0.419,,0.015,0.283,-0.85,,-3.72,-0.2,93.1,,80.9,77.9,0.262,0.546,0.2,,,,0.209,0.442,0.35200000000000004,,,,,,,107.0,105.0,104.0,,0.282,,-0.25,,84.0,,,,0.236,0.438,0.345,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,
2023/08/27,1:41 PM.,STL,PHI,home,Sunny.,86,680723,DH,3,0,1,0,0,0,1,0,1,1,0,.306,.399,.479,.878,680723,drewrom,Rom,Left,Drew Rom,STL,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.464,,,,,,,81.0,105.0,98.0,,,,0.443,,,,-2.41,,,,90.6,,,,0.333,0.633,0.212,,,,,,,,,,64.0,98.0,87.0,97.0,88.0,89.0,0.241,0.237,-2.11,-2.48,87.4,79.4,0.351,0.568,0.091,0.289,0.632,0.172,,,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,0.6,0.26899999999999996,,,,,,,,,
2023/08/26,7:15 PM.,STL,PHI,home,Partly Cloudy.,85,641712,DH,4,1,3,1,0,0,2,0,1,0,0,.306,.398,.480,.878,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,,,,0.222,,0.055,0.024,0.43,,-0.31,-4.54,91.1,,84.4,81.4,0.281,0.328,0.129,,,,0.2,0.4,0.0,,,,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.321,0.04,-0.76,91.6,85.1,0.308,0.526,0.07200000000000001,0.258,0.43,0.39299999999999996,0.25,0.25,0.306,,,,,,,,,,,,,,,,,,
2023/08/25,7:08 PM.,STL,PHI,home,Partly Cloudy.,85,571945,DH,4,2,2,0,1,0,0,0,0,1,2,.301,.393,.474,.867,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,,,,0.26,,0.198,0.054,-0.19,,-0.92,2.68,93.3,,84.4,75.9,0.29,0.495,0.18899999999999997,,,,0.182,0.382,0.085,,,,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,-1.61,0.62,92.7,86.4,0.34,0.54,0.085,0.245,0.375,0.22399999999999998,0.261,0.387,0.198,,,,,,,,,,,,,0.002,-0.89,68.1,,,
