date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC
2023/09/10,1:10 PM.,HOU,SD,away,Roof Closed.,73,641585,C,4,0,0,0,0,0,0,0,0,0,3,.301,.341,.463,.804,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,,0.431,0.091,0.152,-0.26,,-2.09,2.51,93.0,81.8,,80.1,,,,0.25,0.533,0.298,0.183,0.237,0.308,0.308,0.481,0.106,116.0,98.0,100.0,116.0,108.0,103.0,0.189,0.137,0.33,0.16,86.8,76.0,0.317,0.446,0.22,0.145,0.273,0.42200000000000004,,,,,,,,,,,,,,,,,,
2023/09/09,6:11 PM.,HOU,SD,away,Roof Closed.,73,664299,C,3,2,2,0,0,0,1,0,1,1,0,.311,.352,.479,.831,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.041,0.44,,-0.09,-1.29,92.7,83.7,,79.5,,,,0.211,0.367,0.287,0.28,0.36,0.392,0.236,0.455,0.265,,,,,,,,,,,,,,,,0.268,0.366,0.195,,,,,,,,,,,,,0.075,-1.17,76.6,91.0,99.0,102.0
2023/09/08,7:10 PM.,HOU,SD,away,Roof Closed.,73,686613,C,5,1,1,0,0,0,1,0,0,1,1,.302,.339,.474,.813,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,0.002,0.461,0.017,,0.01,-0.16,-2.64,,95.7,,96.0,84.6,,,,0.25,0.625,0.33299999999999996,0.121,0.242,0.37,0.271,0.511,0.223,,,,,,,0.235,,-0.4,,91.7,,0.297,0.506,0.20800000000000002,0.247,0.374,0.303,92.0,104.0,105.0,0.048,0.92,88.2,,,,,,,0.238,-0.77,82.9,112.0,102.0,110.0
2023/09/06,1:11 PM.,PHI,SD,home,Sunny.,74,554430,C,1,0,0,0,0,0,0,0,0,1,1,.306,.345,.486,.831,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,0.18,0.435,0.123,0.004,1.69,1.62,0.36,-6.22,95.8,90.8,95.2,84.4,0.252,0.308,0.192,0.198,0.36,0.392,,,,0.199,0.333,0.314,116.0,105.0,114.0,96.0,102.0,102.0,0.144,0.115,-0.63,-1.61,90.9,81.4,0.27,0.426,0.228,0.264,0.473,0.33,,,,,,,,,,,,,,,,,,
2023/09/05,6:40 PM.,PHI,SD,home,Cloudy.,71,547179,C,4,0,2,0,0,0,3,0,0,0,1,.309,.347,.491,.838,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.347,0.297,0.216,1.17,0.73,0.34,0.26,94.3,84.5,93.7,84.7,0.333,0.4,0.038,0.293,0.61,0.214,0.186,0.403,0.314,0.211,0.333,0.171,103.0,112.0,110.0,89.0,75.0,71.0,0.009,0.011,-7.35,-4.26,90.8,82.3,0.6,1.2,0.16699999999999998,0.667,1.667,0.182,,,,,,,,,,,,,,,,,,
2023/09/04,3:40 PM.,PHI,SD,home,Partly Cloudy.,74,592836,PH,1,0,0,0,0,0,0,0,0,1,2,.302,.342,.491,.833,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.176,0.026,,-0.82,0.53,-1.43,,92.8,,92.4,82.5,0.273,0.429,0.1,0.158,0.632,0.342,,,,0.257,0.541,0.254,92.0,91.0,94.0,99.0,103.0,100.0,0.176,0.057,-0.44,-1.07,87.1,74.8,0.284,0.441,0.158,0.212,0.485,0.36,104.0,97.0,100.0,0.332,0.48,87.9,0.205,0.295,0.244,,,,,,,,,
2023/09/03,1:12 PM.,SF,SD,home,Partly Cloudy.,75,502171,C,2,0,0,0,0,0,0,0,0,0,2,.305,.345,.495,.840,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,-3.47,0.33,-1.31,,95.8,,94.5,86.2,0.28,0.435,0.129,0.333,0.542,0.306,,,,,,,,,,,,,,,,,,,,,,0.379,0.638,0.32,78.0,103.0,103.0,0.388,0.2,89.5,0.239,0.386,0.24600000000000002,,,,0.162,-1.38,83.6,115.0,95.0,103.0
2023/09/01,6:42 PM.,SF,SD,home,Partly Cloudy.,72,663941,C,4,1,3,1,0,0,1,0,0,0,1,.311,.351,.505,.856,663941,tristanbeck,Beck,Right,Tristan Beck,SFG,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,75.0,84.0,78.0,85.0,96.0,93.0,,,,118.0,102.0,108.0,,0.367,0.55,0.004,3.24,,-0.35,-2.94,94.7,86.6,,85.5,,,,0.309,0.489,0.23,,,,0.17,0.189,0.174,88.0,97.0,98.0,,,,,0.079,,-2.73,,79.2,,,,0.385,0.577,0.262,,,,,,,,,,,,,,,,,,
2023/08/30,1:17 PM.,STL,SD,away,Partly Cloudy.,79,571945,C,3,1,2,0,0,0,0,0,0,0,0,.293,.336,.485,.821,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.054,-0.19,-1.61,0.62,2.68,93.3,84.4,92.7,86.4,0.34,0.54,0.085,0.245,0.375,0.22399999999999998,0.182,0.382,0.085,0.29,0.495,0.18899999999999997,95.0,105.0,102.0,,,,,0.198,,-0.92,,75.9,,,,0.261,0.387,0.198,,,,,,,,,,,,,0.002,-0.89,68.1,,,
2023/08/29,6:46 PM.,STL,SD,away,Clear.,85,668868,C,4,2,1,0,0,1,1,0,1,1,1,.281,.327,.479,.806,668868,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,4.48,4.58,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.117,0.378,0.428,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,0.537,0.17,0.021,-0.44,,0.82,-2.61,93.6,86.1,,85.7,,,,0.205,0.462,0.33,0.25,1.0,0.125,0.327,0.476,0.20600000000000002,65.0,102.0,108.0,,,,,0.271,,0.67,,75.5,,,,0.185,0.246,0.22899999999999998,,,,,,,,,,,,,0.002,-21.02,62.4,,,
2023/08/26,6:11 PM.,MIL,SD,away,Roof Closed.,67,642547,C,3,0,0,0,0,0,0,0,1,1,0,.283,.323,.457,.780,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,117.0,104.0,110.0,,,,115.0,99.0,104.0,,0.512,0.218,0.146,0.89,,0.36,0.15,94.4,88.6,,82.4,,,,0.203,0.392,0.46,0.224,0.388,0.312,0.213,0.387,0.292,85.0,103.0,110.0,,,,,0.124,,0.2,,76.9,,,,0.214,0.381,0.33799999999999997,,,,,,,,,,,,,,,,,,
2023/08/22,6:40 PM.,MIA,SD,home,Clear.,73,666200,PH,1,0,0,0,0,0,0,0,0,0,1,.292,.326,.472,.798,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,0.04,0.457,0.289,0.21,0.93,-0.81,-0.26,-0.09,96.7,88.3,96.5,85.1,0.314,0.686,0.102,0.233,0.389,0.518,0.248,0.429,0.361,0.232,0.384,0.19399999999999998,,,,68.0,87.0,76.0,0.004,,0.74,,91.4,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/21,6:42 PM.,MIA,SD,home,Overcast.,72,677960,C,3,1,0,0,0,0,0,0,1,0,2,.295,.330,.477,.807,677960,ryanweathers,Weathers,Left,Ryan Weathers,- - -,6.55,4.67,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,67.0,97.0,88.0,91.0,99.0,93.0,,,,105.0,99.0,100.0,0.01,0.551,0.203,0.236,-1.58,9.15,-1.09,-1.24,95.1,86.8,94.9,80.8,0.0,0.0,0.0,0.229,0.521,0.261,0.304,0.507,0.27899999999999997,0.35,0.592,0.20600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/19,12:12 PM.,AZ,SD,home,Overcast.,71,518876,C,3,1,1,1,0,0,0,0,1,0,0,.306,.333,.494,.827,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.231,0.04,0.83,-0.64,2.43,92.2,88.7,92.4,85.5,0.261,0.378,0.163,0.217,0.391,0.413,0.18,0.234,0.32,0.224,0.489,0.259,121.0,105.0,111.0,87.0,101.0,99.0,0.181,0.11,0.88,-0.45,90.8,82.1,0.22,0.352,0.244,0.268,0.411,0.256,,,,,,,,,,,,,,,,,,
2023/08/18,6:40 PM.,AZ,SD,home,Clear.,72,694297,C,0,0,0,0,0,0,0,0,0,0,0,.305,.326,.488,.814,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.454,0.27,0.122,-1.63,-0.03,1.21,-3.66,93.6,86.7,93.1,83.8,0.313,0.563,0.188,0.18,0.323,0.337,0.4,0.711,0.33,0.327,0.654,0.17600000000000002,106.0,89.0,97.0,,,,,0.055,,-1.24,,78.8,,,,0.294,0.529,0.294,,,,,,,,,,,,,,,,,,
2023/08/17,6:41 PM.,AZ,SD,home,Clear.,71,668678,C,3,0,0,0,0,0,0,0,0,0,1,.305,.326,.488,.814,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.286,0.714,0.125,0.25,0.389,0.265,0.21,0.336,0.314,0.238,0.36,0.192,,,,106.0,99.0,94.0,0.092,,-2.24,,90.2,,0.352,0.648,0.205,0.21,0.344,0.405,,,,,,,,,,,,,0.227,0.46,82.5,121.0,104.0,112.0
2023/08/14,6:40 PM.,BAL,SD,home,Partly Cloudy.,69,680570,C,3,0,1,0,0,0,0,0,0,0,1,.316,.337,.506,.843,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.148,0.224,-0.83,,1.92,1.7,97.4,83.9,,82.4,,,,0.153,0.169,0.34,0.201,0.318,0.28300000000000003,0.342,0.535,0.24100000000000002,146.0,97.0,101.0,76.0,90.0,86.0,0.052,0.081,-1.59,-0.49,90.0,79.9,0.333,0.889,0.14300000000000002,0.176,0.353,0.281,,,,,,,,,,,,,,,,,,
2023/08/12,5:12 PM.,AZ,SD,away,Roof Closed.,78,668678,C,3,0,0,0,0,0,0,0,0,1,2,.316,.338,.513,.851,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.286,0.714,0.125,0.25,0.389,0.265,0.21,0.336,0.314,0.238,0.36,0.192,,,,106.0,99.0,94.0,0.092,,-2.24,,90.2,,0.352,0.648,0.205,0.21,0.344,0.405,,,,,,,,,,,,,0.227,0.46,82.5,121.0,104.0,112.0
2023/08/09,6:40 PM.,SEA,SD,away,Partly Cloudy.,75,676106,C,4,0,2,0,0,0,0,0,0,0,1,.329,.351,.534,.885,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.5,3.33,12.0,105.0,84.0,100.0,0.853,4.5,2.25,9.75,0.75,1.27,0.25,0.475,0.25,0.175,0.428,89.0,95.0,102.0,89.0,128.0,125.0,68.0,103.0,98.0,84.0,113.0,106.0,0.139,0.464,0.268,0.129,1.54,1.65,3.26,-7.29,92.5,84.5,92.7,86.7,0.25,0.25,0.133,0.214,0.214,0.14300000000000002,0.5,0.5,0.231,0.25,0.438,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/07,1:10 PM.,LAD,SD,home,Sunny.,76,664062,C,4,2,4,0,0,2,4,0,0,0,0,.319,.342,.536,.878,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,80.0,99.0,91.0,,,,90.0,103.0,108.0,,0.395,0.183,,1.42,,-0.82,,92.4,,,86.8,,,,0.268,0.439,0.253,,,,0.221,0.436,0.157,107.0,83.0,90.0,,,,,0.151,,-2.12,,80.9,,,,0.313,0.656,0.209,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.315,0.27,,,,,,,,,
2023/08/04,6:41 PM.,LAD,SD,home,Clear.,72,676272,C,3,0,1,0,0,0,1,0,0,0,3,.277,.304,.415,.719,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,105.0,100.0,117.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,0.192,0.289,0.174,0.16,1.2,1.75,-1.0,0.6,99.0,88.2,98.8,89.7,0.258,0.382,0.17800000000000002,0.5,0.75,0.25,0.133,0.307,0.39899999999999997,0.258,0.367,0.20600000000000002,115.0,100.0,110.0,,,,,0.185,,1.25,,80.6,,,,0.184,0.303,0.36,,,,,,,,,,,,,,,,,,
2023/08/01,6:42 PM.,COL,SD,away,Drizzle.,70,663567,C,4,1,1,0,0,0,0,0,0,0,2,.274,.292,.419,.711,663567,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.36,5.44,87.1,99.0,90.0,95.0,0.796,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.0,98.0,92.0,82.0,97.0,89.0,,,,109.0,104.0,109.0,,0.446,0.323,0.2,-0.78,,-1.15,-1.74,93.2,86.2,,86.2,,,,0.308,0.641,0.198,0.235,0.459,0.325,0.271,0.586,0.16699999999999998,74.0,108.0,101.0,,,,,0.032,,1.04,,78.0,,,,0.267,0.267,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/07/30,1:11 PM.,TEX,SD,home,Partly Cloudy.,77,674003,DH,4,0,0,0,0,0,0,0,0,3,7,.276,.295,.431,.726,674003,codybradford,Bradford,Left,Cody Bradford,TEX,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,91.0,100.0,102.0,64.0,109.0,99.0,,,,66.0,104.0,103.0,,0.546,0.044,0.276,0.16,,-6.76,0.74,90.4,82.1,,83.1,,,,0.5,0.9,0.15,0.2,0.283,0.33899999999999997,0.26,0.535,0.18600000000000003,,,,,,,0.134,,-1.23,,86.6,,0.316,0.737,0.17,,,,,,,,,,,,,,,,,,,,,
