date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,SV_ba,SV_slg,SV_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
2023/08/20,1:12 PM.,MIN,PIT,away,Overcast.,76,572971,RF,3,0,0,0,0,0,0,0,0,0,1,.213,.306,.339,.645,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIN,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.189,0.315,0.333,64.0,92.0,86.0,,,,92.0,94.0,90.0,0.347,0.254,,-2.63,0.39,,84.8,87.4,,,,,0.245,0.367,0.084,0.379,0.69,0.24600000000000002,,,,,,,64.0,94.0,95.0,,,,,,0.129,,,,0.06,,,,78.3,,,,,,,,,,,0.222,0.278,0.441,74.0,110.0,108.0,0.271,-0.58,80.3,0.327,0.473,0.196
2023/08/18,7:11 PM.,MIN,PIT,away,Clear.,78,641154,RF,4,0,0,0,0,0,0,0,0,3,4,.217,.311,.344,.655,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,98.0,105.0,104.0,,,,,,,0.106,,,,2.08,,,94.5,,0.202,0.33,0.364,0.278,0.342,0.126,,,,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,,,,0.345,,0.214,0.125,0.1,,1.34,0.25,94.9,,84.4,82.5,,,,0.268,0.468,0.315,,,,0.173,0.287,0.366,90.0,108.0,109.0,0.211,-0.17,88.4,0.257,0.41,0.284
2023/08/16,1:12 PM.,NYM,PIT,away,Partly Cloudy.,78,656731,PH,0,0,0,0,0,0,0,0,1,0,0,.222,.317,.352,.669,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,,,,,,,,,,,,,,,,,,,0.167,0.167,0.354,,,,,,,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.206,0.086,-0.4,5.58,-1.04,-0.05,94.9,86.1,84.4,77.2,,,,0.314,0.494,0.184,,,,0.264,0.445,0.311,88.0,97.0,98.0,0.149,-0.09,87.9,0.264,0.396,0.24100000000000002
2023/08/15,7:12 PM.,NYM,PIT,away,Partly Cloudy.,78,656849,RF,5,0,0,0,0,0,0,0,0,2,7,.222,.313,.352,.665,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,97.0,97.0,95.0,,,,,,,0.253,,,,0.66,,,91.5,,0.2,0.2,0.365,0.314,0.486,0.165,,,,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,,,,0.273,,0.197,0.088,-0.83,,-2.58,2.63,92.7,,85.3,78.6,,,,0.287,0.425,0.281,,,,0.268,0.472,0.39399999999999996,84.0,97.0,93.0,0.189,-1.35,85.3,0.325,0.55,0.309
2023/08/14,7:11 PM.,NYM,PIT,away,Cloudy.,81,471911,RF,3,0,1,0,0,0,1,0,1,1,2,.228,.321,.363,.684,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,91.0,90.0,87.0,,,,86.0,88.0,95.0,0.1,0.004,,-9.5,-3.88,,89.5,91.5,,0.25,0.594,0.217,0.45,0.725,0.129,,,,88.0,103.0,104.0,75.0,95.0,85.0,104.0,98.0,108.0,,,,0.323,,0.184,0.091,-2.35,,-1.99,-1.25,92.7,,84.1,80.1,,,,0.358,0.651,0.166,,,,0.329,0.575,0.32899999999999996,108.0,103.0,104.0,0.299,0.12,87.2,0.22,0.314,0.311
2023/08/13,1:36 PM.,CIN,PIT,home,Partly Cloudy.,79,682227,RF,3,1,0,0,0,0,0,0,1,2,2,.220,.316,.354,.670,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,,,,,,,106.0,102.0,98.0,,0.298,,1.71,,,89.3,,,0.333,0.6,0.14300000000000002,,,,0.252,0.433,0.185,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,,,,0.372,,0.102,0.064,-0.15,,-1.33,-1.75,92.8,,81.7,73.1,,,,0.269,0.433,0.171,,,,0.0,0.0,0.273,97.0,94.0,99.0,0.165,-0.51,84.0,0.183,0.39,0.39899999999999997
2023/08/13,6:06 PM.,CIN,PIT,home,Partly Cloudy.,82,596133,RF,4,1,2,1,0,0,1,0,0,0,2,.226,.318,.363,.681,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,,,,,,,99.0,103.0,102.0,,0.11,0.118,0.87,,-1.56,90.3,,81.7,0.255,0.691,0.16699999999999998,,,,0.218,0.473,0.252,,,,88.0,102.0,96.0,112.0,101.0,104.0,,,,0.435,,0.137,,-1.47,,-2.22,,94.0,,85.8,,,,,0.311,0.543,0.175,,,,0.235,0.294,0.321,83.0,103.0,100.0,0.2,-2.01,86.1,0.316,0.547,0.32299999999999995
2023/08/11,7:09 PM.,CIN,PIT,home,Cloudy.,83,671096,RF,4,0,1,0,0,0,0,0,0,0,2,.224,.317,.360,.677,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,,,,,,,,,,,,,,,,,,,0.367,0.65,0.26,,,,,,,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,,,,0.501,,0.165,0.171,-0.02,,1.61,-2.27,92.7,,82.9,80.9,,,,0.249,0.459,0.198,,,,0.174,0.304,0.29,72.0,96.0,91.0,0.163,0.99,86.6,0.203,0.27,0.39399999999999996
2023/08/10,12:36 PM.,ATL,PIT,home,Overcast.,73,693821,RF,3,1,1,0,0,0,0,0,1,2,1,.223,.318,.363,.681,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,82.0,96.0,90.0,,,,,,,0.376,,,,0.01,,,89.5,,,,,0.28,0.402,0.134,,,,,,,62.0,100.0,86.0,92.0,103.0,107.0,,,,0.134,,0.353,,-1.13,,0.97,,90.7,,82.7,,,,,0.286,0.495,0.19399999999999998,,,,0.21,0.393,0.337,64.0,95.0,91.0,0.137,1.3,85.0,0.188,0.235,0.23600000000000002
2023/08/09,7:06 PM.,ATL,PIT,home,Partly Cloudy.,81,608331,RF,4,1,1,1,0,0,0,0,1,1,2,.221,.314,.364,.678,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,79.0,98.0,88.0,,,,,,,0.117,0.044,,1.44,-0.71,,87.5,93.5,,0.109,0.109,0.391,0.302,0.395,0.23199999999999998,0.091,0.364,0.19,114.0,98.0,106.0,90.0,98.0,99.0,105.0,98.0,105.0,,,,0.332,,0.11,0.231,0.71,,-0.19,2.64,94.0,,83.6,74.2,,,,0.291,0.418,0.177,,,,0.4,0.9,0.275,89.0,101.0,106.0,0.165,1.75,86.2,0.232,0.286,0.377
2023/08/07,7:08 PM.,ATL,PIT,home,Cloudy.,74,675911,RF,4,1,1,0,0,0,1,0,0,2,2,.220,.312,.360,.672,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,106.0,116.0,104.0,103.0,107.0,,,,0.589,,0.338,,0.4,,1.67,,97.2,,85.6,,,,,0.256,0.431,0.287,,,,0.154,0.269,0.5529999999999999,85.0,98.0,101.0,0.073,0.97,87.0,0.122,0.184,0.444
2023/08/06,1:11 PM.,MIL,PIT,away,Cloudy.,74,605540,RF,4,0,0,0,0,0,0,0,0,2,2,.219,.313,.363,.676,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,108.0,100.0,96.0,,,,,,,0.22,,,,2.76,,,95.0,,0.182,0.455,0.409,0.193,0.281,0.124,,,,89.0,103.0,105.0,125.0,112.0,115.0,108.0,107.0,108.0,,,,0.41,,0.095,0.079,0.95,,-0.33,-0.01,95.8,,86.9,82.9,,,,0.177,0.385,0.314,,,,0.278,0.611,0.268,111.0,104.0,118.0,0.197,3.2,85.8,0.098,0.118,0.38
2023/08/05,6:11 PM.,MIL,PIT,away,Partly Cloudy.,75,669203,RF,4,0,0,0,0,0,0,0,0,0,3,.225,.321,.373,.694,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,103.0,97.0,90.0,,,,127.0,101.0,103.0,0.077,0.554,,1.51,-2.42,,94.4,95.3,,0.133,0.211,0.488,0.291,0.564,0.129,0.209,0.34,0.22699999999999998,160.0,104.0,113.0,,,,144.0,110.0,127.0,,,,,,0.085,0.171,,,1.12,1.35,,,86.0,79.8,,,,,,,,,,0.159,0.275,0.43799999999999994,82.0,105.0,112.0,0.112,1.07,89.3,0.204,0.258,0.306
2023/08/04,7:11 PM.,MIL,PIT,away,Partly Cloudy.,75,607067,RF,5,2,2,0,0,1,2,0,0,2,1,.232,.329,.384,.713,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,96.0,105.0,99.0,,,,87.0,99.0,95.0,0.299,0.265,,-0.01,0.31,,86.7,92.6,,0.242,0.455,0.231,0.253,0.42,0.136,0.245,0.519,0.293,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,62.0,96.0,91.0,0.193,0.056,0.109,0.079,2.43,-5.76,-0.31,-0.94,93.2,86.0,83.1,78.8,,,,0.135,0.27,0.264,0.44,0.84,0.184,0.226,0.377,0.36200000000000004,,,,,,,,,
2023/08/03,6:15 PM.,MIL,PIT,away,Clear.,88,605288,C,4,0,0,0,0,0,0,0,0,0,5,.226,.327,.361,.688,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,86.0,104.0,100.0,,,,,,,0.471,,,,0.46,,,92.1,,0.269,0.538,0.127,0.296,0.396,0.129,,,,67.0,100.0,95.0,80.0,103.0,92.0,83.0,102.0,99.0,,,,0.238,,0.166,0.085,0.29,,-0.89,-1.08,93.4,,82.3,79.4,,,,0.227,0.34,0.237,,,,0.258,0.484,0.284,88.0,92.0,93.0,0.04,-2.07,84.3,0.294,0.471,0.2
2023/08/02,12:37 PM.,DET,PIT,home,Partly Cloudy.,73,593958,RF,3,0,0,0,0,0,1,0,2,2,3,.233,.336,.372,.708,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,84.0,117.0,107.0,,,,90.0,101.0,98.0,0.093,0.192,,0.51,1.11,,88.8,92.4,,,,,0.165,0.228,0.135,0.2,0.471,0.19399999999999998,,,,73.0,101.0,91.0,103.0,107.0,106.0,,,,0.454,,0.072,,0.65,,3.12,,92.2,,84.5,,,,,0.278,0.431,0.222,,,,0.089,0.178,0.395,91.0,102.0,103.0,0.189,0.71,85.9,0.233,0.292,0.317
2023/07/30,1:38 PM.,PHI,PIT,home,Cloudy.,70,650911,RF,4,0,0,0,0,0,0,0,1,1,5,.238,.333,.381,.714,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,71.0,104.0,97.0,,,,,,,0.462,,,,0.65,,,92.1,,,,,0.297,0.523,0.107,,,,,,,,,,123.0,100.0,100.0,,,,,,0.211,,,,0.2,,,,82.7,,,,,,,,,,,0.25,0.456,0.297,75.0,98.0,104.0,0.327,1.1,81.8,0.148,0.274,0.43
2023/07/29,7:06 PM.,PHI,PIT,home,Cloudy.,79,605400,RF,4,1,0,0,0,0,0,0,0,1,4,.246,.338,.393,.731,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.075,0.316,0.4,0.46,0.47,86.3,91.8,79.4,0.221,0.398,0.33299999999999996,0.279,0.416,0.106,0.246,0.508,0.301,,,,95.0,107.0,103.0,,,,,,,0.295,,,,-0.03,,,,92.7,,,,,,,0.246,0.503,0.217,,,,,,,70.0,111.0,103.0,0.126,0.14,85.9,0.22,0.319,0.319
2023/07/28,7:07 PM.,PHI,PIT,home,Cloudy.,90,554430,RF,3,0,0,0,0,0,0,0,1,2,2,.254,.348,.407,.755,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,105.0,105.0,107.0,,,,96.0,102.0,102.0,0.18,0.144,,-0.63,1.62,,90.9,95.2,,0.264,0.473,0.33,0.252,0.308,0.192,0.27,0.426,0.228,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,,,,0.435,,0.123,0.115,1.69,,0.36,-1.61,95.8,,84.4,81.4,,,,0.199,0.333,0.314,,,,0.198,0.36,0.392,48.0,106.0,77.0,0.004,-6.22,90.8,,,
2023/07/26,1:10 PM.,SD,PIT,away,Sunny.,81,607625,RF,4,0,0,0,0,0,0,0,0,1,0,.261,.351,.417,.768,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,97.0,102.0,97.0,,,,,,,0.199,,,,1.87,,,93.2,,0.287,0.384,0.265,0.208,0.36,0.08900000000000001,,,,122.0,100.0,105.0,87.0,108.0,103.0,114.0,96.0,108.0,,,,0.318,,0.111,0.313,0.36,,-0.6,0.26,93.4,,85.2,79.6,0.0,0.0,0.226,0.246,0.464,0.214,,,,0.25,0.417,0.28600000000000003,85.0,96.0,97.0,0.059,-2.89,86.3,0.303,0.576,0.34299999999999997
2023/07/25,6:41 PM.,SD,PIT,away,Clear.,75,605483,RF,4,0,1,1,0,0,1,0,0,0,1,.270,.362,.432,.794,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,,,,,,,,,,,,,,,,,,,0.079,0.14,0.563,,,,,,,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,,,,0.486,,0.131,0.198,0.07,,0.68,2.55,95.5,,88.4,81.0,,,,0.255,0.389,0.195,,,,0.123,0.26,0.536,72.0,103.0,106.0,0.184,2.65,86.7,0.185,0.266,0.46799999999999997
2023/07/24,6:40 PM.,SD,PIT,away,Clear.,72,506433,RF,5,0,0,0,0,0,0,0,0,2,3,.271,.366,.430,.796,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,101.0,106.0,102.0,105.0,111.0,112.0,93.0,95.0,99.0,0.186,0.089,0.066,2.4,0.46,3.06,90.9,94.3,79.3,0.13,0.203,0.391,0.319,0.418,0.157,0.2,0.32,0.196,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,95.0,104.0,100.0,0.167,0.077,0.363,0.051,-1.74,1.21,-0.68,1.37,94.7,89.2,84.0,72.3,,,,0.253,0.538,0.159,0.167,0.217,0.4,0.432,0.703,0.244,180.0,50.0,53.0,0.001,-1.35,82.3,,,
2023/07/23,1:08 PM.,LAA,PIT,away,Overcast.,81,542881,RF,4,0,1,1,0,0,0,0,0,1,3,.284,.381,.451,.832,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,93.0,81.0,,,,104.0,103.0,98.0,0.055,0.224,,0.48,-3.61,,85.1,88.5,,,,,0.36,0.68,0.102,0.239,0.366,0.268,105.0,84.0,83.0,81.0,96.0,89.0,105.0,76.0,95.0,,,,0.374,0.001,0.007,0.002,-1.25,-4.72,-1.06,-0.33,90.1,90.1,78.1,72.9,,,,0.301,0.566,0.193,,,,0.2,0.2,0.33299999999999996,92.0,101.0,106.0,0.338,0.08,80.0,0.238,0.381,0.39799999999999996
