date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/08/16,12:46 PM.,TB,SF,home,Partly Cloudy.,71,650644,LF,2,0,0,0,0,0,0,0,0,1,1,.237,.275,.421,.696,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,,,,153.0,113.0,120.0,76.0,101.0,91.0,128.0,111.0,116.0,0.123,0.058,0.244,,-0.65,0.15,0.77,,91.8,,82.5,78.1,0.359,0.436,0.243,,,,0.188,0.323,0.273,0.172,0.345,0.23199999999999998,96.0,104.0,103.0,0.372,1.13,87.7,,,,0.261,0.406,0.23399999999999999,75.0,101.0,89.0,58.0,95.0,95.0,0.185,0.017,-6.33,1.59,85.2,92.4,0.5,0.625,0.182,0.202,0.292,0.14400000000000002,,,,,,,,,,,,
2023/08/15,6:46 PM.,TB,SF,home,Partly Cloudy.,67,641793,RF,1,1,1,0,0,0,0,0,0,0,0,.250,.289,.444,.733,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,,,,73.0,109.0,100.0,103.0,100.0,105.0,0.312,0.397,,,0.57,0.34,,,94.1,,87.1,,0.26,0.44,0.22,,,,,,,0.25,0.417,0.3,,,,,,,,,,,,,74.0,108.0,98.0,115.0,107.0,118.0,0.099,0.192,-1.3,0.28,84.3,92.9,0.268,0.415,0.281,0.237,0.342,0.063,,,,,,,,,,,,
2023/08/14,6:45 PM.,TB,SF,home,Partly Cloudy.,68,607192,DH,1,0,0,0,0,0,0,0,0,1,0,.229,.270,.429,.699,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,TBR,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.246,0.372,0.161,0.386,0.454,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.432,0.348,0.213,0.003,0.54,1.25,1.81,2.91,96.4,92.3,90.1,83.9,0.236,0.41,0.249,,,,0.095,0.19,0.522,0.254,0.373,0.382,,,,,,,,,,,,,,,,,,,0.004,,,-7.7,,96.4,,,,,,,,,,,,,,,,,,
2023/08/13,1:05 PM.,TEX,SF,home,Sunny.,72,641540,LF,4,0,1,1,0,0,0,0,0,3,3,.235,.278,.441,.719,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.234,0.016,0.156,-3.75,0.14,-3.56,-0.87,90.5,85.7,82.1,78.1,0.294,0.765,0.235,0.301,0.478,0.258,0.25,0.25,0.5,0.212,0.364,0.345,90.0,100.0,95.0,0.2,0.82,88.9,,,,0.258,0.393,0.231,79.0,104.0,94.0,,,,0.331,,,1.37,,91.0,,,,0.246,0.354,0.08,0.032,-0.43,77.5,,,,,,,,,
2023/08/12,6:06 PM.,TEX,SF,home,Clear.,67,571760,CF,3,1,1,0,0,1,1,0,1,0,2,.233,.281,.433,.714,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.169,0.1,-1.35,-3.87,-0.11,92.5,84.0,82.0,74.4,0.236,0.431,0.256,0.274,0.452,0.24,,,,0.259,0.443,0.29600000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/11,7:16 PM.,TEX,SF,home,Partly Cloudy.,64,592351,PH,1,1,1,1,0,0,0,0,0,0,0,.222,.250,.333,.583,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.398,0.062,0.116,-1.83,2.33,-1.69,1.71,95.7,88.8,87.2,78.2,0.346,0.551,0.179,0.211,0.268,0.213,0.263,0.737,0.27,0.105,0.211,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/22,1:06 PM.,NYM,SF,home,Sunny.,66,656849,CF,2,1,1,1,0,0,0,0,0,1,0,.192,.222,.269,.491,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,0.273,0.197,0.088,0.189,-0.83,-2.58,2.63,-1.35,92.7,85.3,85.3,78.6,0.287,0.425,0.281,0.325,0.55,0.309,0.2,0.2,0.365,0.268,0.472,0.39399999999999996,,,,,,,,,,,,,97.0,97.0,95.0,,,,0.253,,,0.66,,91.5,,,,0.314,0.486,0.165,,,,,,,,,,,,
2023/04/21,7:17 PM.,NYM,SF,home,Partly Cloudy.,62,664192,LF,3,0,0,0,0,0,0,0,0,3,2,.167,.200,.208,.408,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.399,53.0,67.0,57.0,74.0,96.0,93.0,,,,,,,,,0.247,0.007,,,-2.14,0.25,,81.8,,77.9,,,,,,,0.289,0.421,0.3,,,,74.0,97.0,88.0,0.228,2.74,90.4,,,,0.133,0.2,0.107,79.0,99.0,90.0,,,,0.517,,,0.95,,90.0,,,,0.293,0.478,0.151,,,,,,,,,,,,
2023/04/19,1:11 PM.,MIA,SF,away,Roof Closed.,72,669432,LF,4,0,0,0,0,0,0,0,1,1,5,.190,.227,.238,.465,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.549,0.176,0.294,0.379,111.0,110.0,117.0,,,,89.0,106.0,102.0,88.0,99.0,95.0,0.43,0.127,,0.255,0.64,0.06,,-2.86,93.2,85.7,82.6,,0.217,0.348,0.261,0.32,0.48,0.37799999999999995,,,,0.143,0.143,0.25,,,,,,,,,,,,,100.0,106.0,109.0,,,,0.188,,,4.0,,92.6,,,,0.133,0.133,0.125,,,,,,,,,,,,
2023/04/17,6:40 PM.,MIA,SF,away,Roof Closed.,72,666200,RF,2,0,1,1,0,0,1,0,0,0,0,.235,.235,.294,.529,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,111.0,97.0,105.0,0.457,0.289,,0.21,0.93,-0.26,,-0.09,96.7,88.3,85.1,,0.232,0.384,0.19399999999999998,0.248,0.429,0.361,,,,0.233,0.389,0.518,68.0,87.0,76.0,0.004,0.74,91.4,,,,,,,82.0,100.0,97.0,,,,0.04,,,-0.81,,96.5,,,,0.314,0.686,0.102,,,,,,,,,,,,
2023/04/15,1:11 PM.,DET,SF,away,Partly Cloudy.,76,547179,RF,1,0,0,0,0,0,0,0,0,0,2,.200,.200,.200,.400,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,116.0,102.0,106.0,0.347,0.297,0.011,0.216,1.17,0.34,-4.26,0.26,94.3,84.5,84.7,82.3,0.211,0.333,0.171,0.186,0.403,0.314,0.667,1.667,0.182,0.293,0.61,0.214,89.0,75.0,71.0,0.009,-7.35,90.8,,,,0.6,1.2,0.16699999999999998,82.0,108.0,100.0,,,,0.12,,,0.73,,93.7,,,,0.333,0.4,0.038,,,,,,,,,,,,
2023/04/14,6:41 PM.,DET,SF,away,Partly Cloudy.,80,666214,RF,3,0,0,0,0,0,0,0,0,1,1,.214,.214,.214,.428,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.416,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,85.0,,77.5,0.374,0.682,0.19,0.189,0.392,0.318,0.247,0.356,0.285,,,,91.0,97.0,93.0,0.251,-0.57,86.0,,,,0.271,0.5,0.29100000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/12,6:45 PM.,LAD,SF,home,Clear.,55,477132,LF,4,0,1,0,0,0,0,0,0,0,1,.273,.273,.273,.546,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,112.0,102.0,104.0,0.369,0.434,0.175,0.017,0.23,2.06,0.13,-0.46,90.7,84.6,86.5,73.4,0.281,0.451,0.09699999999999999,0.2,0.2,0.6,0.212,0.338,0.33799999999999997,0.167,0.338,0.36200000000000004,,,,,,,,,,,,,90.0,115.0,107.0,116.0,127.0,165.0,0.002,0.002,13.51,14.84,84.4,90.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2023/04/10,6:45 PM.,LAD,SF,home,Cloudy.,55,628711,LF,4,0,1,0,0,0,0,0,0,1,0,.286,.286,.286,.572,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,,,,0.451,,0.3,0.157,0.02,,0.84,-3.03,92.7,86.1,,79.2,0.267,0.503,0.218,0.296,0.593,0.299,,,,,,,109.0,124.0,127.0,0.092,-0.42,87.1,0.233,0.457,0.22899999999999998,0.186,0.322,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/09,1:07 PM.,KC,SF,home,Partly Cloudy.,65,663460,LF,3,0,1,0,0,0,0,0,0,1,0,.333,.333,.333,.666,663460,krisbubic,Bubic,Left,Kris Bubic,KCR,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.224,0.306,0.082,0.429,0.458,84.0,102.0,105.0,75.0,104.0,99.0,85.0,100.0,93.0,85.0,119.0,101.0,0.424,0.148,0.182,0.246,-1.95,3.15,1.97,1.25,91.7,82.2,83.6,80.9,0.476,0.619,0.228,0.263,0.263,0.41700000000000004,0.143,0.357,0.25,0.182,0.182,0.26899999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
