date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO
2023/09/14,1:10 PM.,MIL,MIA,away,Partly Cloudy.,70,605288,2B,4,1,1,0,0,0,0,0,0,0,0,.288,.288,.346,.634,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,88.0,92.0,93.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.471,0.238,0.166,0.04,0.29,0.46,-0.89,-2.07,93.4,84.3,92.1,82.3,0.296,0.396,0.129,0.258,0.484,0.284,0.227,0.34,0.237,0.294,0.471,0.2,,,,,,,0.269,0.538,0.127,,,,,,,,,,67.0,100.0,95.0,0.085,-1.08,79.4,,,,,,,,,,,,
2023/09/13,6:42 PM.,MIL,MIA,away,Roof Closed.,70,656730,2B,4,0,1,0,0,0,1,0,0,0,3,.292,.292,.354,.646,656730,trevormegill,Megill,Right,Trevor Megill,MIL,3.63,3.23,34.2,99.0,123.0,111.0,0.704,13.5,3.12,9.09,0.52,0.68,0.386,0.181,0.157,0.313,0.442,,,,126.0,101.0,111.0,,,,,,,,0.721,,,0.32,,,,99.1,,,,,,,,,,0.281,0.406,0.254,,,,123.0,99.0,116.0,0.279,0.13,85.8,0.222,0.333,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/12,6:40 PM.,MIL,MIA,away,Roof Closed.,68,642547,2B,3,0,1,0,0,0,0,0,0,1,0,.295,.295,.364,.659,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,117.0,104.0,110.0,,,,115.0,99.0,104.0,,0.512,0.218,0.146,0.89,,0.36,0.15,94.4,88.6,,82.4,,,,0.203,0.392,0.46,0.213,0.387,0.292,0.224,0.388,0.312,,,,,,,0.214,0.381,0.33799999999999997,,,,,,,,,,85.0,103.0,110.0,0.124,0.2,76.9,,,,,,,,,,,,
2023/09/11,6:40 PM.,MIL,MIA,away,Roof Closed.,70,605540,2B,3,0,0,0,0,0,0,0,0,0,0,.293,.293,.366,.659,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,111.0,104.0,118.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.197,0.95,2.76,-0.33,3.2,95.8,85.8,95.0,86.9,0.193,0.281,0.124,0.278,0.611,0.268,0.177,0.385,0.314,0.098,0.118,0.38,,,,,,,0.182,0.455,0.409,,,,,,,,,,89.0,103.0,105.0,0.079,-0.01,82.9,,,,,,,,,,,,
2023/09/10,1:09 PM.,PHI,MIA,away,Partly Cloudy.,74,624133,DH,0,1,0,0,0,0,0,0,0,0,0,.316,.316,.395,.711,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,0.28,0.215,0.005,0.184,-0.65,0.52,4.65,-1.45,93.4,82.9,92.8,84.1,0.289,0.409,0.1,0.2,0.2,0.0,0.304,0.478,0.21899999999999997,0.267,0.444,0.311,,,,,,,0.143,0.226,0.377,97.0,97.0,94.0,0.126,-1.27,87.5,0.34,0.585,0.179,95.0,104.0,102.0,0.19,1.95,75.8,,,,,,,,,,,,
2023/09/09,6:22 PM.,PHI,MIA,away,Partly Cloudy.,73,605400,2B,4,1,1,1,0,0,0,0,0,1,3,.316,.316,.395,.711,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,,,,0.188,0.295,,0.126,-0.03,0.46,,0.14,92.7,85.9,91.8,,0.279,0.416,0.106,,,,0.246,0.503,0.217,0.22,0.319,0.319,118.0,105.0,113.0,0.316,0.47,79.4,0.221,0.398,0.33299999999999996,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,,,,,,,,,,,,,,,,,,
2023/09/07,6:40 PM.,LAD,MIA,home,Roof Closed.,72,686752,2B,3,0,0,0,0,0,0,0,0,1,1,.324,.324,.382,.706,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,LAD,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.274,0.416,0.177,0.301,0.424,87.0,115.0,113.0,100.0,100.0,97.0,,,,115.0,96.0,101.0,,0.506,0.147,0.347,1.83,,0.98,0.55,94.0,86.3,,88.8,,,,0.174,0.348,0.326,0.156,0.344,0.22399999999999998,0.203,0.391,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/06,6:40 PM.,LAD,MIA,home,Roof Closed.,72,458681,2B,4,1,1,0,0,0,0,0,0,0,4,.355,.355,.419,.774,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.437,0.063,0.07,-0.4,1.21,-3.65,-1.23,92.4,84.9,91.4,83.0,0.239,0.394,0.177,0.286,0.446,0.308,0.255,0.52,0.316,0.302,0.372,0.29600000000000004,,,,,,,0.208,0.453,0.354,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.512,0.267,109.0,97.0,106.0,0.074,-2.24,80.8,,,,,,,,,,,,
2023/09/02,4:05 PM.,WSH,MIA,away,Sunny.,84,592866,2B,5,1,2,1,0,0,0,0,0,0,2,.370,.370,.444,.814,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,83.3,88.2,80.9,0.325,0.458,0.188,0.313,0.5,0.281,0.283,0.563,0.16699999999999998,0.315,0.483,0.19899999999999998,,,,,,,0.314,0.629,0.2,,,,,,,,,,97.0,95.0,95.0,0.069,-1.93,76.7,,,,,,,,,,,,
2023/09/01,7:05 PM.,WSH,MIA,away,Clear.,75,663623,PH,1,1,0,0,0,0,0,0,0,0,1,.364,.364,.409,.773,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.356,,0.051,-0.01,-0.75,,1.21,94.5,87.8,93.9,,0.348,0.525,0.09300000000000001,,,,0.208,0.376,0.192,0.25,0.5,0.156,,,,,,,0.197,0.362,0.257,,,,,,,,,,110.0,100.0,103.0,0.306,0.08,80.9,,,,,,,,,,,,
2023/05/27,7:07 PM.,LAA,MIA,away,Partly Cloudy.,66,660271,CF,2,0,1,0,0,0,0,0,0,0,1,.381,.381,.429,.810,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.356,,1.64,-0.53,1.81,,96.8,,94.5,83.7,0.273,0.409,0.225,0.146,0.339,0.365,0.164,0.236,0.27,,,,,,,,,,0.111,0.167,0.41700000000000004,96.0,89.0,88.0,0.156,-0.82,88.6,0.31,0.606,0.228,87.0,97.0,105.0,0.036,1.15,75.7,129.0,93.0,108.0,0.062,-0.25,88.6,0.179,0.205,0.41100000000000003,,,
2023/05/25,1:10 PM.,COL,MIA,away,Partly Cloudy.,73,607536,2B,4,1,2,0,0,0,1,0,0,2,4,.368,.368,.421,.789,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,0.283,0.184,0.236,0.122,1.13,-0.86,-0.2,-3.3,88.8,84.2,88.7,84.1,0.349,0.529,0.091,0.246,0.549,0.2,0.239,0.431,0.127,0.435,0.681,0.139,96.0,105.0,105.0,0.176,-1.91,80.6,0.261,0.41,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/24,6:40 PM.,COL,MIA,away,Partly Cloudy.,67,666154,2B,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.400,.733,666154,karlkauffmann,Kauffmann,Right,Karl Kauffmann,COL,8.23,7.21,35.0,99.0,76.0,89.0,0.831,4.11,4.11,10.8,1.29,1.06,0.23,0.369,0.09,0.508,0.357,86.0,109.0,101.0,67.0,89.0,78.0,74.0,92.0,81.0,73.0,105.0,100.0,0.345,0.175,0.168,0.201,-3.86,-1.14,-0.34,0.6,90.3,85.0,90.1,83.8,0.357,0.524,0.077,0.28,0.44,0.17,0.333,0.619,0.3,0.323,0.484,0.14,,,,,,,,,,86.0,113.0,100.0,0.11,0.4,88.2,0.188,0.438,0.294,,,,,,,,,,,,,,,,,,
2023/05/21,1:05 PM.,SF,MIA,away,Sunny.,63,622072,CF,4,1,2,0,0,0,0,0,0,1,1,.333,.333,.400,.733,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,0.446,,0.261,0.292,,0.12,-0.8,-0.33,,85.2,91.5,82.4,0.234,0.433,0.242,0.288,0.441,0.25,,,,0.273,0.388,0.154,,,,0.001,-5.8,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/20,1:05 PM.,SF,MIA,away,Cloudy.,58,657277,CF,2,0,0,0,0,0,0,0,0,0,1,.273,.273,.364,.637,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037,0.212,0.416,-1.37,0.31,0.11,2.18,92.6,87.5,92.3,84.3,0.313,0.481,0.10400000000000001,0.208,0.369,0.28600000000000003,0.226,0.452,0.3,0.225,0.309,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/18,1:10 PM.,WSH,MIA,home,Roof Closed.,72,592866,CF,3,1,2,1,0,0,1,1,0,0,1,.333,.333,.444,.777,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,83.3,88.2,80.9,0.325,0.458,0.188,0.313,0.5,0.281,0.283,0.563,0.16699999999999998,0.315,0.483,0.19899999999999998,,,,,,,0.314,0.629,0.2,,,,,,,,,,97.0,95.0,95.0,0.069,-1.93,76.7,,,,,,,,,,,,
2023/05/06,1:19 PM.,CHC,MIA,away,Overcast.,65,592767,2B,3,0,0,0,0,0,0,0,0,1,2,.167,.167,.167,.334,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,-1.32,,,,,91.9,,0.314,0.6,0.17300000000000001,,,,,,,,,,105.0,102.0,103.0,0.494,-0.09,78.6,0.229,0.399,0.36,86.0,94.0,82.0,0.117,-0.51,88.6,0.293,0.463,0.21600000000000003,,,,,,,,,,,,,,,,,,
2023/05/03,6:41 PM.,ATL,MIA,home,Roof Closed.,72,657140,2B,2,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.666,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,71.0,99.0,92.0,81.0,95.0,89.0,58.0,67.0,74.0,0.296,0.155,0.014,0.063,-1.42,-5.6,-16.59,0.41,93.3,88.3,92.7,87.1,0.568,0.676,0.079,,,,0.3,0.5,0.23800000000000002,0.0,0.0,0.091,120.0,98.0,103.0,0.473,0.97,84.0,0.162,0.382,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/02,6:42 PM.,ATL,MIA,home,Roof Closed.,72,693821,PH,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.137,-1.13,0.01,0.97,1.3,90.7,85.0,89.5,82.7,0.28,0.402,0.134,0.21,0.393,0.337,0.286,0.495,0.19399999999999998,0.188,0.235,0.23600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
