date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C
2023/09/16,7:12 PM.,CIN,NYM,home,Clear.,72,671096,RF,4,0,0,0,0,0,0,0,0,2,1,.269,.342,.585,.927,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,0.501,0.165,0.163,-0.02,,1.61,0.99,92.7,86.6,,82.9,0.203,0.27,0.39399999999999996,,,,0.174,0.304,0.29,0.249,0.459,0.198,99.0,103.0,103.0,,,,,0.171,,-2.27,,80.9,,,,0.367,0.65,0.26,,,,,,,,,,,,,,,,,,
2023/09/15,7:11 PM.,CIN,NYM,home,Partly Cloudy.,67,668881,RF,4,1,2,0,0,0,0,0,0,1,0,.278,.352,.603,.955,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,127.0,103.0,105.0,,,,126.0,104.0,112.0,,0.544,0.404,0.053,-0.95,,0.16,-2.39,98.3,91.1,,87.3,0.304,0.478,0.242,,,,0.229,0.416,0.392,0.265,0.518,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/14,4:11 PM.,AZ,NYM,home,Sunny.,78,518876,RF,5,1,1,0,0,0,2,0,0,0,3,.270,.348,.607,.955,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.231,0.04,0.83,-0.64,2.43,92.2,88.7,92.4,85.5,0.18,0.234,0.32,0.261,0.378,0.163,0.217,0.391,0.413,0.224,0.489,0.259,121.0,105.0,111.0,87.0,101.0,99.0,0.181,0.11,0.88,-0.45,90.8,82.1,0.22,0.352,0.244,0.268,0.411,0.256,,,,,,,,,,,,,,,,,,
2023/09/13,7:10 PM.,AZ,NYM,home,Partly Cloudy.,77,668678,RF,3,0,0,0,0,0,0,0,0,0,4,.274,.353,.624,.977,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.21,0.336,0.314,0.286,0.714,0.125,0.25,0.389,0.265,0.238,0.36,0.192,,,,106.0,99.0,94.0,0.092,,-2.24,,90.2,,0.352,0.648,0.205,0.21,0.344,0.405,121.0,104.0,112.0,,,,,0.227,,0.46,,82.5,,,,,,
2023/09/12,7:11 PM.,AZ,NYM,home,Partly Cloudy.,78,669194,RF,5,1,3,1,0,0,0,0,0,0,2,.281,.357,.640,.997,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.133,-0.72,,0.52,-0.16,94.4,83.3,,81.7,0.203,0.407,0.312,,,,0.174,0.565,0.257,0.308,0.553,0.16699999999999998,99.0,94.0,98.0,101.0,111.0,105.0,0.135,0.052,-1.72,-2.44,85.6,76.4,0.326,0.539,0.218,0.429,0.714,0.182,,,,,,,,,,,,,,,,,,
2023/09/11,8:22 PM.,AZ,NYM,home,Partly Cloudy.,73,605200,RF,3,1,1,1,0,0,0,0,1,1,0,.266,.347,.633,.980,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,0.325,0.226,0.027,0.248,-0.05,-1.5,-1.83,-1.19,89.3,80.7,89.6,80.8,0.275,0.477,0.37200000000000005,0.381,0.552,0.096,0.25,0.5,0.16699999999999998,0.21,0.355,0.18100000000000002,89.0,99.0,100.0,73.0,93.0,88.0,0.113,0.061,0.13,-0.55,87.5,77.0,0.3,0.3,0.145,0.188,0.5,0.2,,,,,,,,,,,,,,,,,,
2023/09/10,1:13 PM.,MIN,NYM,away,Cloudy.,69,641154,RF,4,0,1,1,0,0,2,0,0,3,0,.264,.342,.632,.974,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.211,0.1,2.08,1.34,-0.17,94.9,88.4,94.5,84.4,0.257,0.41,0.284,0.278,0.342,0.126,0.173,0.287,0.366,0.268,0.468,0.315,93.0,110.0,114.0,,,,,0.125,,0.25,,82.5,,,,0.202,0.33,0.364,,,,,,,,,,,,,,,,,,
2023/09/09,1:12 PM.,MIN,NYM,away,Overcast.,74,628317,RF,4,1,1,0,0,1,1,0,0,1,2,.265,.345,.637,.982,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,0.064,0.274,0.306,,0.35,-0.88,-0.07,,91.0,,90.3,81.6,,,,0.385,0.538,0.128,0.206,0.471,0.28800000000000003,0.275,0.451,0.251,94.0,96.0,95.0,,,,,0.036,,-2.4,,76.4,,,,0.333,0.667,0.063,,,,138.0,107.0,112.0,0.319,,1.6,,84.1,,0.182,0.263,0.35,,,
2023/09/03,1:41 PM.,SEA,NYM,home,Sunny.,87,669923,RF,4,0,0,0,0,0,0,0,0,3,1,.265,.348,.622,.970,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.216,0.394,0.197,0.018,1.34,0.43,1.03,-5.31,96.1,86.6,95.8,86.3,0.5,0.9,0.125,0.261,0.383,0.131,0.264,0.377,0.22,0.234,0.392,0.28,,,,,,,,,,,,,,,,0.265,0.458,0.159,,,,95.0,103.0,110.0,0.061,0.115,1.07,0.35,84.9,81.8,0.143,0.286,0.35700000000000004,75.1,0.001,0.26
2023/09/02,7:10 PM.,SEA,NYM,home,Partly Cloudy.,71,622491,RF,5,1,2,0,0,1,3,0,0,1,1,.277,.361,.649,1.010,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,88.3,95.9,85.7,0.28,0.42,0.325,0.239,0.337,0.136,0.234,0.455,0.37799999999999995,0.165,0.384,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/01,7:11 PM.,SEA,NYM,home,Clear.,72,669302,RF,3,0,0,0,0,0,0,0,1,2,0,.270,.359,.629,.988,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,0.003,0.419,0.297,,0.01,-11.33,1.84,,95.7,,93.7,88.7,,,,0.667,1.0,0.25,0.211,0.349,0.322,0.28,0.491,0.177,,,,,,,,,,,,,,,,0.214,0.371,0.306,110.0,95.0,103.0,98.0,103.0,117.0,0.148,0.134,0.25,0.39,85.6,80.3,0.174,0.34,0.35,,,
2023/08/30,6:40 PM.,TEX,NYM,home,Partly Cloudy.,81,641540,RF,4,2,2,0,0,2,4,0,0,1,1,.279,.364,.651,1.015,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.234,0.156,-3.75,1.37,0.14,-0.87,90.5,85.7,91.0,82.1,0.301,0.478,0.258,0.246,0.354,0.08,0.212,0.364,0.345,0.294,0.765,0.235,78.0,82.0,84.0,90.0,100.0,95.0,0.2,0.016,0.82,-3.56,88.9,78.1,0.258,0.393,0.231,0.25,0.25,0.5,,,,,,,,0.032,,-0.43,,77.5,,,,,,
2023/08/28,7:12 PM.,TEX,NYM,home,Cloudy.,73,592351,RF,2,1,1,0,0,1,1,0,0,1,0,.268,.351,.585,.936,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.398,0.116,-1.83,,2.33,1.71,95.7,88.8,,87.2,0.211,0.268,0.213,,,,0.105,0.211,0.324,0.346,0.551,0.179,99.0,90.0,98.0,,,,,0.062,,-1.69,,78.2,,,,0.263,0.737,0.27,,,,,,,,,,,,,,,,,,
2023/08/27,12:06 PM.,LAA,NYM,home,Sunny.,79,656288,RF,4,0,1,0,0,0,0,0,0,1,2,.263,.341,.550,.891,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,89.0,101.0,101.0,78.0,101.0,93.0,81.0,95.0,86.0,124.0,105.0,110.0,0.006,0.348,0.299,0.213,-0.21,-8.61,0.1,1.6,94.7,90.2,95.0,88.4,0.213,0.339,0.248,0.333,1.333,0.0,0.261,0.344,0.34,0.235,0.5,0.28300000000000003,91.0,98.0,103.0,,,,,0.134,,-0.53,,81.8,,,,0.271,0.667,0.252,,,,,,,,,,,,,,,,,,
2023/08/26,7:10 PM.,LAA,NYM,home,Clear.,82,681217,RF,3,0,2,1,0,0,1,0,1,1,0,.263,.345,.566,.911,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,93.0,90.0,85.0,82.0,105.0,97.0,102.0,94.0,102.0,0.148,0.349,0.229,,-1.53,1.39,1.7,,95.0,,94.3,82.0,,,,0.344,0.469,0.14,0.143,0.571,0.14300000000000002,0.255,0.553,0.248,107.0,93.0,97.0,99.0,92.0,92.0,0.084,0.024,3.24,-5.15,90.3,79.4,0.167,0.167,0.268,0.333,1.333,0.0,,,,84.0,108.0,116.0,0.167,,1.35,,87.2,,0.137,0.294,0.345,,,
2023/08/25,7:10 PM.,LAA,NYM,home,Partly Cloudy.,76,663776,DH,4,0,0,0,0,0,0,0,0,3,3,.247,.325,.548,.873,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,83.0,93.2,86.5,0.184,0.33,0.43200000000000005,0.269,0.327,0.129,0.2,0.5,0.306,0.336,0.507,0.156,99.0,96.0,101.0,,,,,0.09,,0.27,,76.5,,,,0.286,0.286,0.237,,,,,,,,,,,,,,,,,,
2023/08/23,7:21 PM.,ATL,NYM,away,Partly Cloudy.,91,450203,RF,4,0,2,2,0,0,0,0,0,2,0,.261,.342,.580,.922,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,0.068,0.317,,0.103,-1.26,-4.03,,0.86,94.9,86.0,94.2,,0.25,0.339,0.336,0.474,0.711,0.071,,,,0.292,0.482,0.225,139.0,100.0,111.0,89.0,92.0,87.0,0.08,0.432,0.25,1.79,89.1,82.3,0.296,0.407,0.3,0.177,0.258,0.42,,,,,,,,,,,,,,,,,,
2023/08/22,7:20 PM.,ATL,NYM,away,Partly Cloudy.,92,693821,RF,4,0,1,0,0,0,0,0,0,2,3,.246,.333,.554,.887,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.137,-1.13,0.01,0.97,1.3,90.7,85.0,89.5,82.7,0.188,0.235,0.23600000000000002,0.28,0.402,0.134,0.21,0.393,0.337,0.286,0.495,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/21,7:20 PM.,ATL,NYM,away,Partly Cloudy.,92,642216,RF,3,1,2,0,0,1,2,0,0,1,0,.246,.338,.574,.912,642216,allanwinans,Winans,Right,Allan Winans,ATL,5.29,4.24,32.1,104.0,77.0,97.0,0.771,9.46,2.23,10.3,1.39,1.19,0.227,0.474,0.103,0.381,0.449,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,0.253,0.225,0.245,0.277,-1.11,-1.36,-1.04,0.71,90.0,82.9,89.6,78.8,0.25,0.341,0.311,0.387,0.581,0.113,0.267,0.5,0.364,0.25,0.583,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/20,1:17 PM.,STL,NYM,away,Partly Cloudy.,95,641712,RF,4,0,0,0,0,0,0,0,0,1,2,.224,.324,.517,.841,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.024,0.43,0.04,-0.76,-4.54,91.1,84.4,91.6,85.1,0.2,0.4,0.0,0.308,0.526,0.07200000000000001,0.258,0.43,0.39299999999999996,0.281,0.328,0.129,81.0,103.0,96.0,,,,,0.055,,-0.31,,81.4,,,,0.25,0.25,0.306,,,,,,,,,,,,,,,,,,
2023/08/19,6:16 PM.,STL,NYM,away,Clear.,87,571945,RF,4,2,2,0,0,1,2,0,1,2,0,.241,.344,.556,.900,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.054,-0.19,-1.61,0.62,2.68,93.3,84.4,92.7,86.4,0.182,0.382,0.085,0.34,0.54,0.085,0.245,0.375,0.22399999999999998,0.29,0.495,0.18899999999999997,95.0,105.0,102.0,,,,,0.198,,-0.92,,75.9,,,,0.261,0.387,0.198,,,,,,,,0.002,,-0.89,,68.1,,,,,,
2023/08/17,6:16 PM.,STL,NYM,away,Partly Cloudy.,84,425794,RF,3,0,0,0,0,0,0,0,0,0,1,.220,.322,.500,.822,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,80.0,94.0,84.0,87.0,99.0,89.0,83.0,78.0,71.0,0.314,0.099,0.003,0.05,-1.48,-3.36,-13.9,-3.6,85.7,81.4,86.9,75.6,0.389,0.611,0.1,0.394,0.746,0.09300000000000001,,,,0.326,0.512,0.11699999999999999,129.0,102.0,110.0,107.0,99.0,95.0,0.226,0.306,-0.27,-1.5,82.9,71.5,0.344,0.473,0.152,0.291,0.475,0.153,,,,,,,,0.002,,6.39,,65.7,,,,,,
