date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/09/16,6:09 PM.,COL,SF,away,Clear.,72,607536,C,4,1,2,0,0,0,0,0,0,1,2,.251,.306,.386,.692,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.283,0.184,0.236,0.176,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,84.2,88.7,84.1,80.6,0.239,0.431,0.127,0.435,0.681,0.139,0.246,0.549,0.2,0.349,0.529,0.091,0.261,0.41,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/15,6:41 PM.,COL,SF,away,Partly Cloudy.,63,502624,C,4,0,1,0,0,0,1,0,0,1,2,.248,.305,.386,.691,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,,,,0.073,0.312,0.082,,0.229,-2.17,-5.45,0.92,,2.14,93.3,83.9,92.6,80.6,,0.351,0.619,0.17300000000000001,0.163,0.25,0.287,0.172,0.172,0.24600000000000002,0.545,0.955,0.073,0.3,0.9,0.125,75.0,91.0,92.0,0.041,-4.22,77.6,108.0,98.0,97.0,0.263,0.63,89.2,0.244,0.444,0.226,,,,,,,,,,,,,,,,,,
2023/09/13,12:46 PM.,CLE,SF,home,Sunny.,66,671106,C,4,2,1,0,0,0,0,0,1,2,3,.248,.305,.388,.693,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,82.0,101.0,95.0,,,,108.0,98.0,101.0,,,,,0.451,0.247,,0.213,-0.12,,-0.74,,1.49,91.4,82.7,,79.3,,0.257,0.482,0.177,0.191,0.223,0.33,0.3,0.3,0.368,,,,,,,,,,,,,110.0,97.0,98.0,0.089,-2.1,86.3,0.462,0.692,0.17,,,,,,,,,,,,,,,,,,
2023/09/05,6:40 PM.,CHC,SF,away,Partly Cloudy.,84,543294,C,1,0,0,0,0,0,0,0,0,1,2,.248,.304,.390,.694,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,,,,0.349,0.205,,,0.411,-1.61,0.04,,,1.43,87.8,80.7,87.5,,,0.38,0.658,0.11199999999999999,0.18,0.279,0.324,,,,0.318,0.46,0.08,0.25,0.25,0.43799999999999994,97.0,79.0,84.0,0.035,0.0,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/04,1:20 PM.,CHC,SF,away,Partly Cloudy.,89,657006,C,3,0,0,0,0,0,0,0,0,2,0,.249,.305,.391,.696,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,,,,0.018,0.626,0.339,,0.01,0.67,0.89,0.54,,-1.94,91.8,87.5,92.2,83.3,,0.275,0.393,0.203,0.4,0.4,0.1,0.217,0.346,0.311,0.25,0.333,0.16699999999999998,0.0,0.0,0.33299999999999996,87.0,98.0,109.0,0.006,2.44,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/03,1:12 PM.,SD,SF,away,Partly Cloudy.,75,607625,C,4,0,0,0,0,0,0,0,0,3,0,.252,.308,.396,.704,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.199,0.318,0.111,,0.059,0.36,1.87,-0.6,,-2.89,93.4,86.3,93.2,85.2,,0.246,0.464,0.214,0.303,0.576,0.34299999999999997,0.25,0.417,0.28600000000000003,0.208,0.36,0.08900000000000001,0.287,0.384,0.265,122.0,100.0,105.0,0.313,0.26,79.6,,,,,,,,,,,,,,,,0.0,0.0,0.226,,,,,,,,,
2023/09/02,5:41 PM.,SD,SF,away,Clear.,76,605483,C,3,0,0,0,0,0,0,0,1,1,2,.255,.312,.401,.713,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,0.131,,0.184,0.07,,0.68,,2.65,95.5,86.7,,88.4,,0.255,0.389,0.195,0.185,0.266,0.46799999999999997,0.123,0.26,0.536,,,,0.079,0.14,0.563,106.0,102.0,110.0,0.198,2.55,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/01,6:42 PM.,SD,SF,away,Partly Cloudy.,72,608379,C,3,1,1,0,0,0,0,0,1,1,0,.258,.313,.406,.719,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,,,,0.133,0.288,,,0.345,1.23,-0.36,,,1.06,92.0,81.6,91.9,,,0.188,0.323,0.16699999999999998,0.207,0.346,0.359,,,,0.25,0.45,0.111,0.172,0.31,0.27,86.0,92.0,94.0,0.11,1.04,74.0,96.0,100.0,96.0,0.124,-2.13,86.9,0.364,0.582,0.165,,,,,,,,,,,,,,,,,,
2023/08/30,12:46 PM.,CIN,SF,home,Sunny.,73,668881,C,3,0,0,0,0,0,0,0,1,2,3,.257,.310,.407,.717,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,127.0,103.0,105.0,,,,126.0,104.0,112.0,,,,,0.544,0.404,,0.053,-0.95,,0.16,,-2.39,98.3,91.1,,87.3,,0.265,0.518,0.252,0.304,0.478,0.242,0.229,0.416,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/29,6:45 PM.,CIN,SF,home,Clear.,74,682227,C,4,2,2,0,0,1,2,0,0,2,1,.260,.311,.411,.722,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,,,,,0.372,0.102,,0.165,-0.15,,-1.33,,-0.51,92.8,84.0,,81.7,,0.269,0.433,0.171,0.183,0.39,0.39899999999999997,0.0,0.0,0.273,,,,0.333,0.6,0.14300000000000002,98.0,96.0,103.0,0.064,-1.75,73.1,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.433,0.185,,,,,,,,,,,,,,,,,,
2023/08/28,6:45 PM.,CIN,SF,home,Clear.,67,671096,C,3,0,1,1,0,0,1,0,1,1,1,.257,.309,.398,.707,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,0.501,0.165,,0.163,-0.02,,1.61,,0.99,92.7,86.6,,82.9,,0.249,0.459,0.198,0.203,0.27,0.39399999999999996,0.174,0.304,0.29,,,,0.367,0.65,0.26,99.0,103.0,103.0,0.171,-2.27,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/27,4:10 PM.,ATL,SF,home,Sunny.,70,694363,C,4,0,1,1,0,0,3,0,0,0,1,.256,.306,.395,.701,694363,jaredshuster,Shuster,Left,Jared Shuster,ATL,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.277,0.382,0.133,0.272,0.417,61.0,88.0,85.0,59.0,99.0,83.0,,,,75.0,98.0,95.0,,,,,0.441,0.329,,0.23,-0.83,,1.11,,-2.01,91.4,82.2,,84.9,,0.311,0.489,0.099,0.26,0.5,0.33299999999999996,0.197,0.311,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/26,1:06 PM.,ATL,SF,home,Partly Cloudy.,64,608331,C,4,0,1,0,0,0,0,0,0,3,2,.256,.307,.394,.701,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,,,,0.117,0.332,0.11,,0.165,0.71,-0.71,-0.19,,1.75,94.0,86.2,93.5,83.6,,0.291,0.418,0.177,0.232,0.286,0.377,0.4,0.9,0.275,0.302,0.395,0.23199999999999998,0.109,0.109,0.391,114.0,98.0,106.0,0.231,2.64,74.2,,,,0.044,1.44,87.5,0.091,0.364,0.19,,,,,,,,,,,,,,,,,,
2023/08/23,4:08 PM.,PHI,SF,away,Partly Cloudy.,82,547179,C,4,1,0,0,0,0,0,0,1,2,0,.256,.307,.396,.703,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,,,,0.12,0.347,0.297,,0.216,1.17,0.73,0.34,,0.26,94.3,84.5,93.7,84.7,,0.211,0.333,0.171,0.186,0.403,0.314,0.293,0.61,0.214,0.333,0.4,0.038,0.667,1.667,0.182,103.0,112.0,110.0,0.011,-4.26,82.3,89.0,75.0,71.0,0.009,-7.35,90.8,0.6,1.2,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/08/22,6:43 PM.,PHI,SF,away,Clear.,79,592836,C,4,0,0,0,0,0,0,0,0,1,2,.260,.309,.402,.711,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,,,,0.233,0.176,0.026,,,-0.82,0.53,-1.43,,,92.8,,92.4,82.5,,0.257,0.541,0.254,,,,0.158,0.632,0.342,0.273,0.429,0.1,0.212,0.485,0.36,92.0,91.0,94.0,0.057,-1.07,74.8,99.0,103.0,100.0,0.176,-0.44,87.1,0.284,0.441,0.158,104.0,97.0,100.0,0.332,0.48,87.9,,,,0.205,0.295,0.244,,,,,,
2023/08/21,6:43 PM.,PHI,SF,away,Partly Cloudy.,88,605400,C,3,0,1,0,0,0,0,0,0,0,0,.264,.314,.409,.723,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,,,,118.0,105.0,113.0,0.188,0.295,,0.316,0.126,-0.03,0.46,,0.47,0.14,92.7,85.9,91.8,,79.4,0.246,0.503,0.217,0.22,0.319,0.319,,,,0.279,0.416,0.106,0.221,0.398,0.33299999999999996,,,,,,,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,,,,,,,,,,,,,,,,,,
2023/08/20,1:35 PM.,ATL,SF,away,Sunny.,89,608331,C,4,0,1,0,0,0,0,0,1,2,3,.264,.314,.410,.724,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,,,,0.117,0.332,0.11,,0.165,0.71,-0.71,-0.19,,1.75,94.0,86.2,93.5,83.6,,0.291,0.418,0.177,0.232,0.286,0.377,0.4,0.9,0.275,0.302,0.395,0.23199999999999998,0.109,0.109,0.391,114.0,98.0,106.0,0.231,2.64,74.2,,,,0.044,1.44,87.5,0.091,0.364,0.19,,,,,,,,,,,,,,,,,,
2023/08/19,7:22 PM.,ATL,SF,away,Clear.,87,630023,C,0,0,0,0,0,0,0,0,0,0,0,.264,.312,.413,.725,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,- - -,5.4,6.24,85.0,99.0,106.0,92.0,0.839,5.61,2.86,9.64,1.59,1.36,0.192,0.459,0.11,0.37,0.448,,,,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,,,,0.469,0.018,0.258,,,1.57,-0.31,-2.31,,,92.9,,92.4,88.8,,0.0,0.0,0.25,,,,0.361,0.705,0.153,0.297,0.491,0.11,,,,,,,,,,,,,,,,,,,119.0,99.0,83.0,0.256,0.57,85.0,,,,0.185,0.337,0.315,,,,,,
2023/08/18,7:20 PM.,ATL,SF,away,Partly Cloudy.,83,675911,C,3,0,1,0,0,0,0,0,0,1,0,.264,.312,.413,.725,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,0.338,,0.073,0.4,,1.67,,0.97,97.2,87.0,,85.6,,0.256,0.431,0.287,0.122,0.184,0.444,0.154,0.269,0.5529999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/15,6:46 PM.,TB,SF,home,Partly Cloudy.,67,641793,C,3,1,1,0,0,0,1,0,1,0,1,.263,.312,.414,.726,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,,,,0.099,0.312,0.397,,,0.57,0.28,0.34,,,94.1,,92.9,87.1,,0.26,0.44,0.22,,,,0.25,0.417,0.3,0.237,0.342,0.063,,,,,,,,,,,,,,,,,,,115.0,107.0,118.0,0.192,-1.3,84.3,,,,0.268,0.415,0.281,,,,,,
2023/08/14,6:45 PM.,TB,SF,home,Partly Cloudy.,68,607192,C,4,0,0,0,0,0,0,0,0,1,1,.262,.309,.415,.724,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,TBR,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.246,0.372,0.161,0.386,0.454,78.0,81.0,84.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,,,,0.004,0.432,0.348,,0.003,0.54,-7.7,1.25,,2.91,96.4,92.3,96.4,90.1,,0.236,0.41,0.249,,,,0.254,0.373,0.382,,,,0.095,0.19,0.522,152.0,103.0,114.0,0.213,1.81,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/13,1:05 PM.,TEX,SF,home,Sunny.,72,641540,C,5,1,2,0,0,1,2,0,0,1,2,.267,.314,.422,.736,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,,,,0.331,0.032,0.234,0.032,0.156,-3.75,1.37,0.14,-0.43,-0.87,90.5,85.7,91.0,82.1,77.5,0.294,0.765,0.235,0.301,0.478,0.258,0.212,0.364,0.345,0.246,0.354,0.08,0.25,0.25,0.5,78.0,82.0,84.0,0.016,-3.56,78.1,90.0,100.0,95.0,0.2,0.82,88.9,0.258,0.393,0.231,,,,,,,,,,,,,,,,,,
