date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/09/04,6:38 PM.,BAL,LAA,home,Clear.,74,680570,2B,2,1,0,0,0,0,0,0,1,2,0,.148,.303,.185,.488,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,76.0,90.0,86.0,,0.496,0.052,0.148,0.081,0.224,-0.83,-1.59,,1.92,-0.49,1.7,97.4,90.0,83.9,,82.4,79.9,0.153,0.169,0.34,0.342,0.535,0.24100000000000002,,,,0.201,0.318,0.28300000000000003,0.333,0.889,0.14300000000000002,0.176,0.353,0.281,,,,,,,,,,,,,,,
2023/09/03,1:07 PM.,OAK,LAA,away,Partly Cloudy.,71,666205,2B,4,0,0,0,0,0,0,0,0,0,1,.160,.300,.200,.500,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,,,,0.517,,0.253,0.149,0.081,-2.52,,,-0.45,-2.07,-3.21,93.5,,87.9,,87.1,81.2,0.293,0.475,0.242,0.395,0.663,0.161,,,,0.333,0.5,0.387,,,,0.268,0.415,0.284,,,,,,,,,,,,,,,
2023/09/02,1:07 PM.,OAK,LAA,away,Cloudy.,72,621112,PH,0,0,0,0,0,0,0,0,1,0,0,.190,.346,.238,.584,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,106.0,100.0,100.0,0.24,0.146,0.204,0.181,0.117,0.112,-2.52,-2.38,-0.75,0.46,1.69,2.14,91.9,88.9,86.0,91.8,80.8,79.1,0.198,0.308,0.344,0.383,0.553,0.17,0.306,0.435,0.15,0.143,0.286,0.389,0.435,0.624,0.159,0.14,0.326,0.245,,,,,,,,,,,,,,,
2023/07/30,12:07 PM.,TOR,LAA,away,Sunny.,69,621244,2B,1,0,0,0,0,0,0,0,0,0,0,.190,.320,.238,.558,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.296,0.185,0.72,,0.61,,0.31,-0.38,94.3,,84.1,93.8,,82.6,,,,0.254,0.456,0.276,0.255,0.398,0.131,0.245,0.409,0.33,,,,,,,,,,,,,,,,,,,0.216,0.357,0.305
2023/07/29,3:11 PM.,TOR,LAA,away,Roof Closed.,68,666201,2B,3,0,0,0,0,0,0,0,1,0,1,.200,.333,.250,.583,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,,,,0.282,0.29,,0.3,,0.128,-2.16,,0.68,-1.17,,-1.01,92.8,,86.3,92.6,80.8,,0.239,0.432,0.28600000000000003,0.316,0.592,0.244,0.25,0.379,0.129,0.273,0.432,0.2,,,,,,,,,,,,,,,,,,,,,
2023/07/28,7:08 PM.,TOR,LAA,away,Cloudy.,82,592332,PH,1,0,0,0,0,0,0,0,0,1,3,.235,.350,.294,.644,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.108,,,1.13,,,-0.97,,,94.7,,,,83.6,,0.348,0.565,0.353,0.243,0.409,0.172,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,
2023/07/27,4:11 PM.,DET,LAA,away,Clear.,84,666159,DH,1,1,0,0,0,0,0,0,1,0,0,.250,.368,.313,.681,666159,mattmanning,Manning,Right,Matt Manning,DET,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.492,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,,,,112.0,102.0,107.0,,,,,0.478,,0.315,0.172,0.036,0.58,,,1.21,-0.9,0.93,93.4,,87.7,,81.9,79.5,0.185,0.383,0.261,0.214,0.366,0.182,,,,0.111,0.111,0.063,,,,0.258,0.419,0.094,,,,,,,,,,,,,,,
2023/07/19,4:07 PM.,NYY,LAA,home,Partly Cloudy.,89,607074,2B,3,0,0,0,0,0,0,0,0,0,4,.267,.353,.333,.686,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,,,,126.0,95.0,104.0,,,,,0.603,,0.29,0.065,0.043,-1.05,,,-0.06,-3.96,0.96,95.3,,85.5,,85.4,79.7,0.2,0.347,0.37200000000000005,0.294,0.55,0.217,,,,0.0,0.0,0.42100000000000004,,,,0.375,1.25,0.21100000000000002,,,,,,,,,,,,,,,
2023/07/18,6:38 PM.,NYY,LAA,home,Clear.,82,593334,2B,1,1,0,0,0,0,0,0,1,0,0,.333,.429,.417,.846,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.277,,,0.409,0.209,-1.75,,0.95,,1.5,1.01,92.3,,85.8,92.4,,82.9,,,,0.321,0.741,0.19,0.15,0.325,0.13,0.2,0.306,0.322,,,,0.174,0.344,0.39299999999999996,,,,,,,,,,,,,,,
2023/07/17,6:39 PM.,NYY,LAA,home,Clear.,79,622663,PH,1,0,1,0,0,0,1,0,0,0,0,.364,.417,.455,.872,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.028,0.449,0.15,0.188,,0.186,-2.42,-0.08,5.41,-2.59,,-1.4,96.5,90.8,86.7,95.7,84.7,,0.289,0.566,0.254,0.355,0.692,0.196,0.091,0.091,0.20800000000000002,0.279,0.441,0.21600000000000003,0.208,0.313,0.17300000000000001,,,,,,,,,,,,,,,,,,
2023/07/14,6:37 PM.,HOU,LAA,home,Clear.,85,641585,2B,3,0,1,0,0,0,1,0,0,0,2,.300,.364,.400,.764,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,116.0,108.0,103.0,,0.431,0.189,0.091,0.137,0.152,-0.26,0.33,,-2.09,0.16,2.51,93.0,86.8,81.8,,80.1,76.0,0.25,0.533,0.298,0.308,0.481,0.106,,,,0.183,0.237,0.308,0.317,0.446,0.22,0.145,0.273,0.42200000000000004,,,,,,,,,,,,,,,
2023/06/21,6:40 PM.,LAD,LAA,home,Clear.,76,660813,3B,0,0,0,0,0,0,0,0,1,0,0,.286,.375,.429,.804,660813,brusdargraterol,Graterol,Right,Brusdar Graterol,LAD,1.2,3.04,67.1,107.0,119.0,109.0,0.846,6.42,1.6,7.08,0.4,2.8,0.309,0.289,0.206,0.273,0.456,,,,,,,87.0,105.0,94.0,132.0,111.0,110.0,138.0,114.0,123.0,91.0,91.0,99.0,0.436,0.102,0.219,0.243,,,1.14,1.66,3.37,-0.24,,,98.3,95.6,,98.6,88.7,,0.214,0.357,0.314,0.2,0.24,0.185,0.224,0.284,0.094,,,,0.233,0.279,0.146,,,,,,,,,,,,,,,,,,
2023/06/18,1:10 PM.,KC,LAA,away,Cloudy.,66,425844,2B,3,0,0,0,0,0,0,0,0,0,2,.286,.286,.429,.715,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.166,0.25,-0.94,-0.92,1.12,-2.99,0.06,89.5,85.2,86.5,89.8,79.2,72.5,0.214,0.282,0.231,0.276,0.472,0.159,0.333,0.609,0.081,0.241,0.37,0.207,0.32,0.5,0.18600000000000003,0.386,0.729,0.155,0.0,-3.64,57.9,,,,,,,,,,,,
2023/06/17,3:10 PM.,KC,LAA,away,Partly Cloudy.,86,594577,2B,4,1,2,1,0,0,1,0,0,1,1,.500,.500,.750,1.250,594577,mikemayers,Mayers,Right,Mike Mayers,KCR,6.15,4.67,26.1,107.0,95.0,101.0,0.822,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,77.0,112.0,107.0,86.0,92.0,93.0,92.0,106.0,100.0,77.0,104.0,94.0,109.0,110.0,106.0,108.0,104.0,94.0,0.114,0.31,0.092,0.312,0.064,0.108,-0.83,-0.69,4.79,-1.9,-3.15,-2.42,92.9,88.6,85.8,91.7,83.9,75.9,0.382,0.471,0.28800000000000003,0.233,0.5,0.16699999999999998,0.133,0.4,0.0,0.429,0.429,0.14800000000000002,0.5,0.625,0.185,0.286,0.714,0.375,,,,,,,,,,,,,,,
