date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/09/17,1:11 PM.,COL,SF,away,Sunny.,75,623167,DH,5,1,2,1,0,0,1,0,0,2,1,.247,.356,.424,.780,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,93.0,97.0,97.0,65.0,98.0,84.0,122.0,107.0,111.0,,,,87.0,100.0,94.0,0.409,0.293,0.097,,0.16,-2.66,-0.47,-2.44,,0.72,91.9,87.9,81.0,80.8,,0.379,0.739,0.174,0.389,0.444,0.14800000000000002,0.125,0.125,0.35700000000000004,0.287,0.504,0.20199999999999999,0.213,0.32,0.397,49.0,106.0,76.0,0.019,-7.15,90.9,0.6,0.7,0.111,92.0,95.0,111.0,0.022,2.61,71.6,,,,,,,,,,,,,,,,,,
2023/09/16,6:09 PM.,COL,SF,away,Clear.,72,607536,LF,2,0,1,0,0,0,0,0,0,0,0,.245,.355,.421,.776,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,65.0,99.0,96.0,96.0,105.0,105.0,,,,0.184,,0.236,0.176,0.122,1.13,,-0.2,-1.91,-3.3,88.8,,84.2,84.1,80.6,0.239,0.431,0.127,0.246,0.549,0.2,0.261,0.41,0.32,,,,0.435,0.681,0.139,67.0,103.0,88.0,0.283,-0.86,88.7,0.349,0.529,0.091,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/16,12:11 PM.,COL,SF,away,Sunny.,68,608718,DH,4,0,0,0,0,0,0,0,0,2,3,.243,.354,.421,.775,608718,brentsuter,Suter,Left,Brent Suter,COL,3.38,3.23,69.1,95.0,75.0,92.0,0.788,7.14,3.25,8.44,0.39,1.4,0.278,0.325,0.23,0.215,0.409,45.0,91.0,85.0,100.0,97.0,99.0,99.0,93.0,96.0,,,,,,,0.306,,0.108,,0.283,1.16,,-0.99,,1.82,86.0,,76.2,76.7,,0.259,0.341,0.154,0.143,0.286,0.179,,,,,,,0.171,0.25,0.381,68.0,97.0,91.0,0.304,-0.95,88.1,0.342,0.443,0.13,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/15,6:41 PM.,COL,SF,away,Partly Cloudy.,63,502624,PH,1,0,0,0,0,0,0,0,0,1,0,.246,.358,.426,.784,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,67.0,93.0,82.0,104.0,114.0,115.0,,,,108.0,98.0,97.0,0.312,0.263,0.082,,0.229,-2.17,0.63,0.92,,2.14,93.3,89.2,83.9,80.6,,0.351,0.619,0.17300000000000001,0.172,0.172,0.24600000000000002,0.3,0.9,0.125,0.244,0.444,0.226,0.163,0.25,0.287,70.0,96.0,82.0,0.073,-5.45,92.6,0.545,0.955,0.073,75.0,91.0,92.0,0.041,-4.22,77.6,,,,,,,,,,,,,,,,,,
2023/09/13,12:46 PM.,CLE,SF,home,Sunny.,66,671106,LF,1,1,0,0,0,0,0,0,0,0,1,.247,.359,.427,.786,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,,,,110.0,97.0,98.0,0.451,0.089,0.247,,0.213,-0.12,-2.1,-0.74,,1.49,91.4,86.3,82.7,79.3,,0.257,0.482,0.177,0.3,0.3,0.368,,,,0.462,0.692,0.17,0.191,0.223,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/12,6:45 PM.,CLE,SF,home,Clear.,64,615698,DH,2,0,0,0,0,0,0,0,2,0,2,.248,.358,.429,.787,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,75.0,77.0,73.0,,,,,,,103.0,94.0,93.0,0.01,0.241,,,0.101,-2.44,-0.89,,,-2.42,93.8,88.1,86.1,,,0.333,0.667,0.2,,,,0.188,0.313,0.158,0.33,0.495,0.221,0.344,0.625,0.182,86.0,96.0,90.0,0.416,0.18,93.7,0.277,0.428,0.16899999999999998,103.0,110.0,111.0,0.109,1.28,82.0,113.0,104.0,104.0,0.123,-1.13,86.8,0.241,0.362,0.225,,,,,,,,,
2023/09/11,6:47 PM.,CLE,SF,home,Clear.,65,668909,DH,4,1,2,0,0,0,1,0,1,0,1,.249,.357,.431,.788,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,112.0,101.0,103.0,83.0,107.0,102.0,,,,,,,0.553,,0.221,,0.056,0.35,,2.27,,-3.24,95.7,,88.2,84.9,,0.25,0.404,0.249,0.157,0.241,0.318,0.174,0.391,0.35200000000000004,,,,0.353,0.588,0.212,,,,,,,,,,84.0,90.0,95.0,0.17,-1.23,76.2,,,,,,,,,,,,,,,,,,
2023/09/10,5:10 PM.,COL,SF,home,Clear.,67,663567,DH,4,1,2,0,0,1,1,0,0,0,1,.246,.353,.430,.783,663567,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.36,5.44,87.1,99.0,90.0,95.0,0.796,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.0,98.0,92.0,82.0,97.0,89.0,109.0,104.0,109.0,,,,,,,0.446,,0.323,,0.2,-0.78,,-1.15,,-1.74,93.2,,86.2,86.2,,0.271,0.586,0.16699999999999998,0.308,0.641,0.198,0.267,0.267,0.20800000000000002,,,,0.235,0.459,0.325,,,,,,,,,,74.0,108.0,101.0,0.032,1.04,78.0,,,,,,,,,,,,,,,,,,
2023/09/09,6:05 PM.,COL,SF,home,Partly Cloudy.,67,502624,LF,4,0,1,0,0,0,1,0,0,0,0,.243,.352,.420,.772,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,67.0,93.0,82.0,104.0,114.0,115.0,,,,108.0,98.0,97.0,0.312,0.263,0.082,,0.229,-2.17,0.63,0.92,,2.14,93.3,89.2,83.9,80.6,,0.351,0.619,0.17300000000000001,0.172,0.172,0.24600000000000002,0.3,0.9,0.125,0.244,0.444,0.226,0.163,0.25,0.287,70.0,96.0,82.0,0.073,-5.45,92.6,0.545,0.955,0.073,75.0,91.0,92.0,0.041,-4.22,77.6,,,,,,,,,,,,,,,,,,
2023/09/08,7:17 PM.,COL,SF,home,Clear.,63,621389,DH,4,1,0,0,0,0,0,0,0,2,1,.243,.353,.422,.775,621389,tyblach,Blach,Left,Ty Blach,COL,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.279,0.371,0.121,0.39,0.447,20.0,103.0,96.0,,,,,,,,,,170.0,99.0,85.0,,0.165,,,0.221,,-2.26,,,-1.35,,83.7,79.9,,,,,,,,,0.211,0.211,0.257,0.348,0.652,0.184,0.371,0.486,0.207,69.0,104.0,84.0,0.55,-1.22,89.3,0.322,0.561,0.102,66.0,98.0,98.0,0.064,-0.44,78.9,,,,,,,,,,,,,,,,,,
2023/09/05,6:40 PM.,CHC,SF,away,Partly Cloudy.,84,543294,LF,4,1,3,2,0,0,1,0,1,0,0,.246,.357,.428,.785,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,67.0,100.0,93.0,,,,,,,,,,0.205,,,,0.411,-1.61,,,,1.43,87.8,,80.7,,,0.38,0.658,0.11199999999999999,,,,0.25,0.25,0.43799999999999994,,,,0.18,0.279,0.324,72.0,110.0,99.0,0.349,0.04,87.5,0.318,0.46,0.08,97.0,79.0,84.0,0.035,0.0,73.3,,,,,,,,,,,,,,,,,,
2023/09/03,1:12 PM.,SD,SF,away,Partly Cloudy.,75,607625,LF,4,0,0,0,0,0,0,0,0,1,3,.239,.351,.416,.767,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,87.0,108.0,103.0,114.0,96.0,108.0,,,,,,,0.318,,0.111,,0.059,0.36,,-0.6,,-2.89,93.4,,86.3,85.2,,0.246,0.464,0.214,0.25,0.417,0.28600000000000003,0.287,0.384,0.265,,,,0.303,0.576,0.34299999999999997,97.0,102.0,97.0,0.199,1.87,93.2,0.208,0.36,0.08900000000000001,122.0,100.0,105.0,0.313,0.26,79.6,,,,,,,,,,0.0,0.0,0.226,,,,,,
2023/09/01,6:42 PM.,SD,SF,away,Partly Cloudy.,72,608379,LF,4,0,0,0,0,0,0,0,0,3,2,.242,.355,.422,.777,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,73.0,104.0,94.0,,,,,,,96.0,100.0,96.0,0.288,0.124,,,0.345,1.23,-2.13,,,1.06,92.0,86.9,81.6,,,0.188,0.323,0.16699999999999998,,,,0.172,0.31,0.27,0.364,0.582,0.165,0.207,0.346,0.359,84.0,103.0,103.0,0.133,-0.36,91.9,0.25,0.45,0.111,86.0,92.0,94.0,0.11,1.04,74.0,,,,,,,,,,,,,,,,,,
2023/08/31,6:41 PM.,SD,SF,away,Partly Cloudy.,71,658648,DH,4,1,2,0,0,0,1,0,0,0,0,.246,.359,.428,.787,658648,pedroavila,Avila,Right,Pedro Avila,SDP,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.206,0.434,0.147,0.301,0.41,52.0,93.0,99.0,82.0,96.0,91.0,,,,,,,,,,0.327,,0.007,,0.256,-0.67,,1.31,,2.16,94.0,,83.8,80.7,,0.235,0.412,0.19,,,,0.207,0.276,0.40299999999999997,,,,0.148,0.246,0.434,91.0,96.0,89.0,0.207,0.13,93.3,0.356,0.422,0.122,86.0,102.0,102.0,0.203,-0.11,77.4,,,,,,,,,,,,,,,,,,
2023/08/30,12:46 PM.,CIN,SF,home,Sunny.,73,668881,LF,2,0,0,0,0,0,0,0,1,0,1,.242,.357,.427,.784,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,,,,,,,0.544,,0.404,,0.053,-0.95,,0.16,,-2.39,98.3,,91.1,87.3,,0.265,0.518,0.252,0.229,0.416,0.392,,,,,,,0.304,0.478,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/28,6:45 PM.,CIN,SF,home,Clear.,67,671096,LF,2,1,1,0,0,0,0,0,0,0,0,.244,.355,.430,.785,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,81.0,99.0,91.0,106.0,107.0,113.0,,,,,,,0.501,,0.165,,0.163,-0.02,,1.61,,0.99,92.7,,86.6,82.9,,0.249,0.459,0.198,0.174,0.304,0.29,0.367,0.65,0.26,,,,0.203,0.27,0.39399999999999996,,,,,,,,,,99.0,103.0,103.0,0.171,-2.27,80.9,,,,,,,,,,,,,,,,,,
2023/08/27,4:10 PM.,ATL,SF,home,Sunny.,70,694363,LF,1,1,1,0,0,0,0,0,1,0,0,.242,.355,.430,.785,694363,jaredshuster,Shuster,Left,Jared Shuster,ATL,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.277,0.382,0.133,0.272,0.417,61.0,88.0,85.0,59.0,99.0,83.0,75.0,98.0,95.0,,,,,,,0.441,,0.329,,0.23,-0.83,,1.11,,-2.01,91.4,,82.2,84.9,,0.311,0.489,0.099,0.197,0.311,0.28600000000000003,,,,,,,0.26,0.5,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/26,1:06 PM.,ATL,SF,home,Partly Cloudy.,64,608331,LF,2,0,0,0,0,0,0,0,0,0,1,.239,.351,.428,.779,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,90.0,98.0,99.0,105.0,98.0,105.0,,,,,,,0.332,0.044,0.11,,0.165,0.71,1.44,-0.19,,1.75,94.0,87.5,86.2,83.6,,0.291,0.418,0.177,0.4,0.9,0.275,0.109,0.109,0.391,0.091,0.364,0.19,0.232,0.286,0.377,79.0,98.0,88.0,0.117,-0.71,93.5,0.302,0.395,0.23199999999999998,114.0,98.0,106.0,0.231,2.64,74.2,,,,,,,,,,,,,,,,,,
2023/08/25,7:15 PM.,ATL,SF,home,Clear.,64,675911,LF,4,1,1,0,1,0,0,0,0,1,0,.241,.353,.431,.784,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,,,,,,,0.589,,0.338,,0.073,0.4,,1.67,,0.97,97.2,,87.0,85.6,,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,,,,,,,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/23,4:08 PM.,PHI,SF,away,Partly Cloudy.,82,547179,LF,2,0,0,0,0,0,0,0,1,2,1,.241,.354,.426,.780,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,98.0,100.0,97.0,116.0,102.0,106.0,,,,89.0,75.0,71.0,0.347,0.009,0.297,,0.216,1.17,-7.35,0.34,,0.26,94.3,90.8,84.5,84.7,,0.211,0.333,0.171,0.293,0.61,0.214,0.667,1.667,0.182,0.6,1.2,0.16699999999999998,0.186,0.403,0.314,82.0,108.0,100.0,0.12,0.73,93.7,0.333,0.4,0.038,103.0,112.0,110.0,0.011,-4.26,82.3,,,,,,,,,,,,,,,,,,
2023/08/22,6:43 PM.,PHI,SF,away,Clear.,79,592836,LF,3,0,2,1,0,0,2,0,0,0,1,.243,.354,.429,.783,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,79.0,98.0,90.0,124.0,109.0,114.0,,,,99.0,103.0,100.0,0.176,0.176,0.026,,,-0.82,-0.44,-1.43,,,92.8,87.1,,82.5,,0.257,0.541,0.254,0.158,0.632,0.342,0.212,0.485,0.36,0.284,0.441,0.158,,,,81.0,100.0,93.0,0.233,0.53,92.4,0.273,0.429,0.1,92.0,91.0,94.0,0.057,-1.07,74.8,104.0,97.0,100.0,0.332,0.48,87.9,0.205,0.295,0.244,,,,,,,,,
2023/08/21,6:43 PM.,PHI,SF,away,Partly Cloudy.,88,605400,DH,2,1,2,0,0,1,1,0,1,0,0,.238,.351,.423,.774,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,95.0,107.0,103.0,,,,118.0,105.0,113.0,111.0,110.0,105.0,0.295,0.075,,0.316,0.126,-0.03,0.4,,0.47,0.14,92.7,86.3,85.9,,79.4,0.246,0.503,0.217,,,,0.221,0.398,0.33299999999999996,0.246,0.508,0.301,0.22,0.319,0.319,100.0,107.0,101.0,0.188,0.46,91.8,0.279,0.416,0.106,,,,,,,,,,,,,,,,,,,,,,,,
