date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,KN%,wSI/C,wKC/C,wKN/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC
2023/09/17,1:08 PM.,DET,LAA,home,Cloudy.,74,622766,2B,4,0,2,0,0,0,1,0,0,0,1,.241,.279,.362,.641,622766,migueldiaz,"Díaz, M",Right,Miguel Díaz,DET,0.64,2.75,14.0,100.0,105.0,102.0,0.735,10.29,3.21,5.14,0.0,0.93,0.273,0.242,0.182,0.303,0.409,117.0,107.0,112.0,96.0,91.0,89.0,102.0,100.0,101.0,0.212,0.269,0.25,4.09,4.05,1.3,95.1,88.7,84.5,0.091,0.182,0.318,0.235,0.294,0.387,0.0,0.0,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,103.0,99.0,0.269,,,0.01,,,94.4,,0.333,0.333,0.042,,,
2023/09/16,6:08 PM.,DET,LAA,home,Overcast.,69,687830,3B,3,0,0,0,0,0,0,0,1,2,0,.222,.263,.352,.615,687830,sawyergipsonlong,Gipson-Long,Right,Sawyer Gipson-Long,DET,2.7,2.52,20.0,101.0,108.0,103.0,0.662,11.7,3.6,6.3,0.9,0.74,0.271,0.438,0.125,0.208,0.378,121.0,95.0,102.0,112.0,99.0,99.0,94.0,105.0,110.0,0.238,0.318,0.244,2.45,-0.88,-1.53,93.6,85.8,82.4,0.174,0.304,0.18899999999999997,0.176,0.412,0.5,0.273,0.455,0.409,,,,83.0,103.0,101.0,,,,0.012,,,-1.39,,,87.6,,,,,,,,,,,,,115.0,104.0,95.0,0.188,,,4.55,,,92.4,,0.083,0.167,0.258,,,
2023/09/15,6:38 PM.,DET,LAA,home,Clear.,73,669373,3B,4,1,2,0,0,1,1,0,0,0,1,.235,.264,.373,.637,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,93.0,102.0,114.0,94.0,112.0,103.0,114.0,104.0,109.0,0.36,0.207,0.244,2.49,-0.49,3.25,95.8,84.3,87.6,0.206,0.299,0.256,0.167,0.205,0.506,0.224,0.448,0.24,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.214,0.36,,98.0,109.0,105.0,0.122,0.068,,2.7,0.54,,95.9,76.4,0.229,0.286,0.17300000000000001,81.0,90.0,93.0
2023/07/08,6:10 PM.,LAD,LAA,away,Clear.,73,681911,2B,3,1,1,1,0,0,1,0,0,0,0,.213,.245,.298,.543,681911,alexvesia,Vesia,Left,Alex Vesia,LAD,4.35,3.66,49.2,103.0,116.0,108.0,0.729,11.6,3.08,9.42,1.27,0.57,0.299,0.351,0.164,0.343,0.442,103.0,82.0,85.0,123.0,106.0,112.0,103.0,96.0,101.0,0.681,0.305,0.014,0.39,-1.15,2.85,94.4,86.4,85.9,0.273,0.42,0.281,,,,0.245,0.415,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/04,3:42 PM.,SD,LAA,away,Sunny.,71,605397,PH,1,0,0,0,0,0,0,0,0,1,3,.205,.239,.273,.512,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,80.0,105.0,98.0,117.0,110.0,111.0,0.245,0.145,0.114,1.77,-2.03,-0.63,93.1,87.1,82.2,0.205,0.273,0.222,0.267,0.333,0.406,0.281,0.594,0.33899999999999997,134.0,107.0,110.0,102.0,99.0,98.0,,,,0.204,,0.239,1.68,,0.77,90.1,,81.3,,,,0.302,0.429,0.13,0.207,0.329,0.34,,109.0,98.0,78.0,0.054,,,3.35,,,92.8,,0.261,0.261,0.125,,,
2023/07/03,6:41 PM.,SD,LAA,away,Clear.,68,605483,SS,2,0,0,0,0,0,0,0,0,0,4,.209,.244,.279,.523,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,86.7,88.4,0.255,0.389,0.195,0.185,0.266,0.46799999999999997,0.123,0.26,0.536,106.0,102.0,110.0,,,,,,,,,0.198,,,2.55,,,81.0,,,,,,,0.079,0.14,0.563,,,,,,,,,,,,,,,,,,
2023/07/02,1:08 PM.,AZ,LAA,home,Sunny.,80,668678,2B,3,1,1,0,0,0,0,0,0,1,1,.220,.256,.293,.549,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,105.0,116.0,112.0,0.491,0.045,0.139,1.59,0.34,1.05,93.6,86.8,87.4,0.238,0.36,0.192,0.21,0.336,0.314,0.25,0.389,0.265,,,,106.0,99.0,94.0,,,,0.092,,,-2.24,,,90.2,,,,,,0.352,0.648,0.205,0.21,0.344,0.405,,97.0,95.0,92.0,0.007,0.227,,-3.38,0.46,,93.0,82.5,0.286,0.714,0.125,121.0,104.0,112.0
2023/07/01,7:08 PM.,AZ,LAA,home,Clear.,69,669194,SS,2,0,0,0,0,0,0,0,0,0,1,.211,.250,.289,.539,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,0.546,0.134,0.133,-0.72,0.52,-0.16,94.4,83.3,81.7,0.308,0.553,0.16699999999999998,0.203,0.407,0.312,0.174,0.565,0.257,99.0,94.0,98.0,101.0,111.0,105.0,,,,0.135,,0.052,-1.72,,-2.44,85.6,,76.4,,,,0.326,0.539,0.218,0.429,0.714,0.182,,,,,,,,,,,,,,,,,,
2023/06/30,6:40 PM.,AZ,LAA,home,Clear.,76,674072,SS,2,0,0,0,0,0,0,0,0,0,0,.222,.263,.306,.569,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.193,-0.88,2.53,-0.09,90.7,84.0,83.1,0.292,0.523,0.155,0.278,0.444,0.331,0.158,0.281,0.287,95.0,101.0,102.0,,,,,,,,,0.191,,,0.71,,,79.1,,,,,,,0.229,0.325,0.21,,,,,,,,,,,,,,,,,,
2023/06/28,6:38 PM.,CWS,LAA,home,Clear.,71,608337,SS,4,0,2,0,0,0,0,0,0,0,0,.235,.278,.324,.602,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.283,-0.85,-0.25,-0.2,93.1,80.9,84.0,0.262,0.546,0.2,0.209,0.442,0.35200000000000004,0.236,0.438,0.345,81.0,76.0,78.0,,,,,,,,,0.015,,,-3.72,,,77.9,,,,,,,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,
2023/06/27,6:38 PM.,CWS,LAA,home,Clear.,73,656629,2B,3,0,0,0,0,0,1,0,1,0,1,.200,.250,.300,.550,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.074,-0.71,-1.5,0.15,95.2,88.7,84.8,0.244,0.462,0.264,0.133,0.3,0.33899999999999997,0.258,0.516,0.27399999999999997,96.0,97.0,97.0,,,,,,,,,0.04,,,-0.94,,,80.6,,,,,,,0.158,0.474,0.19399999999999998,,,,,,,,,,,,,,,,,,
2023/06/26,6:39 PM.,CWS,LAA,home,Clear.,74,656302,SS,3,0,0,0,0,0,0,0,0,0,1,.222,.250,.333,.583,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,0.432,0.386,0.03,-0.15,0.4,1.0,95.6,74.6,86.3,0.273,0.436,0.205,0.111,0.111,0.5379999999999999,0.216,0.339,0.433,,,,,,,,,,,,,,,,,,,,,,,,,0.298,0.538,0.249,,,,,,0.152,,,-1.83,,,80.2,,,,83.0,94.0,99.0
2023/06/25,1:11 PM.,COL,LAA,away,Sunny.,73,596295,SS,2,0,0,0,0,0,0,0,1,1,1,.250,.280,.375,.655,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,0.181,-1.99,0.96,-0.07,90.6,81.6,84.8,0.344,0.656,0.11800000000000001,0.296,0.509,0.19899999999999998,0.275,0.383,0.247,,,,,,,,,,,,,,,,,,,,,,,,,0.226,0.358,0.28,,66.0,7.0,2.0,0.012,0.168,,-5.34,-0.75,,90.8,77.6,0.4,1.0,0.16699999999999998,90.0,103.0,104.0
2023/06/24,7:13 PM.,COL,LAA,away,Clear.,86,502624,SS,6,1,4,0,0,1,5,0,0,0,2,.273,.273,.409,.682,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,67.0,93.0,82.0,104.0,114.0,115.0,0.312,0.082,0.229,-2.17,0.92,2.14,93.3,83.9,80.6,0.351,0.619,0.17300000000000001,0.163,0.25,0.287,0.172,0.172,0.24600000000000002,75.0,91.0,92.0,108.0,98.0,97.0,,,,0.263,,0.041,0.63,,-4.22,89.2,,77.6,,,,0.244,0.444,0.226,0.3,0.9,0.125,,70.0,96.0,82.0,0.073,,,-5.45,,,92.6,,0.545,0.955,0.073,,,
2023/04/10,6:38 PM.,WSH,LAA,home,Clear.,66,571578,SS,3,0,0,0,0,0,0,0,0,0,3,.125,.125,.125,.250,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,65.0,103.0,88.0,84.0,99.0,100.0,0.169,0.35,0.064,-0.69,-0.51,-2.07,91.8,81.2,80.5,0.327,0.541,0.121,0.29,0.645,0.4,0.233,0.461,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,102.0,93.0,0.417,,,-0.89,,,92.1,,0.32,0.463,0.07400000000000001,,,
2023/04/09,1:06 PM.,TOR,LAA,home,Sunny.,72,579328,SS,0,0,0,0,0,0,0,0,0,0,0,.154,.154,.154,.308,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.097,0.05,1.11,-1.83,95.1,88.7,88.7,0.27,0.412,0.268,0.254,0.508,0.193,0.225,0.396,0.302,98.0,103.0,105.0,,,,,,,,,0.193,,,0.24,,,83.1,,,,,,,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,
2023/04/07,7:05 PM.,TOR,LAA,home,Partly Cloudy.,64,605135,SS,3,0,1,0,0,0,1,0,0,1,1,.154,.154,.154,.308,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,106.0,93.0,102.0,0.093,0.136,0.065,-3.9,-0.72,1.71,92.4,84.1,75.6,0.333,0.652,0.20600000000000002,0.189,0.351,0.10099999999999999,0.227,0.636,0.191,93.0,92.0,100.0,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,0.126,-1.13,-3.07,0.67,87.8,82.6,70.7,0.375,0.563,0.226,0.274,0.496,0.253,0.192,0.295,0.318,,92.0,104.0,98.0,0.393,,,2.11,,,91.9,,0.22,0.336,0.14400000000000002,,,
2023/04/05,1:10 PM.,SEA,LAA,away,Partly Cloudy.,48,623167,SS,0,0,0,0,0,0,0,0,0,0,0,.100,.100,.100,.200,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,93.0,97.0,97.0,65.0,98.0,84.0,122.0,107.0,111.0,0.409,0.097,0.16,-2.66,-2.44,0.72,91.9,81.0,80.8,0.379,0.739,0.174,0.213,0.32,0.397,0.389,0.444,0.14800000000000002,92.0,95.0,111.0,87.0,100.0,94.0,,,,0.293,,0.022,-0.47,,2.61,87.9,,71.6,,,,0.287,0.504,0.20199999999999999,0.125,0.125,0.35700000000000004,,49.0,106.0,76.0,0.019,,,-7.15,,,90.9,,0.6,0.7,0.111,,,
2023/04/04,6:41 PM.,SEA,LAA,away,Partly Cloudy.,50,622491,SS,4,0,0,0,0,0,0,0,0,0,2,.100,.100,.100,.200,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,0.156,1.31,-0.12,-1.6,96.3,88.3,85.7,0.165,0.384,0.33,0.28,0.42,0.325,0.234,0.455,0.37799999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,103.0,95.0,0.179,,,0.6,,,95.9,,0.239,0.337,0.136,,,
2023/04/03,6:41 PM.,SEA,LAA,away,Partly Cloudy.,45,669923,SS,1,0,0,0,0,0,0,0,0,1,1,.167,.167,.167,.334,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,0.394,0.197,0.018,1.34,1.03,-5.31,96.1,86.6,86.3,0.234,0.392,0.28,0.5,0.9,0.125,0.264,0.377,0.22,,,,,,,95.0,103.0,110.0,,0.061,,,1.07,,,84.9,,0.143,0.286,0.35700000000000004,,,,0.265,0.458,0.159,75.1,106.0,110.0,109.0,0.216,0.115,0.001,0.43,0.35,0.26,95.8,81.8,0.261,0.383,0.131,,,
2023/04/02,1:06 PM.,OAK,LAA,away,Partly Cloudy.,56,686610,SS,4,0,1,0,0,0,0,0,0,1,1,.200,.200,.200,.400,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,96.0,99.0,100.0,0.543,0.271,0.166,-0.52,-0.79,-1.4,93.3,84.2,81.1,0.275,0.493,0.17800000000000002,0.34,0.515,0.374,0.218,0.423,0.32799999999999996,93.0,77.0,85.0,,,,,,,,,0.02,,,-3.62,,,74.5,,,,,,,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,
2023/04/01,1:07 PM.,OAK,LAA,away,Sunny.,58,660261,SS,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,107.0,90.0,91.0,118.0,92.0,105.0,0.566,0.073,,0.08,-1.47,,98.4,,84.4,0.243,0.385,0.255,,,,0.75,0.75,0.33299999999999996,-279.0,111.0,65.0,94.0,92.0,93.0,138.0,95.0,100.0,0.162,0.199,0.001,1.27,-1.4,-81.55,88.3,92.8,75.7,0.243,0.457,0.37200000000000005,0.171,0.341,0.382,,,,,,,,,,,,,,,,,,,,,
2023/03/28,6:08 PM.,LAD,LAA,home,Partly Cloudy.,66,686752,2B,3,0,1,1,0,0,2,0,0,0,3,.240,.269,.320,.589,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,LAD,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.274,0.416,0.177,0.301,0.424,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.347,1.83,0.98,0.55,94.0,86.3,88.8,0.156,0.344,0.22399999999999998,0.203,0.391,0.326,0.174,0.348,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
