date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2023/09/03,12:11 PM.,CHC,CIN,home,Sunny.,84,592791,LF,1,0,0,0,0,0,0,0,0,0,2,.224,.321,.380,.701,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.149,0.031,-0.69,-0.32,0.9,0.75,-0.12,-0.22,93.7,88.6,86.5,93.9,80.9,80.5,0.261,0.553,0.204,0.296,0.394,0.133,0.311,0.521,0.27399999999999997,0.233,0.333,0.27399999999999997,0.198,0.349,0.2,0.28,0.44,0.106,,,,,,,,,,,,,,,,,,,,,
2023/09/01,1:11 PM.,CHC,CIN,home,Sunny.,80,696136,LF,2,0,0,0,0,0,0,0,0,1,4,.225,.322,.382,.704,696136,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.438,0.134,0.259,0.334,71.0,106.0,104.0,82.0,97.0,97.0,78.0,102.0,96.0,75.0,99.0,90.0,105.0,87.0,95.0,85.0,94.0,82.0,0.196,0.285,0.098,0.041,0.084,0.297,-1.88,-2.26,2.74,-6.67,-0.96,1.83,92.1,89.0,81.3,91.3,82.0,78.2,0.368,0.711,0.145,0.174,0.174,0.163,0.444,0.667,0.261,0.333,0.833,0.2,0.143,0.143,0.429,0.171,0.317,0.3,,,,,,,,,,,,,,,,,,,,,
2023/09/01,6:41 PM.,CHC,CIN,home,Clear.,84,621016,PR,0,1,0,0,0,0,0,1,0,0,0,.225,.322,.382,.704,621016,josecuas,Cuas,Right,Jose Cuas,- - -,3.99,5.44,65.1,93.0,106.0,93.0,0.719,9.78,4.82,8.68,1.1,1.41,0.24,0.33,0.128,0.397,0.384,86.0,91.0,96.0,,,,146.0,102.0,101.0,89.0,96.0,91.0,112.0,82.0,91.0,,,,0.497,0.196,,0.266,,0.041,-0.11,,0.89,-1.13,,-6.68,92.3,,87.7,92.7,82.5,,0.132,0.289,0.42,0.298,0.379,0.166,,,,0.0,0.0,0.643,,,,0.333,0.917,0.25,,,,,,,,,,,,,,,,,,,,,
2023/08/28,6:45 PM.,SF,CIN,away,Clear.,67,690986,RF,1,0,0,0,0,0,0,0,1,1,0,.228,.325,.386,.711,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.15,4.55,34.2,99.0,95.0,98.0,0.796,9.09,2.86,7.53,2.08,0.5,0.351,0.361,0.155,0.32,0.427,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,,,,86.0,99.0,105.0,,,,,0.607,,0.017,0.265,0.111,0.66,,,-4.23,-2.28,-0.87,93.6,,86.6,,87.5,82.2,0.182,0.39,0.248,,,,,,,,,,,,,0.25,0.45,0.19,,,,,,,,,,,,,,,,0.273,0.606,0.242,,,
2023/08/20,1:42 PM.,TOR,CIN,home,Sunny.,89,547943,RF,1,0,0,0,0,0,0,0,0,0,0,.229,.323,.388,.711,547943,hyunjinryu,Ryu,Left,Hyun Jin Ryu,TOR,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.234,0.468,0.152,0.327,0.412,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,,,,92.0,107.0,97.0,0.095,0.317,0.189,,0.171,0.228,-0.51,1.27,3.34,,-1.45,-2.1,88.6,85.1,78.1,87.7,,68.9,0.265,0.633,0.11900000000000001,0.133,0.133,0.091,0.238,0.357,0.207,,,,0.286,0.429,0.35200000000000004,0.276,0.448,0.25,,,,,,,,,,,,,,,,,,,,,
2023/08/19,6:41 PM.,TOR,CIN,home,Clear.,83,605135,LF,3,0,0,0,0,0,0,0,1,0,2,.230,.325,.390,.715,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,0.393,0.093,0.153,0.136,0.126,0.065,-3.9,-1.13,2.11,-0.72,0.67,1.71,92.4,87.8,84.1,91.9,75.6,70.7,0.333,0.652,0.20600000000000002,0.22,0.336,0.14400000000000002,0.274,0.496,0.253,0.227,0.636,0.191,0.192,0.295,0.318,0.189,0.351,0.10099999999999999,,,,,,,0.033,-3.07,82.6,0.375,0.563,0.226,78.0,84.0,84.0,,,,,,
2023/08/18,6:42 PM.,TOR,CIN,home,Partly Cloudy.,77,621244,LF,2,0,0,0,0,0,0,0,1,1,0,.234,.326,.396,.722,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.296,0.185,0.72,,0.61,,0.31,-0.38,94.3,,84.1,93.8,,82.6,0.254,0.456,0.276,0.255,0.398,0.131,,,,,,,,,,0.245,0.409,0.33,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,
2023/08/16,6:41 PM.,CLE,CIN,home,Overcast.,79,592789,LF,4,1,2,0,0,1,2,0,0,0,3,.236,.326,.400,.726,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,0.261,0.181,0.126,0.067,0.141,0.222,0.68,-0.49,-1.16,-2.33,-0.93,-2.71,92.2,89.5,87.3,92.3,85.0,77.9,0.208,0.354,0.182,0.363,0.593,0.138,0.333,0.489,0.18899999999999997,0.24,0.72,0.083,0.233,0.512,0.22,0.286,0.571,0.218,,,,,,,0.003,1.25,87.7,,,,43.0,87.0,84.0,,,,,,
2023/08/15,6:42 PM.,CLE,CIN,home,Partly Cloudy.,72,671106,CF,2,0,0,0,0,0,0,0,0,1,2,.230,.323,.382,.705,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,108.0,98.0,101.0,110.0,97.0,98.0,,0.451,0.089,0.247,,0.213,-0.12,-2.1,,-0.74,,1.49,91.4,86.3,82.7,,79.3,,0.257,0.482,0.177,,,,0.462,0.692,0.17,0.3,0.3,0.368,,,,0.191,0.223,0.33,,,,,,,,,,,,,,,,,,,,,
2023/08/13,1:36 PM.,PIT,CIN,away,Partly Cloudy.,79,656605,LF,2,0,0,0,0,0,0,0,1,0,2,.230,.324,.380,.704,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.028,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,90.7,93.9,82.8,78.0,0.176,0.351,0.302,0.258,0.346,0.105,0.316,0.503,0.23600000000000002,0.221,0.324,0.272,0.273,0.614,0.235,0.36,0.6,0.21100000000000002,,,,,,,,,,,,,,,,,,,,,
2023/08/13,6:06 PM.,PIT,CIN,away,Partly Cloudy.,82,656578,CF,2,0,1,1,0,0,2,0,0,0,1,.233,.326,.386,.712,656578,andrejackson,Jackson,Right,Andre Jackson,- - -,4.99,5.37,61.1,101.0,93.0,97.0,0.782,8.36,3.23,7.63,1.61,0.91,0.267,0.449,0.125,0.415,0.429,85.0,106.0,100.0,96.0,93.0,93.0,99.0,98.0,94.0,,,,90.0,101.0,103.0,,,,,0.446,,0.17,0.065,0.32,0.74,,,1.4,1.88,-1.7,94.9,,86.9,,87.1,81.5,0.222,0.367,0.191,,,,,,,0.148,0.296,0.20600000000000002,0.067,0.067,0.32299999999999995,0.273,0.566,0.297,,,,,,,,,,,,,,,,,,,,,
2023/08/11,7:09 PM.,PIT,CIN,away,Cloudy.,83,670912,LF,4,2,1,0,0,0,0,0,0,0,2,.232,.324,.384,.708,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,,,,0.05,0.392,,0.367,0.149,0.041,-1.25,,0.93,0.8,0.82,-0.07,95.8,,88.1,95.7,88.2,80.9,0.277,0.477,0.183,0.276,0.345,0.065,,,,0.21,0.349,0.326,0.193,0.352,0.308,0.25,0.3,0.35700000000000004,,,,,,,,,,,,,,,,,,,,,
2023/08/09,1:11 PM.,MIA,CIN,home,Partly Cloudy.,81,456501,RF,4,0,1,0,0,0,0,0,0,2,0,.232,.322,.387,.709,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.346,0.028,0.234,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,84.1,92.2,86.1,76.0,0.242,0.53,0.245,0.244,0.4,0.035,0.222,0.333,0.1,0.27,0.73,0.154,,,,0.286,0.595,0.278,,,,,,,,,,,,,,,,,,,,,
2023/08/08,6:41 PM.,MIA,CIN,home,Clear.,81,666129,RF,3,1,1,0,1,0,0,0,0,1,0,.232,.324,.390,.714,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,91.0,102.0,97.0,100.0,102.0,102.0,95.0,100.0,97.0,0.317,0.075,0.177,0.258,0.084,0.088,-1.84,1.53,1.06,0.45,-4.44,0.73,90.8,87.5,84.1,90.5,82.8,77.7,0.325,0.575,0.159,0.256,0.377,0.107,0.243,0.477,0.247,0.169,0.302,0.408,0.5,1.059,0.2,0.286,0.327,0.327,,,,,,,,,,,,,,,,,,,,,
2023/08/07,6:41 PM.,MIA,CIN,home,Cloudy.,75,691587,RF,3,0,0,0,0,0,0,0,0,2,3,.230,.323,.379,.702,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.454,,0.308,0.14,0.098,-0.47,,,0.99,1.89,0.99,97.5,,89.7,,86.4,81.2,0.289,0.585,0.187,,,,,,,0.183,0.365,0.47700000000000004,0.098,0.171,0.5429999999999999,0.045,0.045,0.462,,,,,,,,,,,,,,,,,,,,,
2023/08/06,1:42 PM.,WSH,CIN,home,Partly Cloudy.,84,663623,RF,4,0,1,0,0,0,1,0,0,1,2,.234,.328,.386,.714,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,,,,0.287,0.356,,,0.306,0.051,-0.01,,-0.75,,0.08,1.21,94.5,,87.8,93.9,,80.9,0.208,0.376,0.192,0.348,0.525,0.09300000000000001,,,,,,,0.197,0.362,0.257,0.25,0.5,0.156,,,,,,,,,,,,,,,,,,,,,
2023/08/04,6:42 PM.,WSH,CIN,home,Clear.,89,571578,CF,4,0,1,0,0,0,0,0,0,1,2,.234,.330,.389,.719,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,,,,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,0.417,0.169,,0.35,,0.064,-0.69,,-0.89,-0.51,,-2.07,91.8,,81.2,92.1,80.5,,0.327,0.541,0.121,0.32,0.463,0.07400000000000001,,,,0.233,0.461,0.397,,,,0.29,0.645,0.4,,,,,,,,,,,,,,,,,,,,,
2023/08/02,7:05 PM.,CHC,CIN,away,Partly Cloudy.,81,592767,CF,2,0,1,0,0,0,0,0,0,0,0,.233,.332,.393,.725,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,77.0,94.0,88.0,,,,86.0,94.0,82.0,0.389,,0.117,,,,,-0.51,-1.32,,,,,88.6,,91.9,,,,,,0.314,0.6,0.17300000000000001,0.293,0.463,0.21600000000000003,,,,0.229,0.399,0.36,,,,0.494,-0.09,78.6,105.0,102.0,103.0,,,,,,,,,,,,,,,
2023/08/01,7:05 PM.,CHC,CIN,away,Partly Cloudy.,84,657006,RF,4,0,0,0,0,0,0,0,0,1,1,.230,.330,.391,.721,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,,,,0.018,0.626,,0.339,0.006,0.01,0.67,,0.89,0.54,2.44,-1.94,91.8,,87.5,92.2,83.3,80.7,0.275,0.393,0.203,0.25,0.333,0.16699999999999998,,,,0.217,0.346,0.311,0.0,0.0,0.33299999999999996,0.4,0.4,0.1,,,,,,,,,,,,,,,,,,,,,
2023/07/30,1:10 PM.,LAD,CIN,away,Sunny.,82,675627,RF,1,0,0,0,0,0,0,0,0,0,1,.236,.337,.401,.738,675627,michaelgrove,Grove,Right,Michael Grove,LAD,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.164,0.343,0.44,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,,0.003,-3.57,0.93,1.99,1.07,,-16.59,94.8,89.2,88.0,94.7,85.6,,0.442,0.779,0.083,0.286,0.357,0.14800000000000002,0.261,0.565,0.264,0.2,0.331,0.449,0.308,0.423,0.17600000000000002,,,,0.17,-0.36,78.3,98.0,93.0,98.0,,,,,,,,,,,,,,,
2023/07/03,6:30 PM.,WSH,CIN,away,Cloudy.,86,663623,RF,0,0,0,0,0,0,0,1,0,0,0,.237,.339,.404,.743,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,,,,0.287,0.356,,,0.306,0.051,-0.01,,-0.75,,0.08,1.21,94.5,,87.8,93.9,,80.9,0.208,0.376,0.192,0.348,0.525,0.09300000000000001,,,,,,,0.197,0.362,0.257,0.25,0.5,0.156,,,,,,,,,,,,,,,,,,,,,
2023/07/02,1:41 PM.,SD,CIN,home,Partly Cloudy.,82,670970,RF,0,1,0,0,0,0,0,0,1,0,0,.237,.335,.404,.739,670970,adrianmorejon,Morejon,Left,Adrian Morejon,SDP,7.0,7.49,9.0,93.0,111.0,94.0,0.855,8.0,5.0,14.0,1.0,1.3,0.097,0.581,0.065,0.387,0.46,72.0,75.0,51.0,107.0,79.0,87.0,117.0,98.0,100.0,,,,108.0,94.0,92.0,,,,,0.578,,0.193,0.143,0.087,-3.61,,,-1.59,-0.47,-0.42,95.3,,89.2,,86.0,78.5,0.462,0.692,0.184,,,,,,,0.222,0.333,0.067,,,,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,
