date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/08/20,1:12 PM.,MIN,PIT,away,Overcast.,76,572971,PH,1,0,0,0,0,0,0,0,0,1,0,.212,.252,.363,.615,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIN,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.189,0.315,0.333,74.0,110.0,108.0,,,,,,,64.0,94.0,95.0,,0.129,,0.271,,0.06,,-0.58,,80.3,78.3,,,,,0.222,0.278,0.441,0.327,0.473,0.196,,,,64.0,92.0,86.0,0.347,0.39,87.4,0.245,0.367,0.084,92.0,94.0,90.0,0.254,-2.63,84.8,0.379,0.69,0.24600000000000002,,,,,,,,,,,,,,,,,,
2023/08/19,6:11 PM.,MIN,PIT,away,Clear.,90,543243,RF,4,0,0,0,0,0,0,0,1,1,3,.214,.253,.366,.619,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,122.0,108.0,121.0,0.271,0.205,0.168,0.067,0.61,3.25,0.87,-0.63,92.9,87.9,84.3,79.6,0.301,0.422,0.16399999999999998,0.096,0.117,0.413,0.27,0.405,0.174,0.257,0.371,0.282,82.0,99.0,94.0,0.157,-0.46,92.8,0.275,0.413,0.177,118.0,102.0,102.0,0.131,1.3,87.6,0.265,0.368,0.278,,,,0.001,-0.41,72.9,,,,,,,,,,,,
2023/08/18,7:11 PM.,MIN,PIT,away,Clear.,78,641154,PH,1,0,0,0,0,0,0,0,0,1,0,.220,.255,.376,.631,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,0.345,0.214,0.125,0.211,0.1,1.34,0.25,-0.17,94.9,88.4,84.4,82.5,0.268,0.468,0.315,0.173,0.287,0.366,0.257,0.41,0.284,0.202,0.33,0.364,98.0,105.0,104.0,0.106,2.08,94.5,0.278,0.342,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/15,7:12 PM.,NYM,PIT,away,Partly Cloudy.,78,656849,CF,3,0,0,0,0,0,0,0,0,2,3,.221,.257,.379,.636,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,0.273,0.197,0.088,0.189,-0.83,-2.58,2.63,-1.35,92.7,85.3,85.3,78.6,0.287,0.425,0.281,0.268,0.472,0.39399999999999996,0.325,0.55,0.309,0.2,0.2,0.365,97.0,97.0,95.0,0.253,0.66,91.5,0.314,0.486,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/10,12:36 PM.,ATL,PIT,home,Overcast.,73,693821,LF,4,1,0,0,0,0,0,0,0,0,3,.226,.262,.387,.649,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,,0.137,-1.13,0.97,,1.3,90.7,85.0,82.7,,0.286,0.495,0.19399999999999998,0.21,0.393,0.337,0.188,0.235,0.23600000000000002,,,,82.0,96.0,90.0,0.376,0.01,89.5,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/08,7:06 PM.,ATL,PIT,home,Partly Cloudy.,81,630023,RF,5,1,1,0,0,1,1,0,0,0,1,.233,.264,.398,.662,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,- - -,5.4,6.24,85.0,99.0,106.0,92.0,0.839,5.61,2.86,9.64,1.59,1.36,0.192,0.459,0.11,0.37,0.448,,,,,,,61.0,101.0,89.0,97.0,98.0,95.0,0.018,0.258,,,1.57,-2.31,,,92.9,,88.8,,0.0,0.0,0.25,0.361,0.705,0.153,,,,,,,105.0,99.0,95.0,0.469,-0.31,92.4,0.297,0.491,0.11,,,,,,,,,,,,,,,,119.0,99.0,83.0,0.256,0.57,85.0,0.185,0.337,0.315,,,
2023/08/07,7:08 PM.,ATL,PIT,home,Cloudy.,74,675911,RF,0,0,0,0,0,0,0,0,0,0,0,.234,.267,.383,.650,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,,0.073,0.4,1.67,,0.97,97.2,87.0,85.6,,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/06,1:11 PM.,MIL,PIT,away,Cloudy.,74,605540,LF,4,0,0,0,0,0,0,0,0,2,0,.234,.267,.383,.650,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,107.0,108.0,0.41,0.095,0.079,0.197,0.95,-0.33,-0.01,3.2,95.8,85.8,86.9,82.9,0.177,0.385,0.314,0.278,0.611,0.268,0.098,0.118,0.38,0.182,0.455,0.409,108.0,100.0,96.0,0.22,2.76,95.0,0.193,0.281,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/05,6:11 PM.,MIL,PIT,away,Partly Cloudy.,75,669203,RF,4,0,0,0,0,0,0,0,1,1,3,.242,.275,.395,.670,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,144.0,110.0,127.0,,0.085,0.171,0.112,,1.12,1.35,1.07,,89.3,86.0,79.8,,,,0.159,0.275,0.43799999999999994,0.204,0.258,0.306,0.133,0.211,0.488,103.0,97.0,90.0,0.077,-2.42,95.3,0.291,0.564,0.129,127.0,101.0,103.0,0.554,1.51,94.4,0.209,0.34,0.22699999999999998,,,,,,,,,,,,,,,,,,
2023/08/04,7:11 PM.,MIL,PIT,away,Partly Cloudy.,75,607067,LF,4,1,1,0,0,1,1,0,0,1,1,.250,.278,.408,.686,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,,83.1,78.8,0.135,0.27,0.264,0.226,0.377,0.36200000000000004,,,,0.242,0.455,0.231,96.0,105.0,99.0,0.299,0.31,92.6,0.253,0.42,0.136,87.0,99.0,95.0,0.265,-0.01,86.7,0.245,0.519,0.293,,,,,,,62.0,96.0,91.0,0.056,-5.76,86.0,0.44,0.84,0.184,,,
2023/08/03,6:15 PM.,MIL,PIT,away,Clear.,88,605288,RF,1,0,1,0,0,0,0,0,0,0,0,.250,.279,.388,.667,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,83.0,102.0,99.0,0.238,0.166,0.085,0.04,0.29,-0.89,-1.08,-2.07,93.4,84.3,82.3,79.4,0.227,0.34,0.237,0.258,0.484,0.284,0.294,0.471,0.2,0.269,0.538,0.127,86.0,104.0,100.0,0.471,0.46,92.1,0.296,0.396,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/02,12:37 PM.,DET,PIT,home,Partly Cloudy.,73,593958,PH,1,0,0,0,0,0,0,0,0,1,2,.243,.273,.383,.656,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,,,,73.0,101.0,91.0,103.0,107.0,106.0,0.454,0.072,,0.189,0.65,3.12,,0.71,92.2,85.9,84.5,,0.278,0.431,0.222,0.089,0.178,0.395,0.233,0.292,0.317,,,,84.0,117.0,107.0,0.093,1.11,92.4,0.165,0.228,0.135,90.0,101.0,98.0,0.192,0.51,88.8,0.2,0.471,0.19399999999999998,,,,,,,,,,,,,,,,,,
2023/08/01,7:07 PM.,DET,PIT,home,Cloudy.,75,666159,RF,3,0,0,0,0,0,1,0,0,0,1,.246,.275,.386,.661,666159,mattmanning,Manning,Right,Matt Manning,DET,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.492,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036,0.58,1.21,-0.9,0.93,93.4,87.7,81.9,79.5,0.214,0.366,0.182,0.185,0.383,0.261,0.111,0.111,0.063,0.258,0.419,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/30,1:38 PM.,PHI,PIT,home,Cloudy.,70,650911,CF,5,1,3,1,0,1,2,0,0,1,1,.252,.284,.396,.680,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,75.0,98.0,104.0,,,,,,,123.0,100.0,100.0,,0.211,,0.327,,0.2,,1.1,,81.8,82.7,,,,,0.25,0.456,0.297,0.148,0.274,0.43,,,,71.0,104.0,97.0,0.462,0.65,92.1,0.297,0.523,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/28,7:07 PM.,PHI,PIT,home,Cloudy.,90,554430,CF,1,0,1,0,0,0,0,0,0,0,0,.236,.270,.349,.619,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.123,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,90.8,84.4,81.4,0.199,0.333,0.314,0.198,0.36,0.392,,,,0.264,0.473,0.33,105.0,105.0,107.0,0.18,1.62,95.2,0.252,0.308,0.192,96.0,102.0,102.0,0.144,-0.63,90.9,0.27,0.426,0.228,,,,,,,,,,,,,,,,,,
2023/07/16,12:07 PM.,SF,PIT,home,Partly Cloudy.,79,622072,CF,1,0,0,0,0,0,0,0,0,0,1,.229,.264,.343,.607,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,,,,110.0,93.0,95.0,,0.261,,0.292,,-0.8,,-0.33,,85.2,82.4,,,,,0.288,0.441,0.25,0.273,0.388,0.154,,,,80.0,95.0,88.0,0.446,0.12,91.5,0.234,0.433,0.242,,,,,,,,,,,,,0.001,-5.8,83.6,,,,,,,,,,,,
2023/07/15,7:46 PM.,SF,PIT,home,Overcast.,86,502171,PH,1,0,0,0,0,0,0,0,0,0,1,.231,.266,.346,.612,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,113.0,111.0,115.0,0.003,0.051,,,-3.47,-1.31,,,95.8,,86.2,,,,,0.333,0.542,0.306,,,,0.379,0.638,0.32,92.0,103.0,96.0,0.397,0.33,94.5,0.28,0.435,0.129,,,,,,,,,,115.0,95.0,103.0,0.162,-1.38,83.6,78.0,103.0,103.0,0.388,0.2,89.5,0.239,0.386,0.24600000000000002,,,
2023/07/14,7:06 PM.,SF,PIT,home,Partly Cloudy.,85,548389,PH,1,0,0,0,0,0,0,0,0,0,0,.233,.269,.350,.619,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,94.0,112.0,113.0,,,,59.0,106.0,96.0,97.0,109.0,106.0,0.26,0.292,,0.248,-0.38,0.07,,-2.35,92.5,83.7,87.2,,0.275,0.512,0.275,0.274,0.487,0.179,0.305,0.508,0.289,0.2,0.2,0.20600000000000002,47.0,109.0,88.0,0.092,-0.64,90.3,0.325,0.55,0.12300000000000001,,,,,,,,,,119.0,95.0,102.0,0.099,1.22,75.9,83.0,107.0,102.0,0.009,-0.82,85.6,,,,,,
2023/07/08,1:09 PM.,AZ,PIT,away,Roof Closed.,76,669459,PH,1,0,0,0,0,0,0,0,0,0,2,.235,.271,.353,.624,669459,kylenelson,"Nelson, K",Left,Kyle Nelson,ARI,4.18,3.74,56.0,108.0,91.0,106.0,0.71,10.77,2.25,9.48,1.93,0.88,0.217,0.471,0.178,0.344,0.434,,,,,,,64.0,104.0,93.0,104.0,111.0,113.0,0.321,0.592,0.001,,-1.23,-0.18,4.16,,92.0,,85.4,78.4,0.321,0.556,0.141,0.228,0.447,0.40399999999999997,,,,,,,,,,,,,,,,101.0,108.0,102.0,0.086,0.71,88.3,0.294,0.412,0.159,,,,,,,,,,,,,,,,,,
2023/07/07,6:40 PM.,AZ,PIT,away,Roof Closed.,74,668678,RF,2,0,0,0,0,0,0,0,0,1,2,.238,.274,.356,.630,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,105.0,116.0,112.0,0.491,0.045,,0.139,1.59,0.34,,1.05,93.6,86.8,87.4,,0.238,0.36,0.192,0.25,0.389,0.265,0.21,0.336,0.314,0.21,0.344,0.405,97.0,95.0,92.0,0.007,-3.38,93.0,0.286,0.714,0.125,106.0,99.0,94.0,0.092,-2.24,90.2,0.352,0.648,0.205,121.0,104.0,112.0,0.227,0.46,82.5,,,,,,,,,,,,
2023/07/06,7:10 PM.,LAD,PIT,away,Clear.,69,628711,PH,1,0,0,0,0,0,0,0,0,0,1,.242,.279,.364,.643,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,,,,0.451,,0.3,0.157,0.02,,0.84,-3.03,92.7,86.1,,79.2,0.267,0.503,0.218,,,,0.296,0.593,0.299,,,,,,,,,,,,,109.0,124.0,127.0,0.092,-0.42,87.1,0.186,0.322,0.278,,,,,,,,,,,,,,,,0.233,0.457,0.22899999999999998
2023/07/04,6:10 PM.,LAD,PIT,away,Clear.,73,686218,RF,1,0,1,1,0,0,2,0,0,0,0,.245,.282,.367,.649,686218,emmetsheehan,Sheehan,Right,Emmet Sheehan,LAD,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,74.0,99.0,100.0,,,,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,,0.172,0.04,1.57,,0.51,95.4,82.9,85.8,,0.24,0.504,0.20199999999999999,0.091,0.182,0.41200000000000003,0.178,0.333,0.47600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/03,7:10 PM.,LAD,PIT,away,Clear.,70,675627,LF,5,0,0,0,0,0,0,0,0,3,6,.237,.275,.351,.626,675627,michaelgrove,Grove,Right,Michael Grove,LAD,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.164,0.343,0.44,123.0,129.0,150.0,,,,86.0,102.0,95.0,106.0,106.0,111.0,0.327,0.382,,0.003,-3.57,1.07,,-16.59,94.8,88.0,85.6,,0.442,0.779,0.083,0.2,0.331,0.449,,,,0.308,0.423,0.17600000000000002,,,,0.042,1.99,94.7,0.286,0.357,0.14800000000000002,94.0,103.0,105.0,0.075,0.93,89.2,0.261,0.565,0.264,98.0,93.0,98.0,0.17,-0.36,78.3,,,,,,,,,,,,
2023/07/02,1:36 PM.,MIL,PIT,home,Drizzle.,73,607067,CF,4,1,2,2,0,0,1,0,0,0,0,.250,.289,.370,.659,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,,83.1,78.8,0.135,0.27,0.264,0.226,0.377,0.36200000000000004,,,,0.242,0.455,0.231,96.0,105.0,99.0,0.299,0.31,92.6,0.253,0.42,0.136,87.0,99.0,95.0,0.265,-0.01,86.7,0.245,0.519,0.293,,,,,,,62.0,96.0,91.0,0.056,-5.76,86.0,0.44,0.84,0.184,,,
2023/07/01,4:46 PM.,MIL,PIT,home,Cloudy.,80,669203,LF,5,1,1,0,0,0,1,0,0,0,2,.239,.280,.341,.621,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,144.0,110.0,127.0,,0.085,0.171,0.112,,1.12,1.35,1.07,,89.3,86.0,79.8,,,,0.159,0.275,0.43799999999999994,0.204,0.258,0.306,0.133,0.211,0.488,103.0,97.0,90.0,0.077,-2.42,95.3,0.291,0.564,0.129,127.0,101.0,103.0,0.554,1.51,94.4,0.209,0.34,0.22699999999999998,,,,,,,,,,,,,,,,,,
2023/06/30,7:06 PM.,MIL,PIT,home,Partly Cloudy.,83,642547,LF,4,0,0,0,0,0,0,0,1,1,1,.241,.284,.349,.633,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,88.6,82.4,76.9,0.213,0.387,0.292,0.203,0.392,0.46,0.224,0.388,0.312,0.214,0.381,0.33799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/29,1:20 PM.,SD,PIT,home,Overcast.,78,605397,LF,0,0,0,0,0,0,0,0,0,0,0,.253,.289,.367,.656,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,117.0,110.0,111.0,0.245,0.145,0.239,0.114,1.77,-2.03,0.77,-0.63,93.1,87.1,82.2,81.3,0.205,0.273,0.222,0.281,0.594,0.33899999999999997,0.267,0.333,0.406,0.207,0.329,0.34,109.0,98.0,78.0,0.054,3.35,92.8,0.261,0.261,0.125,102.0,99.0,98.0,0.204,1.68,90.1,0.302,0.429,0.13,,,,,,,,,,,,,,,,,,
2023/06/28,7:06 PM.,SD,PIT,home,Overcast.,73,605483,LF,2,1,1,0,0,0,1,0,0,0,1,.253,.289,.367,.656,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,86.7,88.4,81.0,0.255,0.389,0.195,0.123,0.26,0.536,0.185,0.266,0.46799999999999997,0.079,0.14,0.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/27,7:06 PM.,SD,PIT,home,Cloudy.,68,663753,LF,4,0,1,0,0,0,0,0,0,0,4,.247,.284,.364,.648,663753,reissknehr,Knehr,Right,Reiss Knehr,SDP,15.88,17.38,5.2,91.0,88.0,89.0,0.863,6.35,7.94,15.88,4.76,0.75,0.174,0.609,0.13,0.348,0.423,82.0,82.0,71.0,,,,92.0,99.0,99.0,95.0,101.0,110.0,0.276,0.22,,0.146,-13.72,4.56,,-2.75,93.6,88.3,80.6,,0.75,1.75,0.067,0.0,0.0,0.182,0.333,0.333,0.25,,,,109.0,69.0,67.0,0.106,-11.72,91.9,,,,81.0,90.0,93.0,0.252,-1.07,88.7,0.333,0.5,0.077,,,,,,,,,,,,,,,,,,
2023/06/25,1:40 PM.,MIA,PIT,away,Roof Closed.,72,691587,CF,4,0,1,0,0,0,0,0,0,0,2,.247,.286,.370,.656,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.454,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,89.7,86.4,81.2,0.289,0.585,0.187,0.183,0.365,0.47700000000000004,0.045,0.045,0.462,0.098,0.171,0.5429999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/24,4:10 PM.,MIA,PIT,away,Roof Closed.,72,663773,RF,5,1,0,0,0,0,0,0,0,2,1,.246,.288,.377,.665,663773,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.357,0.121,0.335,0.395,41.0,99.0,76.0,,,,80.0,97.0,87.0,97.0,104.0,108.0,0.089,0.318,,0.026,-2.17,0.98,,-5.28,93.9,87.2,83.2,,0.333,0.619,0.095,0.179,0.333,0.32899999999999996,0.6,0.8,0.231,,,,106.0,100.0,99.0,0.526,-0.76,94.1,0.275,0.55,0.16399999999999998,,,,,,,,,,,,,,,,,,,0.042,-5.4,84.9,0.333,0.733,0.25,,,
2023/06/23,6:42 PM.,MIA,PIT,away,Roof Closed.,72,666200,RF,1,1,1,0,0,0,0,1,0,0,0,.266,.309,.406,.715,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,111.0,97.0,105.0,0.457,0.289,,0.21,0.93,-0.26,,-0.09,96.7,88.3,85.1,,0.232,0.384,0.19399999999999998,0.233,0.389,0.518,0.248,0.429,0.361,,,,82.0,100.0,97.0,0.04,-0.81,96.5,0.314,0.686,0.102,68.0,87.0,76.0,0.004,0.74,91.4,,,,,,,,,,,,,,,,,,,,,
2023/06/21,12:35 PM.,CHC,PIT,home,Sunny.,77,543294,LF,4,0,1,1,0,0,1,0,0,0,4,.254,.299,.397,.696,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,,,,0.205,,0.035,0.411,-1.61,,0.0,1.43,87.8,80.7,,73.3,0.38,0.658,0.11199999999999999,,,,0.18,0.279,0.324,0.25,0.25,0.43799999999999994,72.0,110.0,99.0,0.349,0.04,87.5,0.318,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/20,7:05 PM.,CHC,PIT,home,Cloudy.,77,573186,LF,4,0,0,0,0,0,0,0,0,0,1,.254,.302,.390,.692,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,0.082,0.051,0.23,,0.34,-0.41,0.34,,92.0,,86.1,84.6,0.154,0.256,0.32,0.184,0.237,0.322,,,,,,,102.0,97.0,95.0,0.464,1.08,91.4,0.245,0.332,0.14300000000000002,105.0,96.0,98.0,0.096,0.96,89.7,0.26,0.42,0.242,,,,,,,46.0,95.0,91.0,0.077,0.12,86.6,0.205,0.308,0.324,0.24,0.38,0.301
2023/06/19,7:08 PM.,CHC,PIT,home,Partly Cloudy.,85,592767,LF,2,0,1,0,0,0,0,0,0,0,0,.273,.322,.418,.740,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.399,0.36,77.0,94.0,88.0,0.389,-1.32,91.9,0.314,0.6,0.17300000000000001,86.0,94.0,82.0,0.117,-0.51,88.6,0.293,0.463,0.21600000000000003,105.0,102.0,103.0,0.494,-0.09,78.6,,,,,,,,,,,,
