date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/09/08,7:17 PM.,SF,COL,away,Clear.,63,690986,RF,4,1,1,0,1,0,2,0,0,2,1,.314,.359,.514,.873,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.15,4.55,34.2,99.0,95.0,98.0,0.796,9.09,2.86,7.53,2.08,0.5,0.351,0.361,0.155,0.32,0.427,78.0,100.0,93.0,104.0,103.0,102.0,,,,86.0,99.0,105.0,,,,,,,,0.607,,0.017,,0.111,0.66,,,-4.23,,-0.87,93.6,,86.6,,87.5,,0.182,0.39,0.248,,,,,,,,,,0.25,0.45,0.19,,,,83.0,90.0,91.0,0.265,-2.28,82.2,,,,,,,,,,0.273,0.606,0.242
2023/09/06,12:40 PM.,AZ,COL,away,Roof Closed.,75,605200,1B,3,0,1,0,0,0,1,0,1,0,0,.323,.371,.484,.855,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,,,,73.0,93.0,88.0,0.325,0.226,0.113,0.027,,0.248,-0.05,0.13,-1.5,-1.83,,-1.19,89.3,87.5,80.7,89.6,80.8,,0.21,0.355,0.18100000000000002,0.25,0.5,0.16699999999999998,0.188,0.5,0.2,0.3,0.3,0.145,0.275,0.477,0.37200000000000005,0.381,0.552,0.096,89.0,99.0,100.0,0.061,-0.55,77.0,,,,,,,,,,,,
2023/09/05,6:40 PM.,AZ,COL,away,Roof Closed.,78,694297,RF,4,0,0,0,0,0,0,0,0,0,3,.321,.355,.500,.855,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,,,,,,,0.099,0.454,,0.27,,0.122,-1.63,,-0.03,1.21,,-3.66,93.6,,86.7,93.1,83.8,,0.327,0.654,0.17600000000000002,0.18,0.323,0.337,0.294,0.529,0.294,,,,0.4,0.711,0.33,0.313,0.563,0.188,106.0,89.0,97.0,0.055,-1.24,78.8,,,,,,,,,,,,
2023/09/04,1:10 PM.,AZ,COL,away,Roof Closed.,78,518876,RF,3,0,1,0,0,0,1,0,0,1,1,.375,.407,.583,.990,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,,,,87.0,101.0,99.0,0.122,0.301,0.181,0.055,,0.231,0.04,0.88,0.83,-0.64,,2.43,92.2,90.8,88.7,92.4,85.5,,0.224,0.489,0.259,0.217,0.391,0.413,0.268,0.411,0.256,0.22,0.352,0.244,0.18,0.234,0.32,0.261,0.378,0.163,121.0,105.0,111.0,0.11,-0.45,82.1,,,,,,,,,,,,
2023/09/03,1:12 PM.,TOR,COL,home,Partly Cloudy.,86,592332,RF,3,0,2,2,0,0,3,1,1,0,1,.381,.417,.619,1.036,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,,,,0.509,,0.108,,,1.13,,,-0.97,,,94.7,,,,83.6,,0.243,0.409,0.172,0.348,0.565,0.353,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,
2023/09/01,6:40 PM.,TOR,COL,home,Clear.,95,547943,DH,4,0,1,0,0,0,0,0,0,2,2,.333,.350,.500,.850,547943,hyunjinryu,Ryu,Left,Hyun Jin Ryu,TOR,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.234,0.468,0.152,0.327,0.412,74.0,104.0,95.0,75.0,105.0,91.0,73.0,100.0,94.0,,,,,,,92.0,107.0,97.0,0.095,0.317,0.189,,,0.228,-0.51,1.27,3.34,,,-2.1,88.6,85.1,78.1,87.7,,,0.265,0.633,0.11900000000000001,,,,0.286,0.429,0.35200000000000004,0.238,0.357,0.207,0.276,0.448,0.25,0.133,0.133,0.091,88.0,111.0,105.0,0.171,-1.45,68.9,,,,,,,,,,,,
2023/08/30,6:39 PM.,ATL,COL,home,Clear.,91,670241,1B,3,0,0,0,0,0,1,0,0,1,3,.357,.375,.571,.946,670241,dariusvines,Vines,Right,Darius Vines,ATL,3.98,4.01,20.1,100.0,75.0,91.0,0.762,6.2,3.1,6.64,1.33,0.81,0.226,0.403,0.161,0.339,0.409,45.0,113.0,101.0,80.0,98.0,91.0,,,,64.0,90.0,79.0,,,,98.0,98.0,89.0,,0.331,0.338,0.084,,0.247,1.65,-1.01,,1.87,,-1.3,89.8,85.3,81.1,,80.6,,0.13,0.261,0.136,0.167,0.167,0.25,,,,0.25,0.55,0.292,0.24,0.52,0.318,,,,,,,,,,,,,,,,,,,,,
2023/08/29,6:41 PM.,ATL,COL,home,Clear.,82,450203,1B,3,1,1,0,1,0,0,0,1,1,1,.455,.500,.727,1.227,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,,,,89.0,92.0,87.0,0.068,0.317,0.08,,,0.103,-1.26,0.25,-4.03,,,0.86,94.9,89.1,86.0,94.2,,,0.292,0.482,0.225,,,,0.177,0.258,0.42,0.296,0.407,0.3,0.25,0.339,0.336,0.474,0.711,0.071,139.0,100.0,111.0,0.432,1.79,82.3,,,,,,,,,,,,
2023/08/28,6:40 PM.,ATL,COL,home,Partly Cloudy.,79,693821,1B,4,0,2,1,0,0,1,0,0,2,1,.500,.500,.625,1.125,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,,,,0.376,0.134,,0.353,,0.137,-1.13,,0.01,0.97,,1.3,90.7,,85.0,89.5,82.7,,0.286,0.495,0.19399999999999998,0.21,0.393,0.337,,,,,,,0.188,0.235,0.23600000000000002,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,
2023/08/27,1:36 PM.,BAL,COL,away,Partly Cloudy.,90,656427,1B,4,1,2,0,0,0,1,0,0,1,0,.500,.500,.500,1.000,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,93.0,102.0,108.0,92.0,98.0,101.0,0.02,0.417,0.091,0.246,0.194,0.033,-0.44,-1.05,-2.28,-1.15,0.23,0.86,93.1,88.7,85.3,90.1,84.2,76.2,0.29,0.411,0.20800000000000002,0.339,0.558,0.265,0.204,0.372,0.402,0.318,0.545,0.264,0.154,0.154,0.083,0.333,0.333,0.1,,,,,,,,,,,,,,,,,,
