date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,FO%,SL%,wFO/C,wSL/C,vFO,vSL,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/09/19,6:45 PM.,MIL,STL,home,Partly Cloudy.,81,656730,LF,2,1,1,0,0,1,1,0,2,0,1,.268,.317,.571,.888,656730,trevormegill,Megill,Right,Trevor Megill,MIL,3.63,3.23,34.2,99.0,123.0,111.0,0.704,13.5,3.12,9.09,0.52,0.68,0.386,0.181,0.157,0.313,0.442,,,,,,,126.0,101.0,111.0,,,,,0.721,,,0.32,,,,99.1,,,,,,,0.281,0.406,0.254,,,,0.222,0.333,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,99.0,116.0,0.279,0.13,85.8,,,,,,,,,,,,
2023/09/18,6:46 PM.,MIL,STL,home,Clear.,75,642547,LF,3,0,0,0,0,0,0,0,0,1,0,.259,.286,.519,.805,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,,,,,0.512,0.124,0.146,0.89,,0.2,0.15,94.4,88.6,,76.9,,,,0.213,0.387,0.292,0.224,0.388,0.312,0.214,0.381,0.33799999999999997,,,,,,,,,,,,,115.0,99.0,104.0,,0.218,,0.36,,82.4,,,,0.203,0.392,0.46,,,,,,,,,,,,,,,,,,
2023/09/17,1:16 PM.,PHI,STL,home,Cloudy.,74,592836,LF,4,0,0,0,0,0,0,0,0,0,3,.275,.302,.549,.851,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,0.233,0.176,0.057,,-0.82,0.53,-1.07,,92.8,,92.4,74.8,0.273,0.429,0.1,0.257,0.541,0.254,,,,0.212,0.485,0.36,,,,99.0,103.0,100.0,0.176,-0.44,87.1,0.284,0.441,0.158,124.0,109.0,114.0,,0.026,,-1.43,,82.5,0.205,0.295,0.244,0.158,0.632,0.342,,,,,,,104.0,97.0,100.0,0.332,0.48,87.9,,,,,,
2023/09/15,7:15 PM.,PHI,STL,home,Clear.,73,605400,LF,2,0,0,0,0,0,0,0,0,0,0,.298,.327,.596,.923,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,0.188,0.295,,0.126,-0.03,0.46,,0.14,92.7,85.9,91.8,,0.279,0.416,0.106,0.246,0.503,0.217,0.22,0.319,0.319,0.221,0.398,0.33299999999999996,,,,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,,,,,,,,,,,,,,,,118.0,105.0,113.0,0.316,0.47,79.4,,,,,,,,,,,,
2023/09/13,6:36 PM.,BAL,STL,away,Partly Cloudy.,81,502043,2B,4,1,1,0,0,1,1,0,0,0,0,.311,.340,.622,.962,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,0.261,0.134,0.084,0.17,-0.69,-0.08,0.01,-0.29,92.1,85.5,91.9,79.5,0.289,0.459,0.11,0.287,0.55,0.156,0.288,0.453,0.29100000000000004,0.279,0.419,0.40399999999999997,,,,90.0,95.0,92.0,0.166,-1.02,89.8,0.345,0.552,0.154,110.0,105.0,107.0,,0.184,,2.01,,81.6,,,,0.147,0.228,0.47100000000000003,,,,,,,,,,,,,,,,,,
2023/09/12,6:37 PM.,BAL,STL,away,Partly Cloudy.,86,607644,RF,3,2,2,0,0,2,2,0,0,0,0,.317,.349,.585,.934,607644,johnmeans,Means,Left,John Means,BAL,2.66,4.58,23.2,103.0,104.0,106.0,0.847,3.8,1.52,4.94,1.52,0.51,0.26,0.411,0.151,0.329,0.46,109.0,108.0,114.0,112.0,118.0,126.0,103.0,99.0,102.0,,,,,0.419,0.003,0.333,0.5,,-57.14,4.04,91.7,80.9,,81.6,,,,0.188,0.406,0.141,0.139,0.306,0.221,0.167,0.667,0.077,,,,,,,,,,,,,97.0,101.0,100.0,,0.15,,3.05,,85.4,,,,0.0,0.0,0.091,,,,0.094,-2.18,77.6,,,,,,,,,,,,
2023/09/11,6:37 PM.,BAL,STL,away,Cloudy.,85,665152,PH,1,0,0,0,0,0,0,0,0,1,0,.289,.325,.421,.746,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,0.145,0.371,0.089,0.123,0.43,1.81,-2.29,-1.4,94.6,85.3,91.9,78.1,0.269,0.38,0.081,0.252,0.409,0.262,0.26,0.377,0.27,0.347,0.592,0.24,,,,104.0,106.0,102.0,0.239,0.02,88.8,0.222,0.416,0.27699999999999997,116.0,98.0,105.0,,0.033,,-1.43,,82.8,,,,0.25,0.417,0.244,,,,,,,,,,,,,,,,,,
2023/09/09,6:45 PM.,CIN,STL,away,Partly Cloudy.,76,686730,RF,3,0,0,0,0,0,0,0,1,0,2,.297,.333,.432,.765,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,6.92,4.3,13.0,100.0,95.0,95.0,0.793,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.178,0.409,52.0,95.0,78.0,,,,86.0,99.0,88.0,97.0,109.0,102.0,0.158,0.268,,0.131,0.01,2.98,,-4.99,93.2,85.1,92.8,,0.0,0.0,0.053,0.188,0.438,0.308,0.571,0.571,0.25,,,,,,,106.0,95.0,92.0,0.234,-4.63,88.6,0.533,0.6,0.21600000000000003,121.0,104.0,115.0,,0.21,,1.93,,82.4,,,,0.214,0.286,0.129,,,,,,,,,,,,,,,,,,
2023/09/06,7:20 PM.,ATL,STL,away,Partly Cloudy.,83,675911,DH,0,0,0,0,0,0,0,1,0,0,0,.324,.343,.471,.814,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,87.0,,,,,,0.256,0.431,0.287,0.122,0.184,0.444,,,,,,,,,,,,,,,,104.0,103.0,107.0,,0.338,,1.67,,85.6,,,,0.154,0.269,0.5529999999999999,,,,,,,,,,,,,,,,,,
2023/09/03,1:16 PM.,PIT,STL,home,Partly Cloudy.,89,670912,LF,4,0,2,0,0,0,0,0,0,1,0,.324,.343,.471,.814,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,0.05,0.392,0.149,0.041,-1.25,0.93,0.82,-0.07,95.8,88.1,95.7,80.9,0.276,0.345,0.065,0.277,0.477,0.183,0.25,0.3,0.35700000000000004,0.193,0.352,0.308,,,,,,,,,,,,,103.0,98.0,104.0,,0.367,,0.8,,88.2,,,,0.21,0.349,0.326,,,,,,,,,,,,,,,,,,
2023/08/30,1:17 PM.,SD,STL,home,Partly Cloudy.,79,448179,LF,3,0,2,0,0,0,0,0,0,0,0,.300,.323,.467,.790,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,0.04,0.342,0.354,0.023,-0.32,2.5,-1.16,-0.06,88.4,83.0,86.1,72.0,0.105,0.105,0.226,0.249,0.454,0.218,0.263,0.421,0.037000000000000005,0.283,0.47,0.174,,,,85.0,97.0,93.0,0.147,-1.27,83.3,0.39,0.701,0.19899999999999998,90.0,92.0,97.0,,0.088,,-2.52,,71.1,,,,0.5,0.929,0.125,,,,0.008,-3.65,67.1,,,,,,,,,,,,
2023/08/29,6:46 PM.,SD,STL,home,Clear.,85,607625,CF,4,0,0,0,0,0,0,0,0,1,1,.259,.286,.444,.730,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,0.199,0.318,0.313,0.059,0.36,1.87,0.26,-2.89,93.4,86.3,93.2,79.6,0.208,0.36,0.08900000000000001,0.246,0.464,0.214,0.303,0.576,0.34299999999999997,0.287,0.384,0.265,0.0,0.0,0.226,,,,,,,,,,114.0,96.0,108.0,,0.111,,-0.6,,85.2,,,,0.25,0.417,0.28600000000000003,,,,,,,,,,,,,,,,,,
2023/08/27,1:41 PM.,PHI,STL,away,Sunny.,86,605400,CF,2,0,0,0,0,0,0,0,0,0,1,.304,.333,.522,.855,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,0.188,0.295,,0.126,-0.03,0.46,,0.14,92.7,85.9,91.8,,0.279,0.416,0.106,0.246,0.503,0.217,0.22,0.319,0.319,0.221,0.398,0.33299999999999996,,,,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,,,,,,,,,,,,,,,,118.0,105.0,113.0,0.316,0.47,79.4,,,,,,,,,,,,
2023/08/26,7:15 PM.,PHI,STL,away,Partly Cloudy.,85,554430,CF,3,0,0,0,0,0,0,0,0,1,1,.333,.364,.571,.935,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,0.18,0.435,0.115,0.004,1.69,1.62,-1.61,-6.22,95.8,90.8,95.2,81.4,0.252,0.308,0.192,0.199,0.333,0.314,,,,0.264,0.473,0.33,,,,96.0,102.0,102.0,0.144,-0.63,90.9,0.27,0.426,0.228,107.0,101.0,111.0,,0.123,,0.36,,84.4,,,,0.198,0.36,0.392,,,,,,,,,,,,,,,,,,
2023/08/23,12:36 PM.,PIT,STL,away,Cloudy.,76,682847,CF,4,0,3,1,0,0,2,0,1,1,0,.389,.421,.667,1.088,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,0.343,0.135,0.383,0.704,0.156,0.209,0.209,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,0.449,0.312,,,,,,,,,,,,,,,,,,
2023/08/22,7:08 PM.,PIT,STL,away,Partly Cloudy.,76,670912,CF,4,1,1,0,0,1,1,0,0,1,2,.286,.286,.571,.857,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,0.05,0.392,0.149,0.041,-1.25,0.93,0.82,-0.07,95.8,88.1,95.7,80.9,0.276,0.345,0.065,0.277,0.477,0.183,0.25,0.3,0.35700000000000004,0.193,0.352,0.308,,,,,,,,,,,,,103.0,98.0,104.0,,0.367,,0.8,,88.2,,,,0.21,0.349,0.326,,,,,,,,,,,,,,,,,,
2023/08/21,7:07 PM.,PIT,STL,away,Partly Cloudy.,86,641672,PH,1,0,1,0,0,0,0,0,0,0,0,.300,.300,.400,.700,641672,thomashatch,Hatch,Right,Thomas Hatch,- - -,4.08,4.21,28.2,97.0,91.0,90.0,0.711,8.16,3.77,10.36,0.63,1.59,0.18,0.494,0.045,0.393,0.373,52.0,90.0,78.0,,,,112.0,102.0,92.0,98.0,100.0,92.0,0.243,0.133,,0.272,-4.69,0.69,,-2.77,94.7,85.5,94.8,,0.28,0.36,0.184,0.385,0.846,0.21899999999999997,0.351,0.514,0.34700000000000003,,,,,,,109.0,98.0,96.0,0.35,2.36,87.9,0.216,0.243,0.35100000000000003,,,,,0.002,,-3.64,,83.8,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/20,1:17 PM.,NYM,STL,home,Partly Cloudy.,95,471911,CF,4,0,1,0,0,0,2,0,0,0,2,.222,.222,.333,.555,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,0.1,0.323,0.091,0.299,-2.35,-3.88,-1.25,0.12,92.7,87.2,91.5,80.1,0.45,0.725,0.129,0.358,0.651,0.166,0.22,0.314,0.311,0.25,0.594,0.217,,,,86.0,88.0,95.0,0.004,-9.5,89.5,,,,104.0,98.0,108.0,,0.184,,-1.99,,84.1,,,,0.329,0.575,0.32899999999999996,,,,,,,,,,,,,,,,,,
2023/08/19,6:16 PM.,NYM,STL,home,Clear.,87,673540,CF,3,0,0,0,0,0,0,0,0,0,2,.200,.200,.400,.600,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,,0.37,0.027,,0.17,,-0.23,,95.7,,,72.8,,,,0.244,0.399,0.17300000000000001,,,,0.125,0.5,0.444,,,,93.0,95.0,93.0,0.25,2.52,90.8,0.244,0.339,0.182,100.0,93.0,102.0,0.237,0.116,0.95,-0.96,83.2,82.7,0.11,0.147,0.595,0.333,0.952,0.245,,,,,,,,,,,,,,,,,,
2023/08/18,7:15 PM.,NYM,STL,home,Clear.,79,664192,CF,1,0,1,1,0,0,1,0,0,0,0,.500,.500,1.000,1.500,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.399,53.0,67.0,57.0,74.0,96.0,93.0,,,,79.0,99.0,90.0,0.517,,0.247,0.007,,0.95,-2.14,0.25,,81.8,90.0,77.9,0.293,0.478,0.151,,,,,,,0.289,0.421,0.3,,,,74.0,97.0,88.0,0.228,2.74,90.4,0.133,0.2,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/17,6:16 PM.,NYM,STL,home,Partly Cloudy.,84,500779,PH,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.286,0.349,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.323,0.242,0.253,0.181,-2.28,3.29,1.45,-1.18,90.2,85.8,90.4,77.2,0.196,0.25,0.135,0.391,0.594,0.217,0.276,0.379,0.29600000000000004,0.214,0.268,0.26899999999999996,0.211,0.368,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
