date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,KC%,wKC/C,vKC,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff
2023/09/09,5:42 PM.,BOS,BAL,away,Cloudy.,72,519242,C,5,2,2,0,0,2,3,0,0,3,3,.229,.271,.402,.673,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,,,,0.062,0.432,,0.375,0.131,0.46,,-1.13,0.7,-1.09,93.9,,86.1,93.3,77.8,0.252,0.437,0.23399999999999999,,,,0.162,0.358,0.389,0.309,0.473,0.322,,,,,,,,,,0.267,0.5,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/09/06,6:39 PM.,LAA,BAL,away,Clear.,77,663776,C,4,1,0,0,0,0,0,0,1,1,5,.224,.267,.368,.635,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.258,-1.22,,0.36,0.02,0.3,93.0,,83.0,93.2,86.5,0.336,0.507,0.156,,,,0.2,0.5,0.306,0.184,0.33,0.43200000000000005,99.0,96.0,101.0,0.09,0.27,76.5,0.286,0.286,0.237,0.269,0.327,0.129,,,,,,,,,,,,,,,,,,
2023/09/04,6:38 PM.,LAA,BAL,away,Clear.,74,670046,C,4,0,0,0,0,0,0,0,0,2,2,.229,.269,.376,.645,670046,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,LAA,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.167,0.304,0.405,64.0,92.0,92.0,74.0,96.0,88.0,,,,77.0,92.0,96.0,101.0,93.0,87.0,,0.431,0.114,0.013,0.376,1.57,-3.11,,-11.22,-0.67,90.7,83.6,80.6,,78.7,0.234,0.298,0.152,0.357,0.429,0.25,,,,0.258,0.435,0.3,57.0,95.0,93.0,0.066,-1.43,77.4,0.286,0.286,0.3,,,,,,,,,,,,,,,,,,,,,
2023/09/02,5:10 PM.,AZ,BAL,away,Roof Closed.,78,677944,C,4,1,1,1,0,0,1,0,0,0,2,.235,.275,.386,.661,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,4.33,4.77,27.0,99.0,96.0,99.0,0.842,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.118,0.376,0.483,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,,,,0.586,,0.27,0.014,0.54,,,0.2,-1.94,94.1,,81.7,,83.0,0.265,0.5,0.13,,,,0.2,0.32,0.36,,,,87.0,94.0,101.0,0.098,-1.57,73.2,0.375,0.375,0.133,,,,,,,0.031,-12.1,80.8,,,,0.333,1.333,0.0,,,,,,
2023/08/30,1:05 PM.,CWS,BAL,home,Sunny.,82,656302,C,4,0,0,0,0,0,0,0,0,3,3,.235,.276,.383,.659,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,120.0,101.0,108.0,,,,,0.432,,0.386,0.03,-0.15,,,0.4,1.0,95.6,,74.6,,86.3,0.273,0.436,0.205,,,,0.216,0.339,0.433,0.111,0.111,0.5379999999999999,,,,,,,0.298,0.538,0.249,,,,0.152,-1.83,80.2,,,,,,,,,,83.0,94.0,99.0,,,
2023/08/27,1:36 PM.,COL,BAL,home,Partly Cloudy.,90,621389,C,3,0,0,0,0,0,0,0,0,0,0,.241,.282,.392,.674,621389,tyblach,Blach,Left,Ty Blach,COL,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.279,0.371,0.121,0.39,0.447,20.0,103.0,96.0,,,,69.0,104.0,84.0,,,,170.0,99.0,85.0,0.55,,0.165,,0.221,,-2.26,-1.22,,-1.35,,83.7,79.9,89.3,,,,,0.348,0.652,0.184,,,,0.371,0.486,0.207,66.0,98.0,98.0,0.064,-0.44,78.9,0.211,0.211,0.257,0.322,0.561,0.102,,,,,,,,,,,,,,,,,,
2023/08/25,7:06 PM.,COL,BAL,home,Partly Cloudy.,85,607536,C,4,0,1,0,0,0,0,0,0,1,1,.245,.287,.400,.687,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,,,,0.283,0.184,,0.236,0.122,1.13,,-0.86,-0.2,-3.3,88.8,,84.2,88.7,84.1,0.239,0.431,0.127,,,,0.246,0.549,0.2,0.435,0.681,0.139,,,,,,,0.261,0.41,0.32,0.349,0.529,0.091,0.176,-1.91,80.6,,,,,,,,,,96.0,105.0,105.0,,,
2023/08/22,7:06 PM.,TOR,BAL,home,Partly Cloudy.,81,579328,C,3,0,1,0,0,0,0,0,0,1,0,.245,.288,.404,.692,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.097,0.05,,,1.11,-1.83,95.1,,88.7,,88.7,0.27,0.412,0.268,,,,0.225,0.396,0.302,0.254,0.508,0.193,98.0,103.0,105.0,0.193,0.24,83.1,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,,,,
2023/08/19,6:08 PM.,OAK,BAL,away,Partly Cloudy.,70,686610,C,5,1,2,0,0,1,3,0,0,1,3,.243,.283,.405,.688,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.543,,0.271,0.166,-0.52,,,-0.79,-1.4,93.3,,84.2,,81.1,0.275,0.493,0.17800000000000002,,,,0.218,0.423,0.32799999999999996,0.34,0.515,0.374,93.0,77.0,85.0,0.02,-3.62,74.5,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,,,,
2023/08/16,5:41 PM.,SD,BAL,away,Clear.,76,605483,C,3,0,1,0,0,0,0,0,0,1,0,.238,.279,.385,.664,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.184,0.07,,,0.68,2.65,95.5,,86.7,,88.4,0.255,0.389,0.195,,,,0.123,0.26,0.536,0.185,0.266,0.46799999999999997,106.0,102.0,110.0,0.198,2.55,81.0,0.079,0.14,0.563,,,,,,,,,,,,,,,,,,,,,
2023/08/13,1:11 PM.,SEA,BAL,away,Sunny.,82,682243,C,2,1,1,0,0,0,0,0,2,0,0,.236,.278,.386,.664,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,,,,0.076,0.585,,0.274,0.056,0.3,,1.22,0.14,0.66,95.1,,85.0,95.1,85.0,0.256,0.45,0.271,,,,0.3,0.475,0.174,0.167,0.433,0.179,113.0,102.0,102.0,0.009,-8.41,78.2,0.667,1.333,0.125,0.26,0.36,0.096,,,,,,,,,,,,,,,,,,
2023/08/10,12:48 PM.,HOU,BAL,home,Overcast.,79,686613,C,3,1,2,1,0,0,1,0,0,1,0,.232,.265,.384,.649,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,,,,0.002,0.461,0.235,0.017,,0.01,-0.4,-0.16,-2.64,,95.7,91.7,,96.0,84.6,0.271,0.511,0.223,0.297,0.506,0.20800000000000002,0.25,0.625,0.33299999999999996,0.121,0.242,0.37,,,,,,,0.247,0.374,0.303,,,,0.238,-0.77,82.9,0.048,0.92,88.2,92.0,104.0,105.0,,,,112.0,102.0,110.0,,,
2023/08/08,7:07 PM.,HOU,BAL,home,Clear.,81,664285,C,2,1,1,0,0,0,2,0,0,0,0,.222,.257,.370,.627,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,99.0,99.0,95.0,0.468,0.001,0.034,0.087,0.157,-16.35,0.45,0.93,-0.32,0.73,95.7,89.1,90.1,95.3,84.7,,,,0.182,0.182,0.435,0.189,0.405,0.43799999999999994,0.231,0.342,0.311,118.0,98.0,106.0,0.253,1.07,80.2,0.158,0.211,0.402,0.274,0.455,0.126,,,,,,,,,,,,,,,,,,
2023/08/06,1:36 PM.,NYM,BAL,home,Cloudy.,88,500779,C,3,1,1,1,0,0,0,0,0,2,1,.218,.255,.368,.623,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.286,0.349,65.0,102.0,91.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,,,,0.323,0.242,,,0.181,-2.28,,3.29,,-1.18,90.2,,85.8,90.4,,0.391,0.594,0.217,,,,,,,0.276,0.379,0.29600000000000004,96.0,106.0,102.0,0.253,1.45,77.2,0.214,0.268,0.26899999999999996,0.196,0.25,0.135,,,,,,,,,,,,,,,,0.211,0.368,0.207
2023/08/04,7:06 PM.,NYM,BAL,home,Cloudy.,80,656849,C,3,1,3,1,0,0,5,1,1,0,0,.215,.254,.362,.616,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,0.273,,0.197,0.189,-0.83,,0.66,-2.58,-1.35,92.7,,85.3,91.5,85.3,0.287,0.425,0.281,,,,0.268,0.472,0.39399999999999996,0.325,0.55,0.309,89.0,97.0,99.0,0.088,2.63,78.6,0.2,0.2,0.365,0.314,0.486,0.165,,,,,,,,,,,,,,,,,,
2023/08/02,7:07 PM.,TOR,BAL,away,Cloudy.,74,579328,C,4,1,1,1,0,0,0,0,0,2,2,.197,.231,.339,.570,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.097,0.05,,,1.11,-1.83,95.1,,88.7,,88.7,0.27,0.412,0.268,,,,0.225,0.396,0.302,0.254,0.508,0.193,98.0,103.0,105.0,0.193,0.24,83.1,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,,,,
2023/08/01,7:09 PM.,TOR,BAL,away,Roof Closed.,68,547943,C,0,0,0,0,0,0,0,0,0,0,0,.195,.231,.333,.564,547943,hyunjinryu,Ryu,Left,Hyun Jin Ryu,TOR,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.234,0.468,0.152,0.327,0.412,74.0,104.0,95.0,75.0,105.0,91.0,73.0,100.0,94.0,,,,92.0,107.0,97.0,0.095,0.317,0.189,,0.228,-0.51,1.27,3.34,,-2.1,88.6,85.1,78.1,87.7,,0.265,0.633,0.11900000000000001,0.238,0.357,0.207,,,,0.276,0.448,0.25,88.0,111.0,105.0,0.171,-1.45,68.9,0.286,0.429,0.35200000000000004,0.133,0.133,0.091,,,,,,,,,,,,,,,,,,
2023/07/30,7:12 PM.,NYY,BAL,home,Clear.,83,622663,C,3,0,0,0,0,0,0,1,0,3,3,.195,.231,.333,.564,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.028,0.449,0.15,0.188,0.186,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,86.7,95.7,84.7,0.355,0.692,0.196,0.208,0.313,0.17300000000000001,0.289,0.566,0.254,0.279,0.441,0.21600000000000003,,,,,,,,,,0.091,0.091,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/07/26,6:07 PM.,PHI,BAL,away,Clear.,89,624133,C,4,1,1,1,0,0,0,0,0,0,1,.200,.230,.342,.572,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.184,-0.65,-1.27,0.52,4.65,-1.45,93.4,87.5,82.9,92.8,84.1,0.304,0.478,0.21899999999999997,0.34,0.585,0.179,0.2,0.2,0.0,0.267,0.444,0.311,95.0,104.0,102.0,0.19,1.95,75.8,0.143,0.226,0.377,0.289,0.409,0.1,,,,,,,,,,,,,,,,,,
2023/07/24,6:43 PM.,PHI,BAL,away,Partly Cloudy.,85,650911,C,3,0,1,0,0,0,0,0,0,2,1,.198,.230,.336,.566,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,75.0,98.0,104.0,,,,71.0,104.0,97.0,123.0,100.0,100.0,,,,0.462,,,0.211,0.327,,,0.65,0.2,1.1,,,81.8,92.1,82.7,,,,,,,0.25,0.456,0.297,0.148,0.274,0.43,,,,,,,,,,0.297,0.523,0.107,,,,,,,,,,,,,,,,,,
2023/07/22,4:11 PM.,TB,BAL,away,Dome.,72,663556,C,3,1,1,1,0,0,2,0,0,1,0,.195,.227,.336,.563,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,,,,0.419,,0.153,0.258,-0.34,,,-0.27,2.65,96.8,,86.9,,89.3,0.269,0.479,0.233,,,,0.261,0.58,0.29100000000000004,0.153,0.191,0.541,115.0,101.0,107.0,0.17,1.12,83.5,0.197,0.344,0.314,,,,,,,,,,,,,,,,,,,,,
2023/07/19,1:46 PM.,LAD,BAL,home,Partly Cloudy.,85,628711,C,4,0,1,1,0,0,0,0,0,1,3,.191,.224,.327,.551,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,90.0,101.0,98.0,,,,,,,109.0,124.0,127.0,,0.451,0.092,,0.157,0.02,-0.42,,,-3.03,92.7,87.1,86.1,,,0.267,0.503,0.218,0.186,0.322,0.278,,,,0.296,0.593,0.299,132.0,103.0,112.0,0.3,0.84,79.2,,,,,,,,,,,,,,,,,,,,,,0.233,0.457,0.22899999999999998
2023/07/16,1:36 PM.,MIA,BAL,home,Cloudy.,81,595345,C,3,0,1,0,0,0,0,0,0,1,2,.189,.223,.321,.544,595345,stevenokert,Okert,Left,Steven Okert,MIA,4.45,3.87,58.2,95.0,113.0,99.0,0.72,11.2,3.68,7.67,1.38,0.45,0.311,0.358,0.176,0.318,0.424,,,,92.0,94.0,88.0,,,,127.0,96.0,105.0,,,,0.001,0.386,,0.613,,-1.92,,-2.69,1.38,,93.8,,,94.2,81.9,0.289,0.518,0.23199999999999998,,,,0.194,0.373,0.34299999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/09,1:13 PM.,MIN,BAL,away,Sunny.,80,657746,C,1,0,0,0,0,0,0,0,0,1,0,.184,.220,.320,.540,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,102.0,112.0,108.0,,,,102.0,88.0,94.0,,,,,0.569,,0.159,,0.89,,,-2.12,,92.3,,,,80.3,0.24,0.457,0.287,,,,0.32,0.56,0.24100000000000002,,,,,,,,,,,,,,,,,,,0.272,-0.3,83.9,91.0,104.0,102.0,0.242,0.415,0.213,,,,,,
