date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/04/18,7:10 PM.,LAD,NYM,away,Partly Cloudy.,59,477132,C,2,0,0,0,0,0,0,0,0,1,0,.118,.162,.118,.280,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,,,,0.002,0.369,,0.434,0.017,0.23,,14.84,2.06,-0.46,90.7,,84.6,90.9,86.5,0.281,0.451,0.09699999999999999,0.167,0.338,0.36200000000000004,0.2,0.2,0.6,0.0,0.0,0.0,94.0,100.0,106.0,0.175,0.13,73.4,,,,0.212,0.338,0.33799999999999997,,,,116.0,127.0,165.0,0.002,,13.51,,84.4,,0.0,0.0,0.0,,,
2023/04/17,7:10 PM.,LAD,NYM,away,Clear.,58,669160,C,4,1,1,0,0,0,0,0,0,0,1,.125,.171,.125,.296,669160,dustinmay,May,Right,Dustin May,LAD,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.459,66.0,93.0,97.0,117.0,103.0,106.0,117.0,102.0,108.0,,,,113.0,111.0,107.0,0.335,0.269,0.148,,0.045,0.48,3.03,3.59,,2.6,97.3,93.0,90.9,96.6,,0.22,0.341,0.17800000000000002,,,,0.1,0.1,0.077,0.161,0.25,0.125,149.0,102.0,118.0,0.203,0.6,86.3,0.161,0.226,0.14300000000000002,0.167,0.2,0.226,,,,,,,,,,,,,,,,,,
2023/04/14,6:42 PM.,OAK,NYM,away,Clear.,56,621076,C,4,2,0,0,0,0,0,0,2,2,4,.107,.161,.107,.268,621076,jameskaprielian,Kaprielian,Right,James Kaprielian,OAK,6.34,4.86,61.0,102.0,88.0,99.0,0.766,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,72.0,104.0,102.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.078,0.35,,-2.81,-0.35,-2.75,92.3,,83.3,92.0,80.8,0.202,0.384,0.252,0.263,0.4,0.316,0.368,0.737,0.18,0.412,0.529,0.14300000000000002,84.0,108.0,109.0,0.061,-1.04,75.9,,,,0.444,0.778,0.235,,,,,,,,,,,,,,,,,,
2023/04/12,1:12 PM.,SD,NYM,home,Sunny.,77,605483,C,4,0,0,0,0,0,0,0,0,2,4,.125,.120,.125,.245,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.184,0.07,,,0.68,2.65,95.5,,86.7,,88.4,0.255,0.389,0.195,0.123,0.26,0.536,0.185,0.266,0.46799999999999997,,,,106.0,102.0,110.0,0.198,2.55,81.0,,,,0.079,0.14,0.563,,,,,,,,,,,,,,,,,,
2023/04/11,7:10 PM.,SD,NYM,home,Partly Cloudy.,69,677960,PH,1,0,0,0,0,0,0,0,0,0,2,.150,.143,.150,.293,677960,ryanweathers,Weathers,Left,Ryan Weathers,- - -,6.55,4.67,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,67.0,97.0,88.0,91.0,99.0,93.0,,,,105.0,99.0,100.0,,,,0.01,0.551,,0.203,0.236,-1.58,,9.15,-1.09,-1.24,95.1,,86.8,94.9,80.8,0.35,0.592,0.20600000000000002,0.229,0.521,0.261,0.304,0.507,0.27899999999999997,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/10,7:10 PM.,SD,NYM,home,Clear.,55,506433,C,3,0,1,0,0,0,0,0,0,0,0,.158,.150,.158,.308,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,93.0,95.0,99.0,0.186,0.167,0.089,0.363,0.001,-1.74,2.4,0.46,-0.68,-1.35,94.7,90.9,82.3,94.3,84.0,0.253,0.538,0.159,0.432,0.703,0.244,,,,0.319,0.418,0.157,97.0,94.0,104.0,0.051,1.37,72.3,0.2,0.32,0.196,0.13,0.203,0.391,105.0,111.0,112.0,95.0,104.0,100.0,0.077,0.066,1.21,3.06,89.2,79.3,0.167,0.217,0.4,,,
2023/04/08,4:11 PM.,MIA,NYM,home,Cloudy.,52,669432,C,4,0,1,0,0,0,0,0,0,0,1,.125,.118,.125,.243,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.549,0.176,0.294,0.379,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,,,,0.188,0.43,,0.127,0.255,0.64,,4.0,0.06,-2.86,93.2,,85.7,92.6,82.6,0.217,0.348,0.261,0.143,0.143,0.25,0.32,0.48,0.37799999999999995,0.133,0.133,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/07,1:13 PM.,MIA,NYM,home,Cloudy.,56,665795,C,3,1,1,0,0,0,1,0,0,1,2,.083,.077,.083,.160,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,,,,0.093,0.279,,0.081,0.314,0.19,,-0.3,-0.71,1.29,96.2,,92.9,96.1,88.2,0.211,0.366,0.191,0.222,0.444,0.306,0.186,0.3,0.363,0.28,0.44,0.233,109.0,102.0,103.0,0.234,-0.37,84.6,,,,0.24,0.38,0.38,,,,,,,,,,,,,,,,,,
2023/04/05,12:40 PM.,MIL,NYM,away,Roof Closed.,66,669203,C,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,,0.554,0.085,0.112,,1.51,-2.42,1.12,1.07,,94.4,89.3,95.3,86.0,,,,0.159,0.275,0.43799999999999994,0.204,0.258,0.306,0.291,0.564,0.129,160.0,104.0,113.0,0.171,1.35,79.8,0.209,0.34,0.22699999999999998,0.133,0.211,0.488,,,,,,,,,,,,,,,,,,
2023/04/04,6:39 PM.,MIL,NYM,away,Roof Closed.,63,489119,C,3,0,0,0,0,0,0,0,0,2,3,.000,.000,.000,.000,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,101.0,103.0,101.0,0.046,0.195,0.443,0.049,0.246,0.46,1.07,-2.53,0.62,0.6,90.4,87.1,83.7,90.7,79.1,0.198,0.453,0.134,0.192,0.308,0.349,0.219,0.281,0.239,0.333,0.375,0.125,79.0,99.0,98.0,0.022,2.01,75.8,0.232,0.446,0.172,,,,,,,,,,,,,,,,,,,,,
2023/04/02,1:41 PM.,MIA,NYM,away,Roof Closed.,72,669432,C,4,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.0,4.01,18.0,106.0,96.0,106.0,0.758,9.5,3.0,8.0,1.0,1.37,0.157,0.549,0.176,0.294,0.379,111.0,110.0,117.0,89.0,106.0,102.0,100.0,106.0,109.0,88.0,99.0,95.0,,,,0.188,0.43,,0.127,0.255,0.64,,4.0,0.06,-2.86,93.2,,85.7,92.6,82.6,0.217,0.348,0.261,0.143,0.143,0.25,0.32,0.48,0.37799999999999995,0.133,0.133,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/03/31,6:44 PM.,MIA,NYM,away,Partly Cloudy.,80,666200,C,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,88.3,96.5,85.1,0.232,0.384,0.19399999999999998,0.233,0.389,0.518,0.248,0.429,0.361,0.314,0.686,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
