date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff
2023/09/19,7:09 PM.,BOS,TEX,home,Roof Closed.,74,656557,SS,5,1,1,0,0,0,0,0,0,2,2,.333,.394,.640,1.034,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.383,,-2.8,-0.38,0.98,,93.9,,93.4,83.9,0.306,0.507,0.187,0.178,0.301,0.387,,,,,,,80.0,100.0,92.0,0.108,,0.73,,91.3,,,,,0.325,0.55,0.157,0.229,0.354,0.21600000000000003,,,,,,,0.114,-1.52,87.6,0.31,0.452,0.40399999999999997,67.0,105.0,92.0,,,
2023/09/18,7:07 PM.,BOS,TEX,home,Roof Closed.,74,676710,SS,4,0,0,0,0,0,0,0,0,0,1,.334,.396,.645,1.041,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,1.44,,1.5,,93.6,,,82.5,,,,0.15,0.25,0.376,,,,92.0,101.0,103.0,108.0,94.0,95.0,0.281,0.119,0.35,-1.47,88.6,79.4,0.34,0.642,0.2,0.163,0.326,0.258,0.289,0.43,0.244,,,,,,,0.077,-0.82,82.4,0.214,0.357,0.214,88.0,95.0,103.0,,,
2023/09/17,1:41 PM.,CLE,TEX,away,Sunny.,71,668909,SS,4,0,0,0,0,0,0,0,0,2,4,.337,.399,.651,1.050,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.553,0.221,0.056,0.35,,2.27,-3.24,95.7,88.2,,84.9,,,,0.157,0.241,0.318,0.353,0.588,0.212,,,,,,,,,,,,,0.174,0.391,0.35200000000000004,0.25,0.404,0.249,,,,84.0,90.0,95.0,0.17,-1.23,76.2,,,,,,,,,,,,
2023/09/16,6:10 PM.,CLE,TEX,away,Partly Cloudy.,69,676440,SS,4,0,0,0,0,0,0,0,0,1,2,.340,.403,.657,1.060,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,0.27,0.166,0.6,,1.35,1.07,94.9,83.8,,84.7,,,,0.206,0.355,0.317,0.213,0.298,0.37799999999999995,,,,,,,,,,,,,0.271,0.479,0.233,0.243,0.348,0.19,,,,88.0,98.0,102.0,0.093,-1.11,78.3,,,,,,,,,,,,
2023/09/15,7:10 PM.,CLE,TEX,away,Clear.,67,608337,SS,3,0,1,1,0,0,0,0,0,0,1,.344,.406,.663,1.069,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.283,-0.85,,-0.25,-0.2,93.1,80.9,,84.0,,,,0.236,0.438,0.345,0.209,0.442,0.35200000000000004,,,,,,,,,,,,,0.5,0.5,0.2,0.262,0.546,0.2,,,,81.0,76.0,78.0,0.015,-3.72,77.9,,,,,,,,,,,,
2023/09/14,7:09 PM.,TOR,TEX,away,Clear.,65,592332,SS,4,2,3,1,0,1,3,0,1,0,0,.344,.406,.663,1.069,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,0.509,0.108,,1.13,,-0.97,,94.7,,,83.6,,,,0.348,0.565,0.353,,,,,,,,,,,,,,,,,,,0.243,0.409,0.172,,,,,,,,,,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,105.0,108.0,109.0,,,
2023/09/13,7:07 PM.,TOR,TEX,away,Partly Cloudy.,65,579328,SS,4,2,1,0,0,0,0,0,1,0,2,.340,.402,.653,1.055,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,0.451,0.259,0.097,0.05,,1.11,-1.83,95.1,88.7,,88.7,,,,0.225,0.396,0.302,0.254,0.508,0.193,,,,,,,,,,,,,0.284,0.463,0.307,0.27,0.412,0.268,,,,98.0,103.0,105.0,0.193,0.24,83.1,,,,,,,,,,,,
2023/09/12,7:07 PM.,TOR,TEX,away,Roof Closed.,68,547943,SS,4,2,3,2,0,0,1,0,1,0,0,.341,.402,.657,1.059,547943,hyunjinryu,Ryu,Left,Hyun Jin Ryu,TOR,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.234,0.468,0.152,0.327,0.412,74.0,104.0,95.0,75.0,105.0,91.0,73.0,100.0,94.0,,,,0.095,0.317,,0.228,-0.51,3.34,,-2.1,88.6,78.1,87.7,,0.133,0.133,0.091,,,,0.276,0.448,0.25,,,,92.0,107.0,97.0,0.189,,1.27,,85.1,,0.286,0.429,0.35200000000000004,0.265,0.633,0.11900000000000001,0.238,0.357,0.207,88.0,111.0,105.0,0.171,-1.45,68.9,,,,,,,,,,,,
2023/09/11,7:08 PM.,TOR,TEX,away,Clear.,72,605135,SS,5,1,2,1,0,0,1,0,0,1,1,.337,.398,.651,1.049,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.393,0.093,0.136,0.065,-3.9,2.11,-0.72,1.71,92.4,84.1,91.9,75.6,0.22,0.336,0.14400000000000002,0.227,0.636,0.191,0.189,0.351,0.10099999999999999,,,,95.0,105.0,102.0,0.153,,-1.13,,87.8,,0.192,0.295,0.318,0.333,0.652,0.20600000000000002,0.274,0.496,0.253,93.0,92.0,100.0,0.126,0.67,70.7,0.033,-3.07,82.6,0.375,0.563,0.226,78.0,84.0,84.0,,,
2023/09/10,1:38 PM.,OAK,TEX,home,Roof Closed.,74,665622,SS,5,2,2,1,0,1,1,0,0,0,2,.336,.398,.652,1.050,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,0.142,0.415,0.238,0.087,-0.35,-0.8,-0.8,1.25,96.1,87.3,95.5,85.3,0.313,0.406,0.141,0.233,0.456,0.484,0.256,0.282,0.304,,,,,,,,,,,,,0.146,0.366,0.308,0.272,0.494,0.121,,,,99.0,96.0,98.0,0.117,-0.73,79.6,,,,,,,,,,,,
2023/09/09,6:09 PM.,OAK,TEX,home,Roof Closed.,74,656794,SS,4,0,0,0,0,0,0,0,0,1,0,.335,.398,.645,1.043,656794,seannewcomb,"Newcomb, S",Left,Sean Newcomb,OAK,3.0,3.98,15.0,98.0,85.0,96.0,0.824,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,70.0,97.0,104.0,73.0,103.0,96.0,78.0,104.0,101.0,,,,0.068,0.518,,0.029,1.81,9.99,,-2.63,93.4,84.6,92.4,,0.0,0.0,0.16699999999999998,,,,,,,,,,86.0,88.0,93.0,0.011,,2.37,,89.8,,0.143,0.286,0.273,0.154,0.308,0.21600000000000003,,,,105.0,91.0,96.0,0.375,-0.07,80.6,,,,,,,,,,0.2,0.2,0.2
2023/09/08,7:08 PM.,OAK,TEX,home,Roof Closed.,74,621112,SS,4,1,1,0,0,1,2,0,0,2,2,.338,.401,.651,1.052,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,0.24,0.146,0.181,0.112,-2.52,-0.75,0.46,2.14,91.9,86.0,91.8,80.8,0.306,0.435,0.15,0.198,0.308,0.344,0.143,0.286,0.389,,,,106.0,100.0,100.0,0.204,,-2.38,,88.9,,0.14,0.326,0.245,0.383,0.553,0.17,0.435,0.624,0.159,89.0,104.0,104.0,0.117,1.69,79.1,,,,,,,,,,,,
2023/09/06,7:07 PM.,HOU,TEX,home,Roof Closed.,74,434378,SS,4,0,0,0,0,0,0,0,0,1,3,.339,.401,.648,1.049,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,102.0,107.0,113.0,97.0,100.0,100.0,,,,127.0,112.0,111.0,,0.5,0.253,0.047,0.89,,0.97,-0.23,94.3,85.2,,86.9,,,,0.201,0.325,0.292,0.214,0.286,0.28600000000000003,,,,,,,,,,,,,0.241,0.328,0.244,0.235,0.417,0.18100000000000002,,,,105.0,103.0,106.0,0.2,0.43,78.2,,,,,,,,,,,,
2023/09/05,7:09 PM.,HOU,TEX,home,Roof Closed.,74,664285,SS,2,0,0,0,0,0,0,0,0,2,2,.343,.405,.654,1.059,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,0.468,0.001,0.087,0.157,-16.35,0.93,-0.32,0.73,95.7,90.1,95.3,84.7,0.274,0.455,0.126,0.189,0.405,0.43799999999999994,0.231,0.342,0.311,,,,99.0,99.0,95.0,0.034,,0.45,,89.1,,0.158,0.211,0.402,,,,0.182,0.182,0.435,118.0,98.0,106.0,0.253,1.07,80.2,,,,,,,,,,,,
2023/09/04,3:08 PM.,HOU,TEX,home,Roof Closed.,74,641585,SS,5,2,3,0,0,2,3,0,0,0,0,.345,.407,.658,1.065,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,,0.431,0.091,0.152,-0.26,,-2.09,2.51,93.0,81.8,,80.1,,,,0.25,0.533,0.298,0.183,0.237,0.308,,,,116.0,108.0,103.0,0.189,,0.33,,86.8,,0.145,0.273,0.42200000000000004,0.308,0.481,0.106,0.317,0.446,0.22,116.0,98.0,100.0,0.137,0.16,76.0,,,,,,,,,,,,
2023/09/03,1:38 PM.,MIN,TEX,home,Roof Closed.,74,628317,SS,5,1,2,0,0,0,0,0,0,1,3,.341,.405,.643,1.048,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,0.064,0.274,0.306,,0.35,-0.88,-0.07,,91.0,,90.3,81.6,0.385,0.538,0.128,0.206,0.471,0.28800000000000003,,,,,,,,,,,,,,,,0.333,0.667,0.063,0.275,0.451,0.251,,,,94.0,96.0,95.0,0.036,-2.4,76.4,0.319,1.6,84.1,0.182,0.263,0.35,138.0,107.0,112.0,,,
2023/09/02,6:16 PM.,MIN,TEX,home,Roof Closed.,74,572971,SS,5,1,0,0,0,0,0,0,0,0,2,.341,.405,.646,1.051,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIN,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.189,0.315,0.333,74.0,110.0,108.0,,,,64.0,92.0,86.0,64.0,94.0,95.0,0.347,,0.129,0.271,,0.39,0.06,-0.58,,80.3,87.4,78.3,0.245,0.367,0.084,0.222,0.278,0.441,0.327,0.473,0.196,,,,92.0,94.0,90.0,0.254,,-2.63,,84.8,,,,,,,,0.379,0.69,0.24600000000000002,,,,,,,,,,,,,,,,,,
2023/09/01,7:07 PM.,MIN,TEX,home,Roof Closed.,74,657746,SS,4,1,1,0,0,1,1,0,0,0,1,.345,.410,.655,1.065,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,102.0,112.0,108.0,,,,102.0,88.0,94.0,,0.569,0.159,,0.89,,-2.12,,92.3,,,80.3,,,,0.32,0.56,0.24100000000000002,,,,,,,,,,,,,,,,,,,0.24,0.457,0.287,,,,,,,,,,0.272,-0.3,83.9,0.242,0.415,0.213,91.0,104.0,102.0,,,
2023/08/30,6:40 PM.,NYM,TEX,away,Partly Cloudy.,81,660593,SS,4,1,2,0,0,1,1,0,1,0,1,.346,.411,.651,1.062,660593,denyireyes,Reyes,Right,Denyi Reyes,NYM,7.78,5.23,19.2,104.0,88.0,98.0,0.801,7.78,3.66,11.44,1.37,1.14,0.141,0.516,0.203,0.25,0.376,69.0,112.0,104.0,83.0,105.0,96.0,84.0,106.0,97.0,103.0,100.0,103.0,0.11,0.31,0.225,0.151,1.38,-0.35,0.48,-6.96,91.8,84.8,91.0,78.5,0.333,0.5,0.071,0.222,0.389,0.4,0.556,0.667,0.324,,,,98.0,109.0,95.0,0.203,,-1.74,,86.6,,,,,0.143,0.286,0.212,0.333,0.667,0.163,,,,,,,,,,,,,,,,,,
2023/08/29,7:11 PM.,NYM,TEX,away,Cloudy.,76,500779,SS,4,0,0,0,0,0,0,0,0,1,1,.345,.409,.644,1.053,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.286,0.349,65.0,102.0,91.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,0.323,0.242,,0.181,-2.28,3.29,,-1.18,90.2,85.8,90.4,,0.196,0.25,0.135,,,,0.276,0.379,0.29600000000000004,,,,,,,,,,,,,0.214,0.268,0.26899999999999996,0.391,0.594,0.217,,,,96.0,106.0,102.0,0.253,1.45,77.2,,,,,,,,,,0.211,0.368,0.207
2023/08/28,7:12 PM.,NYM,TEX,away,Cloudy.,73,656731,SS,4,1,3,1,0,0,0,0,1,1,0,.348,.413,.652,1.065,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,88.0,97.0,98.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,0.557,0.206,0.149,-0.4,,-1.04,-0.09,94.9,87.9,,84.4,,,,0.264,0.445,0.311,0.264,0.396,0.24100000000000002,,,,,,,,,,,,,0.167,0.167,0.354,0.314,0.494,0.184,,,,101.0,91.0,96.0,0.086,-0.05,77.2,0.002,5.58,86.1,,,,116.0,83.0,118.0,,,
2023/08/27,1:12 PM.,MIN,TEX,away,Partly Cloudy.,71,641927,SS,5,0,1,0,0,0,1,0,0,0,4,.344,.408,.648,1.056,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,73.0,107.0,99.0,,,,83.0,99.0,96.0,,0.457,0.196,0.28,0.75,,-0.7,1.08,91.3,83.7,,81.0,,,,0.255,0.48,0.32899999999999996,0.226,0.35,0.298,,,,,,,,,,,,,0.194,0.306,0.161,0.232,0.425,0.27699999999999997,,,,100.0,108.0,106.0,0.067,1.44,77.5,,,,,,,,,,,,
2023/08/26,6:16 PM.,MIN,TEX,away,Overcast.,72,657746,SS,4,0,0,0,0,0,1,0,0,2,2,.346,.412,.654,1.066,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,102.0,112.0,108.0,,,,102.0,88.0,94.0,,0.569,0.159,,0.89,,-2.12,,92.3,,,80.3,,,,0.32,0.56,0.24100000000000002,,,,,,,,,,,,,,,,,,,0.24,0.457,0.287,,,,,,,,,,0.272,-0.3,83.9,0.242,0.415,0.213,91.0,104.0,102.0,,,
