,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,SL%,wFC/C,wFS/C,wSI/C,wSL/C,vFC,vFS,vSI,vSL,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,CH%,wFA/C,wCU/C,wCH/C,vFA,vCH,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff
0,2024-08-09,746927,Walk,walk,False,514888,656557,Jose Altuve,Tanner Houck,0,3a0ef7e4-6930-4cb3-bf2d-6415cbf0c8e4,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-09,746927,Single,single,False,608324,656557,Alex Bregman,Tanner Houck,1,1f17ebaf-98a7-4945-9e2b-b1755fd8dbfd,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-09,746927,Grounded Into DP,grounded_into_double_play,True,670541,656557,Yordan Alvarez,Tanner Houck,1,980eb118-0a5f-49f8-866b-930c8458cb00,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-09,746927,Flyout,field_out,True,673237,656557,Yainer Diaz,Tanner Houck,0,a395d635-a1c3-46d2-b39a-e86b360b1af2,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-09,746927,Double,double,False,680776,669854,Jarren Duran,Ronel Blanco,0,4ae955f0-80a4-4986-b6df-5cc90e6f9efa,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,,,,87.0,103.0,101.0,,,,,,,,,,0.309,,,,2.19,,,,86.3,,,,,,,,,,,,,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,0.375,0.081,0.235,-0.43,2.66,-0.2,93.4,85.2,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,
5,2024-08-09,746927,Strikeout,strikeout,True,677800,669854,Wilyer Abreu,Ronel Blanco,0,1e6524d5-b6ff-44a6-9356-280968e57d43,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,,,,87.0,103.0,101.0,,,,,,,,,,0.309,,,,2.19,,,,86.3,,,,,,,,,,,,,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,0.375,0.081,0.235,-0.43,2.66,-0.2,93.4,85.2,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,
6,2024-08-09,746927,Groundout,field_out,True,807799,669854,Masataka Yoshida,Ronel Blanco,1,e4ca2423-1837-4888-a154-165ea8b71137,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,,,,87.0,103.0,101.0,,,,,,,,,,0.309,,,,2.19,,,,86.3,,,,,,,,,,,,,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,0.375,0.081,0.235,-0.43,2.66,-0.2,93.4,85.2,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,
7,2024-08-09,746927,Strikeout,strikeout,True,646240,669854,Rafael Devers,Ronel Blanco,0,622aa80c-a8fe-4a22-afb2-a29a8f37f2a7,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,,,,87.0,103.0,101.0,,,,,,,,,,0.309,,,,2.19,,,,86.3,,,,,,,,,,,,,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,0.375,0.081,0.235,-0.43,2.66,-0.2,93.4,85.2,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,
8,2024-08-09,746927,Pop Out,field_out,True,572138,656557,Jon Singleton,Tanner Houck,0,d1ed83ff-415d-4c69-9a67-ee146a7479f6,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-09,746927,Groundout,field_out,True,665161,656557,Jeremy Peña,Tanner Houck,0,b5f3d9a0-b9cc-4090-bc2e-94c1963fc36c,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,94.0,101.0,96.0,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,0.315,0.016,0.246,0.422,-0.97,1.79,0.36,0.63,87.1,88.4,93.5,83.1,0.231,0.364,0.299,0.282,0.337,0.138,0.2,0.263,0.21,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
