,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-07-02,746047,Flyout,field_out,True,680776,678368,Jarren Duran,Valente Bellozo,0,86fffef1-2fc0-4924-9f13-6de203aa673c,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.5,2.72,10.0,105.0,74.0,94.0,0.785,9.0,0.9,8.1,0.9,0.64,0.241,0.483,0.172,0.379,0.406,98.0,103.0,114.0,63.0,79.0,81.0,56.0,108.0,85.0,93.0,106.0,105.0,78.0,104.0,93.0,0.447,0.176,0.194,0.029,0.153,4.53,6.2,-5.1,3.24,-10.23,90.9,85.0,81.8,79.9,74.9,0.071,0.071,0.2,0.444,0.778,0.25,0.111,0.111,0.231,0.5,0.833,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-02,746047,Single,single,False,641933,678368,Tyler O'Neill,Valente Bellozo,0,650386e4-59a1-461d-aa05-4b4004765ea9,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.5,2.72,10.0,105.0,74.0,94.0,0.785,9.0,0.9,8.1,0.9,0.64,0.241,0.483,0.172,0.379,0.406,98.0,103.0,114.0,63.0,79.0,81.0,56.0,108.0,85.0,93.0,106.0,105.0,78.0,104.0,93.0,0.447,0.176,0.194,0.029,0.153,4.53,6.2,-5.1,3.24,-10.23,90.9,85.0,81.8,79.9,74.9,0.071,0.071,0.2,0.444,0.778,0.25,0.111,0.111,0.231,0.5,0.833,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-02,746047,Double,double,False,677800,678368,Wilyer Abreu,Valente Bellozo,1,18d48434-6239-48a2-b013-bd5a4dc551ea,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.5,2.72,10.0,105.0,74.0,94.0,0.785,9.0,0.9,8.1,0.9,0.64,0.241,0.483,0.172,0.379,0.406,98.0,103.0,114.0,63.0,79.0,81.0,56.0,108.0,85.0,93.0,106.0,105.0,78.0,104.0,93.0,0.447,0.176,0.194,0.029,0.153,4.53,6.2,-5.1,3.24,-10.23,90.9,85.0,81.8,79.9,74.9,0.071,0.071,0.2,0.444,0.778,0.25,0.111,0.111,0.231,0.5,0.833,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-02,746047,Single,single,False,646240,678368,Rafael Devers,Valente Bellozo,1,4a2bf069-e398-4cf2-a8d9-ef7d3a5c6305,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.5,2.72,10.0,105.0,74.0,94.0,0.785,9.0,0.9,8.1,0.9,0.64,0.241,0.483,0.172,0.379,0.406,98.0,103.0,114.0,63.0,79.0,81.0,56.0,108.0,85.0,93.0,106.0,105.0,78.0,104.0,93.0,0.447,0.176,0.194,0.029,0.153,4.53,6.2,-5.1,3.24,-10.23,90.9,85.0,81.8,79.9,74.9,0.071,0.071,0.2,0.444,0.778,0.25,0.111,0.111,0.231,0.5,0.833,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-02,746047,Strikeout,strikeout,True,657136,678368,Connor Wong,Valente Bellozo,0,da9e2eff-d4a7-4b96-b170-bd91600651f1,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.5,2.72,10.0,105.0,74.0,94.0,0.785,9.0,0.9,8.1,0.9,0.64,0.241,0.483,0.172,0.379,0.406,98.0,103.0,114.0,63.0,79.0,81.0,56.0,108.0,85.0,93.0,106.0,105.0,78.0,104.0,93.0,0.447,0.176,0.194,0.029,0.153,4.53,6.2,-5.1,3.24,-10.23,90.9,85.0,81.8,79.9,74.9,0.071,0.071,0.2,0.444,0.778,0.25,0.111,0.111,0.231,0.5,0.833,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-02,746047,Single,single,False,807799,678368,Masataka Yoshida,Valente Bellozo,1,426d86c8-adb8-45b9-8b3a-e8d309f48389,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.5,2.72,10.0,105.0,74.0,94.0,0.785,9.0,0.9,8.1,0.9,0.64,0.241,0.483,0.172,0.379,0.406,98.0,103.0,114.0,63.0,79.0,81.0,56.0,108.0,85.0,93.0,106.0,105.0,78.0,104.0,93.0,0.447,0.176,0.194,0.029,0.153,4.53,6.2,-5.1,3.24,-10.23,90.9,85.0,81.8,79.9,74.9,0.071,0.071,0.2,0.444,0.778,0.25,0.111,0.111,0.231,0.5,0.833,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-02,746047,Strikeout,strikeout,True,665839,678368,Enmanuel Valdez,Valente Bellozo,0,2c778f3a-2ff5-4fab-a4d9-ead3f3f09a87,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.5,2.72,10.0,105.0,74.0,94.0,0.785,9.0,0.9,8.1,0.9,0.64,0.241,0.483,0.172,0.379,0.406,98.0,103.0,114.0,63.0,79.0,81.0,56.0,108.0,85.0,93.0,106.0,105.0,78.0,104.0,93.0,0.447,0.176,0.194,0.029,0.153,4.53,6.2,-5.1,3.24,-10.23,90.9,85.0,81.8,79.9,74.9,0.071,0.071,0.2,0.444,0.778,0.25,0.111,0.111,0.231,0.5,0.833,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-02,746047,Flyout,field_out,True,665862,676710,Jazz Chisholm Jr.,Kutter Crawford,0,9f3ef108-5814-4fc6-87fd-f3de0d1db77c,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,,,,108.0,111.0,113.0,99.0,98.0,99.0,114.0,106.0,104.0,0.344,0.31,0.205,,,0.82,1.24,-0.56,,,92.6,87.5,,80.9,,0.222,0.373,0.208,,,,0.201,0.338,0.243,0.233,0.433,0.289,89.0,94.0,99.0,89.0,101.0,107.0,0.083,0.058,1.54,-0.91,82.4,77.1,0.149,0.255,0.451,0.286,0.357,0.185,,,,,,,,,
8,2024-07-02,746047,Strikeout,strikeout,True,650559,676710,Bryan De La Cruz,Kutter Crawford,0,fca4058d-588a-4b37-8d66-bf38d5ec7914,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,,,,108.0,111.0,113.0,99.0,98.0,99.0,114.0,106.0,104.0,0.344,0.31,0.205,,,0.82,1.24,-0.56,,,92.6,87.5,,80.9,,0.222,0.373,0.208,,,,0.201,0.338,0.243,0.233,0.433,0.289,89.0,94.0,99.0,89.0,101.0,107.0,0.083,0.058,1.54,-0.91,82.4,77.1,0.149,0.255,0.451,0.286,0.357,0.185,,,,,,,,,
9,2024-07-02,746047,Pop Out,field_out,True,605137,676710,Josh Bell,Kutter Crawford,0,2ba33ce8-0018-48d5-8fa6-e2e8024a5d0f,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,,,,108.0,111.0,113.0,99.0,98.0,99.0,114.0,106.0,104.0,0.344,0.31,0.205,,,0.82,1.24,-0.56,,,92.6,87.5,,80.9,,0.222,0.373,0.208,,,,0.201,0.338,0.243,0.233,0.433,0.289,89.0,94.0,99.0,89.0,101.0,107.0,0.083,0.058,1.54,-0.91,82.4,77.1,0.149,0.255,0.451,0.286,0.357,0.185,,,,,,,,,
