,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,FA%,KC%,wFA/C,wKC/C,vFA,vKC,FF_ba,FF_slg,FF_whiff
0,2024-05-22,745661,Single,single,False,453568,687765,Charlie Blackmon,Mitch Spence,0,7dcc04e2-fbeb-430f-abd6-bbbe3ce1d142,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,
1,2024-05-22,745661,Strikeout,strikeout,True,678662,687765,Ezequiel Tovar,Mitch Spence,0,cdeb0169-034c-40c0-9025-4856fa95425e,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,
2,2024-05-22,745661,Strikeout,strikeout,True,641857,687765,Ryan McMahon,Mitch Spence,0,2a004e49-11a4-425a-a206-c398cd9009d7,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,
3,2024-05-22,745661,Home Run,home_run,False,553869,687765,Elias Díaz,Mitch Spence,1,206cf2b5-05b3-49f5-9996-cc7ef64c941c,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,
4,2024-05-22,745661,Single,single,False,663898,687765,Brendan Rodgers,Mitch Spence,0,aace728f-cc23-458b-a8e1-623b16f71b72,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,
5,2024-05-22,745661,Walk,walk,False,592178,687765,Kris Bryant,Mitch Spence,1,94014c7a-3666-4628-a45a-272747c89901,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,
6,2024-05-22,745661,Walk,walk,False,686668,687765,Brenton Doyle,Mitch Spence,1,ba507461-b64c-4bea-824d-7ed2c7fd97fa,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,
7,2024-05-22,745661,Strikeout,strikeout,True,687597,687765,Jordan Beck,Mitch Spence,0,4b8d498b-a3b8-46d1-a521-b9af80d59972,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,
8,2024-05-22,745661,Pop Out,field_out,True,647351,596295,Abraham Toro,Austin Gomber,0,5eaa6221-b66f-44e9-ab17-3e5cc441267b,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,,0.158,,0.211,,-43.05,-0.33,,-0.09,,80.9,90.1,83.8,,0.274,0.532,0.162,,,,0.188,0.337,0.266,,,,0.274,0.369,0.275,73.0,98.0,90.0,78.0,111.0,105.0,0.412,0.218,-1.25,0.82,90.4,77.1,0.312,0.567,0.093
9,2024-05-22,745661,Groundout,field_out,True,668709,596295,JJ Bleday,Austin Gomber,0,aeb961f5-343e-432d-ac0a-46e1e4beb2af,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,,0.158,,0.211,,-43.05,-0.33,,-0.09,,80.9,90.1,83.8,,0.274,0.532,0.162,,,,0.188,0.337,0.266,,,,0.274,0.369,0.275,73.0,98.0,90.0,78.0,111.0,105.0,0.412,0.218,-1.25,0.82,90.4,77.1,0.312,0.567,0.093
