,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff
0,2024-06-25,745322,Strikeout,strikeout,True,663538,678495,Nico Hoerner,Randy Rodríguez,0,bbf811ce-edb5-48aa-a9c1-5a1375159f70,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-25,745322,Strikeout,strikeout,True,683737,678495,Michael Busch,Randy Rodríguez,0,c02cf0de-4ab9-4632-be82-44570bf1d2d1,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-25,745322,Walk,walk,False,641355,678495,Cody Bellinger,Randy Rodríguez,0,d9340f2d-2765-4484-ba57-d87e30b22736,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-25,745322,Lineout,field_out,True,673548,678495,Seiya Suzuki,Randy Rodríguez,0,bbf2cc2b-0278-494d-915a-59a1ebc013d4,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-25,745322,Pop Out,field_out,True,689172,543294,Brett Wisely,Kyle Hendricks,0,4c84be55-5d7b-446f-84dd-da7ca54b66ca,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
5,2024-06-25,745322,Groundout,field_out,True,671218,543294,Heliot Ramos,Kyle Hendricks,0,6a6605cd-2ee1-4e60-a31d-3952ccda0b8e,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
6,2024-06-25,745322,Lineout,field_out,True,672275,543294,Patrick Bailey,Kyle Hendricks,0,dd2d5b90-1097-44ae-806a-99b7bd7ea62f,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
7,2024-06-25,745322,Groundout,field_out,True,664023,678495,Ian Happ,Randy Rodríguez,0,19a73c22-c887-464f-94a3-7f7288356e63,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-25,745322,Strikeout,strikeout,True,666624,678495,Christopher Morel,Randy Rodríguez,0,5fb148a9-e927-4963-8412-5efd5f439e54,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-25,745322,Strikeout,strikeout,True,621020,678495,Dansby Swanson,Randy Rodríguez,0,428a2c56-c5cc-4a19-b1a0-67d43dee86e8,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-25,745322,Single,single,False,624585,543294,Jorge Soler,Kyle Hendricks,0,2c9fcf08-1cd7-4293-b5d6-482e52ab884c,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
11,2024-06-25,745322,Walk,walk,False,656305,543294,Matt Chapman,Kyle Hendricks,1,b248bc39-eb04-4dbf-b531-24310567c2a4,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
12,2024-06-25,745322,Single,single,False,624424,543294,Michael Conforto,Kyle Hendricks,1,36ab2883-d1bf-4d0b-b7bc-33ef7daeea54,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
13,2024-06-25,745322,Strikeout,strikeout,True,642731,543294,Thairo Estrada,Kyle Hendricks,0,5b0673b2-8a29-4ee6-bbda-afc875d66787,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
14,2024-06-25,745322,Sac Fly,sac_fly,True,681584,543294,David Villar,Kyle Hendricks,1,cb6e3a43-040c-496d-bf22-ad3b2e57d6a5,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
15,2024-06-25,745322,Pop Out,field_out,True,682641,543294,Luis Matos,Kyle Hendricks,0,2472b64e-1d45-4d6e-81e2-ebf1724f5381,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
16,2024-06-25,745322,Strikeout,strikeout,True,691718,678495,Pete Crow-Armstrong,Randy Rodríguez,0,f392b38b-61e5-4710-bfcd-103544ca8535,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-06-25,745322,Flyout,field_out,True,665804,678495,Miguel Amaya,Randy Rodríguez,0,f8534631-fb1a-430b-8373-ae93d876cc41,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-06-25,745322,Walk,walk,False,663538,678495,Nico Hoerner,Randy Rodríguez,0,b0ec2b01-ba02-455c-bad8-184ccee8bfc7,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-06-25,745322,Single,single,False,683737,678495,Michael Busch,Randy Rodríguez,1,e3e0cde9-5cef-4a55-8d73-674b58b84481,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,0.049,0.11,-0.41,1.23,1.9,97.8,90.1,96.5,84.9,0.206,0.412,0.214,0.206,0.338,0.371,0.333,0.333,0.105,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-06-25,745322,Single,single,False,641355,663546,Cody Bellinger,Sean Hjelle,1,5f2c5a7f-e2b2-49cc-ba67-a309aea3ccf9,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.24,3.22,46.2,104.0,101.0,105.0,0.808,9.06,1.35,9.26,1.35,2.86,0.338,0.331,0.144,0.266,0.435,,,,,,,101.0,107.0,104.0,,,,0.552,,,,,0.44,,,,,94.6,,,,,,,,0.333,0.424,0.104,,,,,,,,,,0.178,0.384,0.386,109.0,103.0,112.0,70.0,88.0,79.0,0.1,0.348,-0.2,-0.14,92.5,85.6,0.182,0.455,0.1
21,2024-06-25,745322,Strikeout,strikeout,True,673548,663546,Seiya Suzuki,Sean Hjelle,0,36ab4149-1c3f-4adc-a8dc-643efb76f186,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.24,3.22,46.2,104.0,101.0,105.0,0.808,9.06,1.35,9.26,1.35,2.86,0.338,0.331,0.144,0.266,0.435,,,,,,,101.0,107.0,104.0,,,,0.552,,,,,0.44,,,,,94.6,,,,,,,,0.333,0.424,0.104,,,,,,,,,,0.178,0.384,0.386,109.0,103.0,112.0,70.0,88.0,79.0,0.1,0.348,-0.2,-0.14,92.5,85.6,0.182,0.455,0.1
22,2024-06-25,745322,Single,single,False,689172,543294,Brett Wisely,Kyle Hendricks,0,a21f15a1-7178-4cdd-be59-43a569550af3,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
23,2024-06-25,745322,Lineout,field_out,True,671218,543294,Heliot Ramos,Kyle Hendricks,1,eec15d87-c730-4dc8-a8f0-724abdded9ff,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
24,2024-06-25,745322,Flyout,field_out,True,672275,543294,Patrick Bailey,Kyle Hendricks,0,46970ee3-fb30-4d0c-8591-4950c2adb749,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.39,-3.58,-0.85,,-1.24,87.8,80.9,87.8,,0.4,1.067,0.128,,,,0.357,0.504,0.101,0.278,0.421,0.244,88.0,108.0,105.0,0.127,1.57,74.3,0.12,0.24,0.381,,,,,,,,,,,,,,,
25,2024-06-25,745322,Groundout,field_out,True,664023,663546,Ian Happ,Sean Hjelle,0,4a3f77c2-da87-49a4-aeb5-41024df51d7c,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.24,3.22,46.2,104.0,101.0,105.0,0.808,9.06,1.35,9.26,1.35,2.86,0.338,0.331,0.144,0.266,0.435,,,,,,,101.0,107.0,104.0,,,,0.552,,,,,0.44,,,,,94.6,,,,,,,,0.333,0.424,0.104,,,,,,,,,,0.178,0.384,0.386,109.0,103.0,112.0,70.0,88.0,79.0,0.1,0.348,-0.2,-0.14,92.5,85.6,0.182,0.455,0.1
