,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-07-21,746125,Double,double,False,663853,572020,Romy Gonzalez,James Paxton,0,34c68675-fb2c-48c6-a78b-5bed501d1ac2,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.65,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-21,746125,Home Run,home_run,False,680776,572020,Jarren Duran,James Paxton,1,a72aa584-904b-4434-a6bb-37ad6bed1c23,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.65,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-21,746125,Pop Out,field_out,True,641933,572020,Tyler O'Neill,James Paxton,0,d9f00bc0-9e23-4c33-8b90-d71b2e7b5621,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.65,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-21,746125,Strikeout,strikeout,True,646240,572020,Rafael Devers,James Paxton,0,35f0a845-e520-477d-a842-47eca209995a,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.65,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-21,746125,Walk,walk,False,657136,572020,Connor Wong,James Paxton,0,467cd352-0ba2-4db6-a4c1-cdb6db738a76,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.65,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-21,746125,Walk,walk,False,807799,572020,Masataka Yoshida,James Paxton,1,f26c1ab1-5052-4691-97fa-a9a126fc7026,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.65,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-21,746125,Flyout,field_out,True,642197,572020,Jamie Westbrook,James Paxton,0,1a57cd6c-baa4-484e-824c-d9b7b3190a77,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.65,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-21,746125,Strikeout,strikeout,True,660271,676710,Shohei Ohtani,Kutter Crawford,0,bb95b93e-60e0-4057-ac71-2d71364f0c18,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,108.0,111.0,113.0,,,,88.0,94.0,99.0,114.0,106.0,104.0,,0.344,0.31,0.058,,0.81,1.24,,-0.91,,92.6,87.5,,,77.1,0.222,0.373,0.208,0.286,0.357,0.185,,,,,,,0.201,0.338,0.243,99.0,98.0,99.0,87.0,101.0,107.0,0.083,0.205,1.54,-0.56,82.4,80.9,0.233,0.433,0.289,0.149,0.255,0.451,,,,,,
8,2024-07-21,746125,Groundout,field_out,True,606192,676710,Teoscar Hernández,Kutter Crawford,0,a81cd848-8720-4657-97c4-6872a624d7de,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,108.0,111.0,113.0,,,,88.0,94.0,99.0,114.0,106.0,104.0,,0.344,0.31,0.058,,0.81,1.24,,-0.91,,92.6,87.5,,,77.1,0.222,0.373,0.208,0.286,0.357,0.185,,,,,,,0.201,0.338,0.243,99.0,98.0,99.0,87.0,101.0,107.0,0.083,0.205,1.54,-0.56,82.4,80.9,0.233,0.433,0.289,0.149,0.255,0.451,,,,,,
9,2024-07-21,746125,Home Run,home_run,False,518692,676710,Freddie Freeman,Kutter Crawford,0,498c8046-ddf4-41b0-8581-b5466a91a82c,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,108.0,111.0,113.0,,,,88.0,94.0,99.0,114.0,106.0,104.0,,0.344,0.31,0.058,,0.81,1.24,,-0.91,,92.6,87.5,,,77.1,0.222,0.373,0.208,0.286,0.357,0.185,,,,,,,0.201,0.338,0.243,99.0,98.0,99.0,87.0,101.0,107.0,0.083,0.205,1.54,-0.56,82.4,80.9,0.233,0.433,0.289,0.149,0.255,0.451,,,,,,
