,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-05-22,745743,Walk,walk,False,641487,641482,J.P. Crawford,Nestor Cortes,0,20b24def-9073-43c6-b675-201f3c03f99d,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-22,745743,Strikeout,strikeout,True,677594,641482,Julio Rodríguez,Nestor Cortes,0,e51b49d6-5e29-49a5-bd1d-fe3ca069f642,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-22,745743,Flyout,field_out,True,641598,641482,Mitch Garver,Nestor Cortes,0,a59e4845-9046-4982-9a3e-a9c6871f523a,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-22,745743,Strikeout,strikeout,True,663728,641482,Cal Raleigh,Nestor Cortes,0,658d4aab-fd78-413b-a643-d1ceb47413cf,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-22,745743,Single,single,False,683011,682243,Anthony Volpe,Bryce Miller,0,d8c2e5ab-2d9b-4b89-9dc5-936774c9d804,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.197,0.349,0.276,0.5,0.75,0.1,0.333,0.593,0.118,,,,0.245,0.362,0.094,66.0,82.0,91.0,88.0,107.0,108.0,0.174,0.014,0.84,4.17,83.8,85.5,0.181,0.266,0.256,0.0,0.0,0.25,,,,,,
5,2024-05-22,745743,Groundout,field_out,True,665742,682243,Juan Soto,Bryce Miller,1,9e2ae8ef-add2-4456-a6e8-ad5efe02d903,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.197,0.349,0.276,0.5,0.75,0.1,0.333,0.593,0.118,,,,0.245,0.362,0.094,66.0,82.0,91.0,88.0,107.0,108.0,0.174,0.014,0.84,4.17,83.8,85.5,0.181,0.266,0.256,0.0,0.0,0.25,,,,,,
6,2024-05-22,745743,Home Run,home_run,False,592450,682243,Aaron Judge,Bryce Miller,1,6223e056-fce5-4b0d-abbf-4755fe89e898,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.197,0.349,0.276,0.5,0.75,0.1,0.333,0.593,0.118,,,,0.245,0.362,0.094,66.0,82.0,91.0,88.0,107.0,108.0,0.174,0.014,0.84,4.17,83.8,85.5,0.181,0.266,0.256,0.0,0.0,0.25,,,,,,
7,2024-05-22,745743,Lineout,field_out,True,657077,682243,Alex Verdugo,Bryce Miller,0,338d05e3-1b9b-4440-9eb0-23a26c4f6387,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.197,0.349,0.276,0.5,0.75,0.1,0.333,0.593,0.118,,,,0.245,0.362,0.094,66.0,82.0,91.0,88.0,107.0,108.0,0.174,0.014,0.84,4.17,83.8,85.5,0.181,0.266,0.256,0.0,0.0,0.25,,,,,,
8,2024-05-22,745743,Flyout,field_out,True,519317,682243,Giancarlo Stanton,Bryce Miller,0,c232aa1e-e183-4f07-9261-c6a0aeb51070,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.197,0.349,0.276,0.5,0.75,0.1,0.333,0.593,0.118,,,,0.245,0.362,0.094,66.0,82.0,91.0,88.0,107.0,108.0,0.174,0.014,0.84,4.17,83.8,85.5,0.181,0.266,0.256,0.0,0.0,0.25,,,,,,
9,2024-05-22,745743,Double,double,False,664238,641482,Dylan Moore,Nestor Cortes,0,26490a64-02a2-410f-b9cd-7803b63fb004,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-05-22,745743,Walk,walk,False,664034,641482,Ty France,Nestor Cortes,0,ef8532f9-cea2-411d-8c6d-d1c830e76427,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-22,745743,Strikeout,strikeout,True,593871,641482,Jorge Polanco,Nestor Cortes,0,a87b34b3-61a0-4583-a242-e167816442f9,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-05-22,745743,Strikeout Double Play,strikeout_double_play,True,571745,641482,Mitch Haniger,Nestor Cortes,1,b808f445-168d-4d1a-b013-5cab8348e7d0,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-05-22,745743,Flyout,field_out,True,519203,682243,Anthony Rizzo,Bryce Miller,0,366390c2-dc19-4d6d-b8c1-d8445099cef8,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.197,0.349,0.276,0.5,0.75,0.1,0.333,0.593,0.118,,,,0.245,0.362,0.094,66.0,82.0,91.0,88.0,107.0,108.0,0.174,0.014,0.84,4.17,83.8,85.5,0.181,0.266,0.256,0.0,0.0,0.25,,,,,,
14,2024-05-22,745743,Strikeout,strikeout,True,650402,682243,Gleyber Torres,Bryce Miller,0,0cc019e2-69f3-4a77-94ae-c01ea2bdd176,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.197,0.349,0.276,0.5,0.75,0.1,0.333,0.593,0.118,,,,0.245,0.362,0.094,66.0,82.0,91.0,88.0,107.0,108.0,0.174,0.014,0.84,4.17,83.8,85.5,0.181,0.266,0.256,0.0,0.0,0.25,,,,,,
15,2024-05-22,745743,Groundout,field_out,True,669224,682243,Austin Wells,Bryce Miller,0,95cdb59f-63d7-401a-99df-e825c952f716,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.197,0.349,0.276,0.5,0.75,0.1,0.333,0.593,0.118,,,,0.245,0.362,0.094,66.0,82.0,91.0,88.0,107.0,108.0,0.174,0.014,0.84,4.17,83.8,85.5,0.181,0.266,0.256,0.0,0.0,0.25,,,,,,
16,2024-05-22,745743,Strikeout,strikeout,True,649966,641482,Luis Urías,Nestor Cortes,0,4384ee46-cb86-4955-9723-82b3d59f4bf5,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
