,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-08-08,745226,Strikeout,strikeout,True,672761,693433,Wenceel Pérez,Bryan Woo,0,1f365c1e-7e08-42f1-91a3-5a83d9af1e6b,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,
1,2024-08-08,745226,Strikeout,strikeout,True,690993,693433,Colt Keith,Bryan Woo,0,27e00c3b-53b8-4d06-88c8-32255ed3fde4,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,
2,2024-08-08,745226,Groundout,field_out,True,663837,693433,Matt Vierling,Bryan Woo,0,4549a663-ec6e-4067-9ba3-591436a3d3cf,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,
3,2024-08-08,745226,Groundout,field_out,True,645302,669724,Victor Robles,Brenan Hanifee,0,c0a72aea-d559-4ebf-9e08-edfd86dcabb1,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.205,0.282,0.077,0.5,1.25,0.167,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
4,2024-08-08,745226,Groundout,field_out,True,670042,669724,Luke Raley,Brenan Hanifee,0,85b9d391-4ab8-4acd-8b24-63fcdf40c51a,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.205,0.282,0.077,0.5,1.25,0.167,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
5,2024-08-08,745226,Strikeout,strikeout,True,668227,669724,Randy Arozarena,Brenan Hanifee,0,52224c4d-8072-4006-8007-44da4be989c3,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.205,0.282,0.077,0.5,1.25,0.167,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
6,2024-08-08,745226,Pop Out,field_out,True,676632,693433,Bligh Madris,Bryan Woo,0,715fb1ba-07fd-4c92-a812-02cf50224132,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,
7,2024-08-08,745226,Groundout,field_out,True,669234,693433,Justyn-Henry Malloy,Bryan Woo,0,9298b693-305d-428e-9226-51054bfad486,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,
8,2024-08-08,745226,Strikeout,strikeout,True,678009,693433,Parker Meadows,Bryan Woo,0,baceda62-54f3-4289-ac56-6a618660cd4c,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,
9,2024-08-08,745226,Flyout,field_out,True,663728,669724,Cal Raleigh,Brenan Hanifee,0,6a97d297-c2df-430b-a6b2-74ebd272a750,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.205,0.282,0.077,0.5,1.25,0.167,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
