,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff
0,2024-05-19,745336,Groundout,field_out,True,453568,663855,Charlie Blackmon,Jordan Hicks,0,77bdd913-626b-45a7-aad5-de9d112d42f4,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-19,745336,Flyout,field_out,True,678662,663855,Ezequiel Tovar,Jordan Hicks,0,8ce36842-02de-4cdb-b381-8496863252ec,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-19,745336,Home Run,home_run,False,641857,663855,Ryan McMahon,Jordan Hicks,0,e5210978-a76e-4f6e-bcff-d01c45cc4368,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-19,745336,Groundout,field_out,True,663898,663855,Brendan Rodgers,Jordan Hicks,0,c47cd1cc-ec21-4cfa-b6fb-26328cfd36fd,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-19,745336,Flyout,field_out,True,624585,641712,Jorge Soler,Dakota Hudson,0,c4227e23-da80-42e4-9439-533a9a40e2c2,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,-1.93,,-0.53,-0.32,89.9,,90.3,84.1,0.315,0.465,0.07,,,,0.289,0.361,0.313,0.296,0.5,0.079,84.0,94.0,93.0,102.0,98.0,99.0,0.166,0.103,0.89,-4.92,83.4,80.2,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,
5,2024-05-19,745336,Groundout,field_out,True,664774,641712,LaMonte Wade Jr.,Dakota Hudson,0,cbdf715e-ab13-442b-bbd8-8ca14972f9be,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,-1.93,,-0.53,-0.32,89.9,,90.3,84.1,0.315,0.465,0.07,,,,0.289,0.361,0.313,0.296,0.5,0.079,84.0,94.0,93.0,102.0,98.0,99.0,0.166,0.103,0.89,-4.92,83.4,80.2,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,
6,2024-05-19,745336,Lineout,field_out,True,642731,641712,Thairo Estrada,Dakota Hudson,0,57521f10-9f43-4ddb-81fc-7fcb5aee3fb5,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,-1.93,,-0.53,-0.32,89.9,,90.3,84.1,0.315,0.465,0.07,,,,0.289,0.361,0.313,0.296,0.5,0.079,84.0,94.0,93.0,102.0,98.0,99.0,0.166,0.103,0.89,-4.92,83.4,80.2,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,
7,2024-05-19,745336,Groundout,field_out,True,660707,663855,Elehuris Montero,Jordan Hicks,0,e6e86ea1-0935-4fee-84d1-02ea24246f81,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-19,745336,Groundout,field_out,True,595909,663855,Jake Cave,Jordan Hicks,0,71d02b5f-3bde-4afc-a83b-321c743dfcf9,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-19,745336,Flyout,field_out,True,687597,663855,Jordan Beck,Jordan Hicks,0,ef87946b-f13a-45ea-b870-61f0ec621467,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-05-19,745336,Hit By Pitch,hit_by_pitch,False,656305,641712,Matt Chapman,Dakota Hudson,0,885d6fbd-2f75-4279-9f3e-be6f4c7be7b3,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,-1.93,,-0.53,-0.32,89.9,,90.3,84.1,0.315,0.465,0.07,,,,0.289,0.361,0.313,0.296,0.5,0.079,84.0,94.0,93.0,102.0,98.0,99.0,0.166,0.103,0.89,-4.92,83.4,80.2,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,
11,2024-05-19,745336,Lineout,field_out,True,682641,641712,Luis Matos,Dakota Hudson,0,2d2eb270-16c0-421c-a49d-79da88eb016b,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,-1.93,,-0.53,-0.32,89.9,,90.3,84.1,0.315,0.465,0.07,,,,0.289,0.361,0.313,0.296,0.5,0.079,84.0,94.0,93.0,102.0,98.0,99.0,0.166,0.103,0.89,-4.92,83.4,80.2,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,
12,2024-05-19,745336,Single,single,False,573262,641712,Mike Yastrzemski,Dakota Hudson,1,650d837f-d651-4b62-9d9b-659355994a4f,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,-1.93,,-0.53,-0.32,89.9,,90.3,84.1,0.315,0.465,0.07,,,,0.289,0.361,0.313,0.296,0.5,0.079,84.0,94.0,93.0,102.0,98.0,99.0,0.166,0.103,0.89,-4.92,83.4,80.2,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,
