,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-05,746544,Walk,walk,False,670770,641712,TJ Friedl,Dakota Hudson,0,25bab068-ea0c-42b4-882d-77d29fe24edf,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,
1,2024-06-05,746544,Single,single,False,682829,641712,Elly De La Cruz,Dakota Hudson,1,6878a284-e27b-4552-81de-eb3588578e5a,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,
2,2024-06-05,746544,Strikeout,strikeout,True,600869,641712,Jeimer Candelario,Dakota Hudson,1,6ea338dd-956d-4cc1-b07a-400f4932e523,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,
3,2024-06-05,746544,Lineout,field_out,True,668715,641712,Spencer Steer,Dakota Hudson,0,7d6963b9-93f2-4fed-9032-c244b32a3d77,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,
4,2024-06-05,746544,Single,single,False,453568,668933,Charlie Blackmon,Graham Ashcraft,0,0b993f0c-bebd-44ef-8096-7d9a3a6af477,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,0.145,0.217,0.367,,,,,,,0.333,0.333,0.2,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
5,2024-06-05,746544,Single,single,False,678662,668933,Ezequiel Tovar,Graham Ashcraft,1,b86d4a30-b815-4b72-a7b9-345682cee289,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,0.145,0.217,0.367,,,,,,,0.333,0.333,0.2,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
6,2024-06-05,746544,Single,single,False,641857,668933,Ryan McMahon,Graham Ashcraft,1,7fb386e4-93d5-4667-b312-7544c915c8b7,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,0.145,0.217,0.367,,,,,,,0.333,0.333,0.2,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
7,2024-06-05,746544,Groundout,field_out,True,553869,668933,Elias Díaz,Graham Ashcraft,1,b77f2ca4-a61d-4e43-b681-d885da378c4b,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,0.145,0.217,0.367,,,,,,,0.333,0.333,0.2,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
8,2024-06-05,746544,Single,single,False,663898,668933,Brendan Rodgers,Graham Ashcraft,1,80f7f391-9a80-47e0-a3c6-be13fe5ccc5b,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,0.145,0.217,0.367,,,,,,,0.333,0.333,0.2,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
9,2024-06-05,746544,Groundout,field_out,True,607732,668933,Jacob Stallings,Graham Ashcraft,1,58ef3fed-023c-4bc6-ab9c-3ef65fe5db40,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,0.145,0.217,0.367,,,,,,,0.333,0.333,0.2,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
