,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff
0,2024-09-10,745535,Double,double,False,666624,624133,Christopher Morel,Ranger Suárez,0,8e92c70c-28de-4c8e-acb9-ad1543f0442b,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,73.0,102.0,100.0,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,0.319,0.191,0.12,0.001,0.204,0.165,0.8,-1.35,0.95,-4.74,1.59,-0.26,91.8,86.5,80.0,90.8,81.3,74.5,0.265,0.377,0.096,0.18,0.29,0.332,0.213,0.319,0.191,0.22,0.308,0.349,0.288,0.577,0.145,,,,,,,,,,,,,,,
1,2024-09-10,745535,Groundout,field_out,True,666018,624133,Jonathan Aranda,Ranger Suárez,0,9d78f1d5-3fee-4ba0-9ad7-0f3d8e0541e2,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,73.0,102.0,100.0,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,0.319,0.191,0.12,0.001,0.204,0.165,0.8,-1.35,0.95,-4.74,1.59,-0.26,91.8,86.5,80.0,90.8,81.3,74.5,0.265,0.377,0.096,0.18,0.29,0.332,0.213,0.319,0.191,0.22,0.308,0.349,0.288,0.577,0.145,,,,,,,,,,,,,,,
2,2024-09-10,745535,Strikeout,strikeout,True,676356,624133,Jonny DeLuca,Ranger Suárez,0,ef33b92c-a1b3-42fc-aef5-90b60f41c775,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,73.0,102.0,100.0,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,0.319,0.191,0.12,0.001,0.204,0.165,0.8,-1.35,0.95,-4.74,1.59,-0.26,91.8,86.5,80.0,90.8,81.3,74.5,0.265,0.377,0.096,0.18,0.29,0.332,0.213,0.319,0.191,0.22,0.308,0.349,0.288,0.577,0.145,,,,,,,,,,,,,,,
3,2024-09-10,745535,Groundout,field_out,True,650490,624133,Yandy Díaz,Ranger Suárez,0,e46f5216-a8d5-45ea-bdde-ef339cbfecdf,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,73.0,102.0,100.0,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,0.319,0.191,0.12,0.001,0.204,0.165,0.8,-1.35,0.95,-4.74,1.59,-0.26,91.8,86.5,80.0,90.8,81.3,74.5,0.265,0.377,0.096,0.18,0.29,0.332,0.213,0.319,0.191,0.22,0.308,0.349,0.288,0.577,0.145,,,,,,,,,,,,,,,
4,2024-09-10,745535,Home Run,home_run,False,656941,671737,Kyle Schwarber,Taj Bradley,0,8bf795fd-28e7-426f-833c-977dd8032e73,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,91.0,100.0,99.0,,0.408,0.222,,0.094,,-0.22,0.97,,,-1.33,,96.3,90.8,,,,79.1,,,,0.222,0.481,0.327,0.274,0.521,0.217,,,,0.212,0.384,0.327,122.0,101.0,113.0,0.276,0.39,90.8,0.211,0.323,0.326,,,,,,
5,2024-09-10,745535,Strikeout,strikeout,True,607208,671737,Trea Turner,Taj Bradley,0,037dc994-eb83-4661-bfa3-293822ca3762,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,91.0,100.0,99.0,,0.408,0.222,,0.094,,-0.22,0.97,,,-1.33,,96.3,90.8,,,,79.1,,,,0.222,0.481,0.327,0.274,0.521,0.217,,,,0.212,0.384,0.327,122.0,101.0,113.0,0.276,0.39,90.8,0.211,0.323,0.326,,,,,,
6,2024-09-10,745535,Groundout,field_out,True,547180,671737,Bryce Harper,Taj Bradley,0,cfb632c7-86ec-4818-b1f4-287316d8a33c,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,91.0,100.0,99.0,,0.408,0.222,,0.094,,-0.22,0.97,,,-1.33,,96.3,90.8,,,,79.1,,,,0.222,0.481,0.327,0.274,0.521,0.217,,,,0.212,0.384,0.327,122.0,101.0,113.0,0.276,0.39,90.8,0.211,0.323,0.326,,,,,,
7,2024-09-10,745535,Lineout,field_out,True,592206,671737,Nick Castellanos,Taj Bradley,0,0545f545-e625-412d-8770-b5950c29e4db,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,91.0,100.0,99.0,,0.408,0.222,,0.094,,-0.22,0.97,,,-1.33,,96.3,90.8,,,,79.1,,,,0.222,0.481,0.327,0.274,0.521,0.217,,,,0.212,0.384,0.327,122.0,101.0,113.0,0.276,0.39,90.8,0.211,0.323,0.326,,,,,,
8,2024-09-10,745535,Groundout,field_out,True,666139,624133,Josh Lowe,Ranger Suárez,0,9e06488c-9767-4b93-90da-a98afdfbdaa2,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,73.0,102.0,100.0,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,0.319,0.191,0.12,0.001,0.204,0.165,0.8,-1.35,0.95,-4.74,1.59,-0.26,91.8,86.5,80.0,90.8,81.3,74.5,0.265,0.377,0.096,0.18,0.29,0.332,0.213,0.319,0.191,0.22,0.308,0.349,0.288,0.577,0.145,,,,,,,,,,,,,,,
9,2024-09-10,745535,Single,single,False,691406,624133,Junior Caminero,Ranger Suárez,0,bf02762d-9492-4c7b-b0ca-7bfa1d1bea42,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,73.0,102.0,100.0,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,0.319,0.191,0.12,0.001,0.204,0.165,0.8,-1.35,0.95,-4.74,1.59,-0.26,91.8,86.5,80.0,90.8,81.3,74.5,0.265,0.377,0.096,0.18,0.29,0.332,0.213,0.319,0.191,0.22,0.308,0.349,0.288,0.577,0.145,,,,,,,,,,,,,,,
