,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff
0,2024-05-12,746555,Single,single,False,543760,621389,Marcus Semien,Ty Blach,0,4940b94d-791b-4e38-9e58-277e9d8f239a,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,
1,2024-05-12,746555,Single,single,False,608369,621389,Corey Seager,Ty Blach,1,0b9d5e15-6fe4-46b7-924a-f83c302ab3bd,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,
2,2024-05-12,746555,Grounded Into DP,grounded_into_double_play,True,663993,621389,Nathaniel Lowe,Ty Blach,1,9010d5ca-2a53-4ff4-84e6-ec1c9ba315ff,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,
3,2024-05-12,746555,Single,single,False,666969,621389,Adolis García,Ty Blach,1,afce3591-4f30-4e04-bee1-85a459dbd6f1,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,
4,2024-05-12,746555,Flyout,field_out,True,641680,621389,Jonah Heim,Ty Blach,0,841e13d4-21d9-4155-af2f-7748e5fddca6,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,
5,2024-05-12,746555,Single,single,False,453568,570632,Charlie Blackmon,José Ureña,0,2c8ea489-a6f9-4fdd-bc61-2fa5985ae188,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,,,,93.0,99.0,97.0,,,,0.394,,,0.174,,1.6,,-0.43,,88.7,95.9,,0.234,0.298,0.101,0.238,0.548,0.336,,,,,,,87.0,97.0,93.0,87.0,99.0,98.0,0.067,0.365,-2.63,-0.1,96.2,86.7,0.226,0.333,0.363,0.429,1.0,0.229
6,2024-05-12,746555,Home Run,home_run,False,678662,570632,Ezequiel Tovar,José Ureña,1,b1c66342-1547-4833-a0f1-ca11d3c614bf,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,,,,93.0,99.0,97.0,,,,0.394,,,0.174,,1.6,,-0.43,,88.7,95.9,,0.234,0.298,0.101,0.238,0.548,0.336,,,,,,,87.0,97.0,93.0,87.0,99.0,98.0,0.067,0.365,-2.63,-0.1,96.2,86.7,0.226,0.333,0.363,0.429,1.0,0.229
7,2024-05-12,746555,Lineout,field_out,True,641857,570632,Ryan McMahon,José Ureña,0,4e2a3eec-ef10-481a-92bf-fc169f92fb66,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,,,,93.0,99.0,97.0,,,,0.394,,,0.174,,1.6,,-0.43,,88.7,95.9,,0.234,0.298,0.101,0.238,0.548,0.336,,,,,,,87.0,97.0,93.0,87.0,99.0,98.0,0.067,0.365,-2.63,-0.1,96.2,86.7,0.226,0.333,0.363,0.429,1.0,0.229
8,2024-05-12,746555,Groundout,field_out,True,553869,570632,Elias Díaz,José Ureña,0,1074a1e7-be5d-4c9a-9b04-5e658ff3a44e,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,,,,93.0,99.0,97.0,,,,0.394,,,0.174,,1.6,,-0.43,,88.7,95.9,,0.234,0.298,0.101,0.238,0.548,0.336,,,,,,,87.0,97.0,93.0,87.0,99.0,98.0,0.067,0.365,-2.63,-0.1,96.2,86.7,0.226,0.333,0.363,0.429,1.0,0.229
9,2024-05-12,746555,Single,single,False,663898,570632,Brendan Rodgers,José Ureña,0,f4a70903-4df1-43e0-b88d-136b262b9205,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,,,,93.0,99.0,97.0,,,,0.394,,,0.174,,1.6,,-0.43,,88.7,95.9,,0.234,0.298,0.101,0.238,0.548,0.336,,,,,,,87.0,97.0,93.0,87.0,99.0,98.0,0.067,0.365,-2.63,-0.1,96.2,86.7,0.226,0.333,0.363,0.429,1.0,0.229
