,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI%,wSI/C,vSI,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-10,745446,Flyout,field_out,True,691594,669387,Javier Sanoja,Carmen Mlodzinski,0,e90269c8-b42f-446f-a477-61d7268e0388,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.6,3.53,45.0,100.0,101.0,102.0,0.784,7.6,3.0,7.6,0.6,1.16,0.275,0.458,0.137,0.282,0.426,114.0,81.0,85.0,95.0,100.0,97.0,119.0,102.0,114.0,91.0,101.0,97.0,0.401,0.211,0.385,0.004,0.86,1.48,-0.09,-28.01,96.1,92.4,88.6,86.7,0.183,0.333,0.257,0.235,0.255,0.26,0.233,0.367,0.156,0.304,0.391,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-10,745446,Flyout,field_out,True,660821,669387,Jesús Sánchez,Carmen Mlodzinski,0,e7eafb64-f426-4590-aedf-9af52114c011,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.6,3.53,45.0,100.0,101.0,102.0,0.784,7.6,3.0,7.6,0.6,1.16,0.275,0.458,0.137,0.282,0.426,114.0,81.0,85.0,95.0,100.0,97.0,119.0,102.0,114.0,91.0,101.0,97.0,0.401,0.211,0.385,0.004,0.86,1.48,-0.09,-28.01,96.1,92.4,88.6,86.7,0.183,0.333,0.257,0.235,0.255,0.26,0.233,0.367,0.156,0.304,0.391,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-10,745446,Strikeout,strikeout,True,669394,669387,Jake Burger,Carmen Mlodzinski,0,5702609c-1c5c-4bc8-8fde-8337f29bbd84,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.6,3.53,45.0,100.0,101.0,102.0,0.784,7.6,3.0,7.6,0.6,1.16,0.275,0.458,0.137,0.282,0.426,114.0,81.0,85.0,95.0,100.0,97.0,119.0,102.0,114.0,91.0,101.0,97.0,0.401,0.211,0.385,0.004,0.86,1.48,-0.09,-28.01,96.1,92.4,88.6,86.7,0.183,0.333,0.257,0.235,0.255,0.26,0.233,0.367,0.156,0.304,0.391,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-10,745446,Single,single,False,643396,670124,Isiah Kiner-Falefa,Adam Oller,0,3b5c17d6-9dfc-43fd-8f7d-d009508309b0,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,96.0,92.0,92.0,111.0,134.0,131.0,,,,0.514,,0.004,0.08,-1.5,,13.67,-3.15,93.8,,86.8,86.1,0.274,0.597,0.153,,,,,,,,,,113.0,97.0,99.0,0.402,2.24,84.1,0.121,0.152,0.309,0.154,0.231,0.217,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,
4,2024-09-10,745446,Single,single,False,668804,670124,Bryan Reynolds,Adam Oller,1,45c6c34f-9e14-4939-b897-7add91b87fb7,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,96.0,92.0,92.0,111.0,134.0,131.0,,,,0.514,,0.004,0.08,-1.5,,13.67,-3.15,93.8,,86.8,86.1,0.274,0.597,0.153,,,,,,,,,,113.0,97.0,99.0,0.402,2.24,84.1,0.121,0.152,0.309,0.154,0.231,0.217,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,
5,2024-09-10,745446,Groundout,field_out,True,665833,670124,Oneil Cruz,Adam Oller,1,2340b55c-5a84-491d-9330-d63a41a6479e,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,96.0,92.0,92.0,111.0,134.0,131.0,,,,0.514,,0.004,0.08,-1.5,,13.67,-3.15,93.8,,86.8,86.1,0.274,0.597,0.153,,,,,,,,,,113.0,97.0,99.0,0.402,2.24,84.1,0.121,0.152,0.309,0.154,0.231,0.217,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,
6,2024-09-10,745446,Walk,walk,False,457705,670124,Andrew McCutchen,Adam Oller,0,1e8c4260-7459-4eae-8713-16b508570263,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,96.0,92.0,92.0,111.0,134.0,131.0,,,,0.514,,0.004,0.08,-1.5,,13.67,-3.15,93.8,,86.8,86.1,0.274,0.597,0.153,,,,,,,,,,113.0,97.0,99.0,0.402,2.24,84.1,0.121,0.152,0.309,0.154,0.231,0.217,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,
7,2024-09-10,745446,Fielders Choice,fielders_choice,False,663698,670124,Joey Bart,Adam Oller,1,67549a58-8323-4b3b-b011-3f5562372777,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,96.0,92.0,92.0,111.0,134.0,131.0,,,,0.514,,0.004,0.08,-1.5,,13.67,-3.15,93.8,,86.8,86.1,0.274,0.597,0.153,,,,,,,,,,113.0,97.0,99.0,0.402,2.24,84.1,0.121,0.152,0.309,0.154,0.231,0.217,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,
8,2024-09-10,745446,Grounded Into DP,grounded_into_double_play,True,642133,670124,Rowdy Tellez,Adam Oller,1,46bf5dbf-e1ed-416e-878e-bf02bdcc3e25,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,96.0,92.0,92.0,111.0,134.0,131.0,,,,0.514,,0.004,0.08,-1.5,,13.67,-3.15,93.8,,86.8,86.1,0.274,0.597,0.153,,,,,,,,,,113.0,97.0,99.0,0.402,2.24,84.1,0.121,0.152,0.309,0.154,0.231,0.217,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,
9,2024-09-10,745446,Flyout,field_out,True,672640,669387,Otto Lopez,Carmen Mlodzinski,0,5b83ae0c-3a3d-4174-963f-387d0eb9bb73,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.6,3.53,45.0,100.0,101.0,102.0,0.784,7.6,3.0,7.6,0.6,1.16,0.275,0.458,0.137,0.282,0.426,114.0,81.0,85.0,95.0,100.0,97.0,119.0,102.0,114.0,91.0,101.0,97.0,0.401,0.211,0.385,0.004,0.86,1.48,-0.09,-28.01,96.1,92.4,88.6,86.7,0.183,0.333,0.257,0.235,0.255,0.26,0.233,0.367,0.156,0.304,0.391,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
