,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-08-22,745623,Walk,walk,False,650490,674370,Yandy Díaz,Osvaldo Bido,0,7dc331de-c46a-44fd-9e65-c3b49352db59,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,
1,2024-08-22,745623,Strikeout,strikeout,True,664040,674370,Brandon Lowe,Osvaldo Bido,0,9491c3c1-bd3d-4a5b-97ab-b09de9546705,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,
2,2024-08-22,745623,Walk,walk,False,666185,674370,Dylan Carlson,Osvaldo Bido,1,ee240118-bbd7-4242-9d93-fd24881a34dc,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,
3,2024-08-22,745623,Flyout,field_out,True,666624,674370,Christopher Morel,Osvaldo Bido,0,756bbb39-7955-4188-b0af-414a440c2920,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,
4,2024-08-22,745623,Strikeout,strikeout,True,666139,674370,Josh Lowe,Osvaldo Bido,0,68c23c29-c8dc-4003-a6cf-e5862ff88f24,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,
5,2024-08-22,745623,Lineout,field_out,True,680474,605488,Max Schuemann,Jeffrey Springs,0,e5430399-62d4-4987-9dbb-63f9a4d7dffd,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.244,0.512,0.18,0.133,0.133,0.255,,,,0.375,0.5,0.466,,,,0.0,0.0,0.571,,,,,,,,,,,,
6,2024-08-22,745623,Single,single,False,609280,605488,Miguel Andujar,Jeffrey Springs,0,d62abc7e-21e2-4493-b0da-5398fd848644,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.244,0.512,0.18,0.133,0.133,0.255,,,,0.375,0.5,0.466,,,,0.0,0.0,0.571,,,,,,,,,,,,
7,2024-08-22,745623,Walk,walk,False,667670,605488,Brent Rooker,Jeffrey Springs,1,f206c989-6ccd-4347-b752-3cfc982effd4,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.244,0.512,0.18,0.133,0.133,0.255,,,,0.375,0.5,0.466,,,,0.0,0.0,0.571,,,,,,,,,,,,
8,2024-08-22,745623,Strikeout,strikeout,True,669127,605488,Shea Langeliers,Jeffrey Springs,0,f29ad938-caa6-4af9-8527-9971ce0c8600,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.244,0.512,0.18,0.133,0.133,0.255,,,,0.375,0.5,0.466,,,,0.0,0.0,0.571,,,,,,,,,,,,
9,2024-08-22,745623,Strikeout,strikeout,True,663662,605488,Daz Cameron,Jeffrey Springs,0,0d97caf1-d9b9-4b2d-8383-d5299f80ec94,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.244,0.512,0.18,0.133,0.133,0.255,,,,0.375,0.5,0.466,,,,0.0,0.0,0.571,,,,,,,,,,,,
