,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-06,745912,Strikeout,strikeout,True,668942,680573,Josh Rojas,Simeon Woods Richardson,0,4387a68e-59f6-45a1-9b06-7ceebba88d6a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
1,2024-05-06,745912,Strikeout,strikeout,True,677594,680573,Julio Rodríguez,Simeon Woods Richardson,0,c3911cf5-e7e1-4557-98f9-45b2d706d9f7,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
2,2024-05-06,745912,Strikeout,strikeout,True,593871,680573,Jorge Polanco,Simeon Woods Richardson,0,e24ca7f2-662d-4635-b29d-27a9caf09209,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
3,2024-05-06,745912,Groundout,field_out,True,666397,622491,Edouard Julien,Luis Castillo,0,fba2a4d7-54e5-482a-807e-b35a3db3a259,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,,,,119.0,105.0,102.0,77.0,105.0,108.0,0.442,0.236,,0.154,0.96,1.27,,-1.2,95.4,88.1,85.8,,0.2,0.357,0.278,0.189,0.311,0.351,0.289,0.526,0.244,,,,102.0,101.0,98.0,0.168,-0.32,95.5,0.306,0.449,0.092,,,,,,,,,
4,2024-05-06,745912,Flyout,field_out,True,663616,622491,Trevor Larnach,Luis Castillo,0,3ff0a6f7-5099-4b7f-ac4b-bfefc745b1a2,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,,,,119.0,105.0,102.0,77.0,105.0,108.0,0.442,0.236,,0.154,0.96,1.27,,-1.2,95.4,88.1,85.8,,0.2,0.357,0.278,0.189,0.311,0.351,0.289,0.526,0.244,,,,102.0,101.0,98.0,0.168,-0.32,95.5,0.306,0.449,0.092,,,,,,,,,
5,2024-05-06,745912,Strikeout,strikeout,True,666135,622491,Alex Kirilloff,Luis Castillo,0,56ad21d4-0d67-4e32-aaaa-6f8403abd076,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,,,,119.0,105.0,102.0,77.0,105.0,108.0,0.442,0.236,,0.154,0.96,1.27,,-1.2,95.4,88.1,85.8,,0.2,0.357,0.278,0.189,0.311,0.351,0.289,0.526,0.244,,,,102.0,101.0,98.0,0.168,-0.32,95.5,0.306,0.449,0.092,,,,,,,,,
6,2024-05-06,745912,Strikeout,strikeout,True,571745,680573,Mitch Haniger,Simeon Woods Richardson,0,a155da08-269f-4c2a-aa1f-a745e3f7e0e5,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
7,2024-05-06,745912,Lineout,field_out,True,663728,680573,Cal Raleigh,Simeon Woods Richardson,0,eb132114-ac0b-481d-a19d-e073b645b7f9,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
8,2024-05-06,745912,Strikeout,strikeout,True,664034,680573,Ty France,Simeon Woods Richardson,0,913a51f5-8350-4339-84b0-204ac0e7a53a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
9,2024-05-06,745912,Groundout,field_out,True,596146,622491,Max Kepler,Luis Castillo,0,02282f8f-51e9-4f5c-9664-c740cf91978f,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,,,,119.0,105.0,102.0,77.0,105.0,108.0,0.442,0.236,,0.154,0.96,1.27,,-1.2,95.4,88.1,85.8,,0.2,0.357,0.278,0.189,0.311,0.351,0.289,0.526,0.244,,,,102.0,101.0,98.0,0.168,-0.32,95.5,0.306,0.449,0.092,,,,,,,,,
