,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,KC%,CH%,wFA/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff
0,2024-05-27,746549,Double,double,False,671289,683627,Tyler Freeman,Anthony Molina,0,8357546d-28bc-4fd1-9439-6b929fb3a323,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-27,746549,Groundout,field_out,True,665926,683627,Andrés Giménez,Anthony Molina,1,b520c81e-fd8b-4525-97bd-e3509b125c95,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-27,746549,Groundout,field_out,True,608070,683627,José Ramírez,Anthony Molina,1,a8366aaf-d4a6-46f7-bc61-c3b7ea80dff2,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-27,746549,Groundout,field_out,True,647304,683627,Josh Naylor,Anthony Molina,0,f25d6fff-7a6c-4c1e-a209-333379227ea5,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-27,746549,Double,double,False,453568,675540,Charlie Blackmon,Xzavion Curry,0,45807f3e-5274-47d9-9b22-9621ca1988a8,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,5.19,5.69,17.1,105.0,91.0,105.0,0.833,6.23,1.56,9.87,2.08,0.47,0.169,0.339,0.068,0.458,0.479,77.0,100.0,103.0,80.0,111.0,116.0,80.0,102.0,100.0,105.0,106.0,108.0,0.468,0.43,0.081,,0.021,0.24,-0.32,-7.71,,9.12,92.7,88.1,85.1,75.7,,0.273,0.455,0.182,0.289,0.474,0.253,,,,0.222,0.889,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-27,746549,Strikeout,strikeout,True,678662,675540,Ezequiel Tovar,Xzavion Curry,0,730fad0d-d396-4490-9910-0a8b7fb85f3b,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,5.19,5.69,17.1,105.0,91.0,105.0,0.833,6.23,1.56,9.87,2.08,0.47,0.169,0.339,0.068,0.458,0.479,77.0,100.0,103.0,80.0,111.0,116.0,80.0,102.0,100.0,105.0,106.0,108.0,0.468,0.43,0.081,,0.021,0.24,-0.32,-7.71,,9.12,92.7,88.1,85.1,75.7,,0.273,0.455,0.182,0.289,0.474,0.253,,,,0.222,0.889,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-27,746549,Flyout,field_out,True,641857,675540,Ryan McMahon,Xzavion Curry,0,b9776451-c57f-4896-97b4-bee61d401e59,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,5.19,5.69,17.1,105.0,91.0,105.0,0.833,6.23,1.56,9.87,2.08,0.47,0.169,0.339,0.068,0.458,0.479,77.0,100.0,103.0,80.0,111.0,116.0,80.0,102.0,100.0,105.0,106.0,108.0,0.468,0.43,0.081,,0.021,0.24,-0.32,-7.71,,9.12,92.7,88.1,85.1,75.7,,0.273,0.455,0.182,0.289,0.474,0.253,,,,0.222,0.889,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-27,746549,Flyout,field_out,True,553869,675540,Elias Díaz,Xzavion Curry,0,09669bb6-03eb-416a-bf62-598a3c260950,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,5.19,5.69,17.1,105.0,91.0,105.0,0.833,6.23,1.56,9.87,2.08,0.47,0.169,0.339,0.068,0.458,0.479,77.0,100.0,103.0,80.0,111.0,116.0,80.0,102.0,100.0,105.0,106.0,108.0,0.468,0.43,0.081,,0.021,0.24,-0.32,-7.71,,9.12,92.7,88.1,85.1,75.7,,0.273,0.455,0.182,0.289,0.474,0.253,,,,0.222,0.889,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-27,746549,Hit By Pitch,hit_by_pitch,False,681807,683627,David Fry,Anthony Molina,0,6be1bd8b-d16b-4ab3-a4b5-dcbea6382864,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-27,746549,Walk,walk,False,700932,683627,Kyle Manzardo,Anthony Molina,1,194cd291-c18d-4e83-81c0-353ef451acd7,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-05-27,746549,Walk,walk,False,686823,683627,Will Brennan,Anthony Molina,1,76b347a1-7ec0-4675-8277-b26dbcc30623,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-27,746549,Grounded Into DP,grounded_into_double_play,True,666310,683627,Bo Naylor,Anthony Molina,1,6fb3a59f-2d01-47f1-b4c0-f26ff1e24153,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-05-27,746549,Walk,walk,False,677587,683627,Brayan Rocchio,Anthony Molina,0,0176bfea-5500-43a1-8f67-8cb5b8adfcaa,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,121.0,110.0,112.0,76.0,98.0,92.0,91.0,107.0,107.0,0.49,0.249,0.024,0.002,0.235,-1.66,-1.65,-1.97,3.88,0.35,94.6,84.9,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,0.179,0.286,0.254,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
