,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-14,746436,Strikeout,strikeout,True,645302,689225,Victor Robles,Beau Brieske,0,dbfcfde0-2801-4d3b-8bd8-d8630b154f7d,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-14,746436,Walk,walk,False,593871,689225,Jorge Polanco,Beau Brieske,0,8dc17f97-0962-4a58-a0e8-af2dd333e1cf,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-14,746436,Flyout,field_out,True,668227,689225,Randy Arozarena,Beau Brieske,0,c0070bfe-a31a-4de5-b6cd-3971b12c729f,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-14,746436,Strikeout,strikeout,True,663728,689225,Cal Raleigh,Beau Brieske,0,4c64ba63-f56e-4d5a-88a7-cbbf5df6f717,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-14,746436,Groundout,field_out,True,663837,693433,Matt Vierling,Bryan Woo,0,978d1214-cec1-476e-aec3-0d7866b515c1,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.122,0.195,0.148,0.211,0.289,0.101,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-14,746436,Strikeout,strikeout,True,681481,693433,Kerry Carpenter,Bryan Woo,0,4be63b84-9f3a-488f-a35a-353cf7c80c3e,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.122,0.195,0.148,0.211,0.289,0.101,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-14,746436,Lineout,field_out,True,690993,693433,Colt Keith,Bryan Woo,0,50559b0b-67c7-4d37-925c-f24983fdb04c,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.122,0.195,0.148,0.211,0.289,0.101,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-14,746436,Single,single,False,677594,689225,Julio Rodríguez,Beau Brieske,0,2cd84a35-fb9f-4387-8dbe-f32b4e01a96c,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-14,746436,Single,single,False,670042,689225,Luke Raley,Beau Brieske,1,ce33c201-89ba-42cf-b9f4-c1d90d705b80,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-14,746436,Flyout,field_out,True,571745,689225,Mitch Haniger,Beau Brieske,0,b67de47c-90bc-4629-8b40-1d255e903ef2,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,0.17,0.369,0.197,0.264,0.67,1.62,-1.81,0.06,95.9,88.4,95.5,86.1,0.254,0.317,0.204,0.242,0.403,0.324,0.262,0.333,0.149,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
