,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-14,746422,Walk,walk,False,683002,689225,Gunnar Henderson,Beau Brieske,0,24791865-7757-4db3-8463-0c6a0699cbb1,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.84,3.87,58.2,101.0,110.0,101.0,0.779,9.36,4.45,8.13,0.46,0.98,0.194,0.363,0.15,0.338,0.401,103.0,106.0,109.0,119.0,99.0,100.0,85.0,105.0,95.0,123.0,93.0,100.0,0.164,0.392,0.179,0.265,0.61,1.78,-1.79,0.19,95.9,88.4,95.5,86.1,0.25,0.306,0.202,0.229,0.371,0.323,0.255,0.319,0.133,0.25,0.571,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-14,746422,Walk,walk,False,656775,689225,Cedric Mullins,Beau Brieske,1,22bf13a8-c941-4648-b07c-4a8e5ddfb97a,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.84,3.87,58.2,101.0,110.0,101.0,0.779,9.36,4.45,8.13,0.46,0.98,0.194,0.363,0.15,0.338,0.401,103.0,106.0,109.0,119.0,99.0,100.0,85.0,105.0,95.0,123.0,93.0,100.0,0.164,0.392,0.179,0.265,0.61,1.78,-1.79,0.19,95.9,88.4,95.5,86.1,0.25,0.306,0.202,0.229,0.371,0.323,0.255,0.319,0.133,0.25,0.571,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-14,746422,Grounded Into DP,grounded_into_double_play,True,623993,689225,Anthony Santander,Beau Brieske,1,be80ec19-9f69-44a7-9279-92668622bbb6,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.84,3.87,58.2,101.0,110.0,101.0,0.779,9.36,4.45,8.13,0.46,0.98,0.194,0.363,0.15,0.338,0.401,103.0,106.0,109.0,119.0,99.0,100.0,85.0,105.0,95.0,123.0,93.0,100.0,0.164,0.392,0.179,0.265,0.61,1.78,-1.79,0.19,95.9,88.4,95.5,86.1,0.25,0.306,0.202,0.229,0.371,0.323,0.255,0.319,0.133,0.25,0.571,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-14,746422,Strikeout,strikeout,True,668939,689225,Adley Rutschman,Beau Brieske,0,a225db16-40ea-42f2-aff2-6046b5a1996f,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.84,3.87,58.2,101.0,110.0,101.0,0.779,9.36,4.45,8.13,0.46,0.98,0.194,0.363,0.15,0.338,0.401,103.0,106.0,109.0,119.0,99.0,100.0,85.0,105.0,95.0,123.0,93.0,100.0,0.164,0.392,0.179,0.265,0.61,1.78,-1.79,0.19,95.9,88.4,95.5,86.1,0.25,0.306,0.202,0.229,0.371,0.323,0.255,0.319,0.133,0.25,0.571,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-14,746422,Strikeout,strikeout,True,678009,669203,Parker Meadows,Corbin Burnes,0,350afea1-794d-47c9-9659-10da8a7f6ed7,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.06,3.38,182.1,103.0,118.0,107.0,0.739,8.1,2.17,7.9,1.04,1.41,0.209,0.422,0.192,0.282,0.4,110.0,99.0,103.0,,,,105.0,95.0,88.0,133.0,105.0,121.0,0.081,,0.146,0.11,,-0.46,0.67,0.38,,89.2,97.0,87.3,,,,0.194,0.339,0.369,0.235,0.412,0.157,0.2,0.295,0.458,109.0,101.0,106.0,122.0,105.0,107.0,0.446,0.217,1.07,0.53,95.4,80.3,0.262,0.379,0.181,0.192,0.323,0.387,,,,,,,,,,,,,,,,,,
5,2024-09-14,746422,Single,single,False,690993,669203,Colt Keith,Corbin Burnes,0,621ab7d8-6363-4e53-b69d-261e1828208f,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.06,3.38,182.1,103.0,118.0,107.0,0.739,8.1,2.17,7.9,1.04,1.41,0.209,0.422,0.192,0.282,0.4,110.0,99.0,103.0,,,,105.0,95.0,88.0,133.0,105.0,121.0,0.081,,0.146,0.11,,-0.46,0.67,0.38,,89.2,97.0,87.3,,,,0.194,0.339,0.369,0.235,0.412,0.157,0.2,0.295,0.458,109.0,101.0,106.0,122.0,105.0,107.0,0.446,0.217,1.07,0.53,95.4,80.3,0.262,0.379,0.181,0.192,0.323,0.387,,,,,,,,,,,,,,,,,,
6,2024-09-14,746422,Grounded Into DP,grounded_into_double_play,True,681481,669203,Kerry Carpenter,Corbin Burnes,1,239e4be5-660d-41c3-a5d0-b3449c8ee1be,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.06,3.38,182.1,103.0,118.0,107.0,0.739,8.1,2.17,7.9,1.04,1.41,0.209,0.422,0.192,0.282,0.4,110.0,99.0,103.0,,,,105.0,95.0,88.0,133.0,105.0,121.0,0.081,,0.146,0.11,,-0.46,0.67,0.38,,89.2,97.0,87.3,,,,0.194,0.339,0.369,0.235,0.412,0.157,0.2,0.295,0.458,109.0,101.0,106.0,122.0,105.0,107.0,0.446,0.217,1.07,0.53,95.4,80.3,0.262,0.379,0.181,0.192,0.323,0.387,,,,,,,,,,,,,,,,,,
7,2024-09-14,746422,Pop Out,field_out,True,681297,680744,Colton Cowser,Ty Madden,0,ea33f3e3-f0c6-457c-bb84-a3a244a49eec,680744.0,tymadden,Madden,Right,Ty Madden,DET,2.55,3.79,17.2,100.0,97.0,101.0,0.806,6.11,2.55,8.15,0.0,1.04,0.339,0.375,0.143,0.375,0.454,,,,96.0,105.0,108.0,79.0,92.0,89.0,107.0,88.0,92.0,0.044,0.42,0.19,,2.25,6.03,-1.28,,94.2,,91.9,83.9,0.185,0.185,0.109,,,,0.0,0.0,0.0,0.333,0.444,0.333,,,,101.0,106.0,96.0,0.146,,-1.74,,87.8,,0.417,0.583,0.226,0.333,0.333,0.0,95.0,93.0,97.0,90.0,103.0,103.0,0.153,0.047,2.6,-2.79,84.9,79.5,0.167,0.167,0.444,,,
8,2024-09-14,746422,Single,single,False,656811,680744,Ryan O'Hearn,Ty Madden,0,d37009e6-6f78-4b67-ad61-d25a7c069988,680744.0,tymadden,Madden,Right,Ty Madden,DET,2.55,3.79,17.2,100.0,97.0,101.0,0.806,6.11,2.55,8.15,0.0,1.04,0.339,0.375,0.143,0.375,0.454,,,,96.0,105.0,108.0,79.0,92.0,89.0,107.0,88.0,92.0,0.044,0.42,0.19,,2.25,6.03,-1.28,,94.2,,91.9,83.9,0.185,0.185,0.109,,,,0.0,0.0,0.0,0.333,0.444,0.333,,,,101.0,106.0,96.0,0.146,,-1.74,,87.8,,0.417,0.583,0.226,0.333,0.333,0.0,95.0,93.0,97.0,90.0,103.0,103.0,0.153,0.047,2.6,-2.79,84.9,79.5,0.167,0.167,0.444,,,
9,2024-09-14,746422,Grounded Into DP,grounded_into_double_play,True,656896,680744,Emmanuel Rivera,Ty Madden,1,46c83fd2-9d03-4560-99c4-6ac199b16497,680744.0,tymadden,Madden,Right,Ty Madden,DET,2.55,3.79,17.2,100.0,97.0,101.0,0.806,6.11,2.55,8.15,0.0,1.04,0.339,0.375,0.143,0.375,0.454,,,,96.0,105.0,108.0,79.0,92.0,89.0,107.0,88.0,92.0,0.044,0.42,0.19,,2.25,6.03,-1.28,,94.2,,91.9,83.9,0.185,0.185,0.109,,,,0.0,0.0,0.0,0.333,0.444,0.333,,,,101.0,106.0,96.0,0.146,,-1.74,,87.8,,0.417,0.583,0.226,0.333,0.333,0.0,95.0,93.0,97.0,90.0,103.0,103.0,0.153,0.047,2.6,-2.79,84.9,79.5,0.167,0.167,0.444,,,
